N	2gram	Nazirov_Tv_1	Literetu
154	сознания а	1	2
155	как правило	1	2
156	нет не	2	2
157	отнюдь не	5	2
158	этой цели	1	2
159	или иную	1	2
160	только то	1	2
161	его сознания	1	2
162	как некий	1	2
163	все эти	1	2
164	чуть ли	1	2
165	но без	2	2
166	тому же	1	2
167	как он	1	2
168	в нем	3	2
169	в нашей	2	2
170	же это	1	2
171	не к	1	2
172	на этом	1	2
173	для всей	1	2
174	самим собой	4	2
175	было бы	1	2
176	по мысли	1	2
177	для них	1	2
178	и того	2	2
179	что такое	1	2
180	а как	2	2
181	от себя	1	2
182	жизни с	2	2
183	что я	3	2
184	войне и	1	2
185	эта мысль	1	2
186	для многих	1	2
187	в россии	3	2
188	тем не	2	2
189	однако в	2	2
190	даже в	3	2
191	вплоть до	1	2
192	дело не	3	2
193	мышления и	1	2
194	жизни не	1	2
195	жизни на	1	2
196	как будто	5	2
197	xx века	1	2
198	могут быть	2	2
199	к тому	2	2
200	искусства как	1	2
201	у достоевского	28	2
202	более не	2	2
203	в себя	2	2
204	но при	1	2
205	роль в	1	2
206	на том	2	2
207	друг для	1	2
208	в мире	4	2
209	ту же	3	2
210	о том	6	2
211	с одной	1	2
212	все та	1	2
213	обращается к	1	2
214	между тем	1	2
215	будь то	1	2
216	хотя бы	5	2
217	их не	1	2
218	по этому	1	2
219	только на	2	2
220	то и	1	2
221	что не	2	2
222	по выражению	1	2
223	ту или	1	2
224	что для	2	2
225	для него	6	2
226	не случайно	4	2
227	тем что	1	2
228	одной стороны	1	2
229	превращается в	1	2
230	не на	1	2
231	всей русской	1	2
232	все более	2	2
233	русской литературы	2	2
234	автора в	1	2
235	художественное произведение	1	2
236	я от	2	2
237	это уже	5	2
238	в сферу	1	2
239	это как	3	2
240	которая в	1	2
241	литературная традиция	1	2
242	тем более	1	2
243	для друга	1	2
244	все они	1	2
245	утверждал что	3	2
246	не есть	1	2
247	не обладает	1	2
248	отношению к	1	2
249	ко всему	1	2
250	в искусстве	1	2
251	о раскольникове	1	1
252	как известно	1	1
253	бытия по	1	1
254	и наказания	5	1
255	и развитие	1	1
256	же как	1	1
257	мечты в	2	1
258	на самом	3	1
259	достоевского в	12	1
260	сам автор	1	1
261	в реальности	1	1
262	оно было	1	1
263	увлекается игрой	1	1
264	и этот	1	1
265	который в	3	1
266	есть не	2	1
267	развития человечества	1	1
268	преступления и	5	1
269	я как	1	1
270	естественного человека	1	1
271	ивана петровича	1	1
272	вниманию читателя	1	1
273	в полной	1	1
274	но даже	1	1
275	всю ночь	1	1
276	за два	2	1
277	в медном	1	1
278	и он	2	1
279	это время	2	1
280	в xix	1	1
281	ипполит в	1	1
282	достоевского с	8	1
283	он был	1	1
284	он сам	6	1
285	бы то	1	1
286	в чем	2	1
287	тем как	1	1
288	бытие на	1	1
289	и будет	2	1
290	я только	1	1
291	в настоящем	2	1
292	к достижению	2	1
293	мы лучше	1	1
294	первый взгляд	1	1
295	в одной	2	1
296	князя мышкина	1	1
297	его сердце	1	1
298	для всех	1	1
299	как к	2	1
300	о жизни	1	1
301	авторская позиция	1	1
302	более и	1	1
303	современников в	1	1
304	сам же	1	1
305	перед нами	2	1
306	на человека	1	1
307	как уже	1	1
308	и как	4	1
309	реальной действительности	1	1
310	в сне	2	1
311	них он	1	1
312	то в	2	1
313	за собой	1	1
314	художественного мира	1	1
315	со своей	1	1
316	в которой	3	1
317	он в	1	1
318	если мы	1	1
319	традиция в	1	1
320	говорят о	1	1
321	в жертву	1	1
322	литературы из	1	1
323	в концепции	1	1
324	время у	3	1
325	вследствие этого	1	1
326	так сказать	2	1
327	вытекающее из	1	1
328	в статье	1	1
329	все тот	1	1
330	он не	8	1
331	же именно	1	1
332	эту тему	1	1
333	ключ к	1	1
334	но само	1	1
335	в диалоге	1	1
336	свою собственную	1	1
337	идеи и	1	1
338	к одному	1	1
339	и читателя	1	1
340	и вот	1	1
341	у читателя	1	1
342	и более	1	1
343	у пушкина	2	1
344	в плане	1	1
345	и по	3	1
346	но все	1	1
347	человека в	6	1
348	в каждом	3	1
349	подход к	1	1
350	то ни	1	1
351	он обладал	1	1
352	а затем	2	1
353	самого автора	1	1
354	и с	3	1
355	а по	2	1
356	натуральной школы	2	1
357	знает что	1	1
358	это было	1	1
359	первой главе	1	1
360	в глазах	1	1
361	новые идеи	1	1
362	в них	1	1
363	он же	1	1
364	соответствии с	3	1
365	этого персонажа	1	1
366	в ее	1	1
367	мы имеем	1	1
368	с тем	1	1
369	всю жизнь	1	1
370	романы достоевского	1	1
371	и уже	1	1
372	индивидуальность как	1	1
373	духовности в	1	1
374	и некоторые	1	1
375	такой же	2	1
376	в один	2	1
377	одного и	1	1
378	на первый	1	1
379	в этих	2	1
380	других однако	1	1
381	места в	1	1
382	во второй	2	1
383	этой связи	2	1
384	в отношении	1	1
385	со своего	1	1
386	к предмету	1	1
387	основе всех	1	1
388	вспять к	1	1
389	году когда	1	1
390	не от	1	1
391	этого в	1	1
392	от трансценденции	1	1
393	знал и	1	1
394	по крайней	2	1
395	ни было	1	1
396	как от	1	1
397	человека чем	1	1
398	вовсе не	5	1
399	которого уже	1	1
400	а вот	1	1
401	в историческом	1	1
402	и достоевского	1	1
403	в эпилоге	4	1
404	между людьми	2	1
405	а от	1	1
406	во главе	2	1
407	она не	1	1
408	человеческой истории	1	1
409	не имеет	1	1
410	самого начала	3	1
411	ее с	1	1
412	кого из	1	1
413	у кого	1	1
414	во время	1	1
415	на него	1	1
416	индивидуальном сознании	1	1
417	от жизни	2	1
418	говорить о	1	1
419	но только	2	1
420	это еще	1	1
421	это мы	1	1
422	от чужого	1	1
423	что сами	1	1
424	от привычной	1	1
425	возвращением к	1	1
426	в наше	2	1
427	и мире	1	1
428	другой стороны	1	1
429	xix веке	1	1
430	рождается в	1	1
431	собственной личности	1	1
432	о нем	1	1
433	для осуществления	1	1
434	с автором	1	1
435	только с	1	1
436	что ведет	1	1
437	достоевским в	4	1
438	он остановился	1	1
439	или бессознательно	1	1
440	вот в	2	1
441	своего я	2	1
442	поняв это	1	1
443	в момент	4	1
444	уже о	1	1
445	и времени	1	1
446	мы узнаем	1	1
447	и сверх	1	1
448	отличается от	1	1
449	русского романтизма	1	1
450	свою личную	1	1
451	от реального	1	1
452	жизни это	1	1
453	прошлого в	1	1
454	и говорит	1	1
455	имеет место	1	1
456	отказаться от	2	1
457	быть назван	1	1
458	году в	2	1
459	но по	1	1
460	стихах и	1	1
461	свою очередь	1	1
462	как один	1	1
463	людей в	2	1
464	с каким	2	1
465	и от	4	1
466	по сути	4	1
467	так в	1	1
468	мысль о	2	1
469	мы никогда	1	1
470	индивидуального развития	1	1
471	решения проблемы	1	1
472	до своего	1	1
473	с самого	3	1
474	культуры и	1	1
475	протест против	2	1
476	в дальнейшем	3	1
477	к жизни	2	1
478	решающую роль	1	1
479	что может	1	1
480	или в	2	1
481	он говорит	3	1
482	с самим	1	1
483	собой в	2	1
484	участия в	1	1
485	быть может	2	1
486	в эпоху	1	1
487	на всю	1	1
488	века собственно	1	1
489	его романов	5	1
490	трактуется как	1	1
491	и здесь	1	1
492	не был	3	1
493	году и	1	1
494	нам представляется	1	1
495	никак не	1	1
496	и что	1	1
497	можно сказать	2	1
498	и многих	1	1
499	других людей	2	1
500	самому себе	1	1
501	существования в	1	1
502	к нему	1	1
503	во всех	1	1
504	том или	1	1
505	путь к	1	1
506	от них	1	1
507	эпохи просвещения	1	1
508	во всей	2	1
509	что же	1	1
510	крайней мере	2	1
511	и других	3	1
512	под именем	1	1
513	вслед за	2	1
514	достоевского это	4	1
515	наконец в	1	1
516	сверх того	1	1
517	в жизнь	1	1
518	творческой эволюции	2	1
519	в литературе	2	1
520	герой в	2	1
521	тот же	2	1
522	одной из	4	1
523	в какой	1	1
524	положение в	1	1
525	гораздо более	2	1
526	наше время	2	1
527	в литературу	1	1
528	было и	1	1
529	со всеми	3	1
530	в новых	2	1
531	своего собственного	2	1
532	с какой	1	1
533	тогда же	1	1
534	человеческой личности	3	1
535	со своим	1	1
536	и у	2	1
537	каждого отдельно	1	1
538	свидригайлов и	1	1
539	в виде	3	1
540	свидетельствует о	2	1
541	кажется что	1	1
542	от других	2	1
543	времени на	3	1
544	к мысли	1	1
545	не так	3	1
546	жизнь для	1	1
547	свободу от	2	1
548	в котором	6	1
549	представлений о	2	1
550	в одном	1	1
551	в современном	2	1
552	так как	3	1
553	отношении к	1	1
554	любви или	2	1
555	человек как	3	1
556	отдельного человека	2	1
557	представляют собой	1	1
558	в финале	4	1
559	никого не	1	1
560	что и	2	1
561	как сам	1	1
562	до сих	1	1
563	может и	1	1
564	каждый человек	1	1
565	мечтал о	1	1
566	именно в	2	1
567	я был	1	1
568	с той	1	1
569	чем он	1	1
570	на чем	1	1
571	а с	1	1
572	человека у	2	1
573	мира это	1	1
574	записки из	6	1
575	себя и	1	1
576	резко отличается	1	1
577	картину мира	1	1
578	эпилоге преступления	1	1
579	творчестве чехова	1	1
580	в соответствии	3	1
581	живет на	1	1
582	а на	1	1
583	рассказа о	1	1
584	стремится к	3	1
585	до конца	2	1
586	в рассказе	3	1
587	сколько в	1	1
588	личности в	2	1
589	художественном мире	1	1
590	есть лишь	1	1
591	в последующем	1	1
592	мы знаем	1	1
593	для этой	2	1
594	сам себе	2	1
595	в творчестве	6	1
596	и если	1	1
597	в последней	1	1
598	него в	1	1
599	эти слова	2	1
600	ни на	3	1
601	согласно этой	1	1
602	этим сознанием	1	1
603	подхода к	3	1
604	жизни но	1	1
605	установкой на	1	1
606	и кризис	1	1
607	создается не	1	1
608	остановился и	1	1
609	но сам	1	1
610	и на	7	1
611	на эту	4	1
612	в мир	2	1
613	вокруг себя	2	1
614	в первой	2	1
615	строится как	1	1
616	сам не	1	1
617	на свете	2	1
618	действительной жизни	3	1
619	в авангарде	1	1
620	стремления к	2	1
621	с ее	3	1
622	действительности не	1	1
623	свободы в	1	1
624	и о	1	1
625	сих пор	1	1
626	только для	1	1
627	о его	1	1
628	решение проблемы	1	1
629	между прочим	1	1
630	имел в	1	1
631	и прозе	1	1
632	пока еще	1	1
633	как частный	1	1
634	себя с	1	1
635	процесса в	4	1
636	и искусства	1	1
637	уже на	1	1
638	для автора	2	1
639	при таком	1	1
640	основе этой	1	1
641	к жене	1	1
642	финале рассказа	1	1
643	от него	1	1
644	и все	6	1
645	у которого	1	1
646	только что	2	1
647	на берегу	3	1
648	в войне	1	1
649	и вдруг	1	1
650	в стихах	2	1
651	целый ряд	1	1
652	жизни в	6	1
653	в свою	7	1
654	в моем	1	1
655	в романе	10	1
656	героя и	2	1
657	не знает	2	1
658	сказать что	2	1
659	только как	1	1
660	была бы	1	1
661	от всех	1	1
662	медном всаднике	1	1
663	о литературе	1	1
664	я это	1	1
665	время не	2	1
666	исключительное значение	1	1
667	в действительности	1	1
668	но эти	1	1
669	к этой	1	1
670	а я	1	1
671	вместе с	2	1
672	он лишь	1	1
673	событий в	1	1
674	к этому	2	1
675	значение в	1	1
