N	2gram	Bakhtin_Pr_3	Poddanst
146	что уже	1	1
147	для этого	3	1
148	вопроса необходимо	1	1
149	ними как	1	1
150	находится в	2	1
151	на себя	1	1
152	план в	1	1
153	с ее	3	1
154	и ее	2	1
155	слова о	4	1
156	именно потому	2	1
157	мы и	2	1
158	эти явления	1	1
159	характер этого	1	1
160	он пришел	1	1
161	и что	5	1
162	еще не	4	1
163	были бы	2	1
164	и на	6	1
165	он был	1	1
166	или все	1	1
167	с его	6	1
168	бы она	1	1
169	глаза на	1	1
170	и главное	1	1
171	связь между	1	1
172	ибо то	1	1
173	жить и	1	1
174	увидеть и	2	1
175	в противоречии	1	1
176	не все	1	1
177	что и	5	1
178	отличие от	2	1
179	да в	1	1
180	не просто	1	1
181	прощения и	1	1
182	перед тем	1	1
183	которой в	1	1
184	и мир	2	1
185	вот как	3	1
186	оставаясь в	1	1
187	мысль и	2	1
188	все же	7	1
189	не два	1	1
190	и слова	2	1
191	сочетаются с	1	1
192	е т	1	1
193	значительности и	1	1
194	над собой	4	1
195	должен быть	1	1
196	в самом	8	1
197	но как	4	1
198	в которой	2	1
199	бы и	4	1
200	что это	5	1
201	не вследствие	1	1
202	могли бы	1	1
203	вопрос об	1	1
204	каков он	1	1
205	в эти	2	1
206	человека с	3	1
207	себя в	1	1
208	переходит в	2	1
209	что его	3	1
210	уже в	3	1
211	во многих	1	1
212	в большинстве	2	1
213	только на	4	1
214	на то	1	1
215	но на	4	1
216	в мир	1	1
217	не могла	1	1
218	этого процесса	1	1
219	т д	2	1
220	к миру	1	1
221	народ русский	1	1
222	мы знаем	2	1
223	идеи и	1	1
224	не как	3	1
225	свои собственные	2	1
226	друг друга	2	1
227	чтобы в	1	1
228	мы можем	1	1
229	самосознание и	1	1
230	пример такого	1	1
231	и только	2	1
232	какой бы	1	1
233	каждый из	2	1
234	и по	1	1
235	дело идет	5	1
236	с собой	1	1
237	одно и	1	1
238	в каждом	3	1
239	а затем	1	1
240	о явлениях	1	1
241	не были	1	1
242	или иной	2	1
243	из всех	1	1
244	большинстве случаев	3	1
245	ясно что	1	1
246	его в	4	1
247	в душе	2	1
248	и тех	1	1
249	и быть	1	1
250	было и	2	1
251	а с	3	1
252	есть несколько	1	1
253	что не	7	1
254	или хотя	1	1
255	по всему	2	1
256	обратиться к	1	1
257	где он	3	1
258	далеко не	3	1
259	в этой	1	1
260	личности не	1	1
261	как и	18	1
262	случаев только	1	1
263	с которым	7	1
264	нисколько не	2	1
265	должна была	2	1
266	что если	1	1
267	в творчестве	3	1
268	и при	1	1
269	творчестве достоевского	5	1
270	так же	8	1
271	всяком случае	5	1
272	все основные	1	1
273	в отличие	2	1
274	в данном	1	1
275	вопрос о	2	1
276	всему лицу	1	1
277	можно говорить	1	1
278	живых и	1	1
279	теми же	1	1
280	эти последние	2	1
281	и эти	1	1
282	эти черты	1	1
283	как к	4	1
284	и более	1	1
285	в прошлом	1	1
286	там где	7	1
287	друг с	2	1
288	ни были	1	1
289	и осуществить	1	1
290	и другим	1	1
291	в формах	1	1
292	сущности не	2	1
293	в основном	1	1
294	эта мысль	1	1
295	она не	1	1
296	что с	3	1
297	входят в	2	1
298	но для	3	1
299	для каждого	1	1
300	к другим	2	1
301	тогда когда	1	1
302	этом смысле	4	1
303	противоречии с	2	1
304	случаях когда	1	1
305	того чтобы	1	1
306	сложны и	1	1
307	никогда не	8	1
308	ее лучшее	1	1
309	в отношениях	1	1
310	пр в	1	1
311	этих двух	1	1
312	это сделать	1	1
313	и которая	1	1
314	в ком	1	1
315	как она	2	1
316	что по	1	1
317	в г	1	1
318	другой стороны	3	1
319	голодной смерти	1	1
320	только что	3	1
321	и теперь	1	1
322	в этих	1	1
323	давно уже	1	1
324	на фоне	1	1
325	нет ничего	1	1
326	конечно и	1	1
327	из тех	1	1
328	отношением к	4	1
329	и внутренне	2	1
330	является и	1	1
331	и именно	1	1
332	что все	4	1
333	и жизнь	1	1
334	в других	1	1
335	начала в	1	1
336	к действию	1	1
337	что оно	2	1
338	ни на	1	1
339	вместе с	4	1
340	все еще	1	1
341	это в	2	1
342	который не	1	1
343	во всяком	5	1
