N	2gram	Savitsky_P_1	Myslijsy
116	или что	1	3
117	с и	1	3
118	того чтобы	1	3
119	могут быть	3	3
120	можно думать	1	3
121	из двух	1	3
122	быть может	6	3
123	со стороны	2	3
124	время в	2	3
125	никак не	2	3
126	вслед за	3	3
127	и такое	1	3
128	есть в	2	3
129	только на	1	3
130	в начале	2	3
131	прежде всего	3	3
132	друг друга	1	3
133	мы можем	1	3
134	само по	1	3
135	именно в	2	3
136	одной стороны	3	3
137	там где	1	3
138	в одно	1	3
139	так же	1	3
140	за тем	1	3
141	в ряду	2	3
142	тем и	1	3
143	в которой	1	3
144	которого в	1	2
145	собственном смысле	1	2
146	что уже	1	2
147	не столько	2	2
148	вопрос об	1	2
149	оно ни	1	2
150	все же	1	2
151	и слова	1	2
152	что по	1	2
153	в этой	1	2
154	на то	1	2
155	не могла	1	2
156	и если	4	2
157	идеи и	1	2
158	не как	1	2
159	прежде чем	1	2
160	точки зрения	3	2
161	с к	7	2
162	во времена	1	2
163	в которых	5	2
164	мысли и	1	2
165	бы мы	1	2
166	что есть	1	2
167	с т	4	2
168	что эта	1	2
169	она не	1	2
170	что с	1	2
171	и притом	1	2
172	в некотором	1	2
173	от нее	1	2
174	в области	11	2
175	и о	5	2
176	в ее	2	2
177	в собственном	1	2
178	когда в	1	2
179	и с	2	2
180	связь между	1	2
181	и мы	2	2
182	эти последние	1	2
183	мы видим	1	2
184	в какой	1	2
185	но как	1	2
186	в природе	1	2
187	в виде	2	2
188	в других	1	2
189	не были	1	2
190	развития в	1	2
191	некотором смысле	1	2
192	только один	1	2
193	а с	1	2
194	идеи в	1	2
195	слова но	2	2
196	же в	4	2
197	отношении к	5	2
198	это в	1	2
199	отношения к	2	1
200	в сфере	2	1
201	сомнения что	2	1
202	пусть эта	1	1
203	по преимуществу	1	1
204	должна быть	1	1
205	поэзии и	1	1
206	что если	1	1
207	которую мы	2	1
208	вопрос о	1	1
209	на каждом	1	1
210	только это	2	1
211	не вполне	1	1
212	д а	3	1
213	чем то	1	1
214	в сочетании	2	1
215	он был	1	1
216	без которой	1	1
217	с его	1	1
218	если в	2	1
219	отличие от	1	1
220	в порядке	3	1
221	основная задача	1	1
222	и чем	1	1
223	каждый в	2	1
224	и я	1	1
225	в истории	1	1
226	как условие	1	1
227	стороны и	2	1
228	помнить что	2	1
229	хотя и	3	1
230	могли бы	1	1
231	но в	9	1
232	и вслед	1	1
233	духа в	1	1
234	к чему	2	1
235	формы в	1	1
236	если мы	1	1
237	них самих	1	1
238	известно не	1	1
239	мира но	1	1
240	во многих	1	1
241	но на	1	1
242	в наших	1	1
243	несовершенство и	1	1
244	наш взгляд	1	1
245	как оно	1	1
246	главным образом	2	1
247	не внешнее	1	1
248	к миру	1	1
249	области и	1	1
250	при виде	1	1
251	есть та	1	1
252	и вот	2	1
253	и д	8	1
254	на наш	1	1
255	тем в	1	1
256	в мире	2	1
257	заключается в	3	1
258	поэзии с	1	1
259	это не	3	1
260	в жизни	2	1
261	дети и	2	1
262	в тот	2	1
263	последние в	1	1
264	нисколько не	1	1
265	света как	3	1
266	в этих	1	1
267	какой она	1	1
268	с точки	3	1
269	при существовании	1	1
270	знаем что	1	1
271	не будем	2	1
272	друг другу	2	1
273	и более	1	1
274	от многих	1	1
275	того кто	1	1
276	между прочим	2	1
277	пред лицом	3	1
278	что происходит	1	1
279	и именно	1	1
280	что называют	1	1
281	более что	1	1
282	к соединению	1	1
283	с другом	1	1
284	с которой	1	1
285	относиться к	1	1
286	всего что	1	1
287	нет сомнения	1	1
288	в з	1	1
289	должен быть	1	1
290	и которая	1	1
291	происходит и	1	1
292	и многие	1	1
293	как по	1	1
294	только то	1	1
295	на нее	1	1
296	и признаки	1	1
297	за то	1	1
298	не с	1	1
299	ясно что	1	1
300	было в	2	1
301	особенно в	1	1
302	в результате	1	1
303	о х	2	1
304	весьма мало	2	1
305	для этого	1	1
306	находится в	1	1
307	и пред	1	1
308	сводится к	3	1
309	именно потому	1	1
310	не прийти	1	1
311	но нужно	1	1
312	и здесь	1	1
313	и который	1	1
314	вопросу о	1	1
315	в которую	2	1
316	во всех	2	1
317	чем говорить	1	1
318	бы она	1	1
319	только признанием	1	1
320	и разных	1	1
321	тех пор	1	1
322	и е	4	1
323	тот же	3	1
324	если представить	1	1
325	и ее	1	1
326	или его	1	1
327	человека с	1	1
328	себя в	1	1
329	положение что	1	1
330	это значение	1	1
331	д не	1	1
332	где бы	2	1
333	мы знаем	1	1
334	иначе как	1	1
335	сами по	3	1
336	в прошлом	1	1
337	е и	3	1
338	к ним	1	1
339	каждый из	1	1
340	не хотим	1	1
341	нужно было	2	1
342	точек зрения	2	1
343	со всякою	1	1
344	них в	1	1
345	бы эти	1	1
346	и быть	1	1
347	но есть	1	1
348	к более	1	1
349	может ли	2	1
350	возможность не	1	1
351	не означает	1	1
352	с которым	1	1
353	было иметь	1	1
354	не об	1	1
355	прямо на	1	1
356	признаки что	1	1
357	бы оно	1	1
358	речь но	1	1
359	действие которое	1	1
360	и любовью	1	1
361	суждений о	2	1
362	из мира	1	1
363	эта идея	2	1
364	многих случаях	1	1
365	вела к	1	1
366	в данном	1	1
367	она есть	3	1
368	круга мыслей	1	1
369	никому другому	1	1
370	заключен в	1	1
371	находятся в	1	1
372	есть как	1	1
373	да и	2	1
374	друг с	1	1
375	многих других	1	1
376	к следующему	1	1
377	на пути	4	1
378	и другим	1	1
379	есть знак	1	1
380	только а	1	1
381	мыслей к	1	1
382	том виде	1	1
383	о котором	1	1
384	причины почему	1	1
385	тот мир	1	1
386	значило бы	1	1
387	в эту	2	1
388	давно уже	1	1
389	самосознание и	1	1
390	до тех	1	1
391	может и	2	1
392	следовательно к	1	1
393	по одному	1	1
394	с ними	3	1
395	взгляда на	2	1
396	есть и	1	1
397	мысли но	1	1
398	мысль и	1	1
399	что то	1	1
400	понимать что	1	1
401	во всяком	1	1
402	гораздо более	1	1
