N	2gram	Propp_Russ_2	Analitik
110	или в	7	3
111	прежде всего	2	3
112	себя внимание	1	3
113	а в	9	3
114	и до	1	2
115	а как	1	2
116	из своих	1	2
117	еще не	6	2
118	он был	1	2
119	на основе	1	2
120	отличие от	3	2
121	и м	8	2
122	он прав	1	2
123	однако как	1	2
124	на то	1	2
125	вообще не	1	2
126	не следует	1	2
127	что она	3	2
128	таким образом	6	2
129	в одну	1	2
130	а затем	4	2
131	что все	1	2
132	на этой	1	2
133	он же	1	2
134	еще в	2	2
135	в этих	3	2
136	в своей	2	2
137	или точнее	1	2
138	в котором	3	2
139	в отличие	3	2
140	но эта	1	2
141	в таких	3	2
142	она не	3	2
143	что с	2	2
144	в то	2	2
145	дело не	2	2
146	не имеет	3	2
147	на него	1	2
148	так например	1	2
149	на которую	1	2
150	это только	1	2
151	нас к	3	2
152	с ним	1	2
153	что в	22	2
154	за пределами	2	2
155	или их	2	2
156	его в	8	2
157	и во	1	2
158	между тем	3	2
159	в его	1	2
160	чем и	1	2
161	того что	3	2
162	с той	1	2
163	один из	2	2
164	за руки	7	2
165	ни с	1	2
166	одно из	2	2
167	или даже	3	2
168	в одном	1	2
169	представляют собой	7	2
170	здесь в	2	2
171	превращается в	1	2
172	о чем	4	2
173	должна была	5	2
174	вместе с	6	2
175	так же	4	2
176	этих случаях	4	2
177	по существу	4	2
178	в состоянии	1	2
179	и для	2	2
180	и другими	1	2
181	он по	1	2
182	тот кто	1	2
183	в двух	1	2
184	сказать что	1	2
185	другой стороны	1	2
186	т е	24	2
187	все что	1	2
188	к этому	5	2
189	на лице	1	2
190	в таком	4	2
191	а между	1	1
192	и т	5	1
193	переход от	2	1
194	говорилось выше	1	1
195	верхом на	2	1
196	здесь и	1	1
197	не имело	1	1
198	смерть в	1	1
199	по его	1	1
200	покойника в	1	1
201	мы уже	1	1
202	полагает что	2	1
203	на место	1	1
204	они могут	1	1
205	что иное	2	1
206	в полной	1	1
207	из того	1	1
208	жизни столь	1	1
209	и сами	1	1
210	иное как	2	1
211	тем как	1	1
212	это имеет	2	1
213	там и	2	1
214	как другие	1	1
215	совсем не	2	1
216	не все	4	1
217	очевидно что	2	1
218	а и	2	1
219	независимо от	1	1
220	так называемая	1	1
221	в приведенном	1	1
222	в противном	1	1
223	тех случаях	1	1
224	применении к	1	1
225	когда он	1	1
226	и наконец	1	1
227	его к	1	1
228	более или	1	1
229	следующим образом	5	1
230	моментов в	2	1
231	в которой	2	1
232	себя к	1	1
233	все эти	3	1
234	по народному	1	1
235	не оставляет	1	1
236	из этих	2	1
237	которые в	1	1
238	рассказ о	1	1
239	смеха в	1	1
240	лица и	1	1
241	как он	1	1
242	после чего	2	1
243	но на	1	1
244	так сказать	1	1
245	быть только	2	1
246	в нем	1	1
247	в статье	1	1
248	вера в	1	1
249	всех этих	1	1
250	в первую	1	1
251	интерес представляет	1	1
252	начальные и	1	1
253	не к	2	1
254	обращают на	1	1
255	не убита	1	1
256	характер в	2	1
257	i в	1	1
258	несколько ниже	1	1
259	и по	3	1
260	а когда	1	1
261	об этом	2	1
262	однако такая	1	1
263	входит в	1	1
264	первую очередь	1	1
265	это не	5	1
266	обе стороны	2	1
267	что один	2	1
268	> и	1	1
269	смерть и	2	1
270	только одно	1	1
271	в них	4	1
272	по домам	3	1
273	далеко не	4	1
274	и некоторых	1	1
275	говорится о	1	1
276	такой же	1	1
277	но если	3	1
278	и при	2	1
279	таким же	1	1
280	этой связи	1	1
281	в такой	1	1
282	жизнь и	2	1
283	подтверждается и	1	1
284	его жизнь	1	1
285	при рассмотрении	2	1
286	и более	1	1
287	однако в	1	1
288	том же	4	1
289	что этот	1	1
290	ни одна	1	1
291	виду что	1	1
292	тем богаче	1	1
293	тогда когда	4	1
294	одна из	11	1
295	это еще	1	1
296	каждый из	2	1
297	вся его	1	1
298	именно с	1	1
299	характер чем	1	1
300	с одним	1	1
301	по своей	1	1
302	потому что	5	1
303	связи с	2	1
304	только с	1	1
305	же до	1	1
306	которая по	1	1
307	и несколько	1	1
308	у нас	4	1
309	начиная с	2	1
310	всей их	1	1
311	если он	2	1
312	во все	1	1
313	и другой	3	1
314	и такие	1	1
315	на улицу	2	1
316	случае с	1	1
317	что при	2	1
318	о них	2	1
319	в применении	1	1
320	некоторой степени	1	1
321	и женские	1	1
322	и о	3	1
323	и тогда	1	1
324	в виду	2	1
325	свою очередь	1	1
326	в ее	3	1
327	по земле	2	1
328	в образе	2	1
329	с собой	1	1
330	из одного	1	1
331	пример когда	1	1
332	и здесь	1	1
333	в другом	1	1
334	более высокой	1	1
335	и что	5	1
336	что его	1	1
337	может не	1	1
338	отличаются от	1	1
339	места и	1	1
340	к нему	4	1
341	из рассмотренных	1	1
342	от них	1	1
343	себя от	1	1
344	в литературе	1	1
345	что здесь	3	1
346	это вызвано	1	1
347	сразу же	2	1
348	тот же	1	1
349	в основном	1	1
350	в какой	1	1
351	на природу	2	1
352	к их	1	1
353	и после	3	1
354	который в	1	1
355	и ее	2	1
356	за которую	1	1
357	человека с	1	1
358	же и	1	1
359	этот вопрос	2	1
360	теперь уже	1	1
361	к земле	5	1
362	тем временем	1	1
363	уже в	1	1
364	на любом	1	1
365	вопроса о	1	1
366	то и	4	1
367	бога а	1	1
368	как более	1	1
369	на этих	1	1
370	в борьбу	1	1
371	за ним	3	1
372	вопрос может	1	1
373	который как	1	1
374	так как	13	1
375	к ним	1	1
376	до некоторой	1	1
377	как его	1	1
378	рост и	1	1
379	даже не	1	1
380	с другим	2	1
381	как у	1	1
382	в свою	1	1
383	с мужскими	1	1
384	близко к	1	1
385	смерти но	1	1
386	зависит от	1	1
387	то эти	1	1
388	понимать как	1	1
389	ниже в	2	1
390	в губы	1	1
391	на смерть	1	1
392	а так	1	1
393	и своим	1	1
394	или с	3	1
395	эти слова	1	1
396	и потому	1	1
397	в углу	1	1
398	относятся к	1	1
399	это приводит	1	1
400	не подтверждается	2	1
401	случае она	1	1
402	в тех	1	1
403	с игрой	1	1
404	ко всему	1	1
405	или менее	1	1
406	стороны и	1	1
407	указание на	1	1
408	исходя из	1	1
409	довольно много	1	1
410	и там	3	1
411	с этой	2	1
412	этот не	1	1
413	человека который	2	1
414	на которой	1	1
415	только для	1	1
416	внимания на	1	1
417	и действия	1	1
418	перед нами	1	1
419	остается в	1	1
420	не является	1	1
421	случаях когда	1	1
422	на улице	1	1
423	наоборот в	1	1
424	как на	1	1
425	для нас	6	1
426	vii и	2	1
427	от него	1	1
428	по одной	1	1
429	к этой	1	1
430	однако к	1	1
431	тем более	1	1
432	и как	2	1
433	мы должны	1	1
434	будто бы	5	1
435	но это	1	1
436	только что	1	1
437	в мировом	1	1
438	все остальные	1	1
439	же в	6	1
440	к ее	1	1
441	от первого	1	1
442	с ней	5	1
443	совершенно не	2	1
444	не сами	1	1
445	не что	2	1
446	из этого	2	1
447	и жизнь	1	1
448	ли он	1	1
449	ее в	8	1
450	это в	2	1
451	значение в	1	1
