N	2gram	Vinokur_St_1	KFilosof
144	ясно что	10	3
145	отсюда и	1	3
146	здесь нет	1	3
147	в виду	1	3
148	лишь при	1	3
149	о том	17	3
150	того или	4	3
151	того что	9	3
152	в современной	1	3
153	быть и	2	3
154	и тем	3	3
155	я имею	1	3
156	всем его	1	3
157	был бы	1	3
158	тем что	5	3
159	от того	1	3
160	что не	3	3
161	до конца	1	3
162	ближе к	1	3
163	в момент	1	3
164	котором он	1	3
165	не должен	1	3
166	только с	2	3
167	не быть	1	3
168	или иного	4	3
169	в то	9	3
170	чтобы не	1	2
171	и то	5	2
172	это и	4	2
173	чего не	1	2
174	едва ли	1	2
175	а как	2	2
176	если я	1	2
177	вопрос о	4	2
178	и конечно	1	2
179	за свое	1	2
180	с его	1	2
181	совсем не	2	2
182	в данном	14	2
183	или иное	3	2
184	как в	13	2
185	как к	3	2
186	то или	3	2
187	от этого	2	2
188	себе как	1	2
189	думать что	2	2
190	в этой	11	2
191	всей его	1	2
192	нем нельзя	1	2
193	в виде	3	2
194	ни был	1	2
195	так и	9	2
196	то ни	1	2
197	а по	1	2
198	кажется что	3	2
199	соответствии с	1	2
200	с тем	1	2
201	место и	1	2
202	но я	4	2
203	что значит	1	2
204	знает и	2	2
205	можно ли	4	2
206	тем не	2	2
207	и эти	1	2
208	по себе	1	2
209	тому что	3	2
210	что эта	2	2
211	и ясно	1	2
212	дело не	4	2
213	дело в	6	2
214	в процессе	1	2
215	того чтобы	11	2
216	вытекает из	2	2
217	же время	4	2
218	не нужен	1	2
219	в сознании	2	2
220	в области	14	2
221	не потому	1	2
222	той или	1	2
223	оно не	1	2
224	отказаться от	1	2
225	ничего общего	3	2
226	на нем	1	2
227	говорить о	2	2
228	и когда	1	2
229	это только	1	2
230	другое дело	1	2
231	может не	2	2
232	и та	1	2
233	его жизни	3	2
234	бы то	1	2
235	и просто	1	2
236	что только	1	2
237	тот же	1	2
238	дело с	2	2
239	что он	10	2
240	а с	3	2
241	всех его	1	2
242	именно на	1	2
243	со всеми	2	2
244	в качестве	4	2
245	и других	1	2
246	его и	1	2
247	дело когда	2	2
248	слова в	1	2
249	не о	1	2
250	были бы	1	2
251	или иной	1	2
252	для этого	2	2
253	прежде всего	7	2
254	в соответствии	1	2
255	если не	2	2
256	для этой	1	2
257	бы оно	1	2
258	я уже	3	2
259	и потому	2	2
260	быть не	1	2
261	в это	1	2
262	и смерти	1	2
263	этого слова	2	2
264	при условии	1	2
265	но для	2	2
266	которой он	1	2
267	это можно	3	2
268	или иным	3	2
269	еще более	4	2
270	он имеет	1	2
271	потому что	6	2
272	отношении к	1	2
273	к этому	1	2
274	даже более	1	1
275	позволю себе	1	1
276	также и	9	1
277	научного и	1	1
278	сомнения что	1	1
279	можно провести	1	1
280	показать что	1	1
281	тем же	3	1
282	здесь и	1	1
283	и до	1	1
284	что эти	1	1
285	исходит из	1	1
286	не имеют	1	1
287	ведь и	3	1
288	видеть в	1	1
289	в зависимости	1	1
290	отношения к	2	1
291	той же	5	1
292	его не	1	1
293	их и	1	1
294	конечно все	1	1
295	бы что	2	1
296	каждый отдельный	1	1
297	не была	2	1
298	оба эти	2	1
299	совпадает с	2	1
300	котором не	1	1
301	бы ни	1	1
302	как я	1	1
303	конечно и	3	1
304	одной в	1	1
305	и говорить	1	1
306	в принципиальном	1	1
307	бы себе	1	1
308	столь же	4	1
309	конечно это	2	1
310	в нашем	1	1
311	нет не	1	1
312	таком положении	2	1
313	с собою	1	1
314	не просто	1	1
315	в истории	3	1
316	более чем	2	1
317	каждом случае	1	1
318	с этим	3	1
319	такова же	1	1
320	хотя и	1	1
321	не являются	3	1
322	что подобные	1	1
323	и к	1	1
324	в каком-то	2	1
325	и полностью	1	1
326	вокруг этой	1	1
327	в первом	2	1
328	или иную	1	1
329	в самом	7	1
330	значения как	1	1
331	в которой	4	1
332	это утверждение	1	1
333	ни один	2	1
334	в известном	1	1
335	вообще а	1	1
336	бы только	1	1
337	на то	4	1
338	если он	1	1
339	зрения его	1	1
340	что она	4	1
341	задний план	3	1
342	зрения той	1	1
343	что сколько	1	1
344	ни была	1	1
345	содержит в	1	1
346	их в	2	1
347	я с	2	1
348	и по	5	1
349	все с	1	1
350	значительной степени	1	1
351	том же	1	1
352	том случае	1	1
353	об этом	3	1
354	и с	3	1
355	причем все	2	1
356	то есть	2	1
357	где оно	1	1
358	с целью	1	1
359	это было	1	1
360	а есть	1	1
361	то все	1	1
362	всю свою	1	1
363	должен был	2	1
364	ведь если	2	1
365	говорить в	1	1
366	бы совершенно	1	1
367	это положение	1	1
368	были в	1	1
369	действительная обязанность	1	1
370	всю жизнь	1	1
371	и уже	2	1
372	несмотря на	2	1
373	чем в	3	1
374	и было	1	1
375	такой же	5	1
376	в один	1	1
377	эта ошибка	1	1
378	отсюда что	1	1
379	в этих	2	1
380	от своего	1	1
381	быть абсолютно	1	1
382	он должен	2	1
383	не становится	1	1
384	всяком случае	6	1
385	работы здесь	1	1
386	постоянно так	1	1
387	является еще	1	1
388	центра и	1	1
389	науки но	1	1
390	значение для	1	1
391	но он	2	1
392	действительно есть	1	1
393	и очень	4	1
394	нет никакого	1	1
395	если и	1	1
396	в отношении	9	1
397	принципов и	2	1
398	она не	2	1
399	как о	2	1
400	одна из	1	1
401	с него	1	1
402	так чтобы	1	1
403	что ей	1	1
404	и имеет	1	1
405	но только	1	1
406	не могло	1	1
407	которые могут	1	1
408	к каждой	1	1
409	впрочем в	1	1
410	между прочим	2	1
411	более что	2	1
412	по своей	2	1
413	за исключением	1	1
414	ему и	1	1
415	не вытекает	1	1
416	это слово	4	1
417	к этим	1	1
418	уже и	1	1
419	не является	3	1
420	сделать в	1	1
421	ни о	1	1
422	нет даже	2	1
423	которых он	1	1
424	но там	1	1
425	лежащий в	1	1
426	есть только	2	1
427	и другой	1	1
428	и такие	2	1
429	том кто	2	1
430	с исчерпывающей	2	1
431	зависимости от	1	1
432	отличается от	1	1
433	содержанием и	1	1
434	к тому	1	1
435	всего что	1	1
436	котором говорит	1	1
437	правда не	1	1
438	если мы	1	1
439	и о	1	1
440	что все	2	1
441	но при	1	1
442	и от	1	1
443	мысль о	1	1
444	можно сделать	1	1
445	существует все	1	1
446	можно говорить	1	1
447	отразить в	1	1
448	и иные	2	1
449	являются лишь	1	1
450	на том	1	1
451	мог бы	1	1
452	произведения не	1	1
453	можно только	1	1
454	основана на	1	1
455	поэтому в	3	1
456	в настоящее	1	1
457	и даже	5	1
458	образом в	1	1
459	и глубокая	1	1
460	только так	1	1
461	на все	1	1
462	но к	1	1
463	именно там	1	1
464	как ученый	1	1
465	настоящее время	1	1
466	можно сказать	1	1
467	ни на	2	1
468	и во	2	1
469	нет это	2	1
470	а во	3	1
471	все в	2	1
472	в данных	1	1
473	литературе о	1	1
474	тем или	3	1
475	во втором	4	1
476	нем может	1	1
477	но нет	1	1
478	нуждается в	1	1
479	и можно	2	1
480	приводит и	1	1
481	каких бы	1	1
482	не знаю	2	1
483	если это	3	1
484	в лучшем	1	1
485	какого-нибудь произведения	1	1
486	с нашей	2	1
487	значит что	3	1
488	или нет	1	1
489	но с	3	1
490	мною как	1	1
491	одной из	1	1
492	в какой	3	1
493	и кажется	1	1
494	и так	3	1
495	это очень	3	1
496	выражение для	1	1
497	а только	1	1
498	только при	1	1
499	чтобы я	1	1
500	целом это	1	1
501	же и	4	1
502	взято из	1	1
503	далеко от	1	1
504	нужно еще	1	1
505	а то	2	1
506	в данной	2	1
507	только одно	1	1
508	ту или	1	1
509	одно из	2	1
510	себе в	1	1
511	никто не	4	1
512	ведь это	1	1
513	наше время	1	1
514	об определенном	1	1
515	общая оценка	1	1
516	не для	2	1
517	смысле этого	2	1
518	так как	5	1
519	от ответственности	1	1
520	и никогда	1	1
521	как раз	4	1
522	это какой-то	1	1
523	отношении я	1	1
524	другой и	1	1
525	просто не	1	1
526	никогда и	1	1
527	точек зрения	1	1
528	говорим о	1	1
529	и из	1	1
530	с другим	1	1
531	на ее	1	1
532	не знать	1	1
533	здесь в	1	1
534	а именно	3	1
535	только путем	1	1
536	на чем	1	1
537	во второй	9	1
538	и др	1	1
539	но о	1	1
540	ли отсюда	1	1
541	этот термин	1	1
542	притом не	1	1
543	превращается в	2	1
544	я позволю	1	1
545	уже давно	1	1
546	другом случае	1	1
547	здесь дело	2	1
548	отделить от	1	1
549	нашей точки	1	1
550	что мы	5	1
551	это дело	2	1
552	стороны в	2	1
553	него в	1	1
554	вместе с	1	1
555	к его	1	1
556	мы говорим	1	1
557	в духе	1	1
558	что именно	1	1
559	всей полноте	1	1
560	из которых	1	1
561	какого бы	1	1
562	еще на	1	1
563	когда мы	1	1
564	им с	1	1
565	и всей	1	1
566	в первой	12	1
567	том смысле	2	1
568	ссылки на	1	1
569	лучшем случае	1	1
570	и таким	1	1
571	самого и	1	1
572	должны быть	3	1
573	не случайным	1	1
574	относиться к	1	1
575	не станет	1	1
576	но такой	1	1
577	при таком	2	1
578	не существует	3	1
579	не подлежит	1	1
580	или в	1	1
581	такие которые	1	1
582	больше и	1	1
583	это может	1	1
584	в третьем	1	1
585	мысль в	1	1
586	в истинности	2	1
587	я в	1	1
588	могли быть	1	1
589	месте в	1	1
590	что форма	1	1
591	с ней	1	1
592	же будет	1	1
593	была бы	5	1
594	в иной	1	1
595	того же	3	1
596	в последнем	1	1
597	культуры в	3	1
598	она исходит	1	1
599	включает в	1	1
600	но эти	1	1
601	по поводу	7	1
602	это в	4	1
603	который не	2	1
604	гораздо более	4	1
605	во всяком	6	1
606	они не	1	1
