N	2gram	Nazirov_Tv_2	slovoVRo
140	связан с	1	3
141	в свою	1	3
142	связано с	1	3
143	и прямой	1	3
144	в романах	13	3
145	и от	4	3
146	но это	5	3
147	что в	7	3
148	сказать что	1	3
149	авантюрного романа	1	3
150	героя в	4	3
151	во всяком	2	3
152	можно говорить	1	2
153	одним из	3	2
154	в сфере	1	2
155	это и	1	2
156	в идеологической	1	2
157	романе не	1	2
158	мы уже	1	2
159	мы не	4	2
160	х годов	3	2
161	всех сторон	1	2
162	не был	1	2
163	роман и	2	2
164	в противовес	1	2
165	но как	1	2
166	точка зрения	2	2
167	не все	1	2
168	менее всего	1	2
169	изображения и	1	2
170	с этим	1	2
171	хотя и	4	2
172	как уже	1	2
173	романа но	1	2
174	в себе	3	2
175	роль в	2	2
176	но прежде	2	2
177	на его	4	2
178	т д	11	2
179	он не	3	2
180	в виде	2	2
181	и более	1	2
182	его романах	1	2
183	значение в	1	2
184	зрения и	1	2
185	в свой	2	2
186	мы видели	1	2
187	автора и	1	2
188	и другие	1	2
189	наконец даже	1	2
190	в их	3	2
191	но эта	2	2
192	но он	1	2
193	русский роман	1	2
194	однако в	1	2
195	даже в	1	2
196	в идеологическом	1	2
197	дело в	1	2
198	чем не	1	2
199	в одном	2	2
200	к ней	1	2
201	а лишь	1	2
202	в области	1	2
203	отличается от	1	2
204	людях и	1	2
205	должен быть	1	2
206	свою очередь	1	2
207	в себя	1	2
208	так в	2	2
209	в дальнейшем	4	2
210	мы наблюдаем	1	2
211	в другом	1	2
212	особенно в	2	2
213	о нем	1	2
214	и здесь	1	2
215	на него	2	2
216	о том	5	2
217	влияние на	1	2
218	этического и	1	2
219	в различных	1	2
220	может не	1	2
221	нуждается в	1	2
222	еще более	1	2
223	нем и	1	2
224	ни к	2	2
225	к различным	1	2
226	что он	6	2
227	всяком случае	2	2
228	на мир	1	2
229	уже в	2	2
230	почти до	1	2
231	в поэзии	1	2
232	его и	2	2
233	проникает в	2	2
234	то что	3	2
235	не было	2	2
236	во власти	1	2
237	до сих	3	2
238	именно в	6	2
239	действующих лиц	2	2
240	и между	1	2
241	нового романа	1	2
242	но лишь	1	2
243	более того	2	2
244	как о	2	2
245	его именно	1	2
246	в связи	1	2
247	эти слова	1	2
248	вместе с	3	2
249	и особенно	1	2
250	эта идея	1	2
251	требует от	1	2
252	и нет	1	2
253	сих пор	3	2
254	включает в	2	2
255	в результате	1	2
256	и ни	1	2
257	и предметом	1	2
258	жизни в	3	2
259	только с	2	2
260	может и	1	2
261	не знает	1	2
262	противопоставляет себя	1	2
263	с новыми	1	1
264	и рассказы	1	1
265	как известно	2	1
266	от этой	2	1
267	от личности	1	1
268	нем нет	1	1
269	речь идет	1	1
270	не должны	2	1
271	не остается	1	1
272	и есть	2	1
273	за собой	4	1
274	мы говорим	1	1
275	по преимуществу	2	1
276	и до	1	1
277	и за	1	1
278	ней нет	1	1
279	со всех	1	1
280	и значение	1	1
281	и современной	1	1
282	и о	1	1
283	распространенный в	1	1
284	что уже	1	1
285	место в	3	1
286	и стиль	1	1
287	но такое	1	1
288	эпохи в	1	1
289	в самих	1	1
290	организованный и	1	1
291	литературы и	1	1
292	между собой	1	1
293	он сам	3	1
294	быть в	1	1
295	что его	2	1
296	писания романа	1	1
297	направлен на	1	1
298	в создании	1	1
299	то мы	1	1
300	то он	1	1
301	к которой	1	1
302	которую она	1	1
303	ивана карамазова	8	1
304	связанного с	1	1
305	не просто	1	1
306	творчество достоевского	4	1
307	чем же	1	1
308	характер и	1	1
309	в одной	3	1
310	этого развития	1	1
311	романах достоевского	13	1
312	нас за	2	1
313	применении к	1	1
314	героев достоевского	5	1
315	и превращается	1	1
316	и свою	1	1
317	для ее	1	1
318	для которого	2	1
319	в самом	3	1
320	ряде случаев	1	1
321	в целом	6	1
322	сил в	1	1
323	в этой	5	1
324	смотрим на	1	1
325	этом на	1	1
326	нами в	1	1
327	но его	1	1
328	на то	1	1
329	если он	5	1
330	что она	4	1
331	он ни	1	1
332	и только	2	1
333	и еще	2	1
334	не значит	1	1
335	у ивана	1	1
336	и сам	5	1
337	характер в	2	1
338	у пушкина	3	1
339	и по	2	1
340	с собой	1	1
341	в каждом	1	1
342	в мире	5	1
343	об этом	4	1
344	а его	1	1
345	вводятся в	1	1
346	сказать в	1	1
347	то все	1	1
348	должен был	1	1
349	мог бы	1	1
350	но уже	3	1
351	достоевского и	2	1
352	в действии	1	1
353	всегда и	1	1
354	несмотря на	1	1
355	ведет к	1	1
356	похоже на	1	1
357	такой же	2	1
358	в один	1	1
359	в эту	1	1
360	в своей	6	1
361	моменты которые	1	1
362	в такой	2	1
363	и без	2	1
364	для развития	1	1
365	роман первая	1	1
366	мысли и	1	1
367	должны были	1	1
368	быта и	1	1
369	заставляет нас	3	1
370	место занимает	1	1
371	он живет	1	1
372	своего времени	1	1
373	важную роль	1	1
374	произведения в	1	1
375	в таких	1	1
376	и достоевского	1	1
377	без него	1	1
378	себя не	1	1
379	о значении	1	1
380	xviii века	2	1
381	героя обычно	1	1
382	самого начала	1	1
383	не о	1	1
384	текста и	1	1
385	в романном	1	1
386	на себе	1	1
387	героев и	1	1
388	и имеет	1	1
389	лишь одна	1	1
390	карамазова и	2	1
391	ничего не	4	1
392	она ни	1	1
393	жан-поля от	1	1
394	действительности но	1	1
395	а во	2	1
396	в русском	1	1
397	создается в	1	1
398	же он	1	1
399	в сознании	1	1
400	глубину и	1	1
401	не столь	1	1
402	идеологической сфере	1	1
403	от их	1	1
404	xx века	3	1
405	основном путем	1	1
406	к себе	1	1
407	в духе	4	1
408	и должно	1	1
409	во все	1	1
410	лежит в	1	1
411	если же	1	1
412	как только	1	1
413	фоном и	1	1
414	числе и	1	1
415	глубокое и	1	1
416	содержанием и	1	1
417	анализа и	1	1
418	дело обстояло	1	1
419	всего что	1	1
420	и расхождения	1	1
421	в применении	1	1
422	и это	3	1
423	ощущения в	1	1
424	в виду	1	1
425	героя романа	2	1
426	как по	2	1
427	сочетается с	1	1
428	с самого	1	1
429	культуры и	1	1
430	этот роман	1	1
431	приводит к	2	1
432	и ту	1	1
433	резко отличает	1	1
434	в бесконечность	1	1
435	эти наблюдения	2	1
436	применяется в	1	1
437	я слышал	1	1
438	еще в	1	1
439	во второй	1	1
440	поэтому в	1	1
441	это как	1	1
442	исключительно важную	1	1
443	быту и	1	1
444	с человеком	1	1
445	образом в	1	1
446	века на	1	1
447	внутренней необходимостью	1	1
448	социальной и	1	1
449	за пределами	1	1
450	с другим	2	1
451	и что	2	1
452	не стоит	2	1
453	самому себе	1	1
454	жанрах в	1	1
455	мы понимаем	1	1
456	героев например	1	1
457	в драме	1	1
458	очень важна	1	1
459	достоверности и	1	1
460	от этих	1	1
461	в художественной	1	1
462	века и	1	1
463	средневековой житийной	1	1
464	в ту	2	1
465	и она	1	1
466	условия для	1	1
467	не зная	1	1
468	в формах	1	1
469	творческого процесса	4	1
470	одну и	1	1
471	всякого рода	2	1
472	одной из	3	1
473	друг друга	2	1
474	иногда такие	1	1
475	целом ряде	1	1
476	из многих	1	1
477	уже говорили	1	1
478	в обществе	1	1
479	и ее	2	1
480	всегда с	2	1
481	от автора	1	1
482	на всем	1	1
483	не можем	1	1
484	своим собственным	1	1
485	о стиле	1	1
486	мир в	1	1
487	в известной	4	1
488	сами по	1	1
489	и со	1	1
490	в конце	6	1
491	может служить	2	1
492	и никогда	1	1
493	как раз	1	1
494	тем что	3	1
495	говорим о	1	1
496	героев с	1	1
497	как у	3	1
498	от любого	1	1
499	создает ощущение	1	1
500	души и	1	1
501	в живых	1	1
502	что не	3	1
503	должно быть	1	1
504	превращается в	3	1
505	нужно сказать	1	1
506	борьбе и	1	1
507	с большей	1	1
508	зависит от	2	1
509	другой стороны	2	1
510	как ни	1	1
511	идет уже	1	1
512	все время	2	1
513	отнюдь не	4	1
514	оценки и	1	1
515	этот прием	1	1
516	и литературные	1	1
517	за каждым	1	1
518	способным на	1	1
519	эта романная	1	1
520	я говорю	1	1
521	в частности	2	1
522	в рамках	1	1
523	из форм	1	1
524	даже не	1	1
525	только его	1	1
526	литературы но	1	1
527	нет ни	1	1
528	он говорит	1	1
529	или иного	1	1
530	реальные исторические	1	1
531	очень важно	1	1
532	в литературе	2	1
533	с исключительной	1	1
534	этого слова	1	1
535	но почему	1	1
536	автором и	1	1
537	в открытой	1	1
538	роман xix	1	1
539	идеологическим содержанием	1	1
540	только для	2	1
541	влечет за	2	1
542	того или	1	1
543	в самую	1	1
544	однако не	1	1
545	которые были	1	1
546	было показано	2	1
547	в наше	2	1
548	не является	3	1
549	сюжета и	2	1
550	на улице	1	1
551	в силах	2	1
552	себя самого	1	1
553	или нет	1	1
554	вообще в	1	1
555	но зато	3	1
556	сказал бы	1	1
557	к самому	2	1
558	образ человека	2	1
559	письма и	1	1
560	только как	1	1
561	из любого	1	1
562	но этот	1	1
563	идея в	1	1
564	в последнем	1	1
565	сам в	2	1
566	частности в	1	1
567	в своих	3	1
568	к этому	3	1
569	том числе	1	1
