N	2gram	Kanaev_Sov_1	Formalny
210	отличается от	3	2
211	и это	1	2
212	с ее	1	2
213	так в	1	2
214	это только	1	2
215	поэтому в	1	2
216	ничего не	6	2
217	нечто совсем	1	2
218	то из	1	2
219	что каждый	1	2
220	и во	2	2
221	и только	1	2
222	человека как	1	2
223	может иметь	2	2
224	и действительно	1	2
225	должен быть	1	2
226	не можем	7	2
227	в данной	1	2
228	из них	4	2
229	говорить об	2	2
230	как их	1	2
231	допустим что	1	2
232	сами по	1	2
233	и даже	2	2
234	или иной	2	2
235	в области	3	2
236	и из	1	2
237	к которому	1	2
238	а на	2	2
239	нет никаких	1	2
240	но уже	1	2
241	без труда	1	2
242	быть только	1	2
243	но это	1	2
244	но для	1	2
245	совершенно недопустимо	1	2
246	поэтому совершенно	1	2
247	мы должны	4	2
248	одной из	1	2
249	но если	1	2
250	при определенных	1	2
251	к этому	1	2
252	в таком	2	2
253	отвлекается от	1	2
254	именно эта	1	1
255	времени не	1	1
256	в жизненной	1	1
257	целого и	1	1
258	а из	1	1
259	его здесь	1	1
260	определенные условия	1	1
261	для науки	1	1
262	между двумя	1	1
263	в первом	3	1
264	и до	1	1
265	собой но	1	1
266	не имеют	1	1
267	все те	2	1
268	иметь место	1	1
269	быть действительно	1	1
270	входящих в	1	1
271	строго отличать	1	1
272	есть не	1	1
273	деятельность как	1	1
274	потенций как	1	1
275	мы имеем	1	1
276	готовом виде	1	1
277	теперь мы	1	1
278	в первый	1	1
279	то конечно	1	1
280	оно может	1	1
281	развитии в	1	1
282	же мере	1	1
283	срастаются в	1	1
284	как у	1	1
285	тот или	2	1
286	данного элемента	1	1
287	явлений и	1	1
288	системе мы	1	1
289	один и	1	1
290	ни одна	2	1
291	конечно совершенно	1	1
292	с этим	2	1
293	этого развития	1	1
294	и нет	1	1
295	кроме того	1	1
296	хотя и	1	1
297	следующим образом	3	1
298	роль играет	1	1
299	та же	1	1
300	перестал быть	1	1
301	в нашем	2	1
302	у каждого	3	1
303	и действительное	1	1
304	остановиться на	1	1
305	и тот	1	1
306	какую бы	1	1
307	и если	1	1
308	о принципиальной	2	1
309	он не	1	1
310	к одному	1	1
311	по существу	1	1
312	и по	2	1
313	но все	2	1
314	не будет	1	1
315	факт что	1	1
316	через все	1	1
317	если нет	1	1
318	значение в	2	1
319	в мире	1	1
320	и сделал	1	1
321	каждого элемента	4	1
322	жизненной практике	1	1
323	но самый	1	1
324	форму и	1	1
325	роли и	1	1
326	нет в	1	1
327	оба направления	1	1
328	эта система	1	1
329	на друга	1	1
330	всегда и	1	1
331	при которых	1	1
332	чем в	1	1
333	в развитии	4	1
334	должно быть	1	1
335	элемента в	1	1
336	мы оторвем	1	1
337	который как	2	1
338	и при	1	1
339	работы в	1	1
340	оторванному от	1	1
341	она в	1	1
342	развития что	1	1
343	является только	1	1
344	и той	1	1
345	может развиваться	1	1
346	деле все	1	1
347	субъективное состояние	2	1
348	при условии	1	1
349	мере в	1	1
350	же мы	2	1
351	можем сказать	1	1
352	равны между	1	1
353	с ним	1	1
354	что эта	1	1
355	самого начала	3	1
356	труда узнаем	1	1
357	не вытекает	1	1
358	значение каждого	1	1
359	в стадии	5	1
360	но только	1	1
361	нам важен	1	1
362	он отвлекается	1	1
363	же этот	1	1
364	чем объясняется	1	1
365	с другом	2	1
366	этого и	1	1
367	той или	1	1
368	предыдущей главе	1	1
369	в пьесе	1	1
370	что при	2	1
371	как известно	2	1
372	правда не	1	1
373	он ищет	1	1
374	своего развития	1	1
375	период развития	2	1
376	другое направление	1	1
377	очень важную	1	1
378	определенным образом	1	1
379	самому понятию	1	1
380	с самого	3	1
381	и может	1	1
382	что такой	1	1
383	раз может	1	1
384	то нужно	1	1
385	можно было	1	1
386	только тот	1	1
387	его принципиальная	1	1
388	в социальном	1	1
389	действительно если	1	1
390	совершенно невозможно	1	1
391	и вообще	1	1
392	и должно	1	1
393	и та	1	1
394	настоящее время	2	1
395	но мы	3	1
396	одного из	1	1
397	что его	1	1
398	всей ситуации	1	1
399	действительности развивается	1	1
400	те или	1	1
401	образом все	1	1
402	а потому	1	1
403	отвлекаясь от	1	1
404	приводит и	1	1
405	но конечно	1	1
406	от обстоятельств	2	1
407	на понятии	1	1
408	в ту	1	1
409	сложное и	1	1
410	еще одним	1	1
411	например при	1	1
412	от объективной	1	1
413	как например	1	1
414	быть и	2	1
415	быть при	1	1
416	через известный	1	1
417	мы видим	2	1
418	тот же	2	1
419	но этим	1	1
420	реагирует на	1	1
421	может оказаться	1	1
422	другое это	1	1
423	в общий	1	1
424	с одной	2	1
425	первый период	2	1
426	промежуток времени	1	1
427	друг на	1	1
428	сводится только	1	1
429	да еще	1	1
430	и у	1	1
431	то и	2	1
432	ни одного	1	1
433	его возможных	1	1
434	же в	1	1
435	в начале	1	1
436	и чисто	1	1
437	учету и	1	1
438	не из	1	1
439	себе в	1	1
440	ведь это	3	1
441	в одном	3	1
442	для объяснения	1	1
443	случае не	1	1
444	должен был	1	1
445	своего объяснения	1	1
446	совершенно невозможным	1	1
447	с общим	2	1
448	из двух	3	1
449	может признать	1	1
450	до сих	1	1
451	другую сторону	1	1
452	рядом и	1	1
453	именно в	1	1
454	а о	1	1
455	здесь в	1	1
456	построить и	1	1
457	в природе	1	1
458	на ней	1	1
459	только к	1	1
460	не было	1	1
461	одной стороны	1	1
462	и составляет	1	1
463	иначе его	1	1
464	ведь именно	1	1
465	для их	1	1
466	все более	1	1
467	остается подвести	1	1
468	в предыдущей	1	1
469	тот факт	1	1
470	заставляя их	1	1
471	раз он	1	1
472	направление в	1	1
473	в течение	1	1
474	известный промежуток	1	1
475	а потом	1	1
476	друг с	2	1
477	возможностей в	1	1
478	этом случае	1	1
479	сих пор	1	1
480	один из	1	1
481	более и	1	1
482	при таком	3	1
483	она может	2	1
484	его с	1	1
485	в настоящее	2	1
486	но отнюдь	1	1
487	становится сам	1	1
488	мы конечно	1	1
489	еще более	2	1
490	в ином	1	1
491	все они	1	1
492	в новых	2	1
493	на такой	1	1
494	а в	4	1
495	лишь там	1	1
496	совершенно независимо	1	1
497	не знает	1	1
498	состоит из	3	1
499	развиваются в	1	1
500	стадии своего	1	1
501	них это	1	1
502	можно назвать	2	1
