N	2gram	Medvedev_V_1	Istorich
323	лицом к	1	1
324	в истории	1	1
325	как говорит	5	1
326	более чем	1	1
327	пребывании в	1	1
328	этого развития	1	1
329	уже указывалось	1	1
330	хотя и	2	1
331	и к	3	1
332	более или	6	1
333	вот несколько	1	1
334	меньшей мере	1	1
335	эта стадия	2	1
336	многих из	1	1
337	ни один	7	1
338	а во-вторых	1	1
339	в целом	4	1
340	формы в	1	1
341	его роль	1	1
342	он в	1	1
343	она играет	1	1
344	сил в	1	1
345	ее как	2	1
346	лица и	2	1
347	но на	1	1
348	дальше и	1	1
349	одно и	1	1
350	этот процесс	2	1
351	и если	1	1
352	жизнью и	1	1
353	положение что	1	1
354	всегда связаны	1	1
355	не значит	1	1
356	в силу	11	1
357	ее и	1	1
358	никак не	1	1
359	подобно тому	2	1
360	что ни	2	1
361	на этом	1	1
362	других видов	2	1
363	однако все	1	1
364	это значит	1	1
365	так называемым	1	1
366	а затем	2	1
367	что все	3	1
368	и может	2	1
369	чего он	1	1
370	то есть	1	1
371	с целью	1	1
372	знает что	1	1
373	того или	2	1
374	убедительно показывают	1	1
375	в жизни	2	1
376	им самим	1	1
377	по существу	3	1
378	он же	5	1
379	эти вопросы	2	1
380	его частей	1	1
381	в темный	1	1
382	сказки о	1	1
383	отражается в	1	1
384	представление как	1	1
385	самых ранних	1	1
386	обратимся к	1	1
387	их на	1	1
388	сейчас же	1	1
389	в саду	1	1
390	или менее	6	1
391	точки зрения	3	1
392	и при	5	1
393	в котором	3	1
394	плоть и	1	1
395	не столько	2	1
396	на свою	1	1
397	от его	2	1
398	в прямом	1	1
399	обращение к	1	1
400	все это	10	1
401	природу и	1	1
402	как от	2	1
403	и наоборот	1	1
404	что например	2	1
405	связь этого	1	1
406	это вопрос	1	1
407	что есть	1	1
408	можно ли	2	1
409	не менее	2	1
410	в таких	1	1
411	а иногда	1	1
412	этими двумя	1	1
413	к этим	2	1
414	в основе	1	1
415	к изучению	1	1
416	не составляет	1	1
417	не случайно	1	1
418	на море	1	1
419	два вида	1	1
420	того чтобы	3	1
421	нет места	1	1
422	о природе	1	1
423	казалось бы	1	1
424	отметим еще	1	1
425	к ней	1	1
426	со своим	2	1
427	следует отметить	1	1
428	только с	2	1
429	представлений в	1	1
430	но даже	3	1
431	потом в	1	1
432	что на	1	1
433	в области	2	1
434	ли это	2	1
435	только наиболее	1	1
436	начиная с	2	1
437	не могут	7	1
438	числе и	2	1
439	для такого	1	1
440	бы он	1	1
441	его значение	1	1
442	к пониманию	1	1
443	от которой	1	1
444	должен быть	4	1
445	тому что	6	1
446	с ее	1	1
447	связи со	1	1
448	в ее	4	1
449	приводит в	1	1
450	ли однако	1	1
451	приводит к	5	1
452	мы наблюдаем	2	1
453	прямом смысле	1	1
454	его самого	1	1
455	по аналогии	1	1
456	этих материалов	1	1
457	это настолько	1	1
458	часто в	1	1
459	это только	4	1
460	жизнь и	1	1
461	от начала	1	1
462	для этого	1	1
463	из приведенных	3	1
464	только у	2	1
465	по мере	1	1
466	об этом	9	1
467	образом в	3	1
468	связанное с	2	1
469	них не	4	1
470	а по	1	1
471	другом месте	2	1
472	это происходит	1	1
473	в другом	2	1
474	на вопрос	2	1
475	и поэтому	1	1
476	более высокой	1	1
477	и из	1	1
478	для проявления	2	1
479	др в	3	1
480	аналогии с	1	1
481	с того	1	1
482	все его	2	1
483	д но	1	1
484	между тем	5	1
485	переходит в	1	1
486	на одном	1	1
487	находит свое	1	1
488	наконец в	1	1
489	в свете	1	1
490	из видов	1	1
491	чтобы ответить	1	1
492	быть и	1	1
493	но с	2	1
494	не как	1	1
495	разница в	1	1
496	вне себя	1	1
497	этот вопрос	3	1
498	дело с	1	1
499	что даже	2	1
500	или другого	1	1
501	друг друга	1	1
502	по наблюдениям	1	1
503	пор не	1	1
504	как нечто	1	1
505	всегда нужно	1	1
506	между этими	1	1
507	в большом	1	1
508	от них	2	1
509	всей специфике	1	1
510	тот или	1	1
511	же и	2	1
512	есть в	1	1
513	одной из	1	1
514	уже в	1	1
515	каким же	1	1
516	оно в	1	1
517	рассказывает о	4	1
518	в классической	1	1
519	примеры показывают	1	1
520	или даже	1	1
521	его и	1	1
522	характерно что	1	1
523	роль и	1	1
524	для него	8	1
525	отношение к	1	1
526	к ним	1	1
527	при всей	2	1
528	может служить	1	1
529	но что	1	1
530	и никогда	1	1
531	образом не	3	1
532	и вместе	1	1
533	для того	3	1
534	над жизнью	1	1
535	были бы	1	1
536	рассмотрим несколько	1	1
537	нет например	1	1
538	в особенности	2	1
539	всегда уже	1	1
540	и даже	2	1
541	даже не	2	1
542	или иначе	1	1
543	именно в	2	1
544	что тот	1	1
545	и создает	1	1
546	о своем	2	1
547	заметить что	1	1
548	он это	1	1
549	в меньшей	1	1
550	еще и	2	1
551	или под	1	1
552	своего собственного	1	1
553	он только	1	1
554	образом это	1	1
555	как о	2	1
556	на эту	1	1
557	или с	1	1
558	несмотря на	1	1
559	одна черта	1	1
560	есть одно	1	1
561	к лицу	1	1
562	еще раз	1	1
563	связанных с	1	1
564	относятся к	1	1
565	подобного рода	1	1
566	всем что	1	1
567	эти примеры	2	1
568	их к	1	1
569	он говорит	5	1
570	в чистом	1	1
571	тому как	2	1
572	никем не	1	1
573	том смысле	1	1
574	единства в	1	1
575	на время	2	1
576	этот этап	2	1
577	о его	2	1
578	между прочим	2	1
579	не является	5	1
580	и для	2	1
581	случае если	1	1
582	причем в	1	1
583	место для	1	1
584	мы только	1	1
585	из себя	2	1
586	наблюдения над	1	1
587	бы в	3	1
588	будто бы	2	1
589	же в	6	1
590	е тех	1	1
591	стиль в	1	1
592	похожи на	1	1
593	в нечто	1	1
594	весь процесс	1	1
595	в свою	1	1
596	между ними	3	1
597	состоит из	1	1
598	в живописи	1	1
599	это на	1	1
600	на этот	1	1
601	приблизительно в	1	1
602	они всегда	1	1
603	следующим образом	3	1
604	частности в	2	1
605	показывают как	1	1
606	к этой	1	1
607	видим в	1	1
608	это в	1	1
609	в противоположность	3	1
610	в таком	1	1
611	этой точки	2	1
612	том числе	2	1
613	смысле что	1	1
