N	2gram	Vinokur_St_1	Vladivir
348	здесь и	1	2
349	не о	1	2
350	только с	2	2
351	для того	10	2
352	никогда и	1	2
353	без всякой	3	2
354	со стороны	6	2
355	или иначе	2	2
356	который был	1	2
357	собой разумеется	1	2
358	больше и	1	2
359	которых мы	1	2
360	не на	1	2
361	еще до	1	2
362	что мы	5	2
363	а есть	1	2
364	к своему	1	2
365	а если	2	2
366	стороны и	1	2
367	который для	1	2
368	для понимания	1	2
369	с этой	3	2
370	как например	1	2
371	сказать не	1	2
372	является для	1	2
373	при условии	1	2
374	в одно	1	2
375	не является	3	2
376	которых он	1	2
377	но такой	1	2
378	то не	2	2
379	этом отношении	7	2
380	на более	1	2
381	бы на	1	2
382	другой стороны	7	2
383	совершенно не	5	2
384	того же	3	2
385	к его	1	2
386	из этого	1	2
387	с его	1	2
388	же и	4	2
389	но еще	1	2
390	ни на	2	2
391	к этому	1	2
392	пор не	1	1
393	а между	1	1
394	как известно	1	1
395	могут и	1	1
396	можно говорить	1	1
397	речь идет	4	1
398	например в	8	1
399	до него	1	1
400	чтобы не	1	1
401	по адресу	1	1
402	тех же	1	1
403	это и	4	1
404	и есть	1	1
405	вот оказывается	1	1
406	от той	1	1
407	из его	1	1
408	которыми он	2	1
409	рядом других	1	1
410	и была	1	1
411	и конечно	1	1
412	правильного понимания	1	1
413	более ранней	1	1
414	на такие	1	1
415	против чего	1	1
416	и такой	1	1
417	представление о	4	1
418	с но	1	1
419	конечно и	3	1
420	эти темы	1	1
421	и говорить	1	1
422	на последнем	1	1
423	ее необходимо	1	1
424	и самого	1	1
425	драмы и	1	1
426	конечно это	2	1
427	во всех	8	1
428	иных случаях	2	1
429	если в	2	1
430	очевидно что	1	1
431	в новом	4	1
432	времени то	1	1
433	нет и	1	1
434	в свои	1	1
435	что они	7	1
436	отношении есть	1	1
437	к сожалению	3	1
438	дала ему	1	1
439	области можно	1	1
440	как в	13	1
441	которое на	1	1
442	систему как	1	1
443	т iii	1	1
444	что по	1	1
445	как иначе	2	1
446	это просто	3	1
447	для ее	1	1
448	кажется в	2	1
449	дело только	1	1
450	не быть	1	1
451	еще на	1	1
452	точку зрения	3	1
453	бы с	1	1
454	он в	1	1
455	бы не	2	1
456	которые в	2	1
457	а может	1	1
458	думать что	2	1
459	в известном	1	1
460	им в	1	1
461	он делает	1	1
462	как он	1	1
463	больше всего	1	1
464	с толку	1	1
465	в статье	7	1
466	характерен для	1	1
467	о которой	3	1
468	не говорим	1	1
469	одно целое	1	1
470	в первую	2	1
471	зрения в	2	1
472	в корне	1	1
473	данном отношении	5	1
474	и вот	1	1
475	это дело	2	1
476	на совершенно	2	1
477	их в	2	1
478	что каждая	1	1
479	том и	1	1
480	в плане	1	1
481	причинам эта	1	1
482	что ни	2	1
483	смысле как	1	1
484	даже прямо	1	1
485	такого же	1	1
486	для всей	1	1
487	что никакого	1	1
488	его не	1	1
489	не трудно	3	1
490	на все	1	1
491	лишь в	3	1
492	на каком	1	1
493	второй половины	1	1
494	заключается в	4	1
495	говорит что	3	1
496	обстоятельством что	1	1
497	который так	1	1
498	но их	1	1
499	в свой	2	1
500	является вполне	2	1
501	ведь в	1	1
502	даже по	1	1
503	в хронологическом	1	1
504	он именует	1	1
505	в них	1	1
506	имеются некоторые	1	1
507	эту тему	4	1
508	не всегда	2	1
509	во внимание	1	1
510	которой он	1	1
511	недостаточного внимания	1	1
512	и почему	4	1
513	в один	1	1
514	со всей	1	1
515	но я	4	1
516	которую он	1	1
517	во время	3	1
518	от своего	1	1
519	и при	1	1
520	и их	2	1
521	работы в	3	1
522	в такой	2	1
523	и без	3	1
524	представить себе	1	1
525	место в	1	1
526	еще с	1	1
527	в которых	5	1
528	бы мы	2	1
529	оно стало	1	1
530	должны были	1	1
531	мы теперь	1	1
532	чтобы можно	1	1
533	но эта	1	1
534	но он	2	1
535	его время	1	1
536	надо сказать	2	1
537	речи в	1	1
538	без всяких	2	1
539	с такими	1	1
540	простых и	1	1
541	том же	1	1
542	следующими словами	1	1
543	вникнуть в	1	1
544	этой работы	2	1
545	каком же	1	1
546	же мы	1	1
547	вообще мало	1	1
548	этой области	5	1
549	на работу	1	1
550	хотя это	1	1
551	что с	2	1
552	вполне естественно	1	1
553	и другое	1	1
554	считает что	1	1
555	одна из	1	1
556	что их	1	1
557	в науке	1	1
558	чтобы в	1	1
559	к этим	1	1
560	этот большой	1	1
561	в основе	3	1
562	к каждой	1	1
563	он еще	1	1
564	и имеет	1	1
565	опираться на	1	1
566	какой бы	1	1
567	во всякой	1	1
568	того как	1	1
569	это то	1	1
570	но очень	1	1
571	очень мало	3	1
572	того в	1	1
573	и является	1	1
574	и чувства	1	1
575	ему и	1	1
576	это слово	4	1
577	вернее сказать	1	1
578	при обсуждении	1	1
579	своей статье	4	1
580	вместо этого	1	1
581	в процессе	1	1
582	считать что	1	1
583	как будто	4	1
584	которая по	1	1
585	ему не	1	1
586	половины xix	1	1
587	освобождается от	1	1
588	является то	1	1
589	к отдельным	1	1
590	очень часто	3	1
591	начиная с	2	1
592	относиться к	1	1
593	когда мы	1	1
594	тогда и	1	1
595	не считает	1	1
596	и такие	2	1
597	так а	1	1
598	свидетельствующие о	1	1
599	i но	1	1
600	и критического	1	1
601	и другим	1	1
602	за что	4	1
603	но также	9	1
604	системы не	1	1
605	теории в	1	1
606	что при	2	1
607	которые мы	1	1
608	самостоятельно и	1	1
609	не дала	1	1
610	этой статьи	2	1
611	недостаточно и	1	1
612	говоря уже	1	1
613	без всякого	2	1
614	строгой системой	1	1
615	в ее	4	1
616	себя тем	1	1
617	почему и	1	1
618	последнее время	1	1
619	от всей	1	1
620	только более	1	1
621	с самого	1	1
622	так в	1	1
623	и сам	2	1
624	только тот	1	1
625	это можно	3	1
626	что ведь	1	1
627	проблем и	1	1
628	ясно что	10	1
629	притом в	1	1
630	это вовсе	2	1
631	когда в	1	1
632	образом этот	1	1
633	том как	4	1
634	не имели	2	1
635	разумеется что	1	1
636	стремление к	3	1
637	о ней	1	1
638	это объясняется	2	1
639	лишь при	1	1
640	и нужно	3	1
641	глазах самого	1	1
642	каждой из	1	1
643	на вопрос	4	1
644	внимание на	3	1
645	язык и	1	1
646	и просто	1	1
647	с того	1	1
648	можно сказать	1	1
649	может не	2	1
650	а во	3	1
651	к истине	1	1
652	все в	2	1
653	первую очередь	2	1
654	для изучения	4	1
655	не могло	1	1
656	и во	2	1
657	я думаю	11	1
658	а потому	2	1
659	нуждается в	1	1
660	для той	1	1
661	отметить что	2	1
662	в глазах	1	1
663	во всей	1	1
664	котором он	1	1
665	тем обстоятельством	1	1
666	кто в	1	1
667	не стоило	1	1
668	в свете	1	1
669	более высоким	1	1
670	еще только	1	1
671	если это	3	1
672	статье о	2	1
673	разных изданиях	1	1
674	с нашей	2	1
675	не считать	1	1
676	же можно	1	1
677	с той	1	1
678	против того	1	1
679	что только	1	1
680	всю свою	1	1
681	будто бы	3	1
682	это стремление	1	1
683	это очень	3	1
684	самые разнообразные	1	1
685	тот что	1	1
686	менее и	1	1
687	самом деле	11	1
688	он считал	1	1
689	этому поводу	2	1
690	не отметить	1	1
691	конечно не	2	1
692	литературы в	1	1
693	вопроса о	3	1
694	еще очень	1	1
695	которых можно	1	1
696	целого ряда	2	1
697	ii но	3	1
698	и других	1	1
699	этот раз	2	1
700	невозможно было	2	1
701	на основную	1	1
702	не для	2	1
703	очевидно не	2	1
704	но которая	1	1
705	с него	1	1
706	и никогда	1	1
707	притом не	1	1
708	не хотел	1	1
709	этого он	1	1
710	характерны для	1	1
711	или вернее	1	1
712	указание на	1	1
713	хотел бы	2	1
714	о каком	1	1
715	таком виде	1	1
716	нужно было	2	1
717	и др	1	1
718	возможно что	3	1
719	или иной	1	1
720	говорим о	1	1
721	не надо	2	1
722	и из	1	1
723	до сих	7	1
724	бы несколько	1	1
725	к которому	4	1
726	представляет собою	2	1
727	на чем	1	1
728	во второй	9	1
729	такое же	1	1
730	вопроса но	1	1
731	изданиях в	1	1
732	что для	3	1
733	в некоторых	1	1
734	этот термин	1	1
735	нужно сказать	5	1
736	что выражение	1	1
737	на этот	3	1
738	здесь дело	2	1
739	иначе но	1	1
740	был свободен	1	1
741	именно так	1	1
742	цельное и	1	1
743	о чем	1	1
744	нашей современной	1	1
745	это самое	1	1
746	него не	1	1
747	и об	7	1
748	было в	1	1
749	уже давно	1	1
750	в частности	4	1
751	для них	1	1
752	мы говорим	1	1
753	в иных	2	1
754	есть такое	1	1
755	того чем	1	1
756	п а	1	1
757	собрание сочинений	1	1
758	из которых	1	1
759	стоило бы	1	1
760	в последнем	1	1
761	пишет в	1	1
762	на эту	4	1
763	которая конечно	1	1
764	его работе	1	1
765	в тех	3	1
766	за рамки	1	1
767	в первой	12	1
768	которым он	1	1
769	г ч	2	1
770	никем не	2	1
771	том смысле	2	1
772	этого слова	2	1
773	ссылается на	1	1
774	нас интересует	1	1
775	конечно есть	1	1
776	этом случае	2	1
777	первому а	1	1
778	сих пор	7	1
779	каждое из	1	1
780	все это	5	1
781	видно что	3	1
782	и таким	1	1
783	специалистов по	1	1
784	ближе к	1	1
785	должны быть	3	1
786	его сочинений	5	1
787	и после	1	1
788	и позволяет	1	1
789	ли в	2	1
790	тем и	1	1
791	потому не	1	1
792	не подлежит	1	1
793	ведь одно	1	1
794	нас нет	7	1
795	тот кто	1	1
796	у них	1	1
797	еще более	4	1
798	но зато	1	1
799	вопроса и	1	1
800	хотя сам	1	1
801	которым мы	1	1
802	отношении к	1	1
803	не являются	3	1
804	и начинается	1	1
805	с ней	1	1
806	не говоря	1	1
807	отдает себе	1	1
808	состоит из	1	1
809	то здесь	1	1
810	но вовсе	1	1
811	чтобы он	1	1
812	касается прочих	1	1
813	включает в	1	1
814	жизни и	5	1
815	но эти	1	1
816	и черты	1	1
817	и другие	1	1
818	того времени	5	1
819	том числе	2	1
820	по поводу	7	1
821	такое заключение	1	1
822	молодой человек	2	1
823	который не	2	1
824	они не	1	1
825	гораздо более	4	1
