N	2gram	Tiupa_Anal_3	StatiiOP
528	время с	1	1
529	на чем	1	1
530	интерес пушкина	1	1
531	характеров или	1	1
532	да и	2	1
533	говоря уже	1	1
534	своих творческих	1	1
535	внимание лишь	1	1
536	я с	2	1
537	жизни в	1	1
538	нам еще	1	1
539	внешнего мира	1	1
540	в контексте	2	1
541	на пути	2	1
542	этом случае	1	1
543	известном смысле	1	1
544	как нам	5	1
545	этом и	1	1
546	ни для	2	1
547	воля а	1	1
548	принципиально важным	1	1
549	в книге	1	1
550	в царском	1	1
551	и для	2	1
552	отвечает на	1	1
553	уже на	1	1
554	и от	2	1
555	а все	1	1
556	в отдельных	1	1
557	текста есть	2	1
558	иначе в	1	1
559	от него	1	1
560	и все	2	1
561	идет не	1	1
562	бы он	1	1
563	бы в	1	1
564	в наши	1	1
565	все они	2	1
566	не выдерживает	1	1
567	же в	2	1
568	в свою	5	1
569	входить в	1	1
570	в стихах	1	1
571	к самому	1	1
572	между ними	1	1
573	не говоря	1	1
574	и внутренне	1	1
575	их с	1	1
576	к его	1	1
577	к вяземскому	1	1
578	по одному	1	1
579	едва ли	3	1
580	отношению к	7	1
581	из этого	1	1
582	занимает в	1	1
583	понимаем как	1	1
584	в трех	1	1
585	героя в	1	1
586	со сцены	1	1
587	в голову	1	1
588	жизни и	1	1
589	к этой	1	1
590	о себе	2	1
591	в своих	1	1
592	который не	2	1
593	в таком	1	1
594	все что	1	1
595	мужского рода	1	1
596	гораздо более	2	1
