N	2gram	Propp_Isto_1	Formalny
220	и по	3	2
221	на этом	3	2
222	в основу	1	2
223	то ни	2	2
224	том случае	1	2
225	должен был	3	2
226	и тем	2	2
227	должно быть	2	2
228	лучше всего	2	2
229	только тем	1	2
230	том что	7	2
231	на первый	2	2
232	нужно было	1	2
233	в этих	7	2
234	не так	2	2
235	представление о	1	2
236	себе а	1	2
237	в отличие	2	2
238	от его	1	2
239	должны были	2	2
240	их в	5	2
241	не могли	1	2
242	тому чтобы	1	2
243	для этого	3	2
244	даже в	4	2
245	тому что	1	2
246	она не	1	2
247	что эта	1	2
248	с теми	1	2
249	и другое	2	2
250	самого начала	2	2
251	ее с	1	2
252	не по	2	2
253	находится в	4	2
254	никогда не	14	2
255	на котором	3	2
256	не учитывать	1	2
257	стоит перед	1	2
258	точке зрения	1	2
259	есть только	3	2
260	всего в	2	2
261	поставить вопрос	2	2
262	и это	1	2
263	в ее	2	2
264	перед необходимостью	1	2
265	и от	2	2
266	от изучения	1	2
267	и этим	2	2
268	с самого	2	2
269	приводит к	2	2
270	и пространство	1	2
271	слово есть	1	2
272	времени и	1	2
273	мы в	2	2
274	в эпоху	2	2
275	с ним	2	2
276	в виду	1	2
277	между тем	2	2
278	во всей	2	2
279	это не	7	2
280	от этих	2	2
281	и мотива	1	2
282	если это	1	2
283	этом смысле	1	2
284	один из	4	2
285	этот вопрос	7	2
286	или же	1	2
287	по этому	2	2
288	потому что	4	2
289	в качестве	5	2
290	же и	1	2
291	еще одну	2	2
292	является не	1	2
293	или даже	3	2
294	при помощи	2	2
295	в котором	3	2
296	сами по	1	2
297	в конце	1	2
298	как его	1	2
299	не просто	3	2
300	это положение	2	2
301	со стороны	2	2
302	даже не	2	2
303	а именно	4	2
304	в предисловии	1	2
305	между ними	2	2
306	что для	1	2
307	превращается в	4	2
308	ничем не	1	2
309	его как	2	2
310	и многие	1	2
311	все более	1	2
312	и становятся	1	2
313	как это	3	2
314	центр тяжести	1	2
315	в тех	2	2
316	из этого	2	2
317	но это	4	2
318	к другим	1	2
319	а все	1	2
320	совершенно иной	1	2
321	в целях	3	2
322	сказать что	5	2
323	равно как	1	2
324	ее в	5	2
325	и другие	4	2
326	именно здесь	1	2
327	которых не	1	1
328	и хотя	1	1
329	связана с	1	1
330	с исторической	1	1
331	как миф	1	1
332	утверждение что	1	1
333	к своей	1	1
334	и обусловлены	1	1
335	но тем	1	1
336	из его	1	1
337	противном случае	1	1
338	ведь и	1	1
339	и больше	1	1
340	всегда на	1	1
341	отметить еще	1	1
342	и должен	3	1
343	и этот	1	1
344	есть не	1	1
345	самые разнообразные	1	1
346	эти факты	2	1
347	мы имеем	13	1
348	надо было	1	1
349	что если	2	1
350	нам в	1	1
351	начинается с	3	1
352	так чтобы	2	1
353	но она	1	1
354	что иное	1	1
355	не вполне	2	1
356	но даже	1	1
357	и со	1	1
358	а путем	1	1
359	же что	1	1
360	меньшей степени	1	1
361	которые он	1	1
362	как один	1	1
363	именно эти	1	1
364	иное как	1	1
365	не найдем	1	1
366	время в	1	1
367	бы то	2	1
368	так если	2	1
369	очень близки	1	1
370	чем это	4	1
371	отказ от	2	1
372	то он	2	1
373	мы будем	5	1
374	точка зрения	2	1
375	только тогда	1	1
376	не дают	1	1
377	таком положении	1	1
378	вступают в	1	1
379	иногда и	1	1
380	изменения и	1	1
381	или иное	1	1
382	не пытается	1	1
383	что во	1	1
384	если она	1	1
385	дает нам	1	1
386	в своем	5	1
387	в противном	1	1
388	и есть	1	1
389	глубже чем	1	1
390	в круг	2	1
391	более или	5	1
392	в действительности	2	1
393	нет никакой	1	1
394	в этот	1	1
395	них как	1	1
396	за собой	2	1
397	этот случай	1	1
398	в нашем	1	1
399	бы не	1	1
400	которые в	2	1
401	многое в	1	1
402	своей теории	1	1
403	и тот	2	1
404	но он	1	1
405	мы обратимся	1	1
406	как он	2	1
407	на то	4	1
408	всей его	1	1
409	дальше и	1	1
410	иным как	1	1
411	связанные с	2	1
412	тем не	6	1
413	они в	1	1
414	и еще	1	1
415	же сами	2	1
416	он должен	2	1
417	ими в	1	1
418	том чтобы	2	1
419	же самая	1	1
420	какой бы	1	1
421	мы например	1	1
422	дать только	1	1
423	встречаются в	1	1
424	именно это	2	1
425	он об	1	1
426	от других	1	1
427	мы устанавливаем	1	1
428	по некоторым	1	1
429	находятся и	1	1
430	могла бы	1	1
431	же не	3	1
432	же касается	1	1
433	в другом	3	1
434	связанных с	1	1
435	знаем не	1	1
436	в виде	2	1
437	всех форм	1	1
438	действительности в	1	1
439	за ней	1	1
440	из первых	1	1
441	кажется что	1	1
442	не чем	1	1
443	в них	1	1
444	ни одной	2	1
445	случае мы	1	1
446	быть понят	1	1
447	основные элементы	1	1
448	очень важное	1	1
449	книге о	1	1
450	чем в	1	1
451	ведет к	2	1
452	многие другие	1	1
453	и некоторые	1	1
454	обратимся к	1	1
455	этих мотивов	1	1
456	или менее	5	1
457	в эту	1	1
458	можно только	1	1
459	быть признана	1	1
460	но если	2	1
461	том как	2	1
462	ссылки на	4	1
463	при изучении	1	1
464	нас не	3	1
465	на своем	1	1
466	лежат в	1	1
467	знаем что	1	1
468	что уже	1	1
469	вопрос о	5	1
470	строго говоря	1	1
471	отсюда вывод	2	1
472	нельзя было	1	1
473	не будем	5	1
474	друг другу	1	1
475	ее так	1	1
476	на такое	1	1
477	миф и	1	1
478	бы быть	3	1
479	и вся	1	1
480	не менее	6	1
481	не раз	1	1
482	но они	2	1
483	эти формы	3	1
484	мышления и	1	1
485	дело в	3	1
486	только из	2	1
487	и притом	1	1
488	не типична	1	1
489	на него	4	1
490	взглянуть на	1	1
491	тогда и	1	1
492	о них	1	1
493	иметь в	1	1
494	это еще	1	1
495	вытекает из	1	1
496	вопрос не	1	1
497	этих работах	1	1
498	не лучше	1	1
499	и утверждают	1	1
500	литературе в	1	1
501	близки к	1	1
502	явление в	1	1
503	преимущественно на	1	1
504	к ней	1	1
505	во всем	3	1
506	к работе	1	1
507	вопрос в	2	1
508	здесь же	2	1
509	история требует	1	1
510	только с	2	1
511	так то	1	1
512	как будто	4	1
513	если материал	1	1
514	совершенно необходимо	1	1
515	только одна	1	1
516	их от	1	1
517	многие из	1	1
518	и несколько	1	1
519	одним из	2	1
520	у нас	1	1
521	и оно	1	1
522	разнообразны и	1	1
523	уже о	1	1
524	относиться к	1	1
525	мы узнаем	1	1
526	ли не	1	1
527	в сказках	1	1
528	этого и	1	1
529	к пониманию	1	1
530	подчеркнуть что	2	1
531	него как	1	1
532	должен быть	3	1
533	на материал	2	1
534	предположение что	2	1
535	вывод что	2	1
536	говоря уже	1	1
537	некоторые другие	1	1
538	только то	1	1
539	зрения не	1	1
540	во главе	1	1
541	поэтому мы	1	1
542	с собой	1	1
543	можно было	5	1
544	материал должен	1	1
545	те же	1	1
546	ясно что	2	1
547	иногда в	1	1
548	этим в	1	1
549	на них	2	1
550	ней и	1	1
551	не кроется	1	1
552	стремление к	1	1
553	образом в	1	1
554	вот почему	1	1
555	так оно	1	1
556	на другого	1	1
557	о том	9	1
558	и та	1	1
559	исследования и	1	1
560	более высокой	1	1
561	что существуют	1	1
562	до сих	5	1
563	с одной	4	1
564	и глубже	1	1
565	образом мы	2	1
566	все в	1	1
567	это может	1	1
568	с каким-нибудь	1	1
569	этому поводу	2	1
570	и хорошо	1	1
571	подходит к	1	1
572	в форме	3	1
573	и смысл	1	1
574	может иметь	1	1
575	и мы	2	1
576	происходит в	1	1
577	большей или	2	1
578	в современной	3	1
579	как из	1	1
580	в большей	1	1
581	или меньшей	2	1
582	такая же	1	1
583	тот же	2	1
584	материала в	1	1
585	этого можно	1	1
586	мы увидим	10	1
587	в себе	2	1
588	исследования по	1	1
589	и так	1	1
590	правда и	2	1
591	сторону от	1	1
592	и раньше	1	1
593	сказочных мотивов	1	1
594	один на	1	1
595	их не	2	1
596	совершенно естественно	2	1
597	так что	4	1
598	для всех	2	1
599	соответствие между	1	1
600	конечно не	2	1
601	не можем	3	1
602	мы получим	2	1
603	он непосредственно	1	1
604	не из	1	1
605	был быть	1	1
606	связывается с	1	1
607	тут только	1	1
608	примеров из	1	1
609	был бы	2	1
610	никто не	2	1
611	пока не	2	1
612	другого но	1	1
613	они сами	1	1
614	с этими	1	1
615	можно с	1	1
616	к ним	4	1
617	но что	1	1
618	естественно что	1	1
619	не выходя	1	1
620	нет в	2	1
621	но из	1	1
622	момент в	1	1
623	этой задачи	1	1
624	это будет	1	1
625	те черты	1	1
626	их разрешения	1	1
627	не теряя	1	1
628	типична для	1	1
629	но нельзя	1	1
630	не обязательно	1	1
631	здесь в	2	1
632	к которому	5	1
633	один и	2	1
634	е то	1	1
635	исходит из	3	1
636	социальной жизни	4	1
637	говорит о	2	1
638	существу к	1	1
639	пр то	1	1
640	материал в	1	1
641	зависит от	2	1
642	на этот	2	1
643	некоторые изменения	1	1
644	а сам	2	1
645	не на	2	1
646	было сопоставить	1	1
647	именно так	2	1
648	было ему	1	1
649	у всех	1	1
650	на эту	3	1
651	в ущерб	1	1
652	что из	1	1
653	совершенно иное	1	1
654	объясняется не	1	1
655	связь с	4	1
656	несколько ближе	1	1
657	все основные	1	1
658	так же	7	1
659	и приобретает	1	1
660	из возможных	1	1
661	а так	1	1
662	к своему	2	1
663	без другого	2	1
664	одной стороны	4	1
665	а если	1	1
666	слагается из	1	1
667	этим собственно	1	1
668	такого рода	1	1
669	смысле этого	1	1
670	это за	3	1
671	и пытается	1	1
672	не что	1	1
673	да и	1	1
674	как средство	1	1
675	этого слова	1	1
676	находится под	1	1
677	почему нельзя	1	1
678	этом случае	1	1
679	том который	1	1
680	степени уже	1	1
681	сих пор	5	1
682	влечет за	1	1
683	должны быть	4	1
684	просто как	1	1
685	в книге	3	1
686	в более	1	1
687	такое изучение	1	1
688	но менее	1	1
689	мышления в	1	1
690	при таком	1	1
691	не существует	2	1
692	др но	1	1
693	чтобы понять	1	1
694	о нем	2	1
695	предпосылки и	1	1
696	уже как	1	1
697	для нас	13	1
698	этой действительности	1	1
699	собственно говоря	1	1
700	целый ряд	1	1
701	возникает вопрос	1	1
702	как явление	1	1
703	мы должны	13	1
704	что задача	1	1
705	для наивного	1	1
706	несмотря на	1	1
707	или не	1	1
708	хотя в	1	1
709	ориентировался на	1	1
710	лежит в	1	1
711	не дает	2	1
712	прошлого однако	1	1
713	в системе	1	1
714	вступает в	2	1
715	но оно	4	1
716	одной из	2	1
717	ее только	1	1
718	это все	1	1
719	не говоря	1	1
720	только как	1	1
721	очень велика	1	1
722	лишь тогда	1	1
723	жизни а	1	1
724	нет но	1	1
725	только формы	1	1
726	чем иным	1	1
727	только о	1	1
728	данного сюжета	1	1
729	героя в	5	1
730	образом они	1	1
731	различны и	1	1
732	в каком	1	1
733	можно назвать	2	1
734	увидим что	5	1
735	гораздо более	1	1
