N	2gram	Medvedev_F_1	Problema
404	самое же	1	1
405	и само	1	1
406	и живых	1	1
407	которую мы	1	1
408	и свой	1	1
409	и всесторонне	1	1
410	нам в	1	1
411	этом не	1	1
412	эстетики и	2	1
413	требует от	1	1
414	действительности с	1	1
415	но даже	1	1
416	самой природе	1	1
417	кто же	1	1
418	учение об	1	1
419	это время	1	1
420	явлением но	1	1
421	на их	2	1
422	бы то	3	1
423	оно ни	1	1
424	как таковая	1	1
425	до настоящего	2	1
426	но конечно	1	1
427	критиков и	1	1
428	действиях в	1	1
429	он может	1	1
430	и всякий	2	1
431	в общем	3	1
432	или иное	1	1
433	и чем	3	1
434	во что	2	1
435	самое понятие	2	1
436	искусства не	2	1
437	явление природы	2	1
438	построения и	1	1
439	имела бы	1	1
440	место именно	1	1
441	все же	3	1
442	с понятием	1	1
443	к другим	2	1
444	самом начале	1	1
445	каждую вещь	1	1
446	есть ли	1	1
447	от этого	2	1
448	о самом	1	1
449	одновременно с	2	1
450	не приходится	2	1
451	и огромную	1	1
452	не знает	1	1
453	бы и	1	1
454	ни один	1	1
455	от действительности	2	1
456	этой вещи	1	1
457	думать что	3	1
458	может считаться	1	1
459	нами в	1	1
460	от простого	1	1
461	к единству	1	1
462	совершается не	1	1
463	и те	2	1
464	если он	3	1
465	а вовсе	2	1
466	теории и	1	1
467	этого отражения	1	1
468	здесь по-видимому	1	1
469	художественном образе	1	1
470	должна быть	7	1
471	действительность как	1	1
472	сам является	1	1
473	чувственного восприятия	1	1
474	в силу	1	1
475	ни были	2	1
476	еще мало	1	1
477	чтобы в	1	1
478	таких которые	1	1
479	прошлого века	1	1
480	более отчетливо	1	1
481	символы и	1	1
482	на этом	1	1
483	в нее	1	1
484	в каждом	3	1
485	связан с	1	1
486	то ни	3	1
487	они должны	1	1
488	является конечно	2	1
489	лишь в	8	1
490	в художественном	3	1
491	заключается в	1	1
492	и других	3	1
493	подходит к	3	1
494	может стать	1	1
495	на почве	13	1
496	отражение в	2	1
497	от всякой	2	1
498	или другой	1	1
499	мог бы	1	1
500	действий и	2	1
501	он является	1	1
502	является для	2	1
503	нет в	1	1
504	всеми другими	1	1
505	и вся	1	1
506	время стремиться	1	1
507	мы видели	2	1
508	его нам	1	1
509	и такая	1	1
510	зрения самого	1	1
511	получить не	1	1
512	и тогда	1	1
513	их на	2	1
514	и ко	1	1
515	не так	2	1
516	на первом	1	1
517	что между	1	1
518	историк литературы	3	1
519	она сама	1	1
520	внешним и	1	1
521	соприкосновение с	1	1
522	на данный	1	1
523	в такой	1	1
524	и без	1	1
525	и конкретных	1	1
526	чем более	1	1
527	место в	7	1
528	материализма для	1	1
529	нему и	1	1
530	до последнего	1	1
531	вопрос о	2	1
532	том чтобы	2	1
533	что было	2	1
534	этом необходимо	1	1
535	т п	4	1
536	войти в	2	1
537	ни было	2	1
538	том и	1	1
539	тому чтобы	1	1
540	не должна	7	1
541	и почти	1	1
542	неопределенно и	1	1
543	из одного	1	1
544	для нее	1	1
545	почти все	1	1
546	об ее	1	1
547	что смысл	1	1
548	его целом	8	1
549	иной раз	1	1
550	деле это	1	1
551	менее трудно	1	1
552	как о	4	1
553	на котором	1	1
554	если в	1	1
555	в процессе	9	1
556	в основе	3	1
557	и искусство	1	1
558	чтобы стать	2	1
559	та или	1	1
560	правда в	1	1
561	на язык	3	1
562	как таковой	6	1
563	одна из	2	1
564	это то	1	1
565	он пытается	1	1
566	вещь с	1	1
567	отрицательное отношение	1	1
568	понятными и	1	1
569	произведения а	2	1
570	к ней	2	1
571	х годов	1	1
572	нам важно	2	1
573	же он	1	1
574	так например	3	1
575	своей статье	3	1
576	было не	1	1
577	только с	1	1
578	этом отношении	1	1
579	что на	1	1
580	не мыслится	1	1
581	настоящего времени	2	1
582	уже о	1	1
583	исходить из	4	1
584	над другими	1	1
585	однако история	1	1
586	указать на	2	1
587	должны быть	5	1
588	величин и	1	1
589	содержанием и	1	1
590	того о	1	1
591	его с	2	1
592	выделить его	1	1
593	если же	2	1
594	должен быть	5	1
595	правда не	1	1
596	элементы в	1	1
597	то естественно	1	1
598	в вещах	1	1
599	с ее	7	1
600	чрезвычайно сложным	1	1
601	ни стало	2	1
602	быть вполне	1	1
603	однако едва	1	1
604	или для	2	1
605	в пределах	6	1
606	а особенно	1	1
607	самих по	1	1
608	если они	1	1
609	в условиях	1	1
610	только через	1	1
611	на нее	2	1
612	проблем и	5	1
613	не с	2	1
614	начала и	2	1
615	и социальных	1	1
616	глубоко и	2	1
617	связанных с	1	1
618	только внешнее	1	1
619	них есть	1	1
620	разных типов	1	1
621	ничто в	1	1
622	сводится к	3	1
623	познания и	4	1
624	кого не	2	1
625	в другом	1	1
626	того он	1	1
627	все области	1	1
628	наоборот это	1	1
629	как ее	2	1
630	его жизни	1	1
631	притом в	1	1
632	одного из	1	1
633	и существенное	1	1
634	имеет и	1	1
635	и просто	1	1
636	и художественная	2	1
637	единства и	2	1
638	ее и	1	1
639	нас а	1	1
640	явление есть	1	1
641	как нет	1	1
642	это в	1	1
643	и требует	1	1
644	было совершенно	1	1
645	которые мы	1	1
646	функций в	2	1
647	и хорошо	1	1
648	эти два	1	1
649	мы ни	2	1
650	в языке	1	1
651	не сводится	2	1
652	в художественной	1	1
653	что бы	5	1
654	нем и	2	1
655	представления о	1	1
656	наук и	1	1
657	целое для	1	1
658	существует не	1	1
659	отражении и	1	1
660	ни к	1	1
661	и всего	1	1
662	отдельности и	1	1
663	содержания но	1	1
664	путаница и	1	1
665	по своей	1	1
666	которых она	1	1
667	этого ряда	1	1
668	повторяем это	1	1
669	речи о	1	1
670	в стороне	1	1
671	несколько подробнее	2	1
672	который в	1	1
673	воды но	1	1
674	терминов и	1	1
675	кроме этого	1	1
676	эту действительность	1	1
677	тот или	2	1
678	художественный предмет	1	1
679	ее внутреннее	1	1
680	себя в	1	1
681	для всех	1	1
682	конечно не	4	1
683	ни одного	2	1
684	в конкретной	1	1
685	общей философии	1	1
686	и типов	2	1
687	чтобы он	2	1
688	и теоретическая	1	1
689	ориентации в	1	1
690	чем с	1	1
691	не из	4	1
692	анализа и	1	1
693	не дает	2	1
694	в данной	1	1
695	в душе	2	1
696	не стал	1	1
697	эту формулу	1	1
698	его и	2	1
699	мы знаем	1	1
700	мир в	1	1
701	только это	1	1
702	и их	10	1
703	и навсегда	1	1
704	могло бы	2	1
705	нас только	1	1
706	мы рассматривали	1	1
707	будет его	1	1
708	друг друга	4	1
709	в систему	3	1
710	явлений в	1	1
711	образом не	1	1
712	от того	2	1
713	всех тех	1	1
714	конструкция есть	1	1
715	этой цели	1	1
716	имеет значение	1	1
717	же деле	1	1
718	со стороны	5	1
719	выходит за	1	1
720	даже не	1	1
721	на ее	1	1
722	литературу и	1	1
723	такого понимания	1	1
724	литературы итак	1	1
725	предмет и	1	1
726	его из	1	1
727	самом же	1	1
728	искусстве не	1	1
729	потом в	1	1
730	и самый	2	1
731	изображения в	1	1
732	идет уже	1	1
733	была бы	2	1
734	в россии	3	1
735	произведение в	3	1
736	под влиянием	2	1
737	мира в	2	1
738	через нее	2	1
739	вступает в	2	1
740	поняты и	2	1
741	принципы и	1	1
742	иная чем	2	1
743	его содержание	2	1
744	литературы но	2	1
745	у человека	1	1
746	конструкции мы	1	1
747	из которых	1	1
748	к своему	1	1
749	нет а	1	1
750	и к	4	1
751	xix века	1	1
752	для искусства	1	1
753	наряду с	1	1
754	этой последней	4	1
755	мы остановимся	1	1
756	образ и	1	1
757	образом на	2	1
758	в понятие	1	1
759	это значит	1	1
760	здесь идет	1	1
761	с этой	4	1
762	действительности не	2	1
763	художественное произведение	6	1
764	в основном	3	1
765	в смысле	1	1
766	конкретных вещей	1	1
767	вещь а	1	1
768	действительность не	3	1
769	при всем	1	1
770	для мысли	1	1
771	она должна	3	1
772	чтобы этот	1	1
773	от конкретных	1	1
774	для этой	2	1
775	и от	7	1
776	понять что	1	1
777	и важно	1	1
778	есть система	1	1
779	из себя	1	1
780	как художественный	1	1
781	и самое	1	1
782	не будучи	1	1
783	в свете	1	1
784	этому понятию	1	1
785	и необходимо	1	1
786	романа и	1	1
787	в системе	2	1
788	отражения и	1	1
789	только как	2	1
790	обычно не	1	1
791	одновременно и	1	1
792	т е	34	1
793	читатель это	1	1
794	не выходит	2	1
795	пределы этой	1	1
796	просто не	1	1
797	жизни и	7	1
798	к этой	4	1
799	в данную	1	1
800	и эта	1	1
801	это понятие	1	1
802	к этому	1	1
803	как на	4	1
