N	2gram	Voloshinov_1	Analitik
117	до известной	1	3
118	в то	3	3
119	только не	1	3
120	ничего не	6	3
121	же время	3	3
122	той или	1	3
123	с ее	2	3
124	в ее	7	3
125	именно в	5	3
126	было бы	4	3
127	этом отношении	3	3
128	были бы	1	3
129	в особенности	1	3
130	еще и	1	3
131	что не	2	3
132	не было	3	3
133	его как	1	3
134	как это	1	3
135	к жизни	1	3
136	известной степени	1	3
137	к этому	5	3
138	например в	1	2
139	самом деле	10	2
140	от своей	1	2
141	в первом	3	2
142	по преимуществу	5	2
143	и он	2	2
144	в ней	4	2
145	во всех	7	2
146	индивидуального речевого	1	2
147	со всеми	1	2
148	в общем	1	2
149	отличие от	5	2
150	это и	3	2
151	сама по	2	2
152	как к	2	2
153	и той	2	2
154	могли бы	1	2
155	но в	7	2
156	бы и	2	2
157	все эти	7	2
158	в себе	2	2
159	не могла	1	2
160	так сказать	6	2
161	в нем	10	2
162	не как	2	2
163	и вот	1	2
164	одной и	2	2
165	и по	1	2
166	и ту	3	2
167	значительной степени	1	2
168	могла бы	2	2
169	входит в	5	2
170	это не	1	2
171	с тем	1	2
172	или точнее	1	2
173	с точки	20	2
174	в отличие	5	2
175	от его	1	2
176	тем не	2	2
177	чистом виде	1	2
178	одна из	2	2
179	как формы	1	2
180	по своей	1	2
181	углом зрения	1	2
182	сводится к	3	2
183	могут быть	2	2
184	его за	1	2
185	подход к	1	2
186	в дальнейшем	3	2
187	те же	5	2
188	осуществляется в	1	2
189	и здесь	6	2
190	и т.д	2	2
191	в значительной	1	2
192	сознания к	1	2
193	в форме	1	2
194	тех пор	2	2
195	только в	9	2
196	то в	2	2
197	который как	1	2
198	и ее	3	2
199	тот или	1	2
200	с одной	1	2
201	для всех	2	2
202	в большинстве	3	2
203	всяком случае	2	2
204	нуждается в	3	2
205	мы можем	2	2
206	тем что	2	2
207	одной стороны	1	2
208	этом как	1	2
209	и прежде	2	2
210	в романе	2	2
211	чем речь	1	2
212	одну из	2	2
213	там где	2	2
214	что мы	1	2
215	не может	24	2
216	и потому	5	2
217	в той	1	2
218	тому как	1	2
219	этого слова	2	2
220	в контексте	8	2
221	на пути	1	2
222	и для	11	2
223	и от	3	2
224	мира и	2	2
225	хотя и	1	2
226	и все	5	2
227	не должен	1	2
228	но всегда	1	2
229	то что	8	2
230	сказать что	4	2
231	совершенно не	3	2
232	себе самому	1	2
233	во всяком	5	2
234	гораздо более	1	2
235	но наоборот	1	1
236	а между	1	1
237	обращено к	1	1
238	неотделима от	1	1
239	таком случае	2	1
240	отделен от	1	1
241	связана с	2	1
242	утверждение что	1	1
243	получает в	1	1
244	на самом	3	1
245	в христианском	1	1
246	ее до	1	1
247	ибо как	1	1
248	и есть	3	1
249	тем же	1	1
250	к другому	3	1
251	и до	1	1
252	не имеют	3	1
253	мы уже	2	1
254	первой и	1	1
255	и многим	1	1
256	и само	1	1
257	при анализе	1	1
258	не рассчитан	1	1
259	что между	1	1
260	вопрос о	4	1
261	на внешние	1	1
262	данном контексте	1	1
263	высказывания в	1	1
264	является эстетическим	1	1
265	бы ни	1	1
266	который мог	1	1
267	зависимости от	2	1
268	в таком	2	1
269	между собой	2	1
270	он сам	1	1
271	случае такой	1	1
272	там и	2	1
273	иного рода	1	1
274	субъекту и	1	1
275	то мы	2	1
276	как если	2	1
277	а отношение	1	1
278	пути ее	1	1
279	не все	2	1
280	отношение к	1	1
281	друг от	1	1
282	должны были	1	1
283	за пределы	5	1
284	один и	3	1
285	в истории	3	1
286	идет о	1	1
287	что во	2	1
288	в акте	1	1
289	независимо от	2	1
290	опыта к	1	1
291	говоря языком	1	1
292	от этого	2	1
293	или иную	1	1
294	для которого	1	1
295	та же	1	1
296	как то	1	1
297	тон в	1	1
298	так или	1	1
299	в известном	1	1
300	и тот	4	1
301	во многих	1	1
302	на стадии	2	1
303	на смену	2	1
304	в соответствующей	1	1
305	вследствие этого	1	1
306	не следует	1	1
307	все другие	1	1
308	происходит как	1	1
309	первой части	2	1
310	шаблона и	1	1
311	слове или	1	1
312	какой бы	1	1
313	например высказывание	1	1
314	но дело	1	1
315	в нее	1	1
316	которое как	1	1
317	ни был	1	1
318	человека в	2	1
319	здесь мы	4	1
320	выходит далеко	1	1
321	никто из	2	1
322	и может	1	1
323	в другом	2	1
324	бы быть	1	1
325	а по	1	1
326	высказывания и	1	1
327	большинстве случаев	3	1
328	с другими	3	1
329	от одного	3	1
330	и иных	2	1
331	этом смысле	2	1
332	есть и	1	1
333	рядом с	5	1
334	внешнего мира	1	1
335	в общей	2	1
336	результате чего	1	1
337	должно быть	2	1
338	в один	1	1
339	остается в	1	1
340	всех этих	1	1
341	или к	2	1
342	менее чем	1	1
343	бы на	1	1
344	этом случае	3	1
345	в своей	3	1
346	особенности же	1	1
347	к истории	1	1
348	это делает	2	1
349	самый момент	1	1
350	этому же	1	1
351	формы так	1	1
352	место в	3	1
353	превратилась в	1	1
354	далее в	1	1
355	мысли и	4	1
356	собой и	1	1
357	пор совершенно	1	1
358	части работы	1	1
359	втором случае	1	1
360	для данного	2	1
361	времени не	2	1
362	субъективного сознания	7	1
363	что было	1	1
364	по ту	1	1
365	войти в	3	1
366	из виду	2	1
367	в устах	1	1
368	для этого	1	1
369	грамматическая форма	1	1
370	мог иметь	1	1
371	ни были	1	1
372	же мы	1	1
373	же во	1	1
374	то с	1	1
375	с теми	1	1
376	жизненного процесса	1	1
377	на него	1	1
378	в основе	2	1
379	совпадает с	2	1
380	само по	1	1
381	того чтобы	5	1
382	не могло	2	1
383	слова как	7	1
384	иными словами	2	1
385	многих отношениях	1	1
386	и является	2	1
387	потому что	1	1
388	связи с	11	1
389	которую с	1	1
390	они же	1	1
391	перед ним	1	1
392	у нас	2	1
393	и системой	1	1
394	к самому	1	1
395	не могут	3	1
396	можно поставить	1	1
397	частности как	1	1
398	мы могли	1	1
399	творчества не	1	1
400	в применении	1	1
401	как мы	13	1
402	всех сторон	2	1
403	то она	1	1
404	от друга	1	1
405	только при	3	1
406	формы и	3	1
407	для всего	3	1
408	реальной действительности	1	1
409	ли с	1	1
410	нет никакой	2	1
411	культуры и	2	1
412	сознания с	1	1
413	с языком	1	1
414	с внешним	1	1
415	природе своей	1	1
416	из двух	1	1
417	слове как	1	1
418	особенно в	1	1
419	по природе	1	1
420	мог бы	2	1
421	произведения не	1	1
422	момента и	1	1
423	является в	3	1
424	строго говоря	1	1
425	на них	1	1
426	и всякого	1	1
427	если бы	2	1
428	к языку	2	1
429	образом в	1	1
430	основе своей	1	1
431	сознание не	1	1
432	и должно	1	1
433	в самой	1	1
434	т.п в	3	1
435	встреча не	1	1
436	одного из	3	1
437	все его	1	1
438	в единую	1	1
439	художественный образ	2	1
440	этих двух	1	1
441	должно было	1	1
442	каждом из	1	1
443	или как	1	1
444	жизни но	2	1
445	от них	1	1
446	а потому	1	1
447	жизненных и	1	1
448	отметить что	1	1
449	во всей	1	1
450	и только	2	1
451	ее содержание	1	1
452	придать художественную	1	1
453	на почве	6	1
454	того что	3	1
455	при разрешении	1	1
456	так для	1	1
457	тот же	4	1
458	одной из	3	1
459	с ними	1	1
460	к субъекту	1	1
461	и так	1	1
462	за ней	1	1
463	так что	1	1
464	не становится	3	1
465	оказывается в	1	1
466	по законам	3	1
467	каким образом	1	1
468	или даже	1	1
469	связывается с	1	1
470	глаза и	2	1
471	ту или	1	1
472	характерно что	1	1
473	мы знаем	5	1
474	и их	2	1
475	слова в	1	1
476	речевой акт	2	1
477	вовсе не	5	1
478	не о	1	1
479	ту сторону	1	1
480	соотносится с	1	1
481	в широком	1	1
482	лишь первой	1	1
483	нет в	1	1
484	лишь один	1	1
485	лишь к	1	1
486	бы это	1	1
487	для того	4	1
488	лишь для	3	1
489	он же	1	1
490	этой проблемы	4	1
491	между которыми	1	1
492	до сих	8	1
493	или иначе	2	1
494	связаны с	2	1
495	ее в	1	1
496	эти две	1	1
497	и между	4	1
498	и др	2	1
499	себя и	1	1
500	превращается в	1	1
501	зависит от	2	1
502	на этот	3	1
503	не знает	2	1
504	она является	1	1
505	стремится к	1	1
506	при участии	1	1
507	есть лишь	2	1
508	уже давно	1	1
509	рассчитан на	1	1
510	с помощью	6	1
511	мог быть	1	1
512	входить в	1	1
513	происходит встреча	1	1
514	все основные	1	1
515	в предыдущей	1	1
516	этого момента	1	1
517	требует от	1	1
518	из которых	2	1
519	и мир	1	1
520	а если	1	1
521	этой последней	1	1
522	применении к	1	1
523	первое место	1	1
524	нашего анализа	1	1
525	для первого	3	1
526	в литературе	2	1
527	далеко за	2	1
528	дело здесь	1	1
529	и всех	1	1
530	с этой	2	1
531	и формы	3	1
532	втискивается в	1	1
533	в гораздо	1	1
534	речевого общения	3	1
535	сих пор	8	1
536	не будем	4	1
537	высказывания но	1	1
538	между прочим	1	1
539	т.п все	1	1
540	всего они	1	1
541	как такая	1	1
542	отвечает на	1	1
543	в связи	7	1
544	а все	1	1
545	со всех	2	1
546	работы мы	3	1
547	есть система	1	1
548	от него	2	1
549	бы в	2	1
550	мы должны	3	1
551	хотя бы	5	1
552	места в	3	1
553	но если	2	1
554	до тех	2	1
555	жизни в	4	1
556	этот вопрос	5	1
557	между ними	4	1
558	чем определяется	1	1
559	их с	1	1
560	к его	2	1
561	первом случае	3	1
562	не что	1	1
563	формы высказывания	1	1
564	из этого	2	1
565	совпадая со	1	1
566	этот звук	1	1
567	жизни и	2	1
568	к этой	2	1
569	и другие	1	1
570	в своих	2	1
