N	2gram	Savitsky_E_1	Istorich
455	можно рассматривать	1	1
456	кроме того	1	1
457	америки и	4	1
458	в каком	4	1
459	в известных	2	1
460	течением времени	2	1
461	но все-таки	1	1
462	у нас	1	1
463	известной степени	3	1
464	долгий путь	1	1
465	относиться к	1	1
466	ли не	1	1
467	что оно	1	1
468	от нее	1	1
469	этих областей	5	1
470	по сравнению	2	1
471	все еще	1	1
472	оно не	1	1
473	иногда на	1	1
474	южной америке	1	1
475	данной области	2	1
476	и это	1	1
477	где этот	1	1
478	приходит к	1	1
479	эти не	1	1
480	но по	2	1
481	говоря уже	2	1
482	каждой из	1	1
483	последнее время	1	1
484	с течением	2	1
485	как с	1	1
486	достаточно чтобы	1	1
487	вышла из	1	1
488	америки в	2	1
489	с собой	1	1
490	находятся и	1	1
491	стороне от	1	1
492	к тем	1	1
493	имеется в	1	1
494	собой между	1	1
495	других более	1	1
496	сводится к	1	1
497	именно потому	2	1
498	земель в	1	1
499	а также	7	1
500	только бы	1	1
501	в самой	1	1
502	внимание на	1	1
503	и та	2	1
504	более высокой	1	1
505	может не	1	1
506	в значительной	2	1
507	неизменно оказывается	1	1
508	развития не	1	1
509	а у	1	1
510	однако с	1	1
511	в другой	2	1
512	также в	2	1
513	ли здесь	2	1
514	происходит в	2	1
515	значит что	1	1
516	в формах	1	1
517	но с	2	1
518	такое явление	1	1
519	что наряду	1	1
520	такая же	1	1
521	что конечно	1	1
522	зрения есть	1	1
523	этого можно	1	1
524	будь то	1	1
525	исследования по	1	1
526	который в	1	1
527	или же	1	1
528	и ее	1	1
529	играет роль	1	1
530	к которой	1	1
531	на своем	3	1
532	с живыми	1	1
533	более точные	1	1
534	и детей	1	1
535	народов не	2	1
536	всем его	1	1
537	при вступлении	2	1
538	от других	1	1
539	не из	3	1
540	оно всегда	1	1
541	связывается с	1	1
542	культуры от	1	1
543	одно из	1	1
544	не будут	1	1
545	же к	2	1
546	и со	3	1
547	в прошлом	3	1
548	случае когда	1	1
549	мы можем	3	1
550	как его	1	1
551	в соответствии	1	1
552	так то	1	1
553	этом отношении	3	1
554	но из	1	1
555	для того	6	1
556	другие более	1	1
557	и неизвестно	1	1
558	на примере	1	1
559	но нельзя	1	1
560	не обязательно	1	1
561	которых мы	1	1
562	хотели бы	1	1
563	и несколько	1	1
564	и затем	1	1
565	что для	1	1
566	обратиться к	1	1
567	выступает в	1	1
568	не было	1	1
569	в любой	1	1
570	коротко ли	1	1
571	с большей	1	1
572	нем и	1	1
573	так называемой	1	1
574	него не	1	1
575	что из	1	1
576	что эти	2	1
577	фигурирует в	1	1
578	уже о	1	1
579	вопрос можно	1	1
580	что во	1	1
581	за тем	2	1
582	но кроме	1	1
583	как одно	1	1
584	мы хотели	1	1
585	непосредственно от	1	1
586	многих случаях	1	1
587	чем то	1	1
588	к жизни	1	1
589	а если	1	1
590	не дают	2	1
591	смысле этого	1	1
592	или иного	4	1
593	и всей	1	1
594	именно о	1	1
595	крови и	1	1
596	и более	2	1
597	в изучении	1	1
598	этого слова	1	1
599	с некоторым	1	1
600	из русской	1	1
601	на пути	1	1
602	ней в	1	1
603	в стране	2	1
604	экономического развития	2	1
605	нет ничего	1	1
606	к двум	1	1
607	тому или	2	1
608	с большой	2	1
609	в более	1	1
610	более поздние	2	1
611	только одна	1	1
612	многие из	1	1
613	приводит нас	2	1
614	при таком	1	1
615	она может	1	1
616	это можно	1	1
617	и другими	1	1
618	в результате	3	1
619	которая в	1	1
620	хотя и	2	1
621	то не	2	1
622	и все	2	1
623	это может	1	1
624	возникает вопрос	1	1
625	в большей	1	1
626	пришлось бы	1	1
627	в мировом	1	1
628	сев америка	1	1
629	тех или	1	1
630	на берегу	1	1
631	себе ничего	1	1
632	все более	9	1
633	несмотря на	4	1
634	не говоря	2	1
635	строем но	1	1
636	дальнейшее рассмотрение	1	1
637	к числу	1	1
638	различны и	1	1
639	себе не	3	1
640	к этой	1	1
641	во всяком	3	1
642	гораздо более	1	1
