N	2gram	Tiupa_Narr_1	EvropaiC
294	не более	1	2
295	на более	1	2
296	с ними	2	2
297	между ними	2	2
298	не знает	1	2
299	в свою	2	2
300	начале этой	1	2
301	они не	1	2
302	и наиболее	1	1
303	говоря о	1	1
304	например в	1	1
305	и пребывает	1	1
306	это и	1	1
307	том именно	1	1
308	и всеми	1	1
309	ему что	1	1
310	в первом	4	1
311	сам автор	1	1
312	в зависимости	2	1
313	той же	1	1
314	мы не	3	1
315	что между	1	1
316	этом не	1	1
317	на себя	4	1
318	причем это	1	1
319	похожи на	1	1
320	зависимости от	2	1
321	значит и	1	1
322	отличными от	1	1
323	и самого	2	1
324	он сам	3	1
325	иное как	1	1
326	в различных	1	1
327	а из	1	1
328	всю свою	1	1
329	с его	4	1
330	не отличается	1	1
331	бы не	1	1
332	а только	1	1
333	друг на	2	1
334	перед глазами	1	1
335	если в	2	1
336	его душе	1	1
337	со стороны	8	1
338	мира в	4	1
339	вызывает в	1	1
340	в центре	3	1
341	если она	2	1
342	нашем опыте	1	1
343	как в	4	1
344	что именно	1	1
345	что ее	1	1
346	перед нами	5	1
347	и как	3	1
348	тем же	2	1
349	говорит а	1	1
350	не приходится	1	1
351	ряде случаев	1	1
352	ни одна	1	1
353	сливаются в	2	1
354	во многих	1	1
355	не могла	2	1
356	задний план	1	1
357	главным образом	1	1
358	но именно	3	1
359	одному из	1	1
360	зависит не	1	1
361	и еще	2	1
362	данного общества	1	1
363	в принципе	4	1
364	к одному	1	1
365	однако он	1	1
366	и вот	2	1
367	что похоже	1	1
368	по этой	1	1
369	людей и	1	1
370	одно и	2	1
371	этом последнем	1	1
372	различие между	1	1
373	а его	2	1
374	входит в	2	1
375	это было	2	1
376	с другими	1	1
377	или просто	2	1
378	уже знаем	1	1
379	он есть	1	1
380	каждого из	1	1
381	лишь на	1	1
382	и тем	4	1
383	этого не	2	1
384	а за	2	1
385	на друга	2	1
386	его сознании	1	1
387	этой цепи	1	1
388	которой он	1	1
389	за спиной	1	1
390	производит впечатление	1	1
391	зато в	1	1
392	не мог	6	1
393	в своей	5	1
394	как все	1	1
395	нами два	1	1
396	и третий	1	1
397	и благодаря	1	1
398	что я	1	1
399	состоит в	10	1
400	по крайней	1	1
401	их в	3	1
402	в корне	1	1
403	однако в	3	1
404	что этот	1	1
405	того кто	2	1
406	необходимо чтобы	1	1
407	случае мы	1	1
408	или социальной	1	1
409	существование с	1	1
410	для каждого	1	1
411	не имеет	2	1
412	и притом	2	1
413	и сама	2	1
414	не по	4	1
415	мы воспринимаем	1	1
416	судя по	1	1
417	дело в	2	1
418	по терминологии	2	1
419	они являются	1	1
420	только когда	1	1
421	с нами	1	1
422	к ней	1	1
423	за исключением	1	1
424	не объективна	2	1
425	и его	10	1
426	мы бы	1	1
427	только с	1	1
428	если только	1	1
429	не совсем	1	1
430	начиная с	3	1
431	с и	1	1
432	не знаем	1	1
433	да и	2	1
434	для развития	1	1
435	числе и	1	1
436	они и	2	1
437	конца не	1	1
438	стороны жизни	1	1
439	выбирать между	1	1
440	всем миром	1	1
441	но при	3	1
442	здесь не	2	1
443	среде и	1	1
444	говорили что	1	1
445	так в	4	1
446	приводит к	1	1
447	роль в	2	1
448	в культуре	1	1
449	как с	1	1
450	не исчерпывается	1	1
451	ничего не	2	1
452	или иной	4	1
453	бы себе	1	1
454	лишь одно	1	1
455	быть в	1	1
456	в состав	3	1
457	и та	1	1
458	за пределами	2	1
459	своей истории	2	1
460	никак не	2	1
461	что каждый	1	1
462	все та	1	1
463	в значительной	1	1
464	это была	2	1
465	к истине	1	1
466	нем не	1	1
467	вся эта	1	1
468	это сделать	1	1
469	на одном	1	1
470	этом и	4	1
471	без которого	1	1
472	крайней мере	1	1
473	от этих	2	1
474	и главное	1	1
475	но тут	1	1
476	в современной	3	1
477	один из	6	1
478	а над	1	1
479	идет по	2	1
480	усматривая в	1	1
481	зрения в	1	1
482	в разные	1	1
483	по мнению	1	1
484	бы ни	1	1
485	не происходит	1	1
486	с которыми	1	1
487	в качестве	14	1
488	для всех	1	1
489	собою все	1	1
490	внимание что	1	1
491	на всем	1	1
492	уже не	8	1
493	уже в	1	1
494	вопроса о	1	1
495	только на	2	1
496	свидетельствует о	1	1
497	ее из	2	1
498	а то	1	1
499	этом у	1	1
500	другими людьми	1	1
501	но совершенно	1	1
502	и со	1	1
503	с настоящим	1	1
504	друг друга	2	1
505	не случайно	1	1
506	случае не	1	1
507	них мы	1	1
508	тем что	1	1
509	вследствие этой	1	1
510	указание на	1	1
511	следует признать	1	1
512	на стороне	1	1
513	имя которого	1	1
514	из двух	1	1
515	и даже	2	1
516	о своей	2	1
517	свою историю	1	1
518	чем тот	1	1
519	а именно	1	1
520	в меньшей	1	1
521	случаев в	1	1
522	еще и	1	1
523	к его	2	1
524	на основании	1	1
525	а на	2	1
526	до конца	2	1
527	а не	13	1
528	зависит от	2	1
529	имея возможности	1	1
530	а так	1	1
531	когда она	1	1
532	он и	2	1
533	именно поэтому	1	1
534	то не	1	1
535	как за	1	1
536	в историю	1	1
537	скажем с	1	1
538	в человеке	1	1
539	к жизни	2	1
540	что за	1	1
541	наряду с	1	1
542	детей это	2	1
543	могут быть	1	1
544	по условиям	1	1
545	мыслится как	2	1
546	быть не	3	1
547	на разных	1	1
548	художественное произведение	1	1
549	же самое	2	1
550	на свои	1	1
551	пока еще	1	1
552	в более	1	1
553	являются не	1	1
554	ли в	1	1
555	пор еще	1	1
556	не имея	1	1
557	этом однако	1	1
558	некоторого времени	1	1
559	ибо без	1	1
560	лишь из	1	1
561	еще более	1	1
562	в большей	1	1
563	будто бы	1	1
564	или не	4	1
565	в равной	2	1
566	жизни в	2	1
567	это все	1	1
568	не говоря	1	1
569	сказать что	2	1
570	была бы	1	1
571	взгляда на	1	1
572	в голову	1	1
573	но еще	1	1
574	точно так	1	1
575	том числе	1	1
576	не имеющее	1	1
