N	2gram	Kanaev_Sov_1	Myslijsy
166	должно быть	1	2
167	что такое	2	2
168	это что	1	2
169	и той	1	2
170	их в	4	2
171	и его	1	2
172	что с	1	2
173	сказать что	1	2
174	самого начала	3	2
175	но только	1	2
176	вытекает из	1	2
177	все свои	1	2
178	же время	1	2
179	от общего	1	2
180	у нас	3	2
181	когда мы	3	2
182	его с	1	2
183	и это	1	2
184	оно может	1	2
185	что все	2	2
186	другое направление	1	2
187	на другой	1	2
188	с самого	3	2
189	на другом	2	2
190	вообще и	1	2
191	находиться в	1	2
192	и следовательно	1	2
193	этом смысле	1	2
194	один из	1	2
195	мы видим	2	2
196	в какой	1	2
197	и они	2	2
198	а это	1	2
199	не дает	2	2
200	допустим что	1	2
201	но что	1	2
202	у него	2	2
203	с общим	2	2
204	к которому	1	2
205	такое же	1	2
206	между ними	1	2
207	для их	1	2
208	в связи	1	2
209	так же	1	2
210	и потому	3	2
211	некоторое время	2	2
212	быть только	1	2
213	все это	3	2
214	нашего знания	1	2
215	не знаем	2	2
216	в его	2	2
217	или в	1	2
218	между различными	1	2
219	мы должны	4	2
220	но если	1	2
221	объяснение не	1	2
222	к этому	1	2
223	можно назвать	2	2
224	можем определить	1	1
225	и действительно	1	1
226	он может	3	1
227	мере в	1	1
228	первое время	1	1
229	и до	1	1
230	от всяких	1	1
231	и могут	1	1
232	мы уже	1	1
233	из всех	1	1
234	для своего	1	1
235	и само	1	1
236	происходит это	1	1
237	для нашей	1	1
238	для наших	1	1
239	в отличие	2	1
240	мы спрашиваем	1	1
241	быть в	1	1
242	на их	2	1
243	бы то	1	1
244	но конечно	1	1
245	видели что	3	1
246	мы будем	1	1
247	но как	1	1
248	друг на	1	1
249	в первое	1	1
250	отличие от	2	1
251	один и	1	1
252	дает нам	2	1
253	стороны и	1	1
254	этого развития	1	1
255	и наконец	5	1
256	общий характер	1	1
257	иметь только	1	1
258	и свою	1	1
259	в этот	1	1
260	при нормальном	4	1
261	мы получаем	3	1
262	он в	3	1
263	одном случае	1	1
264	в известном	1	1
265	только на	1	1
266	остановиться на	1	1
267	нами в	1	1
268	его и	1	1
269	в наших	3	1
270	в обратном	1	1
271	он не	1	1
272	свою собственную	2	1
273	первое и	1	1
274	он должен	2	1
275	к одному	1	1
276	важную роль	1	1
277	еще мало	2	1
278	то ни	2	1
279	не будет	1	1
280	том случае	1	1
281	образом если	1	1
282	такой вопрос	1	1
283	нас есть	1	1
284	вопрос и	1	1
285	ни в	1	1
286	и путем	1	1
287	них это	1	1
288	для чего	1	1
289	мы видели	4	1
290	жизни но	1	1
291	оно имеет	1	1
292	чем в	1	1
293	в развитии	4	1
294	меняется в	1	1
295	таким же	1	1
296	в такой	1	1
297	же это	4	1
298	это только	1	1
299	не хотим	1	1
300	с точки	5	1
301	то его	1	1
302	знаем что	2	1
303	что уже	1	1
304	природы но	1	1
305	только переходит	1	1
306	поэтому в	1	1
307	почти совершенно	1	1
308	не будем	2	1
309	которые в	1	1
310	такую же	1	1
311	на другую	1	1
312	и более	1	1
313	можем сказать	1	1
314	и вся	1	1
315	раз и	1	1
316	только частное	1	1
317	для каждого	1	1
318	на котором	2	1
319	дело в	1	1
320	не вытекает	1	1
321	мы помним	1	1
322	какой бы	1	1
323	только не	1	1
324	и всегда	1	1
325	ничего не	6	1
326	выбора между	1	1
327	этих двух	2	1
328	и изменение	2	1
329	или как	1	1
330	же процесс	1	1
331	и им	1	1
332	ровно ничего	1	1
333	есть такой	1	1
334	их по	1	1
335	которая не	1	1
336	всеми этими	1	1
337	развивается только	1	1
338	указать на	1	1
339	отличается от	3	1
340	что при	2	1
341	на это	1	1
342	ничего общего	1	1
343	должен быть	1	1
344	можем назвать	3	1
345	известных нам	2	1
346	как мы	2	1
347	объективные качества	1	1
348	очень важную	1	1
349	из приведенных	1	1
350	исчезает из	1	1
351	они нам	1	1
352	времени и	2	1
353	во многом	1	1
354	при одном	1	1
355	что дело	1	1
356	на них	1	1
357	в отдельном	1	1
358	с человеком	1	1
359	все его	1	1
360	каждый раз	6	1
361	то они	1	1
362	и та	1	1
363	определенным образом	1	1
364	на предметы	1	1
365	что каждый	1	1
366	одного из	1	1
367	утверждает что	1	1
368	действительности развивается	1	1
369	при исследовании	1	1
370	во втором	1	1
371	не более	1	1
372	из нескольких	1	1
373	в ту	1	1
374	может иметь	2	1
375	к нему	1	1
376	быть при	1	1
377	о другом	1	1
378	при каких	1	1
379	по мнению	2	1
380	ведущие к	1	1
381	со всеми	2	1
382	конечно не	1	1
383	в большинстве	1	1
384	развития мы	2	1
385	например указать	1	1
386	признать за	1	1
387	тем легче	1	1
388	пока не	1	1
389	стать в	1	1
390	может находиться	1	1
391	а на	2	1
392	говорим о	2	1
393	на ее	1	1
394	нельзя сказать	1	1
395	именно в	1	1
396	по своим	1	1
397	и прежде	1	1
398	этот результат	1	1
399	на которые	1	1
400	всегда строго	1	1
401	имеет только	1	1
402	ей не	1	1
403	на друга	1	1
404	окружающих его	1	1
405	нам это	1	1
406	то она	1	1
407	очень часто	1	1
408	с какою	1	1
409	а при	1	1
410	в течение	1	1
411	что же	5	1
412	а потом	1	1
413	форма в	2	1
414	значит что	1	1
415	к чему	2	1
416	этом случае	1	1
417	в условиях	5	1
418	но для	1	1
419	между собой	3	1
420	это уже	1	1
421	несколько различных	1	1
422	всегда будет	1	1
423	при таком	3	1
424	может но	1	1
425	это как	1	1
426	человек и	1	1
427	не представляет	1	1
428	органической жизни	9	1
429	готовых уже	1	1
430	и первое	1	1
431	все они	1	1
432	на такой	1	1
433	но эта	1	1
434	состоит из	3	1
435	из естественных	1	1
436	условий то	1	1
437	развития о	1	1
438	и еще	1	1
439	только о	1	1
440	в заключение	1	1
441	просто не	1	1
442	жизни и	4	1
443	но еще	1	1
444	в своих	1	1
445	в процессе	1	1
446	и ни	1	1
447	они относятся	1	1
