N	2gram	Vygotskiy__5	Tragedij
107	в русском	1	2
108	не могут	3	2
109	к тому	8	2
110	и это	8	2
111	в ее	3	2
112	данном случае	3	2
113	еще в	2	2
114	как у	1	2
115	ничего не	2	2
116	и здесь	6	2
117	о том	10	2
118	что и	3	2
119	в том	27	2
120	который в	1	2
121	по мнению	6	2
122	между этими	1	2
123	и ее	1	2
124	на всем	1	2
125	уже не	1	2
126	в виде	1	2
127	в душе	2	2
128	не так	1	2
129	в одном	2	2
130	тем что	6	2
131	чем он	1	2
132	как же	1	2
133	говорит о	4	2
134	до конца	2	2
135	в рассказе	2	2
136	под влиянием	3	2
137	в данном	3	2
138	ненависть к	1	2
139	о его	1	2
140	потому что	23	2
141	состоит из	1	2
142	в частности	4	2
143	только о	2	2
144	по поводу	3	2
145	в таком	3	2
146	только он	1	1
147	ли мы	2	1
148	ту же	2	1
149	и т	7	1
150	одним из	1	1
151	например в	1	1
152	в сфере	1	1
153	сам по	3	1
154	и др	1	1
155	самом деле	8	1
156	силы и	1	1
157	это и	2	1
158	на деле	8	1
159	и есть	5	1
160	что когда	2	1
161	от самого	1	1
162	смысл этого	3	1
163	на две	1	1
164	исходит из	4	1
165	должна быть	2	1
166	и могут	1	1
167	той же	3	1
168	деле же	1	1
169	то для	1	1
170	смотреть на	3	1
171	роман в	1	1
172	вместо того	1	1
173	событий и	2	1
174	самой природе	1	1
175	свой роман	1	1
176	в виду	4	1
177	она тайком	1	1
178	начала в	1	1
179	в ней	4	1
180	линия романа	1	1
181	представляет собой	1	1
182	между собой	2	1
183	или от	1	1
184	это же	2	1
185	в чем	1	1
186	во всех	2	1
187	романа не	1	1
188	на другой	1	1
189	но не	7	1
190	могло быть	1	1
191	отказ от	1	1
192	но как	1	1
193	всем его	1	1
194	с совершенно	2	1
195	такой силой	2	1
196	он впадает	1	1
197	сильнее и	1	1
198	его романа	1	1
199	подчиненную роль	1	1
200	к сожалению	1	1
201	вызывает в	4	1
202	в центре	2	1
203	главе где	1	1
204	что именно	5	1
205	место где	1	1
206	что ее	1	1
207	мысль о	4	1
208	и наконец	3	1
209	но несмотря	1	1
210	неизмеримо более	1	1
211	отнесены к	1	1
212	для ее	3	1
213	именно эта	2	1
214	и хотя	2	1
215	то в	1	1
216	в которой	3	1
217	он в	2	1
218	жизнь как	1	1
219	как он	2	1
220	и если	6	1
221	так сказать	1	1
222	чем у	3	1
223	не к	1	1
224	не как	3	1
225	в россии	1	1
226	так часто	1	1
227	что тут	1	1
228	на этом	6	1
229	таким образом	20	1
230	от нее	1	1
231	а затем	2	1
232	факт что	6	1
233	же не	2	1
234	в другом	3	1
235	самого автора	1	1
236	единственное что	1	1
237	потому как	1	1
238	заключается в	8	1
239	тому типу	1	1
240	этого нового	1	1
241	повод для	3	1
242	но уже	1	1
243	в них	4	1
244	что ему	2	1
245	которой он	1	1
246	и вне	1	1
247	для чего	2	1
248	говорится о	2	1
249	в многолюдных	1	1
250	с такой	4	1
251	года и	1	1
252	и прямо	1	1
253	же я	1	1
254	и ко	1	1
255	и при	2	1
256	в своей	4	1
257	в такой	1	1
258	где мы	3	1
259	почти не	2	1
260	в котором	2	1
261	человеком и	1	1
262	и цель	1	1
263	представление о	1	1
264	понятно что	2	1
265	стало быть	1	1
266	и вот	2	1
267	страха и	1	1
268	но он	3	1
269	речи в	1	1
270	не могли	4	1
271	это чувство	1	1
272	того кто	1	1
273	по себе	7	1
274	тому что	8	1
275	не менее	1	1
276	вплоть до	1	1
277	не раз	1	1
278	романа на	1	1
279	что эта	4	1
280	она не	1	1
281	на земле	1	1
282	впадает в	1	1
283	самого начала	3	1
284	на котором	1	1
285	человека вот	1	1
286	того как	2	1
287	возьмем ли	1	1
288	иллюзии и	1	1
289	без конца	1	1
290	но только	3	1
291	только не	5	1
292	это мы	1	1
293	ужас и	1	1
294	детей и	1	1
295	к ней	1	1
296	показал что	1	1
297	связь и	1	1
298	для нас	3	1
299	и теперь	1	1
300	связи с	2	1
301	входят в	2	1
302	линию романа	1	1
303	что на	3	1
304	в области	1	1
305	перед ним	1	1
306	это могло	1	1
307	мы встречаем	1	1
308	в трагедии	15	1
309	один раз	1	1
310	к себе	1	1
311	могут быть	8	1
312	сознательно и	1	1
313	сходство с	1	1
314	что наш	1	1
315	что оно	6	1
316	его с	2	1
317	и т.д	1	1
318	указывает на	4	1
319	быть отнесены	1	1
320	части романа	2	1
321	не есть	4	1
322	в пьесе	1	1
323	что при	3	1
324	и трагедией	1	1
325	любовь в	2	1
326	в применении	1	1
327	как мы	5	1
328	и о	3	1
329	того чтобы	20	1
330	как система	1	1
331	с самого	3	1
332	с собой	1	1
333	можно было	3	1
334	же говорит	1	1
335	во многом	1	1
336	когда в	2	1
337	передается и	1	1
338	по сравнению	4	1
339	в последней	1	1
340	на них	1	1
341	а стало	1	1
342	быть может	1	1
343	своего происхождения	1	1
344	стремление к	1	1
345	говорил что	2	1
346	часто и	1	1
347	ему нужно	1	1
348	всем протяжении	1	1
349	но мы	2	1
350	потрясающей силой	1	1
351	после того	1	1
352	это должно	1	1
353	нас от	1	1
354	от него	4	1
355	связь между	2	1
356	романа как	2	1
357	это была	1	1
358	между тем	1	1
359	совершенно справедливы	1	1
360	ума и	1	1
361	нуждается в	1	1
362	говорит он	2	1
363	в форме	2	1
364	есть с	1	1
365	если за	1	1
366	романа в	1	1
367	он рассматривает	1	1
368	все время	20	1
369	и пусть	1	1
370	х годов	1	1
371	того что	8	1
372	он есть	1	1
373	начинаем ощущать	1	1
374	бы нарочно	1	1
375	в новой	1	1
376	мы видим	8	1
377	понимание этого	1	1
378	с ними	1	1
379	что даже	2	1
380	только в	5	1
381	во всем	2	1
382	с одной	12	1
383	именно на	5	1
384	вот что	1	1
385	характер ее	1	1
386	и глаза	1	1
387	был заимствован	1	1
388	мы бы	1	1
389	только на	4	1
390	дело с	5	1
391	чтобы он	1	1
392	создает впечатление	1	1
393	в понятие	1	1
394	за счет	1	1
395	рассказывает о	1	1
396	на первую	1	1
397	и их	1	1
398	могло бы	1	1
399	слова в	1	1
400	два противоположных	5	1
401	т п	3	1
402	второй части	1	1
403	это по	2	1
404	в особую	1	1
405	рядом с	5	1
406	и эту	1	1
407	именно в	6	1
408	совершенно ином	1	1
409	в каких	1	1
410	к роману	1	1
411	что не	1	1
412	обратиться к	5	1
413	естественно что	2	1
414	не было	1	1
415	полагал что	2	1
416	в образах	2	1
417	попал в	1	1
418	на этот	3	1
419	а не	8	1
420	с которым	3	1
421	его как	1	1
422	на смерть	1	1
423	этом случае	2	1
424	с помощью	2	1
425	время с	1	1
426	вместе с	12	1
427	ко всем	1	1
428	и потому	5	1
429	совершенно в	1	1
430	не из	1	1
431	над ним	2	1
432	б я	1	1
433	сравнению с	4	1
434	искусства но	1	1
435	в романах	1	1
436	в той	3	1
437	смысле этого	1	1
438	применении к	1	1
439	выражение лица	2	1
440	из авторов	1	1
441	для понимания	1	1
442	трагедии все	2	1
443	который он	1	1
444	этого слова	1	1
445	с этой	2	1
446	и от	1	1
447	самое большее	1	1
448	любовь к	1	1
449	не является	2	1
450	известной степени	1	1
451	на улице	1	1
452	при таком	3	1
453	в результате	4	1
454	в двух	5	1
455	о нем	1	1
456	характеры и	2	1
457	это может	2	1
458	бы в	5	1
459	не понимая	1	1
460	и совершенно	4	1
461	все события	2	1
462	конце концов	2	1
463	хотя бы	3	1
464	только что	4	1
465	я в	1	1
466	обстоит дело	3	1
467	сказал что	1	1
468	очень хорошо	2	1
469	за этим	1	1
470	в стихах	1	1
471	к ее	1	1
472	к числу	1	1
473	имеет целью	1	1
474	героя и	7	1
475	мы начинаем	1	1
476	героев романа	1	1
477	виде и	1	1
478	совершенно не	6	1
479	как есть	1	1
480	эти же	1	1
481	ко всему	1	1
482	что под	1	1
483	строится на	1	1
484	с потрясающей	1	1
485	но еще	2	1
486	а нечто	1	1
487	и эта	2	1
488	это в	3	1
489	во всяком	1	1
