N	2gram	Vinokur_St_3	Marksizm
173	той же	2	2
174	совпадает с	1	2
175	и он	1	2
176	свою очередь	1	2
177	быть в	1	2
178	в чем	4	2
179	то мы	1	2
180	два основных	1	2
181	не все	1	2
182	не просто	2	2
183	себе отчет	2	2
184	в одной	2	2
185	в своем	1	2
186	однако не	1	2
187	его к	2	2
188	и иными	1	2
189	от этого	1	2
190	то в	4	2
191	формы в	2	2
192	не нашли	1	2
193	из этих	6	2
194	как он	1	2
195	как оно	1	2
196	тем не	2	2
197	являются лишь	1	2
198	должна быть	1	2
199	не как	2	2
200	одной и	1	2
201	можно было	1	2
202	от нее	3	2
203	что все	3	2
204	в другом	3	2
205	конечно в	1	2
206	и с	4	2
207	бы в	1	2
208	на этой	1	2
209	в данной	1	2
210	этом смысле	4	2
211	ни в	5	2
212	жизни но	2	2
213	для одного	1	2
214	должно быть	1	2
215	и той	1	2
216	точку зрения	2	2
217	и более	3	2
218	тому что	3	2
219	в русской	6	2
220	что такое	7	2
221	не могло	1	2
222	одна из	2	2
223	как она	1	2
224	тесно связана	3	2
225	у нас	4	2
226	от их	1	2
227	нет ни	1	2
228	могут быть	2	2
229	является одним	1	2
230	к тому	2	2
231	темы и	2	2
232	с ее	2	2
233	в виду	2	2
234	язык и	1	2
235	нет никакой	1	2
236	как с	1	2
237	никогда не	2	2
238	то как	1	2
239	по аналогии	1	2
240	между собой	1	2
241	если бы	4	2
242	и вообще	1	2
243	по мере	1	2
244	и т.д	1	2
245	о том	8	2
246	и во	2	2
247	во втором	2	2
248	отчет в	2	2
249	что и	1	2
250	и только	2	2
251	в литературе	1	2
252	в двух	1	2
253	что он	19	2
254	между этими	1	2
255	именно на	1	2
256	в качестве	4	2
257	какой степени	1	2
258	где они	1	2
259	характерной для	1	2
260	и др	4	2
261	и других	2	2
262	в языковую	1	2
263	и их	1	2
264	всяком случае	4	2
265	так как	3	2
266	свое выражение	1	2
267	как раз	3	2
268	тем что	19	2
269	в данный	1	2
270	или иначе	1	2
271	связаны с	1	2
272	что не	2	2
273	вот в	1	2
274	языка не	1	2
275	там где	1	2
276	в частности	1	2
277	чтобы и	1	2
278	независимо от	5	2
279	из которых	4	2
280	для всех	1	2
281	и этот	1	2
282	этого слова	2	2
283	с этой	3	2
284	но для	1	2
285	или в	2	2
286	этого материала	1	2
287	в свою	2	2
288	не знает	1	2
289	из этого	4	2
290	жизни и	1	2
291	к этой	2	2
292	в своих	8	2
293	свою тему	1	1
294	также и	1	1
295	например в	4	1
296	должен быть	2	1
297	по отдельным	1	1
298	и то	1	1
299	тем же	1	1
300	не хочет	1	1
301	отношения между	5	1
302	и до	1	1
303	свое место	1	1
304	в театре	1	1
305	этом направлении	1	1
306	его не	2	1
307	из всех	1	1
308	формы которая	1	1
309	при анализе	1	1
310	почти все	1	1
311	так чтобы	2	1
312	говорить о	3	1
313	в целом	4	1
314	и ни	2	1
315	в каждой	2	1
316	форм в	1	1
317	здесь не	1	1
318	но этого	1	1
319	которое он	2	1
320	с его	3	1
321	такова точка	1	1
322	отказ от	2	1
323	на основе	2	1
324	но как	2	1
325	было указано	1	1
326	со всеми	1	1
327	ответ на	5	1
328	в общем	4	1
329	а и	1	1
330	отношение к	4	1
331	большое значение	2	1
332	относится к	4	1
333	анализ этого	1	1
334	как говорит	1	1
335	воплощение в	1	1
336	в маленьких	1	1
337	более и	2	1
338	это был	2	1
339	этой последней	1	1
340	оказывается в	1	1
341	и наконец	3	1
342	более или	1	1
343	является выражением	1	1
344	для которого	1	1
345	и невозможно	1	1
346	еще на	1	1
347	что это	16	1
348	тон в	1	1
349	так или	1	1
350	в этой	14	1
351	в известном	1	1
352	не те	1	1
353	всего необходимо	1	1
354	в интересах	2	1
355	другом случае	1	1
356	от необходимости	1	1
357	во многих	2	1
358	и если	3	1
359	а просто	1	1
360	именно то	1	1
361	всех этих	3	1
362	и социальной	1	1
363	прочим и	1	1
364	пор мы	1	1
365	данном отношении	1	1
366	в россии	6	1
367	у пушкина	22	1
368	в плане	2	1
369	какой бы	1	1
370	и по	2	1
371	в образе	1	1
372	свое яркое	1	1
373	в нее	1	1
374	подход к	1	1
375	как они	1	1
376	этого вопроса	1	1
377	тем которые	1	1
378	а по	2	1
379	зрения на	1	1
380	это не	7	1
381	которая как	1	1
382	что один	1	1
383	как такие	1	1
384	и тем	4	1
385	но уже	1	1
386	нет в	3	1
387	произведениях он	1	1
388	с тем	4	1
389	процесс и	1	1
390	мы видели	1	1
391	между собою	2	1
392	здесь можно	1	1
393	слова является	1	1
394	смысле с	1	1
395	зрения ее	1	1
396	нисколько не	1	1
397	в других	1	1
398	хх века	1	1
399	в окружающей	1	1
400	или менее	1	1
401	мы как	1	1
402	все более	2	1
403	во время	3	1
404	если и	2	1
405	художественного творчества	1	1
406	можно найти	2	1
407	к истории	1	1
408	наших дней	1	1
409	почти не	1	1
410	сам и	1	1
411	современность и	1	1
412	что я	3	1
413	это своеобразие	1	1
414	которые в	2	1
415	творчества и	1	1
416	друг другу	1	1
417	но имеет	1	1
418	знак равенства	1	1
419	в устах	4	1
420	бы быть	1	1
421	и очень	1	1
422	что есть	1	1
423	на современную	1	1
424	xviii века	1	1
425	с теми	1	1
426	тогда когда	2	1
427	того как	1	1
428	на него	1	1
429	чтобы стать	1	1
430	этому сводится	1	1
431	почве этого	1	1
432	он с	1	1
433	на эти	3	1
434	бы между	2	1
435	его от	1	1
436	и всегда	2	1
437	в разных	1	1
438	в самой	1	1
439	этих двух	2	1
440	или как	1	1
441	явление в	1	1
442	того в	1	1
443	к определенному	1	1
444	в русском	2	1
445	к ней	4	1
446	по своей	1	1
447	такая же	1	1
448	углом зрения	1	1
449	потому что	5	1
450	ничто не	1	1
451	для анализа	1	1
452	от единства	3	1
453	здесь же	1	1
454	тесной связи	1	1
455	перед ним	1	1
456	какой форме	1	1
457	или только	1	1
458	близостью к	2	1
459	в духе	2	1
460	и другой	1	1
461	иллюстрируется следующим	1	1
462	отличается от	4	1
463	всего в	4	1
464	той или	1	1
465	как человек	1	1
466	это находит	1	1
467	тот и	1	1
468	него как	1	1
469	в применении	1	1
470	то она	2	1
471	последнее время	1	1
472	в особенности	4	1
473	только не	1	1
474	приводит к	1	1
475	и необходимости	1	1
476	из двух	1	1
477	на нее	2	1
478	времени и	2	1
479	связан с	3	1
480	особенно в	1	1
481	здесь нет	2	1
482	на которую	1	1
483	найти в	2	1
484	часто в	1	1
485	о форме	1	1
486	для этого	2	1
487	форме в	1	1
488	образом в	1	1
489	подхода к	1	1
490	элементом в	1	1
491	быть выражено	1	1
492	и должно	1	1
493	пришли к	2	1
494	не означает	1	1
495	типа в	1	1
496	начале хх	1	1
497	совершенно иной	1	1
498	и что	3	1
499	идет о	1	1
500	все его	1	1
501	в значительной	1	1
502	не выходит	1	1
503	второй половины	1	1
504	о некоторых	1	1
505	должно было	1	1
506	к нему	4	1
507	говорить об	1	1
508	отметить что	5	1
509	во всей	1	1
510	в форме	2	1
511	который до	1	1
512	был для	1	1
513	века и	1	1
514	также в	1	1
515	пр но	1	1
516	замещают друг	1	1
517	в лучшем	1	1
518	для самого	1	1
519	форм не	1	1
520	мы видим	4	1
521	именно о	1	1
522	смысле является	2	1
523	поэтому и	1	1
524	наше время	1	1
525	от них	2	1
526	делает его	1	1
527	тот или	1	1
528	с одной	2	1
529	так что	11	1
530	целом это	1	1
531	факт как	1	1
532	уже не	3	1
533	уже в	3	1
534	и они	1	1
535	первое и	1	1
536	время является	1	1
537	при помощи	2	1
538	языка но	1	1
539	а потому	2	1
540	тогда он	1	1
541	слова в	1	1
542	содержания и	1	1
543	в одном	1	1
544	и один	1	1
545	не о	1	1
546	может служить	1	1
547	но что	1	1
548	характерны для	1	1
549	очень тесно	1	1
550	до наших	1	1
551	одной стороны	3	1
552	со стороны	3	1
553	все согласны	1	1
554	имеет и	1	1
555	в рассуждениях	1	1
556	лица в	1	1
557	еще и	1	1
558	тому как	1	1
559	на которые	1	1
560	себя и	2	1
561	что для	3	1
562	к более	1	1
563	она является	1	1
564	и объединяет	1	1
565	человек в	1	1
566	о чем	1	1
567	что мы	3	1
568	его как	3	1
569	является совершенно	1	1
570	уже давно	1	1
571	ответить на	1	1
572	границы между	1	1
573	в рамках	2	1
574	но не	2	1
575	требует от	1	1
576	к жизни	1	1
577	ее должна	1	1
578	в той	1	1
579	применении к	1	1
580	речи а	1	1
581	его жизни	1	1
582	по существу	1	1
583	это значит	1	1
584	быть не	2	1
585	есть и	1	1
586	эти вопросы	1	1
587	эти два	1	1
588	на пути	1	1
589	между прочим	3	1
590	с элементами	2	1
591	является как	2	1
592	в наше	1	1
593	известной степени	1	1
594	но помимо	1	1
595	ее содержания	1	1
596	при таком	1	1
597	и может	2	1
598	лишено значения	1	1
599	такого рода	5	1
600	которой можно	1	1
601	чтобы понять	1	1
602	историк и	1	1
603	лишь одна	1	1
604	у них	1	1
605	с языком	1	1
606	находит свое	3	1
607	и темы	1	1
608	же к	2	1
609	речи об	1	1
610	же касается	1	1
611	бы на	1	1
612	и другие	1	1
613	нашло свое	1	1
614	в системе	3	1
615	состоит из	1	1
616	была бы	4	1
617	и так	1	1
618	и художественного	1	1
619	но этот	1	1
620	в последнем	2	1
621	ее в	2	1
622	историю как	1	1
623	нас не	2	1
624	можно назвать	4	1
625	этой точки	1	1
626	не укладывается	1	1
627	гораздо более	2	1
628	которая не	1	1
