N	2gram	Nazirov_Tv_2	Formalny
143	то мы	1	3
144	то он	1	3
145	нет и	2	3
146	что это	1	3
147	в себе	3	3
148	и с	8	3
149	это не	7	3
150	в этих	1	3
151	и более	1	3
152	по отношению	3	3
153	тому что	1	3
154	между людьми	2	3
155	в основе	2	3
156	для нас	1	3
157	только то	1	3
158	ясно что	1	3
159	еще в	1	3
160	жизнь и	1	3
161	и что	2	3
162	их в	2	3
163	в них	1	3
164	романа в	1	3
165	уже не	3	3
166	в поэзии	1	3
167	его и	2	3
168	нуждается в	1	3
169	наука о	1	3
170	в конце	6	3
171	не о	1	3
172	души и	1	3
173	у нас	2	3
174	на фоне	1	3
175	отношению к	3	3
176	произведений и	1	3
177	о нем	1	3
178	жизни в	3	3
179	может и	1	3
180	сказать что	1	3
181	героя в	4	3
182	этого романа	1	2
183	ту же	1	2
184	человека и	3	2
185	в такой	2	2
186	это и	1	2
187	в котором	3	2
188	высшей степени	1	2
189	что уже	1	2
190	из своих	1	2
191	говорить о	2	2
192	эпохи в	1	2
193	и со	1	2
194	же что	1	2
195	всех сторон	1	2
196	роман и	2	2
197	с его	1	2
198	отличие от	2	2
199	или иное	1	2
200	чем же	1	2
201	стороны и	1	2
202	не являются	1	2
203	то в	1	2
204	бы не	2	2
205	из этих	1	2
206	в этой	5	2
207	что она	4	2
208	главным образом	1	2
209	не значит	1	2
210	в россии	2	2
211	на земле	1	2
212	на жизнь	1	2
213	человека в	3	2
214	из нее	1	2
215	не понимают	1	2
216	в высшей	1	2
217	произведение с	1	2
218	такой же	2	2
219	и тогда	2	2
220	в эту	1	2
221	том как	1	2
222	таким же	1	2
223	художником а	1	2
224	в отличие	2	2
225	знаем что	1	2
226	в основном	6	2
227	важно не	1	2
228	но эта	2	2
229	это утверждение	1	2
230	в философии	1	2
231	однако в	1	2
232	что этот	2	2
233	где нет	2	2
234	даже в	1	2
235	сам он	1	2
236	xviii века	2	2
237	виду что	1	2
238	как о	2	2
239	дело в	1	2
240	одна из	3	2
241	литературу как	1	2
242	и лишь	2	2
243	что сегодня	1	2
244	отличается от	1	2
245	и это	3	2
246	и художественное	1	2
247	здесь необходимо	1	2
248	но при	1	2
249	то или	1	2
250	так в	2	2
251	был бы	1	2
252	вошел в	1	2
253	является в	1	2
254	поэтому в	1	2
255	ничего не	4	2
256	познания и	2	2
257	ее и	1	2
258	переходит в	1	2
259	поступков и	1	2
260	что и	1	2
261	и только	2	2
262	от этих	1	2
263	в художественной	1	2
264	нем и	1	2
265	и мир	1	2
266	в формах	1	2
267	сюжета как	1	2
268	должен быть	1	2
269	же он	1	2
270	не можем	1	2
271	и внутреннего	1	2
272	является не	1	2
273	из них	2	2
274	сами по	1	2
275	новый роман	1	2
276	случае с	1	2
277	и даже	5	2
278	или иной	1	2
279	в области	1	2
280	к которому	2	2
281	действующих лиц	2	2
282	и др	3	2
283	связано с	1	2
284	превращается в	3	2
285	одну из	1	2
286	была бы	1	2
287	нет никаких	1	2
288	но уже	3	2
289	автора с	1	2
290	то по	1	2
291	с такой	1	2
292	этого слова	1	2
293	а к	1	2
294	но это	5	2
295	она должна	1	2
296	от него	1	2
297	построения романа	1	2
298	романа и	3	2
299	в целях	1	2
300	к самому	2	2
301	одной из	3	2
302	но если	2	2
303	героя и	2	2
304	именно потому	1	2
305	в последнем	1	2
306	к этому	3	2
307	в таком	3	2
308	это понятие	1	2
309	социально-исторических условий	1	1
310	от этой	2	1
311	нем нет	1	1
312	неотделима от	2	1
313	не должны	2	1
314	таком случае	2	1
315	и через	3	1
316	переход от	1	1
317	в первом	1	1
318	и до	1	1
319	в какой-то	1	1
320	видеть в	1	1
321	объясняется и	1	1
322	в доме	1	1
323	быть действительно	1	1
324	с в	1	1
325	часть работы	1	1
326	со всех	1	1
327	бы уже	1	1
328	х оно	1	1
329	жизненное событие	1	1
330	в первый	1	1
331	этом не	1	1
332	не была	1	1
333	это сделать	1	1
334	эстетики и	1	1
335	же само	1	1
336	то это	1	1
337	для литературы	1	1
338	не имел	1	1
339	это действительно	1	1
340	как у	3	1
341	а только	1	1
342	в быту	2	1
343	должны были	1	1
344	нужно быть	1	1
345	и неопределенно	1	1
346	не просто	1	1
347	значение имеет	1	1
348	с этим	1	1
349	положение нуждается	1	1
350	искусстве и	1	1
351	этого развития	1	1
352	и нет	1	1
353	хотя и	4	1
354	фабулы и	2	1
355	это определение	3	1
356	внедряется в	1	1
357	в идеологической	1	1
358	из жизни	2	1
359	в литературном	2	1
360	тоже не	2	1
361	с их	1	1
362	на то	1	1
363	какую бы	1	1
364	и если	2	1
365	положение что	1	1
366	обнаруживает в	1	1
367	это связано	1	1
368	уже тогда	1	1
369	о принципиальной	1	1
370	он не	3	1
371	моменты которые	1	1
372	в принципе	4	1
373	к одному	1	1
374	этого вопроса	1	1
375	не к	1	1
376	переходит от	1	1
377	такого человека	1	1
378	дает и	1	1
379	евгения онегина	3	1
380	еще одну	1	1
381	и по	2	1
382	так например	3	1
383	спрашивается что	1	1
384	ни был	1	1
385	на этих	1	1
386	он будет	1	1
387	в работе	1	1
388	же не	2	1
389	значение в	1	1
390	в мире	5	1
391	а его	1	1
392	сказать в	1	1
393	того или	1	1
394	с другими	2	1
395	понять его	1	1
396	с так	1	1
397	философская идея	1	1
398	приходит в	1	1
399	живописи не	1	1
400	это слияние	1	1
401	нет в	1	1
402	эта система	1	1
403	с этой	3	1
404	романа сводится	1	1
405	всегда и	1	1
406	он чувствует	1	1
407	в развитии	1	1
408	должно быть	1	1
409	автора и	1	1
410	для своих	1	1
411	но почему	1	1
412	в первую	1	1
413	не выдерживает	2	1
414	построение и	1	1
415	одной области	1	1
416	в их	3	1
417	развития что	1	1
418	направлен на	1	1
419	на место	1	1
420	является только	1	1
421	блока или	1	1
422	быту когда	1	1
423	но он	1	1
424	и эти	1	1
425	том же	2	1
426	важно лишь	1	1
427	и обратное	1	1
428	нечто вроде	1	1
429	дня и	1	1
430	с ним	3	1
431	тем самым	4	1
432	самого начала	1	1
433	меня не	1	1
434	герою в	1	1
435	первая часть	4	1
436	на себе	1	1
437	на него	2	1
438	всегда нечто	1	1
439	но только	1	1
440	этот тип	1	1
441	говорят что	1	1
442	действительности но	1	1
443	при всем	1	1
444	эти связи	1	1
445	воспринимается нами	1	1
446	как она	1	1
447	х годов	3	1
448	то у	2	1
449	действительности художественное	1	1
450	говорить лишь	1	1
451	в сознании	1	1
452	наличных и	1	1
453	глубину и	1	1
454	происходит то	1	1
455	целом и	2	1
456	этот образ	1	1
457	в подобном	1	1
458	ей как	1	1
459	ему не	1	1
460	идею и	1	1
461	в момент	1	1
462	если он	5	1
463	во все	1	1
464	числе и	1	1
465	на читателя	1	1
466	той или	1	1
467	среды в	1	1
468	как известно	2	1
469	своего развития	1	1
470	на основе	1	1
471	в в	1	1
472	как по	2	1
473	в себя	1	1
474	на той	1	1
475	с самого	1	1
476	этот роман	1	1
477	только через	2	1
478	можно было	1	1
479	не с	1	1
480	для него	3	1
481	в которые	1	1
482	с литературным	1	1
483	человеческого характера	1	1
484	и вообще	2	1
485	по мере	1	1
486	быту и	1	1
487	об этом	4	1
488	в построении	1	1
489	и здесь	1	1
490	и должно	1	1
491	не был	1	1
492	это происходит	1	1
493	форма более	1	1
494	это объясняется	1	1
495	за пределами	1	1
496	одного из	1	1
497	что его	2	1
498	там же	9	1
499	влияние его	1	1
500	а потому	1	1
501	сама фабула	1	1
502	не сводится	1	1
503	в ту	2	1
504	еще одним	1	1
505	условия для	1	1
506	в жизнь	1	1
507	не так	2	1
508	в современной	1	1
509	известно что	2	1
510	художественного изображения	1	1
511	менее важна	1	1
512	мы видим	4	1
513	тот же	1	1
514	трагедии и	1	1
515	может оказаться	1	1
516	который в	1	1
517	идеология достоевского	1	1
518	с одной	1	1
519	словами что	1	1
520	сцен и	1	1
521	себя в	2	1
522	так что	2	1
523	от одной	1	1
524	это сам	1	1
525	вот что	1	1
526	литературы в	1	1
527	и у	2	1
528	видеть что	1	1
529	в начале	3	1
530	фабулу в	1	1
531	его жизненной	1	1
532	здесь же	1	1
533	не из	1	1
534	смысла в	1	1
535	от социальной	1	1
536	или даже	2	1
537	и других	2	1
538	как литературный	1	1
539	процесс и	1	1
540	жизни таким	1	1
541	художественное восприятие	1	1
542	в одном	2	1
543	ощущения в	1	1
544	с определенным	1	1
545	для меня	1	1
546	у этих	1	1
547	без этого	1	1
548	должен был	1	1
549	конце жизни	1	1
550	и никогда	1	1
551	явно не	1	1
552	это положение	1	1
553	не противоречит	1	1
554	даже не	1	1
555	с другим	2	1
556	до сих	3	1
557	однако это	2	1
558	именно в	6	1
559	а о	1	1
560	в середине	1	1
561	на ней	2	1
562	что для	1	1
563	не было	2	1
564	не делает	1	1
565	зависит от	2	1
566	жизнь в	1	1
567	как ни	1	1
568	от сюжета	1	1
569	быть определен	1	1
570	его именно	1	1
571	представляется нам	1	1
572	в речи	1	1
573	нет ничего	3	1
574	в творчестве	5	1
575	в частности	2	1
576	только его	1	1
577	к другой	1	1
578	требует от	1	1
579	с каким-то	1	1
580	характера и	3	1
581	для искусства	1	1
582	он говорит	1	1
583	не дают	1	1
584	в течение	1	1
585	этот механизм	1	1
586	образ и	2	1
587	их действовать	1	1
588	в художественную	1	1
589	герои без	1	1
590	и о	1	1
591	сих пор	3	1
592	только для	2	1
593	один из	3	1
594	вообще все	1	1
595	под влиянием	1	1
596	образом как	1	1
597	всего произведения	1	1
598	есть одно	1	1
599	мы только	1	1
600	его с	1	1
601	но отнюдь	1	1
602	у достоевского	30	1
603	еще более	1	1
604	само построение	1	1
605	не должен	1	1
606	в ином	1	1
607	вообще в	1	1
608	года в	7	1
609	ни к	2	1
610	лежит в	1	1
611	а в	4	1
612	отношении к	1	1
613	быть понята	1	1
614	и начинается	1	1
615	лишь что	1	1
616	не знает	1	1
617	авантюрного романа	1	1
618	но этот	1	1
619	которые сами	1	1
620	или иного	1	1
621	частности в	1	1
622	о характере	1	1
623	вошедшим в	1	1
624	том числе	1	1
