N	2gram	Berdyaev_V_1	Mirosoze
254	вот почему	2	2
255	и что	3	2
256	зло должно	1	2
257	духа который	1	2
258	и хлеба	2	2
259	к нему	1	2
260	два начала	2	2
261	свобода и	1	2
262	камней в	2	2
263	не надо	1	2
264	это лишь	1	2
265	но с	1	2
266	мы видим	1	2
267	тот же	3	2
268	мы увидим	1	2
269	между тем	2	2
270	в новых	1	2
271	же и	1	2
272	есть зло	1	2
273	уже в	1	2
274	о великом	4	2
275	для человечества	2	2
276	и мир	1	2
277	вавилонской башни	4	2
278	не случайно	1	2
279	в грядущем	1	2
280	любит и	1	2
281	этом пути	1	2
282	что человек	1	2
283	на людей	1	2
284	души и	1	2
285	что не	4	2
286	и люди	2	2
287	превращается в	3	2
288	и своего	1	2
289	человеческой жизни	1	2
290	и своим	1	2
291	было для	1	2
292	личности и	3	2
293	отца своего	1	2
294	познания добра	2	2
295	любви человека	1	2
296	соблазн небытия	1	2
297	вместе с	1	2
298	в человеке	1	2
299	марксистский социализм	1	2
300	все будут	1	2
301	да и	2	2
302	совести и	2	2
303	с любовью	1	2
304	людей во	3	2
305	ничего кроме	1	2
306	в средство	3	2
307	его с	1	2
308	человек и	1	2
309	ее и	2	2
310	и самое	1	2
311	бы в	1	2
312	а в	2	2
313	человеческого общества	1	2
314	это все	2	2
315	и эта	1	2
316	высшего достоинства	2	1
317	лишь из	2	1
318	к полному	1	1
319	и послушное	1	1
320	поступил как	2	1
321	и то	2	1
322	для вечности	1	1
323	мучительнее как	1	1
324	окончательное избрание	1	1
325	человеческой души	1	1
326	должна быть	3	1
327	со своей	1	1
328	ницше и	1	1
329	это несчастное	1	1
330	двух начал	1	1
331	об устроении	1	1
332	черт у	1	1
333	и неопределенного	2	1
334	этот есть	1	1
335	человека заботы	1	1
336	заслугу себе	1	1
337	эмпирического мира	1	1
338	какими они	1	1
339	мы не	2	1
340	как религию	1	1
341	как песок	2	1
342	земного царства	2	1
343	не была	1	1
344	работать но	1	1
345	для раскрытия	1	1
346	говорить о	4	1
347	и над	2	1
348	как детскую	1	1
349	очень глубокий	1	1
350	и ее	1	1
351	в будущем	1	1
352	что теперь	2	1
353	и вечности	2	1
354	и сделали	1	1
355	у маркса	1	1
356	инквизитор но	1	1
357	счастье людей	4	1
358	плясками о	1	1
359	стремлений не	1	1
360	которое предлагалось	1	1
361	сознания не	1	1
362	если в	1	1
363	его во	3	1
364	смысла жизни	4	1
365	христа в	3	1
366	в новом	1	1
367	абсолютное значение	1	1
368	такой силой	1	1
369	важное для	1	1
370	нет и	2	1
371	абсолютного значения	2	1
372	которые не	2	1
373	я представляю	1	1
374	мы дадим	1	1
375	кому бы	1	1
376	себя за	1	1
377	государства и	2	1
378	мира в	2	1
379	по силам	1	1
380	сознание могло	1	1
381	ты отверг	3	1
382	самые глубокие	1	1
383	могли бы	1	1
384	его к	2	1
385	был таким	1	1
386	мы устроим	1	1
387	личности а	2	1
388	царства божьего	1	1
389	маркса в	1	1
390	не быть	1	1
391	бога есть	1	1
392	истины и	1	1
393	в свободные	1	1
394	устроения царства	1	1
395	в целом	1	1
396	счастья и	1	1
397	человечества не	1	1
398	все эти	3	1
399	личности по	1	1
400	стадо благодарное	1	1
401	царством земным	3	1
402	и свободное	1	1
403	найти того	1	1
404	его свободы	1	1
405	ничего и	2	1
406	свободы но	1	1
407	земное царство	1	1
408	человеческую личность	1	1
409	достоинства человека	1	1
410	и вечной	3	1
411	с невинными	1	1
412	небытия есть	1	1
413	пустая свобода	1	1
414	не преодолевается	1	1
415	человечество как	1	1
416	перестает быть	1	1
417	они в	3	1
418	как дети	1	1
419	лишив его	1	1
420	послушное хотя	1	1
421	детскими песнями	1	1
422	христа и	1	1
423	и окончательное	2	1
424	не могли	2	1
425	природы человека	1	1
426	свобода есть	1	1
427	под конец	2	1
428	и вечно	2	1
429	в пустыне	8	1
430	пустыне? обрати	1	1
431	имя свободы	3	1
432	сделать людей	4	1
433	но все	1	1
434	и свободу	1	1
435	же пути	1	1
436	небытия и	2	1
437	этом нет	1	1
438	или ницше	1	1
439	и устроения	1	1
440	их и	1	1
441	мы разрешим	1	1
442	ли это?	1	1
443	была вражда	1	1
444	и менее	1	1
445	свободы совести	4	1
446	его личности	1	1
447	люди не	2	1
448	о высшей	2	1
449	ничтожны и	1	1
450	к миру	1	1
451	и тем	1	1
452	от всякой	1	1
453	любви в	1	1
454	есть соединение	1	1
455	формах в	1	1
456	она и	1	1
457	без бога	2	1
458	это? и	1	1
459	морской слабых	2	1
460	с тем	2	1
461	и уже	1	1
462	эти люди	2	1
463	тысячу лет	2	1
464	в я	1	1
465	с такой	1	1
466	социализм как	1	1
467	невыносимее свободы	1	1
468	на себя	5	1
469	но я	1	1
470	как сама	1	1
471	есть свобода	1	1
472	меч кесаря	6	1
473	заставим их	1	1
474	гадательного и	3	1
475	революция духа	1	1
476	в котором	4	1
477	жизнь без	1	1
478	всего только	1	1
479	существует человек	1	1
480	существо рождается	1	1
481	в которых	1	1
482	жизни с	1	1
483	свободными когда	1	1
484	тобой побежит	1	1
485	бога во	1	1
486	него не	1	1
487	слабы и	1	1
488	их в	3	1
489	христос во	1	1
490	нужно идти	1	1
491	новый опыт	1	1
492	любя их	1	1
493	невинными плясками	1	1
494	бога нет	2	1
495	человечества и	3	1
496	из нас	1	1
497	о мы	2	1
498	в заслугу	1	1
499	совесть и	2	1
500	грех они	1	1
501	существ какими	1	1
502	не по	1	1
503	и именно	1	1
504	людей к	1	1
505	боролся с	1	1
506	дар свободы	2	1
507	соединения людей	2	1
508	на два	1	1
509	людей об	1	1
510	кесаря и	2	1
511	социализма не	1	1
512	есть то	1	1
513	католичестве и	1	1
514	духа а	1	1
515	песок морской	2	1
516	и теперь	2	1
517	в сознании	1	1
518	станут свободными	1	1
519	хором с	1	1
520	до того	2	1
521	уже и	1	1
522	мы убедим	1	1
523	что на	1	1
524	атеистического социализма	1	1
525	мира для	1	1
526	легенда о	2	1
527	вечно трепещущее	1	1
528	не могут	2	1
529	его нужно	1	1
530	ее на	1	1
531	и дал	1	1
532	общества невыносимее	1	1
533	и отверг	2	1
534	слабосильных существ	1	1
535	великий инквизитор	31	1
536	великих и	4	1
537	счастье слабосильных	1	1
538	знамя хлеба	1	1
539	дух в	1	1
540	в окончательном	1	1
541	убедим их	1	1
542	по сравнению	1	1
543	его есть	1	1
544	вне бога	3	1
545	и слишком	1	1
546	хлебом земным	6	1
547	мы заставим	1	1
548	в вечность	1	1
549	для себя	1	1
550	имя этого	1	1
551	за бога	1	1
552	как не	3	1
553	в ее	1	1
554	к нам	2	1
555	и сильных	3	1
556	над людьми	1	1
557	личности распад	1	1
558	насилие и	1	1
559	же соблазн	1	1
560	а видишь	1	1
561	роль в	1	1
562	сама идея	1	1
563	они слабы	1	1
564	и сам	2	1
565	на нее	1	1
566	сделали так	1	1
567	их работать	1	1
568	песнями хором	1	1
569	не с	2	1
570	живет в	1	1
571	игру с	1	1
572	грядущих счастливцев	1	1
573	когда в	2	1
574	бога это	1	1
575	мира и	1	1
576	счастья людей	3	1
577	отверг во	1	1
578	обратился к	1	1
579	в словах	1	1
580	со словами	1	1
581	сама она	1	1
582	будет уже	2	1
583	находится в	1	1
584	этой нагой	1	1
585	заботы мучительнее	1	1
586	никогда и	1	1
587	смысл мировой	2	1
588	чем счастье	1	1
589	в личности	2	1
590	знамя которое	1	1
591	но к	1	1
592	несчастное существо	1	1
593	быть скрыта	1	1
594	камни в	1	1
595	теперь и	1	1
596	и который	1	1
597	не захотели	1	1
598	не знающее	1	1
599	людей мы	1	1
600	раскаленной пустыне?	1	1
601	все в	1	1
602	царство и	1	1
603	это в	1	1
604	человеческая имеет	1	1
605	идет к	1	1
606	путь путь	1	1
607	себя но	1	1
608	социализме есть	1	1
609	хотел бы	1	1
610	нагой и	1	1
611	бы передать	1	1
612	и созданы	2	1
613	за тобой	1	1
614	ли сии	1	1
615	достоинство человека	1	1
616	слова для	1	1
617	человека как	2	1
618	так для	2	1
619	это одна	1	1
620	передать поскорее	1	1
621	что лишь	1	1
622	потому поступил	1	1
623	необычайного гадательного	3	1
624	жизнь свою	1	1
625	к личности	4	1
626	как найти	1	1
627	ли он	1	1
628	от смысла	1	1
629	природы на	1	1
630	свобода человека	1	1
631	это очень	1	1
632	к свободе	1	1
633	отверг единственное	1	1
634	и небытию	1	1
635	дадим им	1	1
636	к христу	3	1
637	бы ни	1	1
638	побежит человечество	1	1
639	но под	1	1
640	видишь ли	1	1
641	и счастье	1	1
642	устроения их	1	1
643	лишь во	1	1
644	того кому	1	1
645	христианство есть	1	1
646	признание абсолютного	1	1
647	своей целью	1	1
648	об окончательном	1	1
649	его совесть	1	1
650	и хотел	1	1
651	и они	3	1
652	свободы с	1	1
653	благодарное и	1	1
654	человека когда	1	1
655	людей счастливыми	2	1
656	его и	2	1
657	это отрицание	1	1
658	уклон к	1	1
659	этом мире	1	1
660	искать в	1	1
661	а потому	1	1
662	смысл жизни	2	1
663	в прошлом	2	1
664	для них	2	1
665	в xx	1	1
666	но что	1	1
667	бытия и	1	1
668	заставить всех	1	1
669	да это	1	1
670	людей не	2	1
671	они будут	4	1
672	церкви и	1	1
673	всех преклониться	1	1
674	бы это	1	1
675	тот дар	1	1
676	представляю себе	1	1
677	как можно	1	1
678	жизнь как	1	1
679	не были	1	1
680	уже последние	1	1
681	с другой	1	1
682	хоть и	1	1
683	часы мы	1	1
684	поскорее тот	1	1
685	вслед за	2	1
686	миру и	1	1
687	будет еще	1	1
688	все царства	2	1
689	и быть	1	1
690	марксе и	1	1
691	а с	2	1
692	в марксе	2	1
693	соединение и	1	1
694	детскую игру	1	1
695	труда часы	1	1
696	не нужна	3	1
697	хлеба насущного	1	1
698	может ли	1	1
699	католичество и	1	1
700	у человека	1	1
701	власти и	1	1
702	своем не	1	1
703	от труда	1	1
704	абсолютное знамя	1	1
705	о чем	1	1
706	тебе что	1	1
707	и религию	1	1
708	к высшему	1	1
709	как стадо	1	1
710	единственное абсолютное	1	1
711	обрати их	1	1
712	связь с	1	1
713	зла для	1	1
714	сии камни	1	1
715	того духа	1	1
716	неверие в	1	1
717	в изображении	1	1
718	не любя	2	1
719	смерть человеку	1	1
720	связанность и	1	1
721	вечность и	2	1
722	сравнению с	1	1
723	рим и	1	1
724	предлагалось тебе	1	1
725	эти современные	1	1
726	свободные от	1	1
727	к конечному	1	1
728	наконец-то они	1	1
729	а между	2	1
730	тебе чтобы	1	1
731	все миллионы	1	1
732	чтобы заставить	1	1
733	осчастливить людей	1	1
734	мировой жизни	4	1
735	xx веке	1	1
736	а потом	1	1
737	вражда к	1	1
738	есть одна	1	1
739	в тот	1	1
740	чтобы сделать	2	1
741	которые идут	1	1
742	мира с	1	1
743	этого слова	1	1
744	с этой	1	1
745	новых формах	1	1
746	на тысячу	1	1
747	их во	1	1
748	все это	5	1
749	есть знак	1	1
750	о зле	1	1
751	во мне	4	1
752	уж конечно	2	1
753	и раскаленной	1	1
754	было еще	2	1
755	человек на	1	1
756	бог но	1	1
757	в силах	4	1
758	подобие божье	1	1
759	задача которая	1	1
760	этого духа	1	1
761	они побороли	1	1
762	а к	2	1
763	тогда уже	2	1
764	нет сознания	1	1
765	побороли свободу	1	1
766	конце концов	1	1
767	разрешим им	1	1
768	более всего	1	1
769	и грех	2	1
770	в мировом	1	1
771	своим что	1	1
772	свободу за	1	1
773	что наконец-то	1	1
774	всех на	1	1
775	ты не	5	1
776	тысяч великих	2	1
777	свободы от	3	1
778	устроить земное	1	1
779	и бессильны	1	1
780	от государства	2	1
781	свободы а	1	1
782	суд над	1	1
783	говорю тебе	2	1
784	для нашего	1	1
785	идея в	1	1
786	совести не	1	1
787	которым это	1	1
788	в массе	1	1
789	имеет абсолютное	1	1
790	зло это	1	1
791	земли во	1	1
792	с детскими	1	1
793	и атеистического	1	1
794	к этому	1	1
795	им и	1	1
796	тайны и	1	1
797	во власть	1	1
