N	2gram	Tiupa_Anal_2	Literetu
329	мы уже	1	1
330	который в	1	1
331	полагает что	1	1
332	и объектом	1	1
333	бы уже	1	1
334	обнаруживается и	1	1
335	и себя	1	1
336	факторов художественного	6	1
337	одних и	1	1
338	из своих	2	1
339	тому кто	1	1
340	в каждый	1	1
341	говорить о	6	1
342	отсылает нас	1	1
343	что иное	1	1
344	жизненной позиции	3	1
345	под диктовку	1	1
346	целого в	2	1
347	и он	2	1
348	проявляется в	3	1
349	субъекта объекта	2	1
350	в сочетании	7	1
351	он был	2	1
352	иное как	1	1
353	быть в	1	1
354	в последних	1	1
355	в чем	1	1
356	тем как	1	1
357	во внешнем	1	1
358	как правило	4	1
359	о смерти	1	1
360	конечном счете	2	1
361	очевидно что	1	1
362	художественного впечатления	17	1
363	складываются в	2	1
364	за пределы	4	1
365	сама по	1	1
366	и эстетического	1	1
367	что автор	1	1
368	> так	1	1
369	в центре	3	1
370	для русской	1	1
371	независимо от	1	1
372	данный момент	1	1
373	в художественном	1	1
374	встречи с	2	1
375	в своем	4	1
376	что касается	3	1
377	перед нами	1	1
378	этом контексте	2	1
379	создает эффект	1	1
380	самом начале	3	1
381	более или	1	1
382	субъект не	1	1
383	с действительной	1	1
384	светом и	1	1
385	себе как	1	1
386	жизни так	1	1
387	в нашем	3	1
388	бы не	1	1
389	к собеседнику	1	1
390	не оставляет	1	1
391	ни одна	1	1
392	фигуры в	1	1
393	уже в	1	1
394	героя есть	1	1
395	как он	1	1
396	после чего	1	1
397	еще одна	2	1
398	за рамки	1	1
399	так сказать	1	1
400	вообще не	2	1
401	наш взгляд	1	1
402	по словам	1	1
403	тем не	3	1
404	он не	2	1
405	ибо на	1	1
406	ключ к	3	1
407	в восприятии	1	1
408	свою собственную	1	1
409	пуант новеллы	1	1
410	функционирует как	1	1
411	художественного высказывания	2	1
412	в силу	1	1
413	жизнью и	2	1
414	силу своей	1	1
415	в акте	1	1
416	содержит в	3	1
417	целом как	1	1
418	прежде чем	1	1
419	о таком	1	1
420	угадывается в	1	1
421	слова и	1	1
422	этом втором	1	1
423	а то	2	1
424	значение в	1	1
425	начинается словами	1	1
426	нам остается	1	1
427	внутренней форме	1	1
428	его не	1	1
429	высказывания и	2	1
430	в лирике	1	1
431	другость но	1	1
432	первую очередь	1	1
433	частей романа	1	1
434	и адресат	1	1
435	например с	1	1
436	только одно	1	1
437	литературного произведения	16	1
438	в них	1	1
439	к сотворчеству	1	1
440	все равно	1	1
441	как высшей	1	1
442	этого не	1	1
443	место и	1	1
444	говорится о	1	1
445	и читателем	1	1
446	жизни но	2	1
447	ведет к	1	1
448	на этот	2	1
449	своему другому	1	1
450	в начальных	2	1
451	и нераздельности	1	1
452	в первую	1	1
453	в понимании	1	1
454	в ходе	4	1
455	сочетании с	7	1
456	этой связи	1	1
457	взглянула на	1	1
458	в их	3	1
459	вспять к	1	1
460	не столько	3	1
461	не к	1	1
462	присутствие я	1	1
463	художественного мира	2	1
464	но это	1	1
465	и эти	1	1
466	и является	4	1
467	действительной жизнью	1	1
468	в таких	2	1
469	в устах	2	1
470	вовсе не	2	1
471	где каждый	1	1
472	личность в	2	1
473	эстетической природы	1	1
474	тому что	1	1
475	в отношении	1	1
476	личной воли	1	1
477	она не	2	1
478	с субъектом	1	1
479	при всей	3	1
480	в беспрецедентности	1	1
481	например не	1	1
482	тогда когда	1	1
483	чтобы в	1	1
484	со светом	1	1
485	и сама	1	1
486	концепция личности	1	1
487	на ее	1	1
488	художественном тексте	1	1
489	и внутренней	1	1
490	для всего	1	1
491	он с	1	1
492	только не	4	1
493	мышления и	1	1
494	борьба с	3	1
495	не имеет	2	1
496	на наш	1	1
497	это явление	1	1
498	слова как	1	1
499	воспринимающим сознанием	1	1
500	и другими	2	1
501	лирическую героиню	1	1
502	жизни людей	1	1
503	за исключением	1	1
504	она составляет	1	1
505	возвращает нас	1	1
506	слова о	1	1
507	уже и	2	1
508	в действительности	3	1
509	у меня	1	1
510	начиная с	1	1
511	т.п и	1	1
512	эстетического адресата	2	1
513	этой причине	1	1
514	сама жизнь	1	1
515	его за	1	1
516	значительной степени	2	1
517	всё что	1	1
518	том уникальном	1	1
519	и мне	2	1
520	между автором	1	1
521	прямую противоположность	1	1
522	не одного	1	1
523	говорит сам	1	1
524	и о	1	1
525	есть одновременно	1	1
526	в виду	1	1
527	свою очередь	1	1
528	но при	1	1
529	самим собою	1	1
530	остается в	1	1
531	знакового материала	1	1
532	языка и	2	1
533	художественной практики	1	1
534	читателя в	4	1
535	обращаясь к	2	1
536	природе своей	2	1
537	который хотел	1	1
538	с собой	1	1
539	времени и	1	1
540	было в	1	1
541	в борьбе	2	1
542	участия в	1	1
543	свой другой	1	1
544	она была	1	1
545	имеется в	1	1
546	жизнь и	1	1
547	ключевая роль	2	1
548	в диалог	1	1
549	передо мною	1	1
550	роевого сознания	1	1
551	знает категории	1	1
552	в голосе	1	1
553	и т.д	3	1
554	на этой	2	1
555	на вопрос	1	1
556	столь же	4	1
557	второй половине	1	1
558	определенным образом	1	1
559	все прочие	1	1
560	но мы	1	1
561	такова что	1	1
562	организацию коммуникативного	1	1
563	в значительной	2	1
564	времени в	4	1
565	в конечном	3	1
566	восходит к	1	1
567	собственно говоря	2	1
568	материал для	1	1
569	нас а	1	1
570	аналогичным образом	2	1
571	теперь уже	1	1
572	интертекстуальные связи	1	1
573	нуждается в	1	1
574	и красный	1	1
575	бы в	3	1
576	чем и	2	1
577	феномену художественности	1	1
578	непосредственно в	1	1
579	них в	1	1
580	в художественной	1	1
581	в литературе	1	1
582	к нему	1	1
583	автора героя	1	1
584	другого не	1	1
585	в двух	2	1
586	одной из	3	1
587	миф и	2	1
588	и представляет	1	1
589	личностного существования	1	1
590	от живого	1	1
591	будто бы	1	1
592	к их	1	1
593	являет собой	3	1
594	своей жизнью	1	1
595	в мировом	1	1
596	жизни однако	1	1
597	в литературоведении	1	1
598	заметно более	1	1
599	своего собственного	2	1
600	так что	3	1
601	этой системе	2	1
602	от автора	2	1
603	для всех	2	1
604	есть в	3	1
605	позицию субъекта	1	1
606	носит в	1	1
607	нами и	1	1
608	то и	1	1
609	словно в	1	1
610	оно в	1	1
611	на протяжении	2	1
612	не вне	1	1
613	или даже	2	1
614	по выражению	2	1
615	и их	2	1
616	в прозе	1	1
617	в котором	2	1
618	адресата и	1	1
619	так как	1	1
620	богу не	1	1
621	у него	4	1
622	между я	1	1
623	людей не	1	1
624	стороны или	1	1
625	с действительностью	2	1
626	в каждом	1	1
627	превращается в	2	1
628	легко можно	1	1
629	в текстах	1	1
630	где в	1	1
631	обращением к	1	1
632	только на	3	1
633	на уровне	9	1
634	даже не	1	1
635	есть не	1	1
636	делает в	1	1
637	если говорить	2	1
638	и тех	1	1
639	очевидным образом	2	1
640	я был	1	1
641	совпадает с	4	1
642	за руки	2	1
643	обратиться к	1	1
644	его из	1	1
645	и далее	1	1
646	при участии	1	1
647	однако его	1	1
648	было сказано	1	1
649	возвращаясь к	1	1
650	перекликается с	2	1
651	и я	2	1
652	впрочем в	1	1
653	в ряду	1	1
654	произведения искусства	1	1
655	художественного целого	7	1
656	в связи	1	1
657	с позиции	2	1
658	культуре уединенного	1	1
659	ритмико-интонационный строй	1	1
660	на фоне	3	1
661	внимания к	1	1
662	ко всем	1	1
663	и функционирует	1	1
664	из трех	3	1
665	текста в	6	1
666	к своему	2	1
667	целом ряде	1	1
668	концепт я-в-мире	1	1
669	эстетического дискурса	3	1
670	в немалой	1	1
671	другого как	1	1
672	самого себя	1	1
673	этого феномена	1	1
674	своей эстетической	1	1
675	сам не	1	1
676	третьей части	1	1
677	и там	1	1
678	ли не	2	1
679	в контексте	5	1
680	что здесь	1	1
681	затем и	1	1
682	человека который	1	1
683	все это	4	1
684	о свободе	2	1
685	точно и	1	1
686	к другим	1	1
687	о прозе	1	1
688	чем дело	1	1
689	не случайным	2	1
690	ролевой взгляд	1	1
691	своих читателей	1	1
692	и более	1	1
693	составляет прямую	1	1
694	ударных и	1	1
695	как система	5	1
696	парадигму художественности	1	1
697	себя на	1	1
698	я всегда	2	1
699	человек и	1	1
700	но отнюдь	1	1
701	свидетельствует о	2	1
702	данного стихотворения	1	1
703	себя самого	1	1
704	для нас	1	1
705	художественных текстов	1	1
706	или менее	1	1
707	и все	3	1
708	художественного восприятия	2	1
709	в литературной	1	1
710	в этих	2	1
711	еще более	2	1
712	объективную данность	1	1
713	не будучи	1	1
714	субъектом и	2	1
715	хотя бы	1	1
716	поведения после	1	1
717	солидарности с	2	1
718	все остальные	1	1
719	отношении к	1	1
720	не есть	2	1
721	нисколько не	1	1
722	себе и	1	1
723	в общем	2	1
724	к ее	1	1
725	страсть к	1	1
726	категории другого	1	1
727	внутреннее я	1	1
728	отталкиваясь от	1	1
729	субъекта уединенного	2	1
730	личности поэтому	1	1
731	может и	1	1
732	которая на	1	1
733	героя и	1	1
734	из тех	1	1
735	от своего	2	1
736	сказать что	2	1
737	к его	2	1
738	не что	1	1
739	из этого	1	1
740	и жизнь	1	1
741	а другой	1	1
742	в концовке	1	1
743	художественный концепт	2	1
744	в таком	2	1
745	к этой	1	1
746	который не	1	1
747	этой точки	1	1
748	доминирует в	1	1
