N	2gram	Tiupa_Hudo_1	Istorich
423	такое же	1	1
424	себя и	2	1
425	только к	1	1
426	говорит о	1	1
427	однако в	4	1
428	в соответствии	1	1
429	а на	5	1
430	не означает	1	1
431	мы легко	2	1
432	языка не	1	1
433	жизнь в	1	1
434	которой герой	1	1
435	о чем	2	1
436	от мира	1	1
437	зрения нашего	1	1
438	нигде не	1	1
439	человека как	1	1
440	сколько бы	1	1
441	к своему	1	1
442	обратил внимание	1	1
443	и объект	1	1
444	другу и	1	1
445	в область	1	1
446	так или	3	1
447	границ между	2	1
448	тому как	1	1
449	как бы	9	1
450	в малом	1	1
451	чем состоит	1	1
452	дело здесь	1	1
453	этого слова	2	1
454	с этой	1	1
455	своей жизни	2	1
456	только для	1	1
457	о его	1	1
458	все это	2	1
459	лес но	1	1
460	характерные для	1	1
461	но для	1	1
462	к вопросу	1	1
463	так он	1	1
464	не существует	1	1
465	отношений и	1	1
466	и другими	1	1
467	видно из	1	1
468	постоянных признаков	1	1
469	обращается к	1	1
470	на которой	1	1
471	жить и	2	1
472	это может	1	1
473	могут оказаться	2	1
474	собой исторически	1	1
475	время ее	1	1
476	у истоков	1	1
477	все они	1	1
478	на фоне	1	1
479	черта ее	1	1
480	героя и	5	1
481	не знает	3	1
482	была бы	3	1
483	от всех	1	1
484	речи и	3	1
485	героя в	1	1
486	это и	1	1
487	из этого	2	1
488	видим в	2	1
489	в таком	1	1
490	этой точки	1	1
491	том числе	2	1
492	событий в	1	1
493	которая не	1	1
