N	2gram	Propp_Isto_6	formyVre
274	этого момента	1	2
275	их к	1	2
276	к своему	3	2
277	в данном	3	2
278	в это	4	2
279	но для	2	2
280	в более	6	2
281	не является	1	2
282	одна из	2	2
283	и может	1	2
284	как она	1	2
285	для нас	2	2
286	у них	4	2
287	мы должны	2	2
288	ее в	6	2
289	равно как	1	2
290	в свою	1	2
291	на один	1	2
292	на следующий	1	2
293	время не	1	2
294	и эта	3	2
295	пор не	1	1
296	с природой	1	1
297	одним из	1	1
298	и через	3	1
299	связана с	3	1
300	и вызывает	1	1
301	в преисподнюю	1	1
302	идет о	1	1
303	и есть	1	1
304	которое мы	1	1
305	в зависимости	1	1
306	со всех	1	1
307	из которой	1	1
308	и конечно	2	1
309	не умирает	2	1
310	также имеет	1	1
311	мы имеем	14	1
312	бы в	1	1
313	при анализе	1	1
314	нам в	1	1
315	именно к	1	1
316	солнце не	1	1
317	как под	1	1
318	не вполне	2	1
319	не происходит	3	1
320	не совсем	1	1
321	что можно	1	1
322	видели как	3	1
323	не знают	1	1
324	зависимости от	2	1
325	египет вавилон	1	1
326	и он	4	1
327	всех сторон	1	1
328	и происходит	2	1
329	он был	2	1
330	первый план	2	1
331	мы наблюдали	3	1
332	когда не	1	1
333	земледельческих работ	1	1
334	данном случае	3	1
335	то он	2	1
336	которые связаны	1	1
337	но как	4	1
338	этого мотива	4	1
339	совершенно ясно	4	1
340	в греческих	1	1
341	вступают в	1	1
342	сил в	1	1
343	в свои	2	1
344	тесно связан	1	1
345	ему нужны	1	1
346	человек может	1	1
347	и поэтому	1	1
348	независимо от	3	1
349	пути в	1	1
350	народа в	1	1
351	он вступает	1	1
352	что касается	2	1
353	однако не	1	1
354	перед нами	2	1
355	тех случаях	3	1
356	в полном	1	1
357	и наконец	3	1
358	и сам	2	1
359	в фольклоре	2	1
360	себе не	1	1
361	увидим что	2	1
362	он на	1	1
363	развития это	1	1
364	описанным в	1	1
365	та же	3	1
366	что это	2	1
367	ни один	1	1
368	применительно к	1	1
369	это заменяется	1	1
370	из этих	4	1
371	которые в	2	1
372	в этой	2	1
373	и тот	1	1
374	видим и	1	1
375	имеем в	4	1
376	в жертву	5	1
377	на то	2	1
378	к выводу	1	1
379	силу и	2	1
380	связанные с	1	1
381	оно было	1	1
382	которая является	1	1
383	функции и	1	1
384	на третий	1	1
385	но вместе	1	1
386	встречаются в	1	1
387	здесь мы	4	1
388	как они	1	1
389	главным образом	3	1
390	в мире	1	1
391	мире не	1	1
392	них не	1	1
393	в египте	16	1
394	уже знаем	2	1
395	и соответствующие	2	1
396	нужен и	1	1
397	в ином	6	1
398	по всему	2	1
399	люди не	1	1
400	о которых	1	1
401	она и	1	1
402	в самую	1	1
403	идея эта	1	1
404	когда я	1	1
405	уже у	1	1
406	в вавилоне	1	1
407	он встречает	1	1
408	и разнообразие	1	1
409	его основных	1	1
410	и некоторые	2	1
411	уже видели	3	1
412	в один	1	1
413	в эту	2	1
414	этом случае	6	1
415	и при	1	1
416	я увидел	1	1
417	таким же	3	1
418	же существо	1	1
419	в народной	1	1
420	всяком случае	2	1
421	на месте	1	1
422	страны в	1	1
423	не столько	1	1
424	самого героя	1	1
425	они уже	1	1
426	миф о	2	1
427	своего рода	2	1
428	должны были	2	1
429	мы проследим	1	1
430	он проходит	1	1
431	образом и	2	1
432	другом и	1	1
433	вдруг на	1	1
434	надо сказать	1	1
435	и более	1	1
436	есть еще	2	1
437	дорога в	1	1
438	что этот	2	1
439	в религиозных	1	1
440	связей с	2	1
441	же мы	5	1
442	и очень	1	1
443	героем и	1	1
444	из которых	3	1
445	случае в	1	1
446	на три	1	1
447	третий день	1	1
448	в таких	1	1
449	и функции	1	1
450	она не	3	1
451	как о	1	1
452	правда в	1	1
453	нас и	1	1
454	как его	1	1
455	когда они	1	1
456	день на	1	1
457	находится в	1	1
458	следовательно и	1	1
459	нет места	1	1
460	на землю	4	1
461	по своей	1	1
462	здесь же	4	1
463	эти три	3	1
464	с другом	1	1
465	иного мира	2	1
466	только наиболее	1	1
467	у нас	5	1
468	пока не	2	1
469	и такие	1	1
470	похож на	1	1
471	как только	3	1
472	отличается от	2	1
473	еще яснее	2	1
474	должны быть	2	1
475	другом месте	1	1
476	что оно	4	1
477	его с	3	1
478	бы он	1	1
479	время он	1	1
480	считают его	1	1
481	приходит к	3	1
482	и сами	1	1
483	были бы	1	1
484	чтобы быть	1	1
485	и этим	5	1
486	так в	6	1
487	приводит к	1	1
488	на том	8	1
489	египте или	1	1
490	в другом	1	1
491	с собой	2	1
492	живет в	2	1
493	которая была	1	1
494	и каждый	1	1
495	весь сплошь	1	1
496	этим в	2	1
497	поэтому их	1	1
498	выводу что	1	1
499	с человеком	1	1
500	образом в	1	1
501	но здесь	4	1
502	можно бы	1	1
503	и здесь	1	1
504	и возможно	1	1
505	тех кто	1	1
506	о том	7	1
507	же жизнь	1	1
508	для проявления	1	1
509	или на	1	1
510	здесь почти	1	1
511	он его	1	1
512	от них	1	1
513	в ряд	1	1
514	необходима для	1	1
515	живой человек	1	1
516	позволит нам	1	1
517	на одном	1	1
518	и только	3	1
519	наконец в	1	1
520	в античной	2	1
521	также в	1	1
522	в описании	1	1
523	может иметь	2	1
524	в него	3	1
525	но ничего	1	1
526	же все	1	1
527	наблюдать и	1	1
528	ведь эти	1	1
529	время когда	1	1
530	и представляет	1	1
531	что он	9	1
532	что даже	1	1
533	должен быть	1	1
534	очень много	1	1
535	когда нам	1	1
536	в литературу	1	1
537	иногда сам	1	1
538	всех его	2	1
539	нам по	1	1
540	их не	1	1
541	по этому	1	1
542	чаще всего	5	1
543	человека с	1	1
544	что из	2	1
545	так что	3	1
546	процесс также	1	1
547	было так	1	1
548	указать на	1	1
549	переходит в	1	1
550	и они	2	1
551	случаях когда	3	1
552	или даже	1	1
553	при помощи	3	1
554	описывается как	4	1
555	смерти и	2	1
556	где бы	1	1
557	он имеет	4	1
558	наконец четвертое	1	1
559	при всей	1	1
560	мы можем	7	1
561	но уже	1	1
562	она имеет	2	1
563	тут же	1	1
564	ее на	2	1
565	уже совершенно	1	1
566	где в	1	1
567	этого пути	1	1
568	нет например	1	1
569	связан с	6	1
570	и также	1	1
571	его чтобы	1	1
572	эта работа	1	1
573	стороны он	3	1
574	месте и	1	1
575	то и	2	1
576	а на	1	1
577	как боги	1	1
578	как ни	1	1
579	одну из	4	1
580	о чем	2	1
581	существу и	1	1
582	но есть	3	1
583	в государственных	1	1
584	становится ясным	1	1
585	от труда	1	1
586	для этой	1	1
587	есть одно	1	1
588	уже давно	2	1
589	наше внимание	1	1
590	начиная с	1	1
591	он сохраняет	1	1
592	места для	1	1
593	находим в	1	1
594	своей воле	1	1
595	то место	1	1
596	и вот	3	1
597	когда мы	2	1
598	в последнем	2	1
599	смысле этого	1	1
600	в тех	3	1
601	самого себя	2	1
602	конечно эти	1	1
603	друг с	1	1
604	все наше	1	1
605	не создает	1	1
606	нам еще	2	1
607	этого слова	1	1
608	и формы	2	1
609	их чтобы	1	1
610	природу и	1	1
611	и оно	1	1
612	между прочим	1	1
613	они есть	1	1
614	этим объясняется	3	1
615	которые были	1	1
616	на одной	1	1
617	живет и	1	1
618	не существует	1	1
619	и от	3	1
620	ее но	1	1
621	причем в	1	1
622	человека для	1	1
623	в другое	1	1
624	или другой	2	1
625	на первый	3	1
626	но эти	2	1
627	от него	3	1
628	из себя	1	1
629	тем более	1	1
630	но зато	1	1
631	на берегу	3	1
632	видим в	1	1
633	его к	1	1
634	этой же	1	1
635	с ними	2	1
636	этот вопрос	1	1
637	лишь только	1	1
638	большие пространства	1	1
639	является и	3	1
640	можно наблюдать	2	1
641	следующий день	1	1
642	на ней	1	1
643	для которой	1	1
644	героя в	2	1
645	на свет	1	1
646	они всегда	1	1
647	где он	2	1
648	к этой	1	1
649	в своих	3	1
650	они их	1	1
651	ним не	1	1
