N	2gram	Vinokur_Ku_2	Tragedij
191	не могла	1	1
192	и если	2	1
193	вообще не	1	1
194	что без	1	1
195	на западе	1	1
196	одному из	1	1
197	тем дело	1	1
198	перестает быть	1	1
199	роли в	1	1
200	и еще	2	1
201	не значит	1	1
202	передает их	1	1
203	к одному	1	1
204	не как	2	1
205	и по	3	1
206	на этом	3	1
207	таким образом	5	1
208	но без	1	1
209	здесь мы	2	1
210	в другом	2	1
211	в ход	1	1
212	на ту	2	1
213	на все	2	1
214	лишь в	5	1
215	заключается в	2	1
216	вспомним как	1	1
217	известно что	1	1
218	быть не	2	1
219	а это	2	1
220	характерный для	1	1
221	но уже	2	1
222	в них	4	1
223	достоевского и	2	1
224	этого не	3	1
225	и вне	1	1
226	ведет к	1	1
227	отвращение к	1	1
228	же мысль	1	1
229	но я	1	1
230	можно так	1	1
231	и при	1	1
232	в своей	2	1
233	в такой	1	1
234	в котором	1	1
235	если можно	2	1
236	в аналогичных	1	1
237	понятно что	1	1
238	значение для	1	1
239	и вот	5	1
240	не понимает	1	1
241	начнем с	1	1
242	но он	1	1
243	тем не	6	1
244	и бьет	1	1
245	речи в	6	1
246	борьбу с	1	1
247	с такими	1	1
248	того кто	1	1
249	по себе	10	1
250	тому что	1	1
251	первое условие	1	1
252	не менее	7	1
253	не раз	1	1
254	с особой	1	1
255	xviii века	1	1
256	что эта	2	1
257	она не	2	1
258	самого начала	1	1
259	на источник	1	1
260	на котором	1	1
261	того как	2	1
262	виду не	1	1
263	например что	2	1
264	но только	4	1
265	значение этого	1	1
266	это мы	1	1
267	как во	1	1
268	только нет	1	1
269	в самой	2	1
270	иными словами	8	1
271	для постановки	1	1
272	не правда	2	1
273	не читал	1	1
274	к вам	1	1
275	для нас	4	1
276	связи с	3	1
277	не нужен	1	1
278	является ли	2	1
279	что на	4	1
280	в области	11	1
281	ли это	2	1
282	в стиле	1	1
283	и далее	2	1
284	своей книге	1	1
285	могут быть	4	1
286	обратно в	1	1
287	и чужой	1	1
288	что оно	3	1
289	за что	1	1
290	всего что	2	1
291	к речи	1	1
292	указывает на	1	1
293	не есть	1	1
294	свое значение	1	1
295	мефистофель в	1	1
296	утверждать что	2	1
297	где он	1	1
298	как мы	3	1
299	и о	4	1
300	того чтобы	11	1
301	не хочу	2	1
302	всего этого	1	1
303	с каким	1	1
304	с самого	1	1
305	роль в	2	1
306	природе своей	1	1
307	эти строки	1	1
308	можно было	9	1
309	по природе	1	1
310	на системе	1	1
311	во многом	1	1
312	когда в	2	1
313	по сравнению	2	1
314	за этими	1	1
315	на них	1	1
316	быть может	1	1
317	в эпоху	1	1
318	принимать характер	1	1
319	но может	1	1
320	тем чем	1	1
321	а по	1	1
322	это мне	1	1
323	часто и	1	1
324	вот почему	3	1
325	на вопрос	1	1
326	на русский	1	1
327	после того	2	1
328	с того	1	1
329	а также	3	1
330	чтобы не	2	1
331	между тем	6	1
332	нуждается в	2	1
333	отметить что	1	1
334	в форме	3	1
335	ее содержание	1	1
336	для самого	2	1
337	виде отдельных	1	1
338	того что	3	1
339	и дело	1	1
340	с ними	2	1
341	что даже	1	1
342	только в	5	1
343	во всем	1	1
344	бы может	1	1
345	же взгляда	1	1
346	с одной	2	1
347	именно на	1	1
348	устной речи	1	1
349	первостепенное значение	1	1
350	есть в	3	1
351	каким же	1	1
352	дело с	1	1
353	свидетельствует о	1	1
354	в понятие	1	1
355	за счет	2	1
356	в общем	1	1
357	является ее	1	1
358	одно из	1	1
359	и их	1	1
360	всяком случае	5	1
361	могло бы	1	1
362	слова в	6	1
363	т п	24	1
364	не для	1	1
365	ее не	1	1
366	к ним	1	1
367	второй части	1	1
368	русский язык	6	1
369	это слова	1	1
370	ведь уже	1	1
371	в особую	1	1
372	рядом с	2	1
373	в особенности	4	1
374	русской интеллигенции	1	1
375	именно в	3	1
376	совершенно ином	1	1
377	в каких	1	1
378	что не	6	1
379	социальной жизни	1	1
380	так мне	1	1
381	не было	4	1
382	а на	2	1
383	на этот	2	1
384	за год	2	1
385	а не	10	1
386	с которым	1	1
387	а вы	1	1
388	этом случае	2	1
389	в связи	4	1
390	с помощью	7	1
391	более чем	1	1
392	правда ли	2	1
393	ни за	1	1
394	эти книги	1	1
395	эти слова	1	1
396	вместе с	5	1
397	цитата из	1	1
398	и потому	2	1
399	если так	1	1
400	сравнению с	1	1
401	наряду с	1	1
402	в той	2	1
403	смысле этого	2	1
404	думать о	1	1
405	нам еще	1	1
406	этого слова	5	1
407	с этой	2	1
408	и от	2	1
409	это выражение	1	1
410	так ли	1	1
411	хочет и	1	1
412	в книге	1	1
413	тем и	1	1
414	где и	1	1
415	вот его	1	1
416	в результате	4	1
417	это как	1	1
418	такие слова	1	1
419	бы в	1	1
420	за три	1	1
421	конце концов	3	1
422	хотя бы	9	1
423	только что	1	1
424	я в	1	1
425	за этим	2	1
426	этой теме	1	1
427	в период	1	1
428	необходимое условие	1	1
429	совершенно не	3	1
430	в точности	1	1
431	сколько угодно	1	1
432	как есть	1	1
433	т е	22	1
434	в кругу	2	1
435	строится на	2	1
436	в голову	1	1
437	но еще	1	1
438	к этой	3	1
439	это в	2	1
440	во всяком	5	1
