N	2gram	Potebnia_M_4	Hudozhes
540	и только	3	1
541	в другой	2	1
542	непосредственно в	1	1
543	вот например	1	1
544	что бы	1	1
545	но так	2	1
546	себя с	1	1
547	в двух	2	1
548	тот же	2	1
549	среди других	1	1
550	видел как	1	1
551	времени и	1	1
552	всяком случае	3	1
553	между этими	1	1
554	с недоверием	1	1
555	их не	1	1
556	процессов в	1	1
557	с одной	1	1
558	именно на	2	1
559	человека с	1	1
560	есть в	5	1
561	на всем	1	1
562	я в	2	1
563	и у	2	1
564	уже в	5	1
565	сапожник и	1	1
566	и они	2	1
567	не из	5	1
568	когда оно	2	1
569	но совершенно	1	1
570	но для	1	1
571	человека на	1	1
572	к содержанию	1	1
573	этом в	2	1
574	одно из	1	1
575	не будут	1	1
576	представить себе	2	1
577	могло бы	1	1
578	и та	4	1
579	сами по	2	1
580	иначе как	1	1
581	ее не	3	1
582	содержания а	1	1
583	из нее	2	1
584	когда его	1	1
585	и никогда	1	1
586	отличие от	1	1
587	есть именно	1	1
588	тогда в	1	1
589	и другому	1	1
590	то другой	1	1
591	ее на	1	1
592	рядом с	1	1
593	из двух	1	1
594	и из	3	1
595	каждый человек	1	1
596	не глядя	2	1
597	вслед за	1	1
598	суть явления	1	1
599	человека а	2	1
600	а они	1	1
601	слово но	1	1
602	можно назвать	2	1
603	к человеку	1	1
604	которой нет	1	1
605	одной стороны	1	1
606	большой важности	1	1
607	их друг	1	1
608	в руках	1	1
609	же ошибочно	1	1
610	для человека	4	1
611	там где	3	1
612	что мы	10	1
613	одна и	2	1
614	их самих	1	1
615	так называемых	3	1
616	следовало бы	1	1
617	не другое	1	1
618	выраженное в	1	1
619	как это	1	1
620	то можно	1	1
621	со словом	3	1
622	например когда	1	1
623	но все	1	1
624	из которых	2	1
625	в природе	1	1
626	xix века	1	1
627	в столь	1	1
628	в данном	4	1
629	если оно	2	1
630	относиться к	1	1
631	она есть	1	1
632	в положении	1	1
633	быть только	1	1
634	происходит в	2	1
635	века и	1	1
636	в ряду	6	1
637	и другой	1	1
638	исходной точке	1	1
639	и менее	1	1
640	том смысле	2	1
641	быть не	2	1
642	только о	2	1
643	этот не	1	1
644	на пути	1	1
645	внутренняя жизнь	1	1
646	данное время	1	1
647	было сказано	1	1
648	но это	3	1
649	к двум	1	1
650	в смысле	3	1
651	глядит в	1	1
652	не мог	1	1
653	от друга	1	1
654	известной степени	3	1
655	в суждениях	2	1
656	в голову	2	1
657	отношения между	2	1
658	при таком	1	1
659	в отдельных	2	1
660	поэзии в	1	1
661	в данное	1	1
662	но когда	1	1
663	как уже	1	1
664	полагать что	1	1
665	не более	1	1
666	тем более	5	1
667	с не	1	1
668	к внешнему	1	1
669	мы должны	2	1
670	зрения в	1	1
671	и глубокое	1	1
672	хотя в	2	1
673	давно уже	3	1
674	и прямо	1	1
675	которая на	1	1
676	первый раз	1	1
677	от своего	1	1
678	сказать что	8	1
679	на который	2	1
680	их с	1	1
681	в свою	2	1
682	к его	2	1
683	в последнем	1	1
684	из этого	2	1
685	в свое	1	1
686	для которой	1	1
687	самосознания и	1	1
688	и состоит	3	1
689	ли они	1	1
690	к другим	2	1
691	человеку и	1	1
692	как слово	1	1
693	случае если	1	1
694	немцев и	1	1
695	и эта	1	1
696	во всяком	5	1
697	все что	2	1
698	уже невозможно	1	1
