N	2gram	Propp_Isto_6	Narrotol
345	на какой	1	1
346	что создает	1	1
347	она сама	1	1
348	этой связи	1	1
349	смерть как	1	1
350	и третий	1	1
351	в котором	1	1
352	оказывается что	1	1
353	в которых	2	1
354	что я	1	1
355	от его	1	1
356	должны были	2	1
357	и они	2	1
358	обращение к	1	1
359	на языке	1	1
360	мира на	1	1
361	на небо	8	1
362	и наоборот	1	1
363	что этот	2	1
364	даже в	2	1
365	нас к	5	1
366	тому что	1	1
367	этих факторов	1	1
368	можно ли	1	1
369	на три	1	1
370	так как	18	1
371	того как	3	1
372	выше был	1	1
373	которые не	1	1
374	выражение их	1	1
375	из их	1	1
376	это еще	3	1
377	здесь может	1	1
378	наряду со	1	1
379	по своей	1	1
380	за исключением	1	1
381	только с	1	1
382	образом не	1	1
383	с другом	1	1
384	иного мира	2	1
385	детей в	1	1
386	могут быть	3	1
387	еще одна	1	1
388	далеко за	1	1
389	отличается от	2	1
390	об одном	2	1
391	мере того	1	1
392	как впоследствии	1	1
393	для такого	1	1
394	не встречается	1	1
395	для героя	1	1
396	обычно в	1	1
397	должен быть	1	1
398	есть одновременно	1	1
399	появилось новое	1	1
400	как по	1	1
401	только то	2	1
402	в более	6	1
403	и когда	1	1
404	и сам	2	1
405	в другом	1	1
406	в образе	10	1
407	по аналогии	1	1
408	не с	1	1
409	ясно что	1	1
410	живет в	2	1
411	и каждый	1	1
412	с собой	2	1
413	вопрос не	3	1
414	том как	3	1
415	еще одного	1	1
416	наше внимание	1	1
417	с героем	1	1
418	и чтобы	1	1
419	поэтому их	1	1
420	и смерть	1	1
421	и вся	1	1
422	приближается к	1	1
423	и здесь	1	1
424	это происходит	1	1
425	все тех	1	1
426	разнообразных формах	1	1
427	имея в	1	1
428	теперь и	1	1
429	ее и	1	1
430	для нас	2	1
431	солнца и	3	1
432	в греческой	3	1
433	во всех	1	1
434	теперь уже	1	1
435	на одном	1	1
436	что и	4	1
437	уже только	2	1
438	и поехал	2	1
439	он его	1	1
440	бывает и	1	1
441	также в	1	1
442	все время	2	1
443	к ней	1	1
444	в него	3	1
445	но тут	1	1
446	же можно	3	1
447	с той	1	1
448	он прошел	1	1
449	одной из	1	1
450	но обычно	1	1
451	ли он	1	1
452	это означает	2	1
453	между этими	1	1
454	бы ни	1	1
455	не происходит	3	1
456	их не	1	1
457	с одной	7	1
458	с которыми	1	1
459	к одному	1	1
460	прямо не	1	1
461	того же	2	1
462	фактов жизни	1	1
463	уже в	1	1
464	людей то	1	1
465	у них	4	1
466	но совершенно	1	1
467	на своего	1	1
468	встретиться с	1	1
469	или даже	1	1
470	не случайно	1	1
471	случае не	1	1
472	тем что	5	1
473	не просто	1	1
474	на том	8	1
475	указание на	1	1
476	смерти и	2	1
477	которое мы	1	1
478	никого не	2	1
479	даже не	1	1
480	не поддается	2	1
481	а именно	9	1
482	и создает	1	1
483	сам себя	1	1
484	для этого	1	1
485	в меньшей	1	1
486	поля зрения	1	1
487	случаев в	2	1
488	наконец в	1	1
489	а с	2	1
490	и знает	1	1
491	связано с	4	1
492	имя которого	1	1
493	одной стороны	7	1
494	он только	1	1
495	на этот	1	1
496	на которых	1	1
497	выше и	1	1
498	его как	1	1
499	одну из	4	1
500	но никогда	1	1
501	когда она	1	1
502	там где	5	1
503	к большой	1	1
504	в разнообразной	1	1
505	немного погодя	1	1
506	связь с	11	1
507	в городе	2	1
508	в лесу	1	1
509	так же	2	1
510	не удается	1	1
511	этого момента	1	1
512	над ним	1	1
513	этих случаях	1	1
514	наряду с	3	1
515	перехода от	1	1
516	в тех	3	1
517	как один	1	1
518	своей жизни	1	1
519	но это	4	1
520	все это	1	1
521	герой еще	1	1
522	его становления	1	1
523	числе и	1	1
524	и где	1	1
525	это явление	2	1
526	в книге	4	1
527	которых он	2	1
528	как отец	1	1
529	случаях когда	3	1
530	указать на	1	1
531	о котором	2	1
532	или другой	2	1
533	то не	1	1
534	представлениями о	5	1
535	но еще	1	1
536	тем более	1	1
537	будто бы	1	1
538	предмета и	1	1
539	похожи на	1	1
540	друга но	1	1
541	а утром	1	1
542	всего мира	1	1
543	не знает	1	1
544	которая здесь	1	1
545	на более	3	1
546	это на	1	1
547	в свое	2	1
548	это очевидно	2	1
549	на свет	1	1
550	этим объясняется	3	1
551	более или	1	1
552	многообразно и	1	1
553	частности в	1	1
554	к этой	1	1
555	случае если	1	1
556	глубоких и	1	1
557	от которой	1	1
558	к этому	3	1
559	точно так	2	1
560	том числе	1	1
561	они не	3	1
