N	2gram	Nazirov_Tv_1	Dialekti
273	из них	2	2
274	ту или	1	2
275	был бы	2	2
276	и их	1	2
277	мы находим	2	2
278	отличие от	2	2
279	тем что	1	2
280	самом же	1	2
281	в целях	1	2
282	не было	1	2
283	понимая под	1	2
284	и из	1	2
285	что человек	3	2
286	с той	1	2
287	есть подлинная	1	2
288	другой стороны	1	2
289	его как	2	2
290	когда же	1	2
291	в частности	2	2
292	вместе с	2	2
293	как это	1	2
294	в человеке	4	2
295	что же	1	2
296	да и	1	2
297	время есть	1	2
298	художественное произведение	1	2
299	не мог	2	2
300	и часто	1	2
301	при таком	1	2
302	это как	3	2
303	у достоевского	28	2
304	только что	2	2
305	а как	2	2
306	отношении к	1	2
307	что этот	1	2
308	это все	1	2
309	равно как	1	2
310	природе и	1	2
311	оно не	1	2
312	точно так	2	2
313	говорили о	1	1
314	же как	1	1
315	на аршине	1	1
316	чтобы не	1	1
317	и через	1	1
318	именно и	1	1
319	на самом	3	1
320	переход от	1	1
321	но тем	1	1
322	не признает	1	1
323	лежащая в	1	1
324	дело не	3	1
325	исходит из	1	1
326	действительности и	2	1
327	которое может	1	1
328	и этот	1	1
329	его не	1	1
330	их и	1	1
331	г в	1	1
332	и фактически	1	1
333	он как	1	1
334	но она	2	1
335	то это	1	1
336	жизни это	1	1
337	кто же	2	1
338	ночи в	1	1
339	не одно	1	1
340	и он	2	1
341	это время	2	1
342	собой в	2	1
343	может не	2	1
344	он сам	6	1
345	мне что	1	1
346	как один	1	1
347	на высоте	1	1
348	но обыкновенно	1	1
349	и мирного	1	1
350	не то	2	1
351	и всякий	1	1
352	морали и	1	1
353	к слову	1	1
354	протекать в	1	1
355	и рай	1	1
356	ни слова	1	1
357	и я	1	1
358	как говорит	1	1
359	в одной	2	1
360	эта связь	1	1
361	как к	2	1
362	в полном	1	1
363	целый ряд	1	1
364	это тоже	1	1
365	тот же	2	1
366	этой цели	1	1
367	жизни есть	1	1
368	говорят о	1	1
369	с какой	1	1
370	и раз	1	1
371	жизни так	1	1
372	что так	1	1
373	достоевского в	12	1
374	смысла но	1	1
375	роль в	1	1
376	имеем в	1	1
377	в философии	1	1
378	если он	1	1
379	вытекающее из	1	1
380	как он	1	1
381	видит и	1	1
382	человек не	1	1
383	он не	8	1
384	о которой	1	1
385	анализ самого	1	1
386	всех этих	1	1
387	в первую	1	1
388	свою собственную	1	1
389	этого вопроса	1	1
390	сердце и	1	1
391	и более	1	1
392	же самая	2	1
393	людей и	2	1
394	в нее	1	1
395	в основу	1	1
396	другое в	1	1
397	а вместе	1	1
398	время? время	1	1
399	для всей	1	1
400	же не	1	1
401	если нет	1	1
402	связанные с	1	1
403	это я	1	1
404	и чтобы	1	1
405	на ту	1	1
406	в строго	1	1
407	его в	1	1
408	времени так	1	1
409	данном случае	2	1
410	о которых	1	1
411	к своим	1	1
412	всю жизнь	1	1
413	одна и	1	1
414	меня но	1	1
415	ведет к	2	1
416	можно считать	1	1
417	такой же	2	1
418	одного и	1	1
419	интерес и	1	1
420	на месте	1	1
421	крылья и	1	1
422	место в	3	1
423	бытие в	1	1
424	еще с	1	1
425	себе а	1	1
426	в отличие	2	1
427	бы что	1	1
428	миф о	1	1
429	не от	1	1
430	сам же	1	1
431	подлинный смысл	1	1
432	я скажу	1	1
433	но он	2	1
434	том же	1	1
435	свобода и	1	1
436	жизни а	1	1
437	аршине пространства	1	1
438	даже в	3	1
439	и потом	1	1
440	истории по	1	1
441	вплоть до	1	1
442	ее с	1	1
443	в процессе	1	1
444	они же	1	1
445	и имеет	1	1
446	его всегда	1	1
447	это мы	1	1
448	для творчества	1	1
449	слово и	1	1
450	одна из	2	1
451	природы в	1	1
452	того в	1	1
453	относиться к	1	1
454	его можно	1	1
455	и чувства	1	1
456	связи с	1	1
457	прямо в	2	1
458	это уже	5	1
459	однако это	1	1
460	которая всегда	1	1
461	ясно как	1	1
462	или бессознательно	1	1
463	такие же	1	1
464	а в	6	1
465	в четвертом	1	1
466	к себе	1	1
467	в духе	2	1
468	человека в	6	1
469	ли не	1	1
470	сама жизнь	1	1
471	введение в	1	1
472	он видит	3	1
473	и свое	1	1
474	в нас	1	1
475	и личности	1	1
476	приближения к	1	1
477	приходит к	3	1
478	недостаточно и	1	1
479	всего этого	1	1
480	не могу	2	1
481	нет никакой	1	1
482	только то	1	1
483	в дальнейшем	3	1
484	мы наблюдаем	1	1
485	а собственно	1	1
486	верит в	2	1
487	на том	2	1
488	что может	1	1
489	ясным что	1	1
490	в бездну	1	1
491	было в	2	1
492	по природе	6	1
493	через него	1	1
494	в последней	1	1
495	быть может	2	1
496	человек по	4	1
497	о котором	2	1
498	и здесь	1	1
499	и должно	1	1
500	говорит об	2	1
501	о взаимодействии	1	1
502	с одной	1	1
503	все его	1	1
504	но когда	1	1
505	учения о	1	1
506	время не	2	1
507	мы понимаем	1	1
508	в эстетической	1	1
509	под именем	1	1
510	жизни он	2	1
511	к нему	1	1
512	и всю	1	1
513	оба я	1	1
514	от них	1	1
515	складывается из	1	1
516	событий и	1	1
517	поступков и	1	1
518	вслед за	2	1
519	но внутри	1	1
520	что бы	1	1
521	бытия вообще	1	1
522	все время	1	1
523	человека как	2	1
524	у которого	1	1
525	ней же	1	1
526	в него	2	1
527	о бытии	1	1
528	одного из	2	1
529	но с	1	1
530	он стал	1	1
531	же за	1	1
532	этот вопрос	1	1
533	пришел к	1	1
534	с другим	1	1
535	даже если	1	1
536	ад и	1	1
537	было и	1	1
538	он пришел	1	1
539	во времени	3	1
540	их не	1	1
541	своего собственного	2	1
542	и тела	1	1
543	внутри этой	1	1
544	к абсолютной	1	1
545	и у	2	1
546	уже в	3	1
547	так можно	1	1
548	образ но	1	1
549	всего прочего	1	1
550	слова не	1	1
551	в душе	1	1
552	и других	3	1
553	его и	1	1
554	мы переходим	1	1
555	хочет быть	1	1
556	выражена в	1	1
557	одно из	1	1
558	не так	3	1
559	морали к	1	1
560	и главным	1	1
561	в конце	1	1
562	ее не	1	1
563	человек как	3	1
564	и вдруг	1	1
565	заметить что	1	1
566	же невозможно	1	1
567	науки в	1	1
568	совершенно естественно	1	1
569	духовного состояния	1	1
570	чем и	1	1
571	же деле	1	1
572	с другой	3	1
573	совершенно точно	1	1
574	дело в	3	1
575	пребывает в	1	1
576	души и	1	1
577	по всей	1	1
578	чувства он	1	1
579	говорят об	1	1
580	что для	2	1
581	к человеку	3	1
582	естественно что	1	1
583	превращается в	1	1
584	их взаимоотношения	1	1
585	на этот	1	1
586	до конца	2	1
587	и самый	1	1
588	он вполне	1	1
589	и далее	2	1
590	жизнь в	1	1
591	него не	1	1
592	его дело	1	1
593	принципиально новой	1	1
594	мира в	2	1
595	в связи	1	1
596	всемирной истории	1	1
597	отличается от	1	1
598	раз на	2	1
599	до этого	2	1
600	эта идея	1	1
601	но кто	1	1
602	некоторые из	2	1
603	человека к	1	1
604	эта теория	1	1
605	чтобы мы	1	1
606	пространства и	2	1
607	и самые	1	1
608	указывал на	1	1
609	в область	1	1
610	видит в	1	1
611	наряду с	1	1
612	мира сего	1	1
613	вокруг себя	2	1
614	сам не	1	1
615	любят и	1	1
616	религии и	1	1
617	такое время?	1	1
618	имел в	1	1
619	в недрах	1	1
620	в наше	2	1
621	с замыслом	1	1
622	и искусства	1	1
623	уже на	1	1
624	до степени	1	1
625	и от	4	1
626	настоящего и	1	1
627	и человек	2	1
628	в известном	1	1
629	в точном	1	1
630	которая в	1	1
631	человек и	1	1
632	в другое	1	1
633	на первый	1	1
634	ее и	2	1
635	из себя	2	1
636	вовсе нет	1	1
637	конце концов	1	1
638	ибо в	2	1
639	тоже есть	1	1
640	все они	1	1
641	на берегу	3	1
642	теперь же	1	1
643	хотя в	1	1
644	давно уже	1	1
645	находятся в	1	1
646	жизни в	6	1
647	мог не	1	1
648	в романе	10	1
649	не знает	2	1
650	в глаза	2	1
651	было чтобы	1	1
652	я и	3	1
653	вечности в	1	1
654	в современной	1	1
655	значило бы	1	1
656	а я	1	1
657	в своих	5	1
658	во сне	1	1
659	как результат	1	1
660	гораздо более	2	1
