N	2gram	Bakhtin_Pr_3	Tragedij
290	представление о	1	1
291	значение для	2	1
292	но он	2	1
293	и один	1	1
294	тем не	2	1
295	в ставрогине	1	1
296	внутреннее родство	1	1
297	оскорбленных нелли	1	1
298	и прозе	1	1
299	не менее	3	1
300	вплоть до	4	1
301	и художественной	1	1
302	xviii века	3	1
303	на земле	14	1
304	в обоих	1	1
305	самого начала	4	1
306	связан и	1	1
307	того как	1	1
308	как его	1	1
309	не вызывает	1	1
310	от достоевского	1	1
311	художественное открытие	1	1
312	главе перед	1	1
313	творчества достоевского	10	1
314	но только	1	1
315	он с	1	1
316	символическое значение	2	1
317	в самой	1	1
318	скандалов и	2	1
319	и притом	1	1
320	к ней	1	1
321	по своей	9	1
322	и теперь	1	1
323	связи с	1	1
324	но теперь	1	1
325	x здесь	1	1
326	что на	1	1
327	в области	3	1
328	ли это	1	1
329	ну а	2	1
330	в стиле	1	1
331	и далее	1	1
332	мы встречаем	1	1
333	в момент	1	1
334	к себе	6	1
335	могут быть	4	1
336	строится как	1	1
337	за что	1	1
338	и т.д	2	1
339	или шут	1	1
340	где он	1	1
341	это глубоко	1	1
342	в применении	1	1
343	с образом	1	1
344	литературы на	1	1
345	высок и	1	1
346	как мы	5	1
347	как мертвецы	1	1
348	жизни перед	1	1
349	стихах и	1	1
350	и тонко	1	1
351	и образ	1	1
352	не хочу	1	1
353	всего этого	1	1
354	и поныне	1	1
355	я вдруг	2	1
356	жизни были	1	1
357	романе в	1	1
358	является чисто	1	1
359	такие как	2	1
360	с самого	3	1
361	настасьи филипповны	2	1
362	говорили что	1	1
363	человека с	1	1
364	эдгара по	2	1
365	с собой	1	1
366	можно было	1	1
367	во многом	2	1
368	из сложнейших	1	1
369	бедных людей	1	1
370	известной мере	2	1
371	по сравнению	4	1
372	в диалог	2	1
373	на них	1	1
374	в эпоху	10	1
375	здесь достоевский	1	1
376	часто и	1	1
377	но мы	1	1
378	после того	1	1
379	в исповеди	1	1
380	а также	4	1
381	нет это	1	1
382	от него	3	1
383	восходит к	1	1
384	все в	1	1
385	это была	2	1
386	между тем	2	1
387	ума и	2	1
388	нуждается в	1	1
389	достоевского тема	1	1
390	отметить что	2	1
391	в форме	6	1
392	есть с	2	1
393	романа в	1	1
394	какой-то мере	4	1
395	все время	1	1
396	и она	1	1
397	нет он	1	1
398	в жизнь	1	1
399	и пусть	2	1
400	в литературе	5	1
401	а смерть	1	1
402	мы видим	2	1
403	с ними	1	1
404	широко использовал	1	1
405	что даже	1	1
406	только в	4	1
407	во всем	2	1
408	в самое	3	1
409	именно на	1	1
410	вот что	2	1
411	и хочу	1	1
412	есть в	3	1
413	авантюрным сюжетом	1	1
414	носит в	1	1
415	так можно	1	1
416	только на	1	1
417	дело с	1	1
418	за счет	1	1
419	все образы	1	1
420	самостоятельное значение	1	1
421	в общем	1	1
422	характерно что	2	1
423	и их	2	1
424	всяком случае	1	1
425	главное для	1	1
426	бориса годунова	1	1
427	не для	1	1
428	с этими	1	1
429	к ним	1	1
430	братьях карамазовых	2	1
431	жизни на	2	1
432	характерны для	4	1
433	авантюры и	1	1
434	мир на	1	1
435	ведь уже	1	1
436	был даже	1	1
437	рядом с	1	1
438	в особенности	2	1
439	даже не	1	1
440	развития в	1	1
441	именно в	2	1
442	близок к	2	1
443	милостыню на	1	1
444	что не	1	1
445	бесах с	1	1
446	не было	4	1
447	и стал	1	1
448	в образах	1	1
449	позиции в	1	1
450	а не	11	1
451	власти и	2	1
452	его как	1	1
453	главное главное	1	1
454	господа я	1	1
455	образ рассказчика	1	1
456	в связи	2	1
457	себя на	1	1
458	с помощью	1	1
459	я хочу	1	1
460	ни за	1	1
461	о себе	2	1
462	вместе с	2	1
463	и особенно	3	1
464	ко всем	2	1
465	и потому	5	1
466	девочка и	1	1
467	в духе	8	1
468	над ним	1	1
469	нами на	1	1
470	xix века	1	1
471	б я	2	1
472	сравнению с	4	1
473	наряду с	5	1
474	в той	2	1
475	смысле этого	2	1
476	применении к	1	1
477	из авторов	1	1
478	для понимания	2	1
479	мирового зла	1	1
480	пародия на	1	1
481	этого слова	1	1
482	с этой	1	1
483	он использовал	1	1
484	и от	3	1
485	в условиях	4	1
486	здесь есть	1	1
487	двойнике и	1	1
488	я очень	1	1
489	из трех	1	1
490	я знаю	1	1
491	уже ни	1	1
492	и сильнее	1	1
493	достоевского но	1	1
494	как своего	1	1
495	на улице	1	1
496	никогда в	1	1
497	вот его	1	1
498	в результате	1	1
499	писателя но	1	1
500	в двух	2	1
501	о нем	1	1
502	такие слова	1	1
503	но у	1	1
504	конце концов	1	1
505	хотя бы	2	1
506	пусть пусть	1	1
507	очень хорошо	3	1
508	в стихах	1	1
509	над собою	2	1
510	жизни в	3	1
511	к числу	1	1
512	в период	1	1
513	в реальный	1	1
514	самой своей	1	1
515	идея в	1	1
516	ко всему	1	1
517	в кругу	1	1
518	есть и	2	1
519	с авантюрным	1	1
520	к этой	1	1
521	это в	1	1
522	природу человека	1	1
523	во всяком	1	1
