N	2gram	Savitsky_P_1	FransuaR
311	мир от	1	1
312	именно на	1	1
313	должна была	1	1
314	эту эпоху	1	1
315	было в	2	1
316	бы оно	1	1
317	на фоне	1	1
318	из мира	1	1
319	на человеческую	1	1
320	нового не	1	1
321	культура но	1	1
322	поскольку мы	1	1
323	и мир	1	1
324	xix века	6	1
325	пример такого	1	1
326	сравнению с	1	1
327	этой последней	1	1
328	живых и	1	1
329	в тот	2	1
330	в ряду	2	1
331	друг с	1	1
332	говорили об	1	1
333	дело идет	1	1
334	не будем	2	1
335	нет ничего	1	1
336	к другим	1	1
337	и конца	1	1
338	principium individuationis	2	1
339	она должна	1	1
340	какой бы	1	1
341	идет именно	1	1
342	слова но	2	1
343	частности в	1	1
344	его нет	1	1
345	о котором	1	1
346	и слова	1	1
347	широко и	1	1
348	исторической действительности	1	1
349	еще более	2	1
350	тем более	2	1
351	находится в	1	1
352	же в	4	1
353	всеми его	1	1
354	гоголь и	1	1
355	может и	2	1
356	и только	1	1
357	только как	1	1
358	одновременно и	1	1
359	и русского	2	1
360	работы в	1	1
361	величайшим трудом	1	1
362	видим в	1	1
363	как на	2	1
364	и особенно	1	1
365	гораздо более	1	1
