N	2gram	Losev_Prob_4	Poddanst
255	наиболее общих	1	1
256	друг друга	2	1
257	мы можем	3	1
258	и только	4	1
259	само по	1	1
260	и по	2	1
261	с собой	3	1
262	одно и	1	1
263	эта основная	1	1
264	от нее	1	1
265	бы это	1	1
266	в каждом	1	1
267	тем в	1	1
268	связанные с	1	1
269	имеют в	1	1
270	из двух	1	1
271	ней и	1	1
272	или иной	13	1
273	развития в	1	1
274	на этой	2	1
275	большинстве случаев	1	1
276	ясно что	7	1
277	его в	2	1
278	связаны с	1	1
279	отдельные черты	1	1
280	совершенно ясно	2	1
281	бы эти	1	1
282	и быть	1	1
283	например с	1	1
284	весь мир	2	1
285	что не	4	1
286	в это	2	1
287	в живом	1	1
288	но есть	1	1
289	которая и	1	1
290	с богом	1	1
291	каком смысле	2	1
292	из нее	1	1
293	кто не	1	1
294	далеко не	2	1
295	не исключает	1	1
296	в этой	4	1
297	как и	6	1
298	и уже	1	1
299	говорится о	1	1
300	бы ее	1	1
301	нисколько не	1	1
302	когда в	1	1
303	в одно	6	1
304	являются наиболее	1	1
305	и еще	1	1
306	движение и	3	1
307	или менее	2	1
308	бы оно	1	1
309	чем глубже	1	1
310	что если	1	1
311	и при	1	1
312	это ощущение	1	1
313	так же	5	1
314	и особенно	1	1
315	за тем	1	1
316	бесконечное количество	4	1
317	представить себе	2	1
318	всяком случае	4	1
319	что именно	2	1
320	на каждом	1	1
321	поскольку они	3	1
322	бы мы	1	1
323	в данном	6	1
324	вопрос о	1	1
325	сравнению с	1	1
326	существует но	1	1
327	любовь и	1	1
328	когда и	1	1
329	заключен в	1	1
330	можно говорить	1	1
331	совершенно новое	1	1
332	науки и	1	1
333	к русскому	1	1
334	в отдельности	1	1
335	эти последние	1	1
336	эти черты	1	1
337	о соотношении	1	1
338	отдельности и	1	1
339	на какие	1	1
340	как к	1	1
341	исторический план	1	1
342	и более	3	1
343	в прошлом	1	1
344	или что	1	1
345	достижение в	1	1
346	в предыдущем	3	1
347	и вся	1	1
348	и очень	5	1
349	обстановке в	2	1
350	от тех	1	1
351	этой области	1	1
352	нет никакого	3	1
353	что есть	1	1
354	чем то	1	1
355	стремление к	1	1
356	что эта	1	1
357	лиц и	1	1
358	иной раз	1	1
359	входят в	1	1
360	но для	1	1
361	к другим	1	1
362	этом смысле	3	1
363	того чтобы	2	1
364	не имеет	4	1
365	никогда не	1	1
366	ней только	1	1
367	в результате	8	1
368	казалось бы	3	1
369	в отношениях	1	1
370	о котором	1	1
371	в настоящее	1	1
372	чтобы понять	1	1
373	народные массы	1	1
374	находятся в	2	1
375	этих двух	1	1
376	но где	1	1
377	они являются	1	1
378	и притом	2	1
379	другой стороны	6	1
380	только что	2	1
381	в этих	5	1
382	чем оно	2	1
383	на фоне	1	1
384	нет ничего	3	1
385	в каком	6	1
386	гоголя и	3	1
387	из тех	1	1
388	по одному	2	1
389	является и	3	1
390	что все	1	1
391	и жизнь	2	1
392	в других	2	1
393	ни к	2	1
394	и самих	1	1
395	числе и	1	1
396	мы все	3	1
397	что то	1	1
398	что оно	1	1
399	к этой	1	1
400	ни на	3	1
401	реально и	1	1
402	и другие	1	1
403	не есть	12	1
404	вместе с	5	1
405	это в	1	1
406	никакого сомнения	1	1
407	что при	1	1
408	во всяком	8	1
409	из чего	1	1
410	гораздо более	1	1
