N	2gram	Tiupa_Lite_2	EvropaiE
318	она и	1	1
319	соответствии с	2	1
320	русской культуры	1	1
321	и было	1	1
322	мы стремились	1	1
323	и поскольку	1	1
324	и культуры	1	1
325	в такой	2	1
326	с лица	1	1
327	нам ясен	1	1
328	как одной	1	1
329	в отличие	1	1
330	от себя	1	1
331	сведена к	1	1
332	свое существование	2	1
333	ясен долгий	1	1
334	ее собой	1	1
335	при рассмотрении	1	1
336	войти в	1	1
337	на существование	1	1
338	в духовной	1	1
339	для этого	2	1
340	тому что	1	1
341	долгий путь	1	1
342	современного человека	1	1
343	все эти	1	1
344	не менее	6	1
345	на рубеже	1	1
346	вплоть до	3	1
347	но они	1	1
348	одна из	5	1
349	революции и	1	1
350	где в	2	1
351	земли в	1	1
352	казалось бы	1	1
353	всякой иной	1	1
354	только и	1	1
355	в форму	1	1
356	в русском	2	1
357	такая же	1	1
358	на себе	1	1
359	во всем	1	1
360	мире и	1	1
361	и его	3	1
362	связи с	1	1
363	и направляет	1	1
364	в сознании	1	1
365	так называемый	1	1
366	в основе	2	1
367	у нас	5	1
368	мир в	1	1
369	приобщения к	1	1
370	числе и	1	1
371	именно таким	1	1
372	констатировать в	1	1
373	все еще	2	1
374	для себя	2	1
375	приходит к	1	1
376	и о	1	1
377	к какой	1	1
378	мысль о	1	1
379	оно достигает	1	1
380	на свой	1	1
381	и сам	2	1
382	что может	1	1
383	был бы	2	1
384	одного из	1	1
385	каждого из	1	1
386	пути не	1	1
387	еще в	4	1
388	является в	1	1
389	поэтому в	1	1
390	быть может	3	1
391	которая в	1	1
392	с ним	2	1
393	в определенной	1	1
394	в построении	1	1
395	путь стрелой	1	1
396	сводится к	1	1
397	тех кто	4	1
398	не перед	1	1
399	с россией	2	1
400	любви к	1	1
401	времени в	1	1
402	однако с	1	1
403	татарской древней	1	1
404	в ту	1	1
405	мы во	1	1
406	один из	4	1
407	тем путем	1	1
408	борьбы за	1	1
409	тот же	2	1
410	дело с	1	1
411	всех этих	1	1
412	и науке	1	1
413	которое мы	1	1
414	являет собой	2	1
415	который в	1	1
416	воли пронзил	1	1
417	со своим	1	1
418	переходит в	1	1
419	уже не	2	1
420	уже в	2	1
421	то и	3	1
422	есть наиболее	1	1
423	на нет	1	1
424	в начале	3	1
425	что не	2	1
426	от других	1	1
427	принадлежит не	1	1
428	с живыми	1	1
429	интересующего нас	1	1
430	стрелой татарской	1	1
431	одно из	2	1
432	для него	4	1
433	мы находим	1	1
434	и продолжает	1	1
435	бытия и	1	1
436	потребности в	1	1
437	но за	1	1
438	в исторической	1	1
439	к которому	1	1
440	в соответствии	1	1
441	не было	2	1
442	выше и	2	1
443	свое собственное	1	1
444	него не	2	1
445	что мы	1	1
446	нам грудь	1	1
447	уже о	2	1
448	нет ничего	1	1
449	пространства и	1	1
450	в столь	1	1
451	к жизни	2	1
452	для всех	5	1
453	а если	2	1
454	культурно-исторического процесса	1	1
455	последнем случае	1	1
456	с некоторыми	1	1
457	одновременно с	1	1
458	выход в	1	1
459	приходится признавать	1	1
460	мыслится как	3	1
461	с ее	2	1
462	для тех	1	1
463	слова и	7	1
464	живет и	1	1
465	требуют чтобы	1	1
466	поскольку являются	1	1
467	и где	1	1
468	тех или	1	1
469	более того	1	1
470	при таком	1	1
471	и иного	1	1
472	в индивидуальном	1	1
473	приближаются к	1	1
474	а к	2	1
475	ее и	1	1
476	особого рода	1	1
477	в третьем	2	1
478	но это	3	1
479	древней воли	1	1
480	отрекается от	1	1
481	в отношениях	1	1
482	всего мира	1	1
483	сказали бы	1	1
484	в последнем	1	1
485	сам в	1	1
486	в свое	2	1
487	время не	1	1
488	к числу	1	1
489	культуры которые	1	1
490	и порождающую	1	1
491	к этой	2	1
492	он на	2	1
493	который не	1	1
494	можно назвать	1	1
495	все что	2	1
496	том числе	2	1
497	гораздо более	1	1
