N	2gram	Vinokur_Ku_1	Vladivir
428	вопросом о	1	1
429	по пути	1	1
430	его к	3	1
431	это просто	1	1
432	как результат	1	1
433	в необходимости	1	1
434	ним было	1	1
435	гораздо раньше	1	1
436	та же	1	1
437	бы и	2	1
438	столько к	1	1
439	не имею	1	1
440	из той	1	1
441	в нашем	1	1
442	и действительное	1	1
443	выражение в	1	1
444	думать что	1	1
445	из достоевского	1	1
446	что ничего	1	1
447	характере этого	1	1
448	будто и	1	1
449	тому же	1	1
450	были связаны	1	1
451	его но	1	1
452	так сказать	5	1
453	можно себе	1	1
454	что она	3	1
455	больше всего	2	1
456	главным образом	1	1
457	уже тогда	1	1
458	т д	14	1
459	и еще	2	1
460	в первую	4	1
461	на том	3	1
462	xix века	5	1
463	к одному	1	1
464	возвращение к	1	1
465	с представлением	1	1
466	свое время	2	1
467	и единство	1	1
468	прежде чем	1	1
469	от октября	1	1
470	так например	2	1
471	конца и	1	1
472	всей исторической	1	1
473	от нее	1	1
474	раз из	1	1
475	то ни	1	1
476	что все	2	1
477	связанных с	1	1
478	и никакого	1	1
479	них не	1	1
480	с остальными	1	1
481	лишь в	2	1
482	фету я	1	1
483	первую очередь	2	1
484	всех народов	1	1
485	августа года	1	1
486	в свое	2	1
487	он есть	3	1
488	которая была	1	1
489	в жизни	1	1
490	для них	2	1
491	все равно	2	1
492	к которым	1	1
493	далеко не	1	1
494	в общей	1	1
495	для своего	1	1
496	мы имеем	6	1
497	между собою	2	1
498	разумеется лишь	1	1
499	сейчас мы	1	1
500	этом в	1	1
501	и того	2	1
502	он конечно	1	1
503	подробнее о	1	1
504	можно только	1	1
505	не так	1	1
506	в г	3	1
507	но если	2	1
508	а главное	1	1
509	взгляд на	1	1
510	в такой	1	1
511	и без	1	1
512	на месте	2	1
513	у последнего	1	1
514	на первых	1	1
515	оказывается что	1	1
516	своего рода	1	1
517	однако он	1	1
518	не раз	2	1
519	которые в	1	1
520	но во	1	1
521	п с	1	1
522	если бы	9	1
523	что этот	1	1
524	для россии	1	1
525	и под	2	1
526	случае мы	1	1
527	сам он	1	1
528	но они	1	1
529	равно не	1	1
530	важно что	1	1
531	что с	2	1
532	дело не	2	1
533	что их	2	1
534	пушкина но	1	1
535	что такое	6	1
536	своего существования	1	1
537	весь этот	1	1
538	как следует	1	1
539	как о	2	1
540	но только	1	1
541	со слов	1	1
542	не могло	1	1
543	только не	1	1
544	вышло в	1	1
545	каждый из	1	1
546	существу это	1	1
547	в самой	4	1
548	этих последних	1	1
549	и является	4	1
550	россии тоже	1	1
551	свидетельствуют о	2	1
552	в сознании	1	1
553	которую можно	2	1
554	из истории	1	1
555	когда ему	1	1
556	в каком	2	1
557	перед ним	1	1
558	и здесь	3	1
559	не столь	1	1
560	во все	2	1
561	ли не	3	1
562	должны быть	2	1
563	внутренних дел	1	1
564	едет в	1	1
565	например на	1	1
566	однако необходимо	1	1
567	ничего общего	1	1
568	которое принадлежит	1	1
569	своего развития	1	1
570	которого мы	1	1
571	совершенно ясно	1	1
572	в собственном	2	1
573	исторической жизни	2	1
574	чтобы быть	2	1
575	только то	1	1
576	в себя	1	1
577	на той	1	1
578	есть все	1	1
579	от того	1	1
580	как с	2	1
581	отнестись критически	1	1
582	за то	1	1
583	которыми мы	1	1
584	ясно что	3	1
585	здесь как	2	1
586	столько же	1	1
587	во многом	1	1
588	еще не	5	1
589	когда в	2	1
590	письмо от	1	1
591	том как	3	1
592	поэтому в	1	1
593	совершенно невозможно	1	1
594	для этого	3	1
595	чем здесь	1	1
596	из других	1	1
597	все дело	1	1
598	сводится к	3	1
599	в известных	3	1
600	и должно	2	1
601	тех кто	1	1
602	к проблемам	1	1
603	в память	1	1
604	язык и	1	1
605	не содержит	1	1
606	влияние на	1	1
607	очень многое	1	1
608	вопросу о	1	1
609	является с	1	1
610	первых порах	1	1
611	во втором	2	1
612	и н	1	1
613	отношения но	1	1
614	тотчас же	1	1
615	также в	1	1
616	не знаю	2	1
617	в него	1	1
618	в лице	1	1
619	и вышла	1	1
620	но тут	1	1
621	в литературе	1	1
622	в современной	2	1
623	и е	1	1
624	при самом	1	1
625	что здесь	1	1
626	нас интересует	1	1
627	но с	2	1
628	что только	1	1
629	можно считать	1	1
630	этот вопрос	1	1
631	дело с	1	1
632	философии где	1	1
633	что даже	1	1
634	в какой	6	1
635	пять лет	1	1
636	что свои	1	1
637	поэтому и	1	1
638	не мешает	1	1
639	и тем	2	1
640	жены в	1	1
641	в качестве	7	1
642	можно установить	1	1
643	если мы	2	1
644	голову перед	1	1
645	только на	1	1
646	ничего нельзя	1	1
647	ни одного	2	1
648	же из	2	1
649	речи в	4	1
650	самый блестящий	1	1
651	сколько к	1	1
652	то только	2	1
653	или даже	1	1
654	в данной	1	1
655	и других	1	1
656	из них	4	1
657	и этот	1	1
658	следует что	4	1
659	развития когда	1	1
660	и их	1	1
661	в одном	3	1
662	т п	18	1
663	содержание и	5	1
664	не разобрался	1	1
665	к ним	1	1
666	нельзя возразить	1	1
667	как раз	8	1
668	тем что	8	1
669	этом отношении	5	1
670	этом роде	1	1
671	рядом с	5	1
672	нужно было	2	1
673	кажется мне	1	1
674	даже не	1	1
675	живой и	1	1
676	до сих	4	1
677	два разных	1	1
678	которые можно	2	1
679	было и	1	1
680	на которые	1	1
681	в природе	1	1
682	только самая	1	1
683	к более	1	1
684	то и	2	1
685	в подлинном	1	1
686	а на	2	1
687	здесь дело	1	1
688	ничем не	1	1
689	мы и	1	1
690	что несмотря	1	1
691	человеческой жизни	1	1
692	поэтому переход	1	1
693	многие его	1	1
694	него не	1	1
695	что мы	1	1
696	то она	1	1
697	если это	1	1
698	все более	1	1
699	я говорю	1	1
700	все то	1	1
701	поскольку за	1	1
702	его как	1	1
703	многих случаях	1	1
704	раз он	1	1
705	никогда нельзя	1	1
706	к своему	2	1
707	которых ему	1	1
708	не могут	2	1
709	от августа	1	1
710	он говорит	1	1
711	она есть	1	1
712	есть только	1	1
713	и своим	1	1
714	перед нами	1	1
715	это есть	2	1
716	подлинном смысле	1	1
717	содержат в	1	1
718	не что	1	1
719	даже с	1	1
720	такие явления	1	1
721	н а	1	1
722	действительно ли	1	1
723	в бесах	1	1
724	упомянуть еще	1	1
725	лекции по	1	1
726	этот не	1	1
727	как например	2	1
728	этом случае	2	1
729	является для	1	1
730	сих пор	4	1
731	слов которые	1	1
732	я от	1	1
733	но для	1	1
734	в смысле	2	1
735	пока еще	1	1
736	в письмах	1	1
737	этом смысле	3	1
738	при всем	1	1
739	и надо	1	1
740	любовь к	2	1
741	сравнить с	1	1
742	нужно но	1	1
743	по образцу	1	1
744	развития и	1	1
745	не с	3	1
746	статья в	1	1
747	разве только	1	1
748	пришлось бы	2	1
749	он стал	1	1
750	есть уже	1	1
751	бы на	2	1
752	отношении к	1	1
753	от всякого	1	1
754	иное чем	1	1
755	чем можно	1	1
756	много таких	2	1
757	между ними	2	1
758	только как	1	1
759	бы приписать	1	1
760	а ведь	1	1
761	была бы	3	1
762	любви к	2	1
763	какой мере	1	1
764	мы увидим	3	1
765	и постоянный	1	1
766	эти слова	1	1
767	в действительности	1	1
768	не сказал	1	1
769	которой я	1	1
770	но эти	1	1
771	а может	1	1
772	нужно чтобы	1	1
773	языке а	1	1
774	ее в	2	1
775	кажется ему	1	1
776	с общим	1	1
777	они не	3	1
