N	2gram	Nazirov_Tv_1	Vladivir
335	по преимуществу	2	1
336	действительности и	2	1
337	времени он	3	1
338	в несколько	1	1
339	чем он	1	1
340	именно здесь	1	1
341	есть не	2	1
342	как единство	1	1
343	не слишком	1	1
344	он как	1	1
345	говорить о	1	1
346	но она	2	1
347	что иное	1	1
348	в полной	1	1
349	представление о	3	1
350	но даже	1	1
351	всю ночь	1	1
352	прочтения этой	1	1
353	разобраться в	1	1
354	поведения это	1	1
355	и самого	1	1
356	иное как	1	1
357	мне что	1	1
358	он считал	1	1
359	бы то	1	1
360	чуть ли	1	1
361	в создании	1	1
362	нужно рассматривать	1	1
363	самом деле	2	1
364	не все	1	1
365	если в	2	1
366	него с	1	1
367	а через	1	1
368	что так	1	1
369	достоевского однако	1	1
370	бы что	1	1
371	но без	2	1
372	как говорит	1	1
373	его сердце	1	1
374	до его	1	1
375	о жизни	1	1
376	спб с	2	1
377	мне надо	3	1
378	когда он	2	1
379	целый ряд	1	1
380	как уже	1	1
381	что по	1	1
382	его к	1	1
383	в серьезных	1	1
384	себе не	2	1
385	этой цели	1	1
386	как результат	1	1
387	за собой	1	1
388	к чему	1	1
389	лежит на	1	1
390	та же	4	1
391	бы и	1	1
392	он в	1	1
393	тут и	3	1
394	очень важно	1	1
395	времени не	1	1
396	тому же	1	1
397	если он	1	1
398	так сказать	2	1
399	как христос	1	1
400	что она	2	1
401	больше всего	1	1
402	обстоятельно и	1	1
403	он ни	3	1
404	т д	1	1
405	же именно	1	1
406	пушкина и	1	1
407	в первую	1	1
408	на том	2	1
409	xix века	6	1
410	свою собственную	1	1
411	чем у	1	1
412	к одному	1	1
413	не к	1	1
414	сердце и	1	1
415	зла и	1	1
416	борьбу с	1	1
417	с представлением	1	1
418	же самая	2	1
419	его можно	1	1
420	находим у	1	1
421	все с	1	1
422	то ни	1	1
423	что все	3	1
424	для характеристики	1	1
425	правда что	1	1
426	им как	1	1
427	а по	2	1
428	а как	2	1
429	первую очередь	1	1
430	года на	1	1
431	в композиции	1	1
432	на миг	2	1
433	по мысли	1	1
434	всего прочего	1	1
435	в жизни	2	1
436	для них	1	1
437	все равно	1	1
438	далеко не	3	1
439	мы имеем	1	1
440	всю жизнь	1	1
441	друга в	1	1
442	и призраки	1	1
443	чем в	1	1
444	м т	1	1
445	бога и	2	1
446	такой же	2	1
447	и того	2	1
448	можно только	1	1
449	не так	3	1
450	во время	1	1
451	отрыве от	1	1
452	л п	2	1
453	но если	3	1
454	ли можно	1	1
455	к истории	1	1
456	на месте	1	1
457	со своего	1	1
458	место в	3	1
459	еще с	1	1
460	году когда	1	1
461	что до	1	1
462	может сделать	1	1
463	этот ужас	1	1
464	своего рода	4	1
465	развитие в	1	1
466	но эта	1	1
467	может вызвать	1	1
468	что после	1	1
469	что этот	1	1
470	и достоевского	1	1
471	это является	1	1
472	что с	1	1
473	самого начала	3	1
474	в возможности	1	1
475	в русской	5	1
476	все мы	1	1
477	дело не	3	1
478	что их	1	1
479	что такое	1	1
480	на него	1	1
481	нашей действительности	1	1
482	мы все	1	1
483	но только	2	1
484	только не	1	1
485	никакой разницы	1	1
486	связанное с	1	1
487	жизни не	1	1
488	в самой	1	1
489	того в	1	1
490	эта тенденция	1	1
491	он хочет	1	1
492	был так	1	1
493	только с	1	1
494	хуже что	1	1
495	и здесь	1	1
496	ее был	1	1
497	от последнего	1	1
498	средство к	2	1
499	однако вскоре	1	1
500	возвратился в	1	1
501	во все	1	1
502	может сам	1	1
503	ли не	1	1
504	отказаться от	2	1
505	году в	2	1
506	не будет	2	1
507	представляет в	1	1
508	адом и	1	1
509	не успел	1	1
510	в в	2	1
511	в собственном	1	1
512	нет никакой	1	1
513	смерти в	1	1
514	а идея	1	1
515	только то	1	1
516	в себя	2	1
517	но мы	1	1
518	с самого	3	1
519	так в	1	1
520	и необходимости	2	1
521	верит в	2	1
522	и перед	1	1
523	за то	2	1
524	времени и	4	1
525	особенно в	1	1
526	с самим	1	1
527	не выдержал	1	1
528	здесь нет	2	1
529	во многом	7	1
530	еще не	1	1
531	быть может	2	1
532	для этого	1	1
533	против этого	1	1
534	из других	2	1
535	лицо его	2	1
536	его главные	1	1
537	и должно	1	1
538	и возможно	1	1
539	может не	2	1
540	и та	2	1
541	влияние на	2	1
542	все его	1	1
543	на таком	1	1
544	вопросу о	1	1
545	жизни он	2	1
546	в отрыве	1	1
547	и всю	1	1
548	добра и	3	1
549	совместима с	1	1
550	в глазах	1	1
551	считаем необходимым	1	1
552	которое однако	1	1
553	что бы	1	1
554	представления о	1	1
555	добрые люди	2	1
556	сверх того	1	1
557	в него	2	1
558	в лице	2	1
559	и самые	1	1
560	в литературе	2	1
561	значит что	2	1
562	в современной	1	1
563	ни слова	1	1
564	но с	1	1
565	но тот	1	1
566	более резко	1	1
567	можно считать	1	1
568	этот вопрос	1	1
569	в какой	1	1
570	два года	1	1
571	это очень	1	1
572	человечество на	1	1
573	всех его	1	1
574	и ее	1	1
575	и тем	2	1
576	по этому	1	1
577	со всеми	3	1
578	в качестве	2	1
579	же он	1	1
580	человека с	2	1
581	с какой	1	1
582	сколько в	1	1
583	для всех	1	1
584	к идее	1	1
585	апреля года	1	1
586	просьбой не	1	1
587	и платон	1	1
588	если мы	1	1
589	только на	2	1
590	больше не	4	1
591	чем оно	1	1
592	хотя в	1	1
593	слова не	1	1
594	же у	1	1
595	при помощи	2	1
596	в душе	1	1
597	и других	3	1
598	всегда было	1	1
599	из них	2	1
600	и этот	1	1
601	время во	1	1
602	сдать в	1	1
603	и их	1	1
604	своего поведения	1	1
605	представлений о	2	1
606	в одном	1	1
607	выразить в	1	1
608	т п	2	1
609	к ним	1	1
610	далек от	1	1
611	от апреля	1	1
612	заметить что	1	1
613	как раз	1	1
614	тем что	1	1
615	его целиком	1	1
616	до сих	1	1
617	мечтал о	1	1
618	что человек	3	1
619	было и	1	1
620	точно не	1	1
621	этом у	1	1
622	чувствовал что	1	1
623	то и	1	1
624	и стал	1	1
625	вот в	2	1
626	а на	1	1
627	мир а	1	1
628	в поисках	1	1
629	христа как	1	1
630	из последних	1	1
631	него не	1	1
632	этот принцип	1	1
633	все более	2	1
634	вергилия и	1	1
635	о русских	1	1
636	ни на	3	1
637	и будущего	3	1
638	историю как	1	1
639	до этого	2	1
640	его как	2	1
641	на втором	1	1
642	не могут	1	1
643	он говорит	3	1
644	но сам	1	1
645	есть только	1	1
646	перед нами	2	1
647	столкновение с	1	1
648	это есть	1	1
649	году он	1	1
650	не что	1	1
651	и всей	1	1
652	общения с	2	1
653	даже с	1	1
654	в мир	2	1
655	в первой	2	1
656	в бесах	3	1
657	толстого в	1	1
658	первом плане	2	1
659	сих пор	1	1
660	оба они	1	1
661	имел в	1	1
662	я от	2	1
663	в смысле	1	1
664	пока еще	1	1
665	дела в	1	1
666	в книге	3	1
667	весь день	1	1
668	и человек	2	1
669	к жене	1	1
670	по возможности	1	1
671	в другое	1	1
672	который является	2	1
673	от него	1	1
674	из себя	2	1
675	человечества а	1	1
676	парижа а	1	1
677	он стал	1	1
678	тоже есть	1	1
679	теперь же	1	1
680	утверждал что	3	1
681	личности и	2	1
682	отношении к	1	1
683	в целях	1	1
684	н г	2	1
685	всего мира	1	1
686	только как	1	1
687	была бы	1	1
688	от всех	1	1
689	равно как	1	1
690	но когда	1	1
691	религии и	1	1
692	время не	2	1
693	большей частью	1	1
694	эти слова	2	1
695	в действительности	1	1
696	но эти	1	1
697	а может	1	1
698	ее в	3	1
699	и другие	3	1
