N	2gram	Nazirov_Tv_1	Komedia
204	с самого	3	2
205	так в	1	2
206	и что	1	2
207	в мире	4	2
208	или на	1	2
209	комический эффект	1	2
210	времени в	13	2
211	и все	6	2
212	под именем	1	2
213	мы понимаем	1	2
214	вслед за	2	2
215	наконец в	1	2
216	представления о	1	2
217	все время	1	2
218	в лице	2	2
219	в жизнь	1	2
220	тот же	2	2
221	с ними	1	2
222	в какой	1	2
223	и ее	1	2
224	с одной	1	2
225	и у	2	2
226	одно из	1	2
227	т п	2	2
228	у нее	1	2
229	в любви	2	2
230	в других	1	2
231	свою вину	2	2
232	и к	1	2
233	до сих	1	2
234	с другой	3	2
235	имя которого	1	2
236	одной стороны	1	2
237	а на	1	2
238	у других	1	2
239	с которым	2	2
240	для этой	2	2
241	мы находим	2	2
242	уже о	1	2
243	по своему	1	2
244	в изображении	1	2
245	как бы	17	2
246	выступает против	2	2
247	сих пор	1	2
248	еще более	2	2
249	хотя бы	5	2
250	ни было	1	2
251	от всех	1	2
252	к его	1	2
253	и жизнь	1	2
254	чем любой	1	1
255	самом деле	2	1
256	говорилось выше	1	1
257	основу сюжета	1	1
258	как результат	1	1
259	сам автор	1	1
260	и этот	1	1
261	на первый	1	1
262	та же	4	1
263	не слишком	1	1
264	человека чем	1	1
265	на эти	2	1
266	чувствуют себя	1	1
267	в сущности	1	1
268	но вполне	2	1
269	поражение от	1	1
270	в полной	1	1
271	женщине с	1	1
272	прибегает к	1	1
273	большей частью	1	1
274	чем отличается	1	1
275	и самого	1	1
276	вывод что	1	1
277	собой в	2	1
278	между собой	1	1
279	в а	1	1
280	все эти	1	1
281	не был	3	1
282	время в	3	1
283	в чем	2	1
284	время он	2	1
285	в создании	1	1
286	в область	1	1
287	нет не	2	1
288	из окна	1	1
289	морали и	1	1
290	конечном счете	4	1
291	а вместо	1	1
292	и будет	2	1
293	от такого	1	1
294	первый взгляд	1	1
295	государства и	1	1
296	для создания	1	1
297	в художественном	1	1
298	как к	2	1
299	это был	1	1
300	в полном	1	1
301	выступают как	1	1
302	как уже	1	1
303	года до	3	1
304	один ряд	1	1
305	гораздо более	2	1
306	человек совершает	1	1
307	этой цели	1	1
308	в герое	1	1
309	жизни в	6	1
310	для ее	1	1
311	для которого	1	1
312	внес в	1	1
313	представлению о	1	1
314	из жизни	1	1
315	мне не	1	1
316	представляет собой	3	1
317	погоня за	1	1
318	действительности но	1	1
319	если мы	1	1
320	связанного с	1	1
321	человек стремится	1	1
322	многое в	1	1
323	к достижению	2	1
324	почти одновременно	1	1
325	в себе	2	1
326	идеал в	1	1
327	в мыслях	1	1
328	на его	3	1
329	не имеют	4	1
330	больше всего	1	1
331	у а	1	1
332	отказа от	1	1
333	совпадающее с	1	1
334	и более	1	1
335	европейской культуры	1	1
336	впечатление от	1	1
337	в основу	1	1
338	а вместе	1	1
339	для характеристики	1	1
340	его не	1	1
341	а по	2	1
342	самим собой	4	1
343	на все	1	1
344	г в	1	1
345	знает что	1	1
346	мира сего	1	1
347	все тот	1	1
348	в соответствии	3	1
349	действительности в	2	1
350	ты мне	1	1
351	для эпохи	1	1
352	нам по	1	1
353	по себе	1	1
354	к трагическому	1	1
355	в жизни	2	1
356	идет от	1	1
357	люди не	1	1
358	героя или	1	1
359	он же	1	1
360	соответствии с	3	1
361	их взаимоотношения	1	1
362	и уже	1	1
363	он и	1	1
364	через восприятие	1	1
365	элемента в	1	1
366	и тогда	1	1
367	не мог	2	1
368	укладывается ни	1	1
369	вопроса об	1	1
370	признать человека	1	1
371	во второй	2	1
372	этой связи	2	1
373	же это	1	1
374	между людьми	2	1
375	однако до	1	1
376	не столько	2	1
377	еще с	1	1
378	в биографии	1	1
379	с использованием	1	1
380	своего поведения	1	1
381	сам же	1	1
382	в диалоге	1	1
383	для многих	1	1
384	только для	1	1
385	образом и	1	1
386	времени не	1	1
387	и ассоциаций	1	1
388	тем не	2	1
389	как от	1	1
390	его до	1	1
391	том же	1	1
392	человеку не	1	1
393	власть в	1	1
394	дня и	1	1
395	эта мысль	1	1
396	тем самым	7	1
397	что эта	1	1
398	у кого	1	1
399	в основе	2	1
400	от жизни	2	1
401	даже как	1	1
402	взаимоотношения в	1	1
403	человека если	2	1
404	никогда не	3	1
405	трагедии в	1	1
406	конфликт в	1	1
407	иными словами	2	1
408	всю историю	1	1
409	раннего творчества	1	1
410	со своим	1	1
411	в области	1	1
412	опирался на	1	1
413	вот в	2	1
414	и некоторые	1	1
415	в трагедии	1	1
416	к себе	1	1
417	нет ни	2	1
418	мало чем	1	1
419	отличается от	1	1
420	стремлением к	1	1
421	бы он	1	1
422	темы и	1	1
423	отказаться от	2	1
424	из себя	2	1
425	приходит к	3	1
426	vii в	1	1
427	с каким	2	1
428	в собственном	1	1
429	мысль о	2	1
430	в себя	2	1
431	действия и	1	1
432	приводит к	2	1
433	если они	1	1
434	в хронологии	1	1
435	времени и	4	1
436	было в	2	1
437	здесь нет	2	1
438	в социальном	1	1
439	наглядно демонстрируют	1	1
440	маска и	1	1
441	обвинение в	1	1
442	но у	1	1
443	жизнь и	1	1
444	в эпоху	1	1
445	о котором	2	1
446	с ним	3	1
447	означает что	1	1
448	по смыслу	1	1
449	внимание на	1	1
450	и та	2	1
451	но мы	1	1
452	никак не	1	1
453	одного из	2	1
454	даже у	1	1
455	все его	1	1
456	там же	3	1
457	нас в	1	1
458	согласии с	2	1
459	материал для	1	1
460	фрагмент из	1	1
461	в которую	1	1
462	от них	1	1
463	нуждается в	1	1
464	во всей	2	1
465	что же	1	1
466	выступает как	1	1
467	следовало бы	2	1
468	раз на	2	1
469	в литературе	2	1
470	к которому	1	1
471	даже если	1	1
472	очень много	1	1
473	человек из	1	1
474	наше время	2	1
475	тема в	1	1
476	приходит в	1	1
477	по мнению	3	1
478	человеческой натуры	1	1
479	в могилу	1	1
480	по этому	1	1
481	смысл на	1	1
482	человека с	2	1
483	нередко и	1	1
484	из шедевров	1	1
485	только на	2	1
486	то и	1	1
487	больше не	4	1
488	свидетельствует о	2	1
489	не все	1	1
490	от других	2	1
491	в большой	1	1
492	был прав	1	1
493	к своим	1	1
494	на столе	1	1
495	нравственности и	1	1
496	не так	3	1
497	для него	6	1
498	а нередко	1	1
499	могло бы	1	1
500	человека из	1	1
501	идет в	1	1
502	как раз	1	1
503	протяжении всего	2	1
504	само собой	1	1
505	о которых	1	1
506	не укладывается	1	1
507	никого не	1	1
508	и даже	3	1
509	уважение к	1	1
510	и из	1	1
511	человеком а	1	1
512	человека его	2	1
513	ряд с	1	1
514	эта сцена	1	1
515	на чем	1	1
516	из других	2	1
517	а с	1	1
518	по всей	1	1
519	что не	2	1
520	говорит о	3	1
521	пробудить в	1	1
522	к человеку	3	1
523	в с	2	1
524	у нас	1	1
525	если сам	1	1
526	почти в	1	1
527	до конца	2	1
528	и самый	1	1
529	не на	1	1
530	не означает	2	1
531	а не	5	1
532	другой стороны	1	1
533	сам себе	2	1
534	среди них	1	1
535	подальше от	1	1
536	из героев	1	1
537	самого начала	3	1
538	одна и	1	1
539	жизнь в	1	1
540	всего этого	1	1
541	с помощью	1	1
542	свою очередь	1	1
543	связь с	1	1
544	в творчестве	6	1
545	него в	1	1
546	в нравственном	1	1
547	времени а	2	1
548	не одно	1	1
549	он говорит	3	1
550	ведет к	2	1
551	другие выводы	1	1
552	в сферу	1	1
553	не обманывает	1	1
554	в золотых	1	1
555	именно в	2	1
556	считал что	1	1
557	не заметил	1	1
558	то к	1	1
559	его появления	1	1
560	в современной	1	1
561	еще раз	1	1
562	но даже	1	1
563	оба они	1	1
564	является как	1	1
565	в наше	2	1
566	в более	1	1
567	в одно	2	1
568	это уже	5	1
569	всего они	1	1
570	не похож	1	1
571	ли в	2	1
572	из дома	1	1
573	при таком	1	1
574	это как	3	1
575	когда он	2	1
576	ее и	2	1
577	и опирается	1	1
578	за три	1	1
579	тем более	1	1
580	чтобы его	1	1
581	своих героев	3	1
582	и как	4	1
583	особого внимания	1	1
584	хотя в	1	1
585	в искусстве	1	1
586	утверждал что	3	1
587	все более	2	1
588	человека не	1	1
589	в стихах	2	1
590	этой области	1	1
591	с людьми	1	1
592	героя и	2	1
593	не знает	2	1
594	сказать что	2	1
595	только как	1	1
596	будь то	1	1
597	была бы	1	1
598	равно как	1	1
599	в свою	7	1
600	ко всему	1	1
601	т е	1	1
602	бы его	1	1
603	а может	1	1
604	точно так	2	1
605	люди и	1	1
606	так же	3	1
607	событий в	1	1
