N	2gram	Vinokur_Vv_1	Analitik
249	должна была	2	2
250	вместе с	6	2
251	так же	3	2
252	этих случаях	2	2
253	такого рода	2	2
254	по существу	2	2
255	текста на	1	2
256	художественности в	1	2
257	тех или	3	2
258	и для	4	2
259	этого рода	8	2
260	он по	1	2
261	внимание на	4	2
262	еще более	1	2
263	от своего	1	2
264	сказать что	5	2
265	другой стороны	5	2
266	и внутренне	1	2
267	т е	38	2
268	частности в	1	2
269	все что	1	2
270	к этому	3	2
271	а между	1	1
272	также его	1	1
273	и т	43	1
274	также и	16	1
275	выражения в	1	1
276	самом деле	6	1
277	значении этого	1	1
278	в первом	5	1
279	отношения между	1	1
280	действительности и	1	1
281	как история	3	1
282	по его	2	1
283	мы уже	1	1
284	есть не	3	1
285	бы уже	1	1
286	что иное	4	1
287	целого но	1	1
288	не вполне	4	1
289	в полной	1	1
290	из того	2	1
291	слова о	1	1
292	самой своей	2	1
293	как один	1	1
294	иное как	5	1
295	быть в	4	1
296	нам представляется	1	1
297	взгляде на	2	1
298	в чем	4	1
299	и всего	1	1
300	совсем не	3	1
301	в противовес	1	1
302	тех же	1	1
303	очевидно что	1	1
304	а и	1	1
305	и будет	1	1
306	сама по	3	1
307	независимо от	3	1
308	так называемая	2	1
309	этой стороны	2	1
310	однако не	4	1
311	короче говоря	1	1
312	применении к	6	1
313	и тот	1	1
314	его к	2	1
315	такое воззрение	1	1
316	искусство и	2	1
317	цельную картину	1	1
318	в которой	1	1
319	бы и	2	1
320	бы с	1	1
321	так или	4	1
322	следует понимать	1	1
323	все эти	3	1
324	из этих	5	1
325	в известном	3	1
326	раз в	1	1
327	конкретное единство	1	1
328	что даже	2	1
329	и те	2	1
330	но ведь	4	1
331	как он	6	1
332	от природы	1	1
333	так сказать	1	1
334	что вообще	1	1
335	с чем	2	1
336	по словам	1	1
337	в нем	13	1
338	в статье	1	1
339	время и	1	1
340	интерес представляет	1	1
341	в принципе	2	1
342	не к	2	1
343	не как	3	1
344	в силу	3	1
345	об отношении	2	1
346	свое время	2	1
347	чтобы в	1	1
348	его можно	2	1
349	по догадке	1	1
350	в каждом	4	1
351	этом втором	1	1
352	об этом	5	1
353	слова или	1	1
354	в глубине	1	1
355	во-вторых не	1	1
356	времени и	4	1
357	не называют	1	1
358	входит в	2	1
359	заключается в	4	1
360	восприятия в	1	1
361	это не	8	1
362	то все	1	1
363	не совпадает	1	1
364	сообщениями о	1	1
365	в жизни	1	1
366	говорить в	1	1
367	в них	4	1
368	все равно	1	1
369	как об	9	1
370	этого не	2	1
371	всегда и	1	1
372	говорится о	1	1
373	нисколько не	3	1
374	со всей	3	1
375	но если	3	1
376	и при	2	1
377	взгляд на	1	1
378	в следующем	1	1
379	в такой	1	1
380	это делает	2	1
381	с идеей	1	1
382	имеется в	1	1
383	жизнь и	1	1
384	прийти к	1	1
385	от себя	3	1
386	сколько о	1	1
387	в краткой	1	1
388	не его	1	1
389	и более	1	1
390	мере в	4	1
391	однако в	3	1
392	том же	2	1
393	что этот	1	1
394	ни одна	2	1
395	тому что	2	1
396	не ранее	1	1
397	с теми	2	1
398	тогда когда	3	1
399	одна из	2	1
400	было не	1	1
401	которого он	1	1
402	первая половина	1	1
403	и имеет	1	1
404	лишь два	1	1
405	подлинного искусства	1	1
406	это еще	2	1
407	каждый из	2	1
408	что ни	1	1
409	в разных	5	1
410	речи например	1	1
411	слова как	2	1
412	этих двух	1	1
413	характер чем	1	1
414	как она	4	1
415	и цельную	1	1
416	убедиться в	1	1
417	потому что	14	1
418	связи с	3	1
419	тому кто	1	1
420	о чем-то	1	1
421	замкнутого круга	1	1
422	только с	3	1
423	которая по	1	1
424	у нас	2	1
425	языка в	4	1
426	и далее	2	1
427	одно и	1	1
428	в специальном	1	1
429	которых он	1	1
430	если он	1	1
431	прямо говорит	1	1
432	встречается в	1	1
433	и заключается	4	1
434	с данной	1	1
435	из самого	1	1
436	и другой	1	1
437	похож на	1	1
438	отличается от	1	1
439	же самое	2	1
440	должны быть	1	1
441	случае с	1	1
442	сопоставлении с	2	1
443	объект и	1	1
444	что при	1	1
445	если же	2	1
446	о них	2	1
447	в применении	6	1
448	для себя	1	1
449	не одного	1	1
450	взором читателя	1	1
451	и о	1	1
452	и тогда	3	1
453	значения и	1	1
454	то она	1	1
455	в виду	4	1
456	свою очередь	1	1
457	в ее	11	1
458	других можно	1	1
459	на какой-нибудь	1	1
460	все прочие	1	1
461	только то	1	1
462	том-то и	1	1
463	возлагает на	1	1
464	слова а	1	1
465	что может	3	1
466	в отношении	2	1
467	участия в	1	1
468	она была	2	1
469	две части	2	1
470	различного рода	1	1
471	нас и	1	1
472	и соответственно	1	1
473	в другом	3	1
474	на вопрос	6	1
475	второй половине	2	1
476	разумеется в	1	1
477	и что	4	1
478	говорилось о	1	1
479	что его	1	1
480	каждом из	1	1
481	места и	1	1
482	которая сама	1	1
483	к нему	2	1
484	или иначе	4	1
485	поводу того	1	1
486	данного текста	1	1
487	автор как	1	1
488	именно она	1	1
489	непосредственно в	1	1
490	них в	1	1
491	в литературе	1	1
492	что здесь	2	1
493	известном смысле	3	1
494	рассуждение о	1	1
495	был например	1	1
496	мы видим	1	1
497	тот же	1	1
498	ценностей и	1	1
499	дело с	6	1
500	нуждается в	2	1
501	внутреннее единство	1	1
502	лишь на	1	1
503	в какой	4	1
504	хотя бы	5	1
505	неудивительно что	1	1
506	и ее	4	1
507	не мешает	1	1
508	в уста	1	1
509	обращенная к	2	1
510	этот вопрос	4	1
511	на всем	1	1
512	тем временем	1	1
513	уже в	5	1
514	вопроса о	1	1
515	объяснения а	1	1
516	в начале	3	1
517	этого процесса	1	1
518	у того	1	1
519	его и	1	1
520	за ним	1	1
521	из чужих	1	1
522	который как	1	1
523	пока не	1	1
524	представить себе	5	1
525	слова в	1	1
526	страсть к	1	1
527	так как	13	1
528	к ним	1	1
529	может служить	3	1
530	себе и	2	1
531	в текстах	3	1
532	античности в	1	1
533	глубине и	1	1
534	имеет тот	1	1
535	и речи	1	1
536	нам не	1	1
537	самом его	1	1
538	и из	1	1
539	в свою	1	1
540	еще и	3	1
541	обратиться к	1	1
542	его из	1	1
543	и эстетического	1	1
544	у меня	1	1
545	а главное	1	1
546	более того	1	1
547	не означает	1	1
548	зависит от	3	1
549	то эти	1	1
550	понимать как	1	1
551	есть лишь	2	1
552	идет уже	1	1
553	долгое время	1	1
554	а так	2	1
555	в том-то	1	1
556	и своим	1	1
557	в ряду	1	1
558	или с	1	1
559	мира в	1	1
560	ближе к	2	1
561	если не	1	1
562	в связи	2	1
563	материал для	3	1
564	внимания к	1	1
565	смысл что	2	1
566	и тех	1	1
567	однако для	1	1
568	целом ряде	2	1
569	в особый	1	1
570	случае она	1	1
571	в тех	2	1
572	т.д в	1	1
573	ко всему	1	1
574	стороны и	3	1
575	да и	4	1
576	начале этой	1	1
577	указание на	1	1
578	и какое	1	1
579	что же	3	1
580	с этой	4	1
581	слова и	1	1
582	еще раз	1	1
583	на которой	1	1
584	естественно не	1	1
585	и сама	1	1
586	служебная роль	1	1
587	как на	11	1
588	другое дело	3	1
589	по одной	1	1
590	или нет	1	1
591	за исключением	1	1
592	тем более	2	1
593	и как	9	1
594	мы должны	1	1
595	ни к	2	1
596	будто бы	2	1
597	но это	1	1
598	только что	4	1
599	же в	1	1
600	как этого	1	1
601	отношении к	2	1
602	в системе	1	1
603	может и	1	1
604	слово в	1	1
605	с ней	2	1
606	обратим внимание	1	1
607	состоит из	1	1
608	совершенно не	1	1
609	не что	4	1
610	языка то	1	1
611	в свое	2	1
612	есть то	1	1
613	самое что	2	1
614	во-первых не	1	1
615	просто не	1	1
616	собой лишь	1	1
617	ее в	1	1
618	этой точки	1	1
619	это в	2	1
620	нам дана	1	1
621	значение в	2	1
622	точно так	2	1
