N	2gram	Vinokur_Ku_3	Dialekti
474	имеем в	1	1
475	из общей	1	1
476	в образы	1	1
477	если он	1	1
478	что отпадает	1	1
479	как совершенно	1	1
480	что одна	2	1
481	как он	2	1
482	факта а	1	1
483	и таких	1	1
484	я мог	1	1
485	и лучше	1	1
486	он не	3	1
487	всех этих	1	1
488	в первую	3	1
489	из сферы	1	1
490	моменты которые	1	1
491	только такой	1	1
492	конечно такое	1	1
493	и более	3	1
494	ему на	1	1
495	его от	1	1
496	будем говорить	1	1
497	но дело	1	1
498	или иных	1	1
499	в основу	1	1
500	как оно	1	1
501	а вместе	1	1
502	думал что	1	1
503	быть настолько	1	1
504	типах и	1	1
505	связанные с	1	1
506	сознание и	1	1
507	конечно в	1	1
508	том случае	4	1
509	есть конечно	2	1
510	и чтобы	2	1
511	на каком	1	1
512	его в	2	1
513	входит в	1	1
514	ничего удивительного	1	1
515	с другими	2	1
516	здесь идет	2	1
517	отца и	1	1
518	данном случае	4	1
519	чаще всего	1	1
520	само собою	2	1
521	он является	1	1
522	не понимают	2	1
523	о которых	1	1
524	уже быть	1	1
525	нельзя будет	2	1
526	для чего	1	1
527	мы видели	3	1
528	быть также	1	1
529	ведет к	1	1
530	ясно из	1	1
531	можно считать	1	1
532	форма и	3	1
533	из нашего	1	1
534	такой же	2	1
535	же я	1	1
536	одного и	2	1
537	и становится	1	1
538	этому понятию	1	1
539	меняется и	2	1
540	и факт	1	1
541	которую я	2	1
542	рассматривать с	1	1
543	что значит	4	1
544	однако ясно	1	1
545	не зависит	1	1
546	самих этих	1	1
547	на месте	1	1
548	бы к	1	1
549	и процесс	1	1
550	указать что	1	1
551	в отличие	2	1
552	в которых	3	1
553	бы что	1	1
554	и значит	2	1
555	понятно что	1	1
556	сам же	2	1
557	которые в	4	1
558	но он	1	1
559	друг другу	1	1
560	действительно есть	1	1
561	будет у	1	1
562	что сам	3	1
563	того кто	1	1
564	не должна	1	1
565	зрения и	1	1
566	даже в	1	1
567	силы которые	1	1
568	же такое	1	1
569	заинтересован в	1	1
570	о значении	2	1
571	ее с	1	1
572	в процессе	3	1
573	из предыдущего	1	1
574	можно получить	1	1
575	работы но	1	1
576	следовательно и	1	1
577	этого явления	1	1
578	именно с	1	1
579	до их	2	1
580	говорить как	1	1
581	того в	1	1
582	уже невозможно	1	1
583	о типах	1	1
584	это так	2	1
585	такая же	2	1
586	стану приводить	1	1
587	связи с	6	1
588	здесь же	1	1
589	должны иметь	1	1
590	это уже	3	1
591	же должны	1	1
592	если только	1	1
593	специального исследования	1	1
594	а в	5	1
595	принимая во	1	1
596	обстоятельство что	3	1
597	а во-вторых	2	1
598	когда мы	3	1
599	совершенно особая	1	1
600	ли не	1	1
601	зависимости от	8	1
602	всего в	1	1
603	всего что	1	1
604	каком основании	1	1
605	но непосредственно	1	1
606	как они	2	1
607	приходит к	1	1
608	из всего	2	1
609	как мы	5	1
610	чем не	1	1
611	здесь говорить	1	1
612	определенной цели	1	1
613	всего этого	3	1
614	нет никакой	1	1
615	только то	3	1
616	в пределах	2	1
617	в дальнейшем	2	1
618	мы наблюдаем	1	1
619	пока мы	2	1
620	уяснить себе	1	1
621	смысле но	1	1
622	на том	2	1
623	природе своей	1	1
624	наукой и	1	1
625	переход к	1	1
626	можно было	11	1
627	те же	7	1
628	здесь как	2	1
629	по природе	1	1
630	как между	1	1
631	как таковую	1	1
632	лишь о	2	1
633	это только	1	1
634	мы в	1	1
635	таких примеров	1	1
636	форма но	1	1
637	силу того	1	1
638	о котором	1	1
639	перед собою	3	1
640	не стану	2	1
641	и нужно	2	1
642	и здесь	2	1
643	и должно	5	1
644	так оно	1	1
645	пример это	1	1
646	возможна только	1	1
647	что существуют	1	1
648	с одной	4	1
649	необходим для	1	1
650	были бы	4	1
651	после того	6	1
652	с целью	2	1
653	д но	1	1
654	учения о	4	1
655	то тем	1	1
656	должны дать	1	1
657	приближением к	1	1
658	к нему	1	1
659	и иной	2	1
660	всей нашей	1	1
661	доходит до	2	1
662	не могло	1	1
663	смысле не	1	1
664	от них	1	1
665	один или	1	1
666	во втором	1	1
667	и хорошо	1	1
668	в языке	7	1
669	то место	1	1
670	никаких сомнений	1	1
671	есть действительно	1	1
672	заключается вовсе	1	1
673	них в	1	1
674	вслед за	1	1
675	что бы	1	1
676	все время	1	1
677	не знаю	1	1
678	в лучшем	1	1
679	у которого	1	1
680	такие формы	1	1
681	в него	1	1
682	судить по	1	1
683	эти последние	2	1
684	но так	1	1
685	одного из	1	1
686	но с	1	1
687	почти все	1	1
688	и цельности	1	1
689	этот вопрос	3	1
690	не сказано	1	1
691	бы из	1	1
692	будто бы	1	1
693	которое мы	1	1
694	эти отдельные	1	1
695	и такое	1	1
696	во времени	1	1
697	точка зрения	4	1
698	которых я	1	1
699	именно на	2	1
700	внутри этой	1	1
701	и выполняет	1	1
702	не входит	1	1
703	уже в	3	1
704	ничего нельзя	1	1
705	мышления когда	1	1
706	мы получим	1	1
707	и всякая	1	1
708	а то	2	1
709	речь в	2	1
710	проще и	1	1
711	за ним	1	1
712	он имеет	2	1
713	я делаю	1	1
714	не так	3	1
715	можно конечно	2	1
716	для всякой	1	1
717	не считается	1	1
718	чтобы она	1	1
719	свой смысл	1	1
720	не для	1	1
721	с этими	1	1
722	этой системы	2	1
723	поэтому и	1	1
724	должны сказать	1	1
725	заметить что	1	1
726	от всякого	1	1
727	они будут	1	1
728	и разве	2	1
729	и вместе	1	1
730	которая обладает	1	1
731	бы тогда	1	1
732	чем и	1	1
733	имеет значение	1	1
734	именно как	1	1
735	возможно что	1	1
736	что тем	1	1
737	или иной	7	1
738	говорим о	2	1
739	с другой	7	1
740	фактов и	1	1
741	догадаться что	1	1
742	и прежде	1	1
743	такое же	1	1
744	говорят об	1	1
745	на ней	1	1
746	будет очевидно	1	1
747	что для	1	1
748	каком смысле	1	1
749	естественно что	3	1
750	превращается в	1	1
751	на этот	2	1
752	и самый	2	1
753	выше и	1	1
754	самое слово	1	1
755	целью дать	1	1
756	своем месте	1	1
757	далеко еще	1	1
758	или с	1	1
759	совершенно очевидно	1	1
760	в связи	5	1
761	если это	2	1
762	я хочу	3	1
763	нет никаких	1	1
764	входить в	1	1
765	отличается от	2	1
766	можно будет	2	1
767	до этого	1	1
768	стать также	1	1
769	этот смысл	1	1
770	конечно входить	1	1
771	так мы	1	1
772	при переходе	1	1
773	то обстоятельство	3	1
774	в область	2	1
775	все внимание	1	1
776	который мы	1	1
777	он будет	2	1
778	значит не	3	1
779	наряду с	1	1
780	в той	4	1
781	и дальше	2	1
782	думается что	1	1
783	чтобы тем	1	1
784	по существу	3	1
785	то уже	1	1
786	е на	2	1
787	как нельзя	2	1
788	исходя из	1	1
789	нем как	1	1
790	и пожалуй	1	1
791	в контексте	1	1
792	этом случае	4	1
793	однако чтобы	1	1
794	чрезвычайно важный	1	1
795	поэтому что	1	1
796	диалектики и	1	1
797	вопрос в	2	1
798	в идеале	1	1
799	указать на	2	1
800	уже на	1	1
801	которых каждый	1	1
802	и от	1	1
803	она может	2	1
804	в известном	2	1
805	это можно	1	1
806	взаимоотношения и	1	1
807	разве можно	1	1
808	которая в	1	1
809	чтобы понять	2	1
810	но также	5	1
811	у них	1	1
812	не более	2	1
813	за эту	1	1
814	отношении не	1	1
815	или несколько	1	1
816	все они	2	1
817	теперь же	1	1
818	себе ничего	1	1
819	однако на	1	1
820	сказано о	1	1
821	есть уже	1	1
822	но вот	1	1
823	давно уже	1	1
824	на фоне	7	1
825	нами не	1	1
826	две формы	1	1
827	не знает	2	1
828	является и	2	1
829	что под	1	1
830	идеал и	1	1
831	на своем	1	1
832	я и	3	1
833	что то	1	1
834	в современной	1	1
835	как на	8	1
836	чтобы эти	1	1
