N	2gram	Berdyaev_M_2	KFilosof
175	с его	4	2
176	совсем не	5	2
177	к которой	3	2
178	себя за	1	2
179	как в	7	2
180	как к	2	2
181	сознания в	1	2
182	и как	1	2
183	от этого	2	2
184	истины и	1	2
185	та же	10	2
186	думать что	4	2
187	в этой	7	2
188	и тот	2	2
189	и будущее	1	2
190	человек не	7	2
191	так и	4	2
192	не будет	3	2
193	смысла в	1	2
194	и оформления	1	2
195	в жизни	4	2
196	из нее	1	2
197	с тем	1	2
198	но я	1	2
199	можно ли	3	2
200	по себе	2	2
201	тому что	4	2
202	что есть	2	2
203	того чтобы	4	2
204	этом мире	1	2
205	в сознании	1	2
206	не потому	1	2
207	бытия не	1	2
208	к себе	2	2
209	и именно	1	2
210	его с	2	2
211	бы он	1	2
212	той или	1	2
213	оно не	2	2
214	можно и	1	2
215	говорить о	1	2
216	жизнь и	4	2
217	может не	1	2
218	и та	2	2
219	мысль не	1	2
220	или как	1	2
221	и она	3	2
222	тот же	2	2
223	что он	7	2
224	а с	1	2
225	всех его	1	2
226	со всеми	1	2
227	сознания не	1	2
228	него и	2	2
229	не из	1	2
230	и других	2	2
231	его и	1	2
232	момент ее	1	2
233	не о	2	2
234	были бы	2	2
235	себе а	1	2
236	или иной	2	2
237	для этого	4	2
238	себя и	3	2
239	но есть	1	2
240	прежде всего	12	2
241	есть момент	2	2
242	и потому	7	2
243	его на	4	2
244	что за	2	2
245	это есть	2	2
246	этого слова	1	2
247	все остальные	1	2
248	но для	2	2
249	которой он	1	2
250	это можно	1	2
251	человек и	2	2
252	правду и	1	2
253	еще более	2	2
254	ни к	1	2
255	потому что	12	2
256	отношении к	3	2
257	его к	1	2
258	но этот	2	2
259	но ни	1	2
260	и эта	2	2
261	к этому	1	2
262	смысле слова	3	1
263	также и	4	1
264	человека и	7	1
265	быть противопоставлен	1	1
266	в стороне	1	1
267	бы для	1	1
268	права и	1	1
269	не имеют	2	1
270	ведь и	1	1
271	отношения к	2	1
272	той же	3	1
273	его не	2	1
274	их и	1	1
275	не спасает	1	1
276	науки и	2	1
277	не была	1	1
278	бы ни	1	1
279	и ее	1	1
280	культурного творчества	1	1
281	гибели и	1	1
282	и он	11	1
283	не был	2	1
284	нему он	1	1
285	этим не	1	1
286	в нашем	7	1
287	была лишь	1	1
288	за тобой	1	1
289	землю и	2	1
290	нет не	1	1
291	и всякий	1	1
292	него с	1	1
293	я только	1	1
294	человека его	2	1
295	определяется не	1	1
296	с ничтожной	1	1
297	более чем	2	1
298	его я	1	1
299	мы дадим	1	1
300	с этим	1	1
301	выйти из	2	1
302	хотя и	2	1
303	и к	7	1
304	в каком-то	1	1
305	смысл но	1	1
306	в действительности	2	1
307	вечной женственности	1	1
308	поэтому он	2	1
309	за границей	1	1
310	в самом	5	1
311	в которой	2	1
312	из жизни	1	1
313	ни один	1	1
314	мою жизнь	1	1
315	и принять	2	1
316	любви не	1	1
317	сознания он	1	1
318	смысл мира	2	1
319	бы только	1	1
320	этого остается	1	1
321	ее как	1	1
322	на то	1	1
323	если он	2	1
324	этот процесс	2	1
325	эту мысль	1	1
326	на его	2	1
327	что она	5	1
328	все другие	1	1
329	она становится	1	1
330	перестает быть	1	1
331	с любимым	1	1
332	не к	2	1
333	отношений между	1	1
334	остается лишь	1	1
335	их в	1	1
336	на этом	2	1
337	значительной степени	1	1
338	же не	1	1
339	чем я	2	1
340	об этом	1	1
341	и с	3	1
342	с целью	1	1
343	в единую	2	1
344	на почве	3	1
345	то все	2	1
346	он есть	1	1
347	связанная с	1	1
348	всю свою	1	1
349	к миру	1	1
350	эти вечные	1	1
351	все равно	3	1
352	этого не	1	1
353	а за	2	1
354	всю жизнь	3	1
355	и уже	1	1
356	одна и	3	1
357	чем в	2	1
358	данте и	1	1
359	культуры с	1	1
360	не мог	3	1
361	в этих	2	1
362	от своего	1	1
363	другим и	2	1
364	как все	1	1
365	он должен	1	1
366	может казаться	1	1
367	она в	1	1
368	он принимает	1	1
369	не от	2	1
370	признать что	1	1
371	значение для	1	1
372	выходит из	1	1
373	но он	11	1
374	имеет смысл	1	1
375	есть еще	2	1
376	есть всегда	1	1
377	человека но	1	1
378	любви и	3	1
379	в отношении	5	1
380	этом смысл	1	1
381	она не	8	1
382	для каждого	1	1
383	как о	1	1
384	его есть	1	1
385	форма не	1	1
386	к такому	1	1
387	для всего	1	1
388	это с	1	1
389	следовательно и	1	1
390	бытия есть	2	1
391	жизни не	2	1
392	человека за	1	1
393	закон и	1	1
394	и ответственности	1	1
395	по своей	3	1
396	оправдана и	1	1
397	ему и	1	1
398	кровью и	1	1
399	отдельного человека	1	1
400	есть это	1	1
401	к этим	1	1
402	и теперь	1	1
403	его он	3	1
404	до того	1	1
405	уже и	1	1
406	не мыслится	1	1
407	в движении	1	1
408	в трагедии	3	1
409	представляется нам	1	1
410	в небытие	2	1
411	которых он	1	1
412	быть оправдан	1	1
413	его для	1	1
414	и должно	3	1
415	начинает разлагаться	2	1
416	конца в	1	1
417	отличается от	1	1
418	к тому	5	1
419	любит и	2	1
420	что все	5	1
421	как не	1	1
422	человеку в	1	1
423	всего этого	1	1
424	средних веков	1	1
425	и от	3	1
426	мысль о	2	1
427	приводит к	1	1
428	свет в	1	1
429	как с	1	1
430	и человеческого	2	1
431	с собой	2	1
432	не с	1	1
433	живет в	1	1
434	и религии	1	1
435	мог бы	1	1
436	и каждый	1	1
437	в последней	2	1
438	сама она	1	1
439	находится в	1	1
440	при такой	1	1
441	на все	3	1
442	в религии	1	1
443	но к	1	1
444	и исторический	1	1
445	не стоит	3	1
446	она всегда	1	1
447	любви к	7	1
448	в значительной	1	1
449	хорош только	1	1
450	потому только	2	1
451	последних двух	1	1
452	не выходит	1	1
453	ни на	1	1
454	и во	3	1
455	все в	1	1
456	к добру	1	1
457	которой мы	1	1
458	другого а	1	1
459	его эмпирической	1	1
460	необходимый момент	1	1
461	переходит в	8	1
462	во втором	1	1
463	и вечность	1	1
464	себя но	1	1
465	это лишь	2	1
466	и можно	3	1
467	но нельзя	1	1
468	человека как	1	1
469	к ней	2	1
470	в жизнь	1	1
471	это приводит	1	1
472	ответственности и	2	1
473	один из	5	1
474	но с	2	1
475	могу согласиться	1	1
476	вне себя	1	1
477	мы видим	2	1
478	в какой	1	1
479	быть признаны	1	1
480	человека все	1	1
481	же я	1	1
482	сознание в	1	1
483	это очень	1	1
484	нем нет	2	1
485	она лишь	1	1
486	меня самого	1	1
487	же и	2	1
488	это сам	1	1
489	человека эта	1	1
490	есть проблема	1	1
491	дано в	1	1
492	только тогда	1	1
493	и чисто	1	1
494	мир и	2	1
495	ибо он	1	1
496	него нет	5	1
497	есть правда	1	1
498	христа в	1	1
499	себе в	2	1
500	никто не	1	1
501	не для	3	1
502	смысле этого	1	1
503	так как	8	1
504	друг друга	12	1
505	к человеку	12	1
506	возвышается над	1	1
507	и никогда	3	1
508	он любит	3	1
509	да это	1	1
510	они будут	1	1
511	знает границ	2	1
512	это будет	1	1
513	нравственной ценности	1	1
514	во власти	6	1
515	никогда и	1	1
516	она и	1	1
517	с другим	3	1
518	этом пути	2	1
519	миру и	1	1
520	во второй	1	1
521	сознания для	1	1
522	не нужна	1	1
523	превращается в	2	1
524	может жить	1	1
525	и своего	2	1
526	человеческой жизни	2	1
527	с которым	3	1
528	свою правду	2	1
529	он становится	1	1
530	как основы	1	1
531	становится рабом	1	1
532	связь с	1	1
533	нет ничего	3	1
534	вместе с	2	1
535	в духе	5	1
536	но такое	1	1
537	ним как	1	1
538	разных людей	1	1
539	но сам	1	1
540	им с	1	1
541	самого себя	4	1
542	нельзя быть	1	1
543	в человеке	2	1
544	и менее	1	1
545	лежит в	1	1
546	будет и	1	1
547	жизни его	1	1
548	остается в	1	1
549	должны быть	4	1
550	она должна	1	1
551	за его	1	1
552	бездна между	1	1
553	не существует	3	1
554	вечности это	1	1
555	своем я	1	1
556	а к	1	1
557	когда он	1	1
558	больше и	1	1
559	мы должны	1	1
560	только что	1	1
561	все они	1	1
562	уже нет	1	1
563	могли быть	1	1
564	между ними	1	1
565	с ней	1	1
566	ней все	1	1
567	была бы	1	1
568	того же	1	1
569	жизни а	2	1
570	по которой	1	1
571	бы его	2	1
572	и родной	1	1
573	культуры в	1	1
574	и землю	2	1
575	есть выход	1	1
576	но эти	1	1
577	ее в	2	1
578	по поводу	1	1
579	это в	1	1
580	есть последнее	1	1
581	исправить дело	1	1
582	им и	1	1
583	все что	4	1
584	оторвалась от	1	1
585	они не	4	1
