N	2gram	Savitsky_E_1	Myslijsy
340	бы она	1	1
341	ли такое	2	1
342	в ее	8	1
343	друг к	1	1
344	видели что	1	1
345	а тем	2	1
346	мы будем	1	1
347	но как	2	1
348	в сторону	2	1
349	отличие от	1	1
350	друг от	2	1
351	общего правила	1	1
352	в оценке	1	1
353	значение имеет	1	1
354	то преимущество	1	1
355	мы думаем	1	1
356	и чем	2	1
357	только путем	1	1
358	один и	1	1
359	от основного	1	1
360	представим себе	1	1
361	в истории	2	1
362	в одной	1	1
363	дает нам	1	1
364	для всех	1	1
365	стороны и	6	1
366	ней в	1	1
367	однако не	1	1
368	применении к	3	1
369	что по	1	1
370	всем другим	1	1
371	и наконец	2	1
372	имеет в	2	1
373	от этого	5	1
374	в этот	1	1
375	то в	4	1
376	мира то	2	1
377	бы и	3	1
378	мы получаем	1	1
379	он в	1	1
380	в известном	3	1
381	что к	2	1
382	с их	1	1
383	нами в	1	1
384	тому же	1	1
385	иначе если	1	1
386	бы с	1	1
387	из указанных	1	1
388	он не	2	1
389	но само	1	1
390	не к	2	1
391	то которое	2	1
392	на земле	1	1
393	чтобы в	1	1
394	значительной степени	1	1
395	том же	1	1
396	восток не	1	1
397	то ни	4	1
398	как они	1	1
399	не будет	3	1
400	тем в	3	1
401	имеют в	1	1
402	различие между	1	1
403	же касается	1	1
404	том случае	1	1
405	об этом	1	1
406	и с	2	1
407	по степени	1	1
408	к другу	1	1
409	человеческого развития	1	1
410	лишь в	1	1
411	входит в	1	1
412	такой вопрос	1	1
413	к природе	2	1
414	в переводе	1	1
415	даже что	2	1
416	его частей	1	1
417	во внимание	1	1
418	мы видели	3	1
419	жизни но	1	1
420	чем в	4	1
421	в развитии	2	1
422	можно считать	3	1
423	есть такая	1	1
424	ли их	1	1
425	можно сказать	4	1
426	или точнее	2	1
427	в такой	1	1
428	с точки	17	1
429	в их	11	1
430	время с	1	1
431	то его	1	1
432	в которых	3	1
433	для всякого	1	1
434	значение для	1	1
435	этого содержания	1	1
436	поэтому в	1	1
437	выше мы	1	1
438	которые в	1	1
439	друг другу	1	1
440	много раз	1	1
441	на другую	1	1
442	или меньшего	1	1
443	и более	2	1
444	только те	2	1
445	можем сказать	2	1
446	себе влияние	1	1
447	для каждого	1	1
448	дело в	3	1
449	на себе	1	1
450	душе и	1	1
451	связанная со	1	1
452	и имеет	2	1
453	наблюдений над	1	1
454	какой бы	2	1
455	он мог	1	1
456	вероятно что	1	1
457	находятся в	1	1
458	по своей	2	1
459	вне сознания	1	1
460	что прежде	1	1
461	это зависит	1	1
462	уже и	3	1
463	доказать что	1	1
464	только отдельные	1	1
465	есть к	1	1
466	известной степени	3	1
467	каждую из	1	1
468	начиная с	2	1
469	и сам	1	1
470	указать на	1	1
471	для такого	1	1
472	к тому	8	1
473	что при	1	1
474	в применении	3	1
475	всех случаях	3	1
476	тем с	1	1
477	из всего	1	1
478	как мы	5	1
479	не делает	1	1
480	их связь	1	1
481	всего к	2	1
482	степени и	1	1
483	с течением	2	1
484	как с	1	1
485	не повторяет	1	1
486	в собственных	1	1
487	для человеческого	1	1
488	во многом	2	1
489	к тем	1	1
490	приближаются к	1	1
491	наше внимание	2	1
492	по сравнению	2	1
493	на них	2	1
494	не кто	1	1
495	был не	1	1
496	именно тогда	2	1
497	в содержании	2	1
498	будет уже	1	1
499	связанное с	1	1
500	переводе на	1	1
501	приближается к	3	1
502	некоторых из	1	1
503	и силу	1	1
504	именно с	1	1
505	вместе или	1	1
506	и та	2	1
507	язык и	1	1
508	его жизни	1	1
509	одного из	1	1
510	имеет значения	1	1
511	любви к	1	1
512	времени в	1	1
513	притом с	1	1
514	развития не	1	1
515	нельзя ни	1	1
516	заключается в	2	1
517	это изменение	1	1
518	связанной с	1	1
519	ее от	2	1
520	переходит в	1	1
521	во втором	2	1
522	его мысль	1	1
523	не более	3	1
524	в ту	1	1
525	народов и	3	1
526	к сознанию	1	1
527	большей или	1	1
528	к нему	2	1
529	при самом	1	1
530	но так	1	1
531	но с	2	1
532	дело с	1	1
533	для себя	1	1
534	как нечто	1	1
535	в стороне	3	1
536	это стремление	1	1
537	который в	1	1
538	происходит ли	1	1
539	сильнее чем	1	1
540	прав ли	1	1
541	конечно не	1	1
542	в большинстве	2	1
543	различия в	3	1
544	и творческого	1	1
545	как более	1	1
546	большинстве случаев	3	1
547	при помощи	2	1
548	признать за	1	1
549	для осуществления	1	1
550	представить себе	1	1
551	то следует	1	1
552	в известной	3	1
553	ли этот	1	1
554	к ним	3	1
555	не о	1	1
556	но за	1	1
557	г д	1	1
558	в другой	2	1
559	а на	1	1
560	случае если	1	1
561	мы ставим	2	1
562	нельзя сказать	1	1
563	именно в	4	1
564	по своим	3	1
565	а именно	2	1
566	в явлениях	1	1
567	и прежде	3	1
568	или меньшей	1	1
569	во второй	3	1
570	на которые	1	1
571	тем для	1	1
572	же мало	2	1
573	если этот	2	1
574	на основании	2	1
575	что из	1	1
576	оснований для	1	1
577	та часть	1	1
578	то она	1	1
579	сказать даже	1	1
580	ко второй	1	1
581	которое в	2	1
582	некоторые из	1	1
583	относятся к	2	1
584	довольно близко	1	1
585	многих случаях	1	1
586	поэтому если	1	1
587	сравнению с	2	1
588	а если	1	1
589	в течение	5	1
590	в той	5	1
591	можно поставить	1	1
592	это есть	1	1
593	что же	2	1
594	что как	1	1
595	значит что	1	1
596	в человеческом	1	1
597	многих других	1	1
598	к определению	1	1
599	с этой	6	1
600	положении и	1	1
601	и о	1	1
602	или меньшее	1	1
603	ни для	1	1
604	между собой	2	1
605	рассматривать как	1	1
606	какой именно	1	1
607	его собственная	2	1
608	в более	1	1
609	многие из	1	1
610	с мы	2	1
611	при таком	1	1
612	та и	1	1
613	не переходит	1	1
614	но когда	1	1
615	наблюдения над	2	1
616	тем более	4	1
617	в большей	1	1
618	такое явление	1	1
619	теплоты то	1	1
620	на такой	1	1
621	тех и	1	1
622	бы на	1	1
623	но возможно	1	1
624	помощи этого	1	1
625	связь с	1	1
626	его к	1	1
627	свое движение	1	1
628	ни была	1	1
629	сказали бы	1	1
630	в последнем	1	1
631	и еще	2	1
632	находящихся в	1	1
633	который не	1	1
634	выборе между	1	1
635	время не	1	1
636	при некотором	1	1
637	жизни и	2	1
638	это так	3	1
639	но еще	2	1
640	ни на	3	1
641	на значении	1	1
642	ее в	3	1
643	в своих	2	1
644	в процессе	4	1
645	с г	1	1
646	они относятся	1	1
647	этой точки	5	1
648	смысле что	1	1
