N	2gram	Propp_Isto_5	Tragedij
120	что и	6	2
121	ее за	2	2
122	бросается в	2	2
123	в том	6	2
124	даже если	1	2
125	по мнению	1	2
126	и ее	1	2
127	уже не	11	2
128	в виде	9	2
129	не так	1	2
130	в одном	1	2
131	друг друга	3	2
132	тем что	10	2
133	как же	1	2
134	говорит о	2	2
135	под влиянием	2	2
136	в данном	3	2
137	и вас	1	2
138	это уже	2	2
139	потому что	7	2
140	состоит из	3	2
141	в частности	7	2
142	только о	1	2
143	во сне	2	2
144	в таком	1	2
145	точно так	1	2
146	ту же	2	1
147	также что	3	1
148	и т	20	1
149	одним из	2	1
150	например в	5	1
151	человека и	2	1
152	сам по	1	1
153	и др	3	1
154	самом деле	2	1
155	можно выразиться	1	1
156	силы и	1	1
157	и есть	1	1
158	что когда	1	1
159	на две	1	1
160	проникает в	1	1
161	должна быть	1	1
162	и могут	1	1
163	той же	1	1
164	что уже	1	1
165	не вполне	1	1
166	на себя	3	1
167	очень скоро	1	1
168	ему в	3	1
169	в виду	1	1
170	затем он	1	1
171	в ней	5	1
172	встречается в	3	1
173	давно известно	1	1
174	представляет собой	7	1
175	быть в	1	1
176	это же	3	1
177	во всех	2	1
178	мысль что	1	1
179	на другой	1	1
180	но не	5	1
181	но как	1	1
182	в голове	2	1
183	некоторые черты	1	1
184	ее сердце	1	1
185	далее следует	1	1
186	к сожалению	1	1
187	чем же	1	1
188	в истории	4	1
189	и наконец	1	1
190	напомним что	1	1
191	них он	1	1
192	отнесены к	1	1
193	и хотя	4	1
194	то в	2	1
195	пища для	1	1
196	в которой	4	1
197	сливается с	1	1
198	он в	1	1
199	его а	1	1
200	право на	1	1
201	только один	3	1
202	этого образа	1	1
203	если он	1	1
204	и если	1	1
205	эта деталь	1	1
206	в переводе	1	1
207	и еще	1	1
208	которым человек	1	1
209	не как	4	1
210	по всем	1	1
211	и по	2	1
212	на этом	3	1
213	на свете	1	1
214	таким образом	9	1
215	здесь мы	5	1
216	а затем	7	1
217	видит что	3	1
218	на ту	1	1
219	это было	2	1
220	известно что	1	1
221	быть не	1	1
222	а это	1	1
223	который сам	1	1
224	этом мы	1	1
225	но уже	3	1
226	он же	2	1
227	этого не	1	1
228	а за	1	1
229	со своими	2	1
230	которой он	2	1
231	для чего	1	1
232	в развитии	1	1
233	же я	1	1
234	перед собой	1	1
235	но если	1	1
236	и при	2	1
237	в своей	2	1
238	в котором	1	1
239	а чтобы	1	1
240	именно такую	1	1
241	представление о	17	1
242	и некоторыми	1	1
243	миф о	5	1
244	должны были	1	1
245	и вот	1	1
246	начнем с	1	1
247	но он	2	1
248	тем не	4	1
249	превратиться в	1	1
250	на мысль	1	1
251	борьбу с	1	1
252	на всю	1	1
253	по себе	2	1
254	солнце а	1	1
255	не менее	4	1
256	что эта	1	1
257	она не	2	1
258	и начинает	3	1
259	самого начала	1	1
260	считает что	1	1
261	на котором	1	1
262	того как	4	1
263	он еще	1	1
264	он с	1	1
265	это мы	1	1
266	судя по	1	1
267	и всегда	1	1
268	или как	2	1
269	детей и	1	1
270	к ней	1	1
271	связь и	1	1
272	для нас	5	1
273	связи с	8	1
274	сел на	1	1
275	что на	1	1
276	ли это	1	1
277	перед ним	1	1
278	в стиле	1	1
279	один раз	1	1
280	в момент	1	1
281	к себе	1	1
282	мы узнаем	2	1
283	могут быть	6	1
284	что оно	1	1
285	его с	1	1
286	указывает на	1	1
287	быть отнесены	1	1
288	что при	3	1
289	утверждать что	1	1
290	где он	1	1
291	с образом	1	1
292	о существовании	1	1
293	как мы	5	1
294	и о	1	1
295	отца он	1	1
296	того чтобы	3	1
297	черты его	1	1
298	с каким	1	1
299	с самого	1	1
300	роль в	2	1
301	с собой	1	1
302	же говорит	1	1
303	на нее	2	1
304	во многом	1	1
305	заставляет ее	1	1
306	она тоже	1	1
307	на них	2	1
308	действия не	1	1
309	это происходит	2	1
310	на вопрос	1	1
311	но мы	3	1
312	после того	3	1
313	а также	1	1
314	нас от	1	1
315	от него	1	1
316	восходит к	1	1
317	он возвращается	2	1
318	доходит до	1	1
319	говорит он	1	1
320	в форме	3	1
321	и она	3	1
322	в литературе	1	1
323	того что	2	1
324	сердца но	1	1
325	мы видим	8	1
326	только в	7	1
327	во всем	2	1
328	встречается только	1	1
329	становится не	1	1
330	с одной	7	1
331	именно на	2	1
332	этого мотива	8	1
333	носит в	1	1
334	каким же	1	1
335	только на	1	1
336	героя с	1	1
337	чтобы он	2	1
338	не знать	1	1
339	свидетельствует о	1	1
340	характерно что	1	1
341	него нет	1	1
342	одно из	1	1
343	всяком случае	1	1
344	слова в	1	1
345	чтобы она	2	1
346	они сами	2	1
347	с этими	1	1
348	ее не	1	1
349	и вместе	2	1
350	в особенности	3	1
351	даже не	1	1
352	в каких	1	1
353	близок к	1	1
354	на неудачу	1	1
355	в большую	1	1
356	что не	1	1
357	социальной жизни	2	1
358	объясняется тем	1	1
359	итак образ	1	1
360	естественно что	1	1
361	только по	1	1
362	не было	1	1
363	и стал	2	1
364	а на	2	1
365	попал в	2	1
366	а не	2	1
367	с которым	2	1
368	одну из	1	1
369	чтобы убить	4	1
370	это она	1	1
371	этом случае	7	1
372	в связи	4	1
373	вместе с	22	1
374	до этого	2	1
375	исходит от	1	1
376	и потому	2	1
377	эта связь	2	1
378	всех людей	3	1
379	над ним	3	1
380	не знал	2	1
381	xix века	1	1
382	мы опять	3	1
383	наряду с	4	1
384	к образу	1	1
385	понял что	2	1
386	с этой	2	1
387	и от	1	1
388	в книге	3	1
389	он сказал	1	1
390	никогда в	1	1
391	где и	1	1
392	тот кто	7	1
393	о нем	3	1
394	это может	1	1
395	из себя	4	1
396	бы в	1	1
397	хотя бы	1	1
398	только что	1	1
399	мифа который	1	1
400	к ее	1	1
401	еще ничего	1	1
402	гораздо больше	1	1
403	героя и	3	1
404	совершенно не	2	1
405	в иной	7	1
406	т е	16	1
407	что под	1	1
408	и жизнь	1	1
409	в фигуру	1	1
410	есть и	1	1
411	строится на	2	1
412	время он	1	1
413	к этой	1	1
414	в сибири	1	1
415	во всяком	1	1
