N	2gram	Propp_Russ_1	VerxiiNi
290	как по	2	1
291	работа в	2	1
292	эта связь	1	1
293	как в	5	1
294	от до	1	1
295	некоторое время	1	1
296	определить в	1	1
297	народа в	1	1
298	это был	1	1
299	что касается	1	1
300	однако не	1	1
301	его к	2	1
302	от этого	1	1
303	не приходится	1	1
304	та же	2	1
305	но дает	1	1
306	не был	1	1
307	то время	1	1
308	в нашем	2	1
309	думать что	3	1
310	не более	1	1
311	по форме	1	1
312	сливаются в	1	1
313	образ его	1	1
314	вера в	1	1
315	в нашей	1	1
316	них следует	1	1
317	чтобы они	2	1
318	всех этих	2	1
319	он должен	1	1
320	есть один	1	1
321	и более	2	1
322	как обычай	1	1
323	они могли	2	1
324	на этом	3	1
325	когда на	2	1
326	прежде чем	1	1
327	что она	2	1
328	основные черты	1	1
329	сделать из	2	1
330	том же	2	1
331	в старину	2	1
332	на этой	2	1
333	его в	1	1
334	входит в	4	1
335	было в	1	1
336	о народных	2	1
337	всех народов	1	1
338	это не	10	1
339	было бы	1	1
340	на почве	1	1
341	некоторые основные	1	1
342	весь мир	1	1
343	есть несколько	1	1
344	чаще всего	3	1
345	в жизни	2	1
346	и смерти	1	1
347	ни в	1	1
348	о характере	1	1
349	нет в	1	1
350	жизни то	1	1
351	как видно	1	1
352	видел в	1	1
353	как и	10	1
354	оно имеет	1	1
355	чем в	2	1
356	зато в	1	1
357	и того	1	1
358	одного и	1	1
359	или вообще	1	1
360	в ад	1	1
361	к тем	3	1
362	христианской религии	1	1
363	таким же	3	1
364	в их	4	1
365	других славян	1	1
366	место в	1	1
367	однако еще	1	1
368	на каждом	3	1
369	дальнейшее развитие	1	1
370	в отличие	1	1
371	должны были	2	1
372	одном из	1	1
373	но эта	1	1
374	к новой	1	1
375	труда и	1	1
376	их в	3	1
377	не могли	1	1
378	на севере	5	1
379	и всякую	1	1
380	необходимо чтобы	1	1
381	на первое	1	1
382	сам он	1	1
383	всех их	1	1
384	песен в	1	1
385	эти дни	4	1
386	но они	3	1
387	использованы для	1	1
388	а иногда	4	1
389	дело не	1	1
390	того как	5	1
391	выводы и	1	1
392	в языках	1	1
393	не по	1	1
394	иметь в	1	1
395	следовательно и	1	1
396	судя по	2	1
397	ничего не	3	1
398	с религией	2	1
399	которые и	1	1
400	видим что	1	1
401	как время	1	1
402	русская народная	1	1
403	это слово	1	1
404	к этим	1	1
405	изображается как	4	1
406	только с	1	1
407	но даже	2	1
408	а мы	2	1
409	у нас	8	1
410	которое в	1	1
411	как неясно	1	1
412	могут быть	2	1
413	как только	1	1
414	должны быть	1	1
415	и другим	2	1
416	смерти и	1	1
417	встречаются и	1	1
418	слова с	1	1
419	в каждой	1	1
420	для себя	1	1
421	значения и	2	1
422	как не	2	1
423	свою очередь	2	1
424	всего этого	1	1
425	некоторые другие	5	1
426	данном случае	1	1
427	представляющее собой	1	1
428	люди которые	1	1
429	белорусов и	1	1
430	если они	1	1
431	с собой	4	1
432	на путь	1	1
433	есть какие-то	1	1
434	чем у	2	1
435	что от	2	1
436	между собой	2	1
437	с этого	6	1
438	собой и	1	1
439	по мере	1	1
440	с ним	2	1
441	стремление к	1	1
442	вероятно что	1	1
443	и других	7	1
444	характер этого	2	1
445	настоящее время	3	1
446	в глаза	1	1
447	после того	2	1
448	других языках	1	1
449	первоначально было	1	1
450	бьет по	1	1
451	и во	1	1
452	связь между	2	1
453	по данным	1	1
454	указаний на	1	1
455	же очень	1	1
456	не отличаются	1	1
457	во втором	1	1
458	стоит и	1	1
459	во всей	1	1
460	них в	2	1
461	и следовательно	1	1
462	происхождение и	1	1
463	что здесь	1	1
464	известно что	1	1
465	в позднейших	1	1
466	обе эти	1	1
467	смерти она	1	1
468	совсем не	1	1
469	мы видим	2	1
470	с ними	5	1
471	этот вопрос	2	1
472	славян и	1	1
473	еще и	1	1
474	в разные	2	1
475	и так	1	1
476	до нас	1	1
477	и раньше	1	1
478	и ее	1	1
479	или его	1	1
480	их не	2	1
481	и его	1	1
482	по всей	1	1
483	рассматриваться как	1	1
484	не можем	3	1
485	только на	3	1
486	борьбы с	2	1
487	же от	1	1
488	только тогда	1	1
489	черты этого	1	1
490	предков на	1	1
491	влиянием в	1	1
492	но совершенно	1	1
493	не связанных	1	1
494	мы знаем	1	1
495	не так	1	1
496	и их	4	1
497	представить себе	1	1
498	не означает	2	1
499	уже почти	1	1
500	чтобы она	1	1
501	с этими	1	1
502	привела к	1	1
503	у него	2	1
504	заметить что	1	1
505	как этот	1	1
506	тем что	4	1
507	тогда как	2	1
508	перед ними	1	1
509	и духовные	1	1
510	в очень	1	1
511	представляют собой	7	1
512	умерших предков	1	1
513	которые как	1	1
514	видно из	1	1
515	не были	2	1
516	возможно что	1	1
517	при рассмотрении	1	1
518	для людей	1	1
519	такое же	2	1
520	этой роли	1	1
521	и пр	2	1
522	по тем	1	1
523	и своего	1	1
524	с культом	1	1
525	и самый	1	1
526	жизнь в	1	1
527	выступают в	1	1
528	всей своей	1	1
529	о чем	3	1
530	и том	1	1
531	могут рассматриваться	1	1
532	совершенно иное	1	1
533	так называемых	1	1
534	нет никаких	1	1
535	во плоти	1	1
536	в старом	1	1
537	что дало	1	1
538	границы между	1	1
539	с этим	2	1
540	так называемая	1	1
541	в данном	1	1
542	и за	1	1
543	в той	1	1
544	первое место	1	1
545	которые по	1	1
546	считал что	2	1
547	как средство	1	1
548	там где	2	1
549	два раза	1	1
550	и менее	1	1
551	которому восходят	1	1
552	ли не	1	1
553	этого слова	3	1
554	основана на	1	1
555	с особым	1	1
556	как из	1	1
557	и некоторые	3	1
558	такой же	2	1
559	на которой	1	1
560	но это	4	1
561	но для	1	1
562	кроме того	1	1
563	народных песен	1	1
564	не является	1	1
565	много но	1	1
566	и состоит	1	1
567	его с	4	1
568	полного прекращения	1	1
569	это как	1	1
570	в настоящее	3	1
571	сходство между	2	1
572	важное значение	1	1
573	его жизнь	1	1
574	сходство в	1	1
575	на более	1	1
576	же в	1	1
577	только как	1	1
578	относящиеся к	2	1
579	в честь	3	1
580	совсем так	1	1
581	блага жизни	1	1
582	от слова	1	1
583	в своих	2	1
584	значение в	1	1
585	и вновь	1	1
586	они не	1	1
