N	2gram	Tiupa_Lite_1	Myshleni
528	быть названа	1	1
529	из двух	1	1
530	другого и	1	1
531	со стороны	4	1
532	или иной	2	1
533	и т.п	4	1
534	или иначе	9	1
535	нельзя сказать	1	1
536	мы никогда	1	1
537	и прежде	3	1
538	говорил что	1	1
539	целого а	1	1
540	и признается	1	1
541	в воображении	1	1
542	не было	3	1
543	этого не	2	1
544	или нет?	2	1
545	более того	1	1
546	сам себе	1	1
547	одну из	2	1
548	на эту	1	1
549	становится ясным	1	1
550	в трех	1	1
551	если не	1	1
552	в связи	4	1
553	понимается как	1	1
554	все более	2	1
555	уже о	1	1
556	я говорю	1	1
557	нами как	1	1
558	в одной	1	1
559	он говорит	1	1
560	в данном	5	1
561	понятие о	1	1
562	одновременно с	1	1
563	что же	1	1
564	в обратном	1	1
565	да и	3	1
566	сам не	1	1
567	исходя из	3	1
568	иначе говоря	1	1
569	не начинается	1	1
570	в чистом	1	1
571	произносит и	1	1
572	поэтому что	1	1
573	этом и	1	1
574	ничего кроме	2	1
575	но для	1	1
576	тех или	1	1
577	его собственными	1	1
578	из прошлого	1	1
579	при таком	1	1
580	для этой	1	1
581	более ранних	1	1
582	это как	2	1
583	своей собственной	2	1
584	в отдельных	1	1
585	проходит через	1	1
586	для нас	1	1
587	особого рода	2	1
588	не подчиняется	1	1
589	от него	1	1
590	и все	1	1
591	но зато	1	1
592	есть альфа	1	1
593	этой деятельности	1	1
594	нашего внимания	1	1
595	в равной	2	1
596	между ними	1	1
597	с ней	1	1
598	была бы	1	1
599	и состоит	1	1
600	себе поскольку	1	1
601	не нуждается	1	1
602	но эти	1	1
603	к действительности	1	1
604	том числе	1	1
605	гораздо более	1	1
606	которая не	2	1
