N	2gram	Losev_Dial_3	Formalny
167	для нас	2	3
168	что жизнь	2	3
169	ничто не	2	3
170	исторического процесса	2	3
171	этом отношении	1	3
172	же самое	1	3
173	а что	4	3
174	оно не	6	3
175	только то	1	3
176	ясно что	7	3
177	жизнь и	4	3
178	никак не	2	3
179	и что	15	3
180	можно сказать	1	3
181	их в	2	3
182	в них	5	3
183	и следовательно	2	3
184	в него	1	3
185	уже не	5	3
186	не о	2	3
187	пришли к	1	3
188	души и	2	3
189	у нас	4	3
190	не на	6	3
191	одно а	1	3
192	она есть	10	3
193	данной эпохи	1	3
194	того что	12	3
195	в условиях	2	3
196	о нем	4	3
197	лишь как	2	3
198	мы мыслим	1	3
199	может и	2	3
200	сказать что	4	3
201	имеет место	1	3
202	и эта	1	3
203	ту же	1	2
204	отношения к	1	2
205	чтобы не	1	2
206	в такой	1	2
207	а иногда	1	2
208	он может	1	2
209	это и	7	2
210	к другому	1	2
211	в котором	1	2
212	высшей степени	1	2
213	с таким	1	2
214	что уже	1	2
215	в сущности	10	2
216	так чтобы	2	2
217	говорить о	4	2
218	эпохи в	1	2
219	же что	1	2
220	и сами	2	2
221	с его	2	2
222	конечно это	1	2
223	в сторону	1	2
224	в общем	1	2
225	за пределы	3	2
226	чем же	1	2
227	в своем	3	2
228	стороны и	1	2
229	становления и	1	2
230	от этого	1	2
231	то в	2	2
232	из этих	2	2
233	учение о	8	2
234	только один	1	2
235	говорят о	1	2
236	вообще не	2	2
237	что она	9	2
238	сами эти	2	2
239	перестает быть	2	2
240	всех этих	1	2
241	не значит	3	2
242	не как	1	2
243	одной и	1	2
244	его от	1	2
245	что ни	1	2
246	возможно только	6	2
247	на этом	2	2
248	именно это	1	2
249	в основу	1	2
250	это значит	24	2
251	в чисто	2	2
252	ни взяли	1	2
253	на почве	1	2
254	из нее	2	2
255	такой же	1	2
256	и тогда	5	2
257	нисколько не	1	2
258	бы к	1	2
259	как совокупность	1	2
260	не от	1	2
261	друг другу	1	2
262	что этот	2	2
263	где нет	1	2
264	даже в	1	2
265	и очень	1	2
266	в отношении	1	2
267	виду что	1	2
268	как о	4	2
269	дело не	1	2
270	одна из	3	2
271	и притом	5	2
272	внести в	1	2
273	в единство	1	2
274	в нас	1	2
275	только не	10	2
276	отдельных частей	1	2
277	ровно ничего	3	2
278	тем не	10	2
279	не останется	1	2
280	в каком	3	2
281	этот закон	1	2
282	отличается от	8	2
283	и это	4	2
284	с ее	1	2
285	как не	2	2
286	здесь не	1	2
287	так в	2	2
288	и необходимости	2	2
289	был бы	1	2
290	можно только	4	2
291	для этого	2	2
292	ничего не	17	2
293	в самой	1	2
294	что каждый	1	2
295	или на	1	2
296	и во	2	2
297	мы ни	1	2
298	что и	6	2
299	и только	6	2
300	от этих	1	2
301	когда говорят	1	2
302	и мир	1	2
303	предмета и	1	2
304	но так	1	2
305	должен быть	1	2
306	же он	2	2
307	не можем	2	2
308	из них	3	2
309	тогда он	1	2
310	допустим что	16	2
311	сами по	3	2
312	от того	4	2
313	и даже	13	2
314	или иной	4	2
315	в каких	1	2
316	к которому	1	2
317	мы еще	1	2
318	зрения самого	1	2
319	превращается в	6	2
320	была бы	3	2
321	нет никаких	2	2
322	но оно	1	2
323	материал и	1	2
324	с такой	1	2
325	быть только	2	2
326	но это	5	2
327	но для	2	2
328	она должна	2	2
329	поэтому совершенно	1	2
330	в точном	1	2
331	сознания и	4	2
332	от него	1	2
333	это учение	1	2
334	одной из	1	2
335	слово в	2	2
336	но если	6	2
337	возможно лишь	1	2
338	лишь тогда	1	2
339	бы быть	2	2
340	в таком	14	2
341	это понятие	1	2
342	я и	2	1
343	от этой	1	1
344	нем нет	1	1
345	полнотой и	1	1
346	именно эта	1	1
347	таком случае	10	1
348	котором действительно	1	1
349	сам по	5	1
350	и то	4	1
351	а из	2	1
352	для науки	2	1
353	и принципиально	1	1
354	в первом	2	1
355	вещь не	2	1
356	не имеют	2	1
357	ведь и	1	1
358	со своей	1	1
359	и этот	1	1
360	быть действительно	1	1
361	один знает	1	1
362	объект в	1	1
363	есть не	9	1
364	мы имеем	1	1
365	или наоборот	1	1
366	но учитывать	1	1
367	мир т	1	1
368	как ограниченное	1	1
369	а для	2	1
370	оно есть	2	1
371	и становление	1	1
372	из того	2	1
373	этого термина	1	1
374	то это	9	1
375	и необходимый	1	1
376	в каждой	1	1
377	учение об	1	1
378	и сводится	3	1
379	так или	2	1
380	как таковые	1	1
381	же мере	1	1
382	есть акт	1	1
383	его внутреннюю	1	1
384	души есть	1	1
385	так если	1	1
386	и понимает	1	1
387	а следовательно	1	1
388	не уничтожает	1	1
389	он умеет	1	1
390	тот или	2	1
391	коем случае	3	1
392	а только	1	1
393	от характера	1	1
394	только тогда	3	1
395	областей при	1	1
396	вовсе нельзя	1	1
397	иногда и	1	1
398	себе и	1	1
399	не просто	18	1
400	неизменным в	1	1
401	из таких	1	1
402	сама по	4	1
403	его на	2	1
404	с этим	3	1
405	жизни того	1	1
406	что как	1	1
407	не это	1	1
408	и нет	7	1
409	кроме того	6	1
410	хотя и	5	1
411	сознания в	2	1
412	это определение	1	1
413	как таковое	3	1
414	та же	1	1
415	из жизни	1	1
416	своеобразие каждой	1	1
417	то я	1	1
418	в последнее	1	1
419	этот ряд	2	1
420	эпохи и	1	1
421	есть реальность	1	1
422	напряженной и	1	1
423	имеем в	1	1
424	на то	3	1
425	и если	2	1
426	мы совершенно	1	1
427	они совершенно	1	1
428	а просто	1	1
429	он не	5	1
430	явление но	2	1
431	как часто	1	1
432	не к	1	1
433	по существу	2	1
434	в объективном	1	1
435	и по	2	1
436	или иных	1	1
437	а ведь	1	1
438	бы от	1	1
439	одно и	5	1
440	спрашивается что	1	1
441	но все	1	1
442	что является	1	1
443	он будет	3	1
444	не будет	3	1
445	факт что	1	1
446	он просто	4	1
447	если нет	4	1
448	в мире	1	1
449	провести между	1	1
450	его не	2	1
451	все их	1	1
452	разрушать и	1	1
453	и обратно	1	1
454	знает что	1	1
455	того или	3	1
456	но самый	1	1
457	отца и	2	1
458	быть не	2	1
459	за другой	1	1
460	значения явно	1	1
461	чаще всего	2	1
462	от отца	5	1
463	к сыну	1	1
464	нет в	1	1
465	творца и	1	1
466	с этой	5	1
467	на друга	1	1
468	место и	1	1
469	всегда и	1	1
470	значит не	1	1
471	существует то	1	1
472	чем в	1	1
473	выйти за	3	1
474	в чистом	1	1
475	должно быть	3	1
476	должны это	1	1
477	не больше	3	1
478	но почему	2	1
479	на первый	4	1
480	вещи в	2	1
481	не выдерживает	1	1
482	и при	1	1
483	социальные отношения	2	1
484	и помимо	1	1
485	в их	2	1
486	бы идея	1	1
487	она в	1	1
488	этих значений	1	1
489	и оправдание	1	1
490	для всякого	1	1
491	на место	1	1
492	и той	1	1
493	самого объекта	1	1
494	как одну	1	1
495	того если	1	1
496	но он	1	1
497	при условии	3	1
498	и диалектически	2	1
499	в понятии	2	1
500	и эти	2	1
501	мере в	3	1
502	тому чтобы	1	1
503	есть всегда	5	1
504	же мы	2	1
505	же такое	2	1
506	физический процесс	1	1
507	то с	1	1
508	и необходимость	1	1
509	нет никакого	7	1
510	то невозможно	1	1
511	имели в	1	1
512	чистом виде	1	1
513	его внутреннего	1	1
514	с ним	1	1
515	тем самым	3	1
516	что эта	1	1
517	история в	2	1
518	особенно ярко	1	1
519	того как	1	1
520	на него	1	1
521	тогда и	2	1
522	когда они	1	1
523	категорию и	1	1
524	и бесконечно	1	1
525	для кого	1	1
526	иметь в	2	1
527	но только	4	1
528	говорят что	2	1
529	возможно и	1	1
530	больше чем	1	1
531	при всем	4	1
532	учения о	2	1
533	есть она	1	1
534	не состоит	1	1
535	правда это	1	1
536	е от	1	1
537	е не	4	1
538	глубину и	1	1
539	тут только	1	1
540	действительно существует	1	1
541	целом и	1	1
542	входят в	1	1
543	и делает	1	1
544	и самой	2	1
545	если он	1	1
546	наконец в	1	1
547	восприятия а	1	1
548	д таким	1	1
549	с полной	3	1
550	той или	2	1
551	всегда есть	5	1
552	социальные и	1	1
553	утверждать что	6	1
554	можно и	3	1
555	как таковым	1	1
556	всего этого	2	1
557	только при	1	1
558	совершенно ясно	1	1
559	не природа	1	1
560	мы перешли	1	1
561	последнее время	1	1
562	чтобы быть	4	1
563	и этим	3	1
564	в себя	1	1
565	вне этих	1	1
566	не те	1	1
567	и может	1	1
568	продолжает существовать	1	1
569	и совершенно	1	1
570	с первым	2	1
571	только через	1	1
572	вещи и	1	1
573	не с	1	1
574	не имеем	1	1
575	вещей с	1	1
576	для него	4	1
577	строго говоря	1	1
578	даны в	1	1
579	и вообще	2	1
580	в коем	3	1
581	во-первых с	1	1
582	первый план	4	1
583	об этом	6	1
584	одного человека	1	1
585	и здесь	2	1
586	с особенной	1	1
587	и та	1	1
588	можно утверждать	2	1
589	что его	5	1
590	и который	1	1
591	этом заключается	1	1
592	не выходит	1	1
593	нас в	2	1
594	дают себе	1	1
595	все в	1	1
596	где же	4	1
597	быть сама	1	1
598	а потому	1	1
599	перестал бы	1	1
600	еще одним	1	1
601	в лучшем	1	1
602	для самого	1	1
603	истории становится	1	1
604	не так	1	1
605	обязательна но	1	1
606	существует не	1	1
607	тело и	4	1
608	известно что	1	1
609	как например	2	1
610	быть и	3	1
611	но с	1	1
612	здесь никакой	1	1
613	может кончиться	2	1
614	что только	1	1
615	словами мы	1	1
616	тот же	1	1
617	а часто	1	1
618	и так	1	1
619	это же	3	1
620	и жизни	6	1
621	в общий	1	1
622	с одной	3	1
623	в качестве	1	1
624	себя в	2	1
625	так что	8	1
626	от одной	1	1
627	друг на	1	1
628	есть в	3	1
629	вот что	1	1
630	факт как	1	1
631	и у	2	1
632	вопроса о	1	1
633	то и	3	1
634	ни одного	1	1
635	этого понятия	1	1
636	же в	2	1
637	и чисто	2	1
638	они могли	2	1
639	а то	1	1
640	как объективную	1	1
641	или просто	1	1
642	он существует	1	1
643	основе их	1	1
644	процесс и	1	1
645	одно из	5	1
646	говорит о	4	1
647	ведь это	2	1
648	в одном	1	1
649	чтобы она	2	1
650	случае не	3	1
651	в систему	1	1
652	и никогда	1	1
653	не обязательна	1	1
654	явно не	1	1
655	в других	1	1
656	даже и	7	1
657	момент в	1	1
658	из двух	3	1
659	даже не	6	1
660	до сих	1	1
661	или иначе	2	1
662	сюда же	1	1
663	именно в	2	1
664	здесь в	1	1
665	с той	1	1
666	еще и	2	1
667	в природе	2	1
668	на ней	1	1
669	только к	2	1
670	что для	5	1
671	основано на	2	1
672	не было	3	1
673	чтобы убедиться	1	1
674	одной стороны	3	1
675	зависит от	2	1
676	а наоборот	1	1
677	ничем не	7	1
678	самое слово	1	1
679	мы все	1	1
680	о чем	1	1
681	пр и	1	1
682	или с	1	1
683	закон может	1	1
684	что мы	8	1
685	отлично от	6	1
686	ясное и	1	1
687	мира в	1	1
688	его нельзя	1	1
689	здесь именно	2	1
690	если это	1	1
691	между собою	1	1
692	нет ничего	9	1
693	процесса но	1	1
694	в частности	2	1
695	от предмета	1	1
696	и абсолютно	1	1
697	тот факт	1	1
698	характера и	1	1
699	не дают	1	1
700	в течение	1	1
701	но сущность	1	1
702	его собственные	1	1
703	и всей	1	1
704	происходит в	1	1
705	в словах	1	1
706	образ и	1	1
707	если эти	1	1
708	для понимания	1	1
709	других областях	1	1
710	из отдельных	1	1
711	может идти	1	1
712	в это	1	1
713	на другое	3	1
714	к понятию	1	1
715	было ни	2	1
716	но даже	3	1
717	и о	3	1
718	сих пор	1	1
719	и стать	1	1
720	лучшем случае	1	1
721	образом как	1	1
722	другой как	1	1
723	тех или	2	1
724	и времени	1	1
725	и часто	1	1
726	физической вещи	1	1
727	что там	1	1
728	деле что	2	1
729	есть одно	1	1
730	мы только	1	1
731	его с	1	1
732	мира и	3	1
733	о котором	1	1
734	пр в	1	1
735	есть система	1	1
736	это так	1	1
737	ибо нет	1	1
738	где для	1	1
739	в ином	1	1
740	ни к	3	1
741	от всего	6	1
742	на такой	1	1
743	или не	5	1
744	есть уже	1	1
745	ту которая	1	1
746	их учения	1	1
747	очень хорошо	1	1
748	все то	1	1
749	а в	2	1
750	е в	4	1
751	как ряд	1	1
752	не знает	3	1
753	состоит из	1	1
754	уже говорить	1	1
755	обычно не	2	1
756	в такие	1	1
757	стадии своего	1	1
758	того на	1	1
759	которые сами	1	1
760	или иного	2	1
761	бы его	2	1
762	что под	1	1
763	в каком-то	1	1
764	до степени	2	1
765	всем этом	1	1
766	тогда не	2	1
767	о характере	1	1
768	как результат	1	1
769	этой точки	2	1
770	уж подавно	1	1
