N	2gram	Bakhtin_Fr_2	Hudozhes
195	как она	1	2
196	в него	2	2
197	второй половине	1	2
198	с ними	1	2
199	и потому	5	2
200	да не	1	2
201	поэтому и	1	2
202	так что	1	2
203	слова в	1	2
204	в начале	5	2
205	за ним	1	2
206	а и	1	2
207	мы знаем	1	2
208	него уже	1	2
209	в бытовой	1	2
210	влияние на	1	2
211	это прежде	1	2
212	себя и	1	2
213	что не	1	2
214	в данной	1	2
215	до конца	2	2
216	у его	1	2
217	человек в	2	2
218	за нею	1	2
219	ближе к	1	2
220	и ему	1	2
221	на фоне	2	2
222	вся жизнь	1	2
223	эти слова	1	2
224	в человеке	1	2
225	о человеке	2	2
226	да и	3	2
227	под ред	1	2
228	и не	15	2
229	с этой	1	2
230	еще раз	2	2
231	своей жизни	1	2
232	видно что	1	2
233	и дело	1	2
234	всего мира	1	2
235	или иного	1	2
236	этот момент	4	2
237	проникнуть в	2	2
238	говорили о	1	1
239	как известно	2	1
240	к произведениям	1	1
241	человека и	3	1
242	достаточно вспомнить	1	1
243	связана с	3	1
244	и то	1	1
245	смеха и	8	1
246	и др	9	1
247	художественных произведений	1	1
248	тех же	2	1
249	это и	2	1
250	и до	4	1
251	проникает в	1	1
252	он всегда	1	1
253	видеть в	2	1
254	долгое время	1	1
255	и за	2	1
256	также и	3	1
257	как этих	1	1
258	за них	1	1
259	не во	2	1
260	г как	1	1
261	что уже	1	1
262	из области	1	1
263	всего о	1	1
264	в сущности	8	1
265	но она	1	1
266	я не	1	1
267	хотя бы	1	1
268	и быта	1	1
269	начало и	1	1
270	литературы и	2	1
271	о назначении	1	1
272	именно благодаря	1	1
273	на них	1	1
274	характерную для	1	1
275	показателен в	1	1
276	время в	1	1
277	в чем	1	1
278	мы еще	2	1
279	с самой	1	1
280	бы в	1	1
281	же она	1	1
282	в общем	1	1
283	отношение к	8	1
284	к своей	1	1
285	это были	1	1
286	средних веков	2	1
287	связи и	1	1
288	один и	1	1
289	до xvii	1	1
290	относится к	5	1
291	чем же	1	1
292	дает нам	2	1
293	стороны и	1	1
294	что касается	2	1
295	однако не	1	1
296	еще больше	1	1
297	понять и	2	1
298	и как	1	1
299	искали и	1	1
300	к числу	2	1
301	от этого	1	1
302	к иной	1	1
303	есть на	1	1
304	где все	1	1
305	к чему	1	1
306	в произведении	2	1
307	в которой	1	1
308	точку зрения	2	1
309	подлинный смысл	1	1
310	он в	1	1
311	можно не	1	1
312	эти более	1	1
313	бы не	1	1
314	из этих	5	1
315	еще далеко	1	1
316	и тот	1	1
317	эпохи и	1	1
318	только один	1	1
319	в средневековой	1	1
320	не могла	1	1
321	главным образом	1	1
322	но именно	3	1
323	лжи и	1	1
324	всех этих	3	1
325	в силу	1	1
326	и вот	3	1
327	с таким	1	1
328	том чтобы	1	1
329	к каждому	1	1
330	содержит в	2	1
331	на земле	3	1
332	свое время	3	1
333	на серьезность	1	1
334	его от	1	1
335	и этот	1	1
336	в нее	1	1
337	жить в	1	1
338	что все	1	1
339	была в	1	1
340	объяснить что	2	1
341	а их	1	1
342	на этой	2	1
343	входит в	1	1
344	получил от	1	1
345	роль в	5	1
346	смеха к	1	1
347	себя атмосферу	1	1
348	в последующих	3	1
349	в итоге	1	1
350	этом мы	1	1
351	для них	2	1
352	далеко не	3	1
353	нашего исследования	1	1
354	в самую	1	1
355	фантастичность и	1	1
356	его было	1	1
357	с тем	1	1
358	еще можно	1	1
359	он и	1	1
360	элемента в	1	1
361	смысл и	2	1
362	лучше всего	1	1
363	них уже	1	1
364	в г	3	1
365	места в	1	1
366	основной тон	1	1
367	на других	1	1
368	таким же	1	1
369	еще недостаточно	1	1
370	ли можно	1	1
371	и без	2	1
372	во времена	1	1
373	характер это	1	1
374	место в	3	1
375	было очень	1	1
376	знаем что	1	1
377	нельзя было	3	1
378	есть его	1	1
379	в одном	3	1
380	аспекте его	1	1
381	не будем	1	1
382	это сознание	1	1
383	и более	4	1
384	в прошлом	1	1
385	их в	3	1
386	что этот	1	1
387	иной раз	1	1
388	называл себя	1	1
389	вовсе не	10	1
390	в отношении	2	1
391	так как	6	1
392	вплоть до	2	1
393	но они	3	1
394	одиноким и	1	1
395	до известной	1	1
396	как можно	1	1
397	что эта	1	1
398	как о	1	1
399	дело в	1	1
400	в плане	3	1
401	и имеет	1	1
402	даже как	1	1
403	только не	1	1
404	эта сторона	1	1
405	текста и	1	1
406	воли и	1	1
407	в самой	2	1
408	именно с	1	1
409	на тему	1	1
410	или как	1	1
411	всего на	1	1
412	таких произведений	1	1
413	образом он	1	1
414	уже говорили	5	1
415	был и	3	1
416	же он	1	1
417	ничто не	1	1
418	обратимся в	1	1
419	односторонне и	1	1
420	с другом	1	1
421	только от	1	1
422	была на	1	1
423	но напротив	1	1
424	не могут	1	1
425	могут быть	2	1
426	потом с	1	1
427	всегда есть	1	1
428	всего в	1	1
429	всегда оставался	1	1
430	но также	1	1
431	она же	1	1
432	он видит	2	1
433	было уже	1	1
434	но из	1	1
435	духовное содержание	1	1
436	на это	1	1
437	говорит о	1	1
438	не делает	1	1
439	в виду	3	1
440	с самого	1	1
441	говорили что	1	1
442	в дальнейшем	2	1
443	построена так	1	1
444	в xix	3	1
445	в образе	1	1
446	во многом	1	1
447	жизнь и	2	1
448	и внешней	1	1
449	означает что	1	1
450	жанров и	1	1
451	но здесь	3	1
452	лицо его	2	1
453	это действительно	1	1
454	и т.д	2	1
455	и т.п	11	1
456	на страницах	2	1
457	одного из	2	1
458	с личной	1	1
459	для нас	1	1
460	с другой	4	1
461	и серьезности	1	1
462	а во	1	1
463	реализма в	1	1
464	во всех	6	1
465	в две	1	1
466	находит свое	1	1
467	позволял себе	1	1
468	отношения но	1	1
469	с мотивом	1	1
470	наконец в	3	1
471	классическая традиция	1	1
472	к концу	1	1
473	в лучшем	1	1
474	и она	1	1
475	и интерпретации	2	1
476	как например	1	1
477	тот же	5	1
478	и кажется	1	1
479	в какой	1	1
480	те связи	1	1
481	времени и	6	1
482	всяком случае	2	1
483	с будущим	1	1
484	и ее	1	1
485	и обновления	6	1
486	с одной	3	1
487	именно на	2	1
488	есть в	2	1
489	в серьезных	1	1
490	и событий	1	1
491	литературы в	2	1
492	однако здесь	1	1
493	и у	1	1
494	уже в	5	1
495	в жизни	4	1
496	существования и	2	1
497	является не	1	1
498	не дает	3	1
499	этого процесса	3	1
500	глава первая	1	1
501	то чего	1	1
502	эти два	2	1
503	характерно что	2	1
504	ни с	1	1
505	одно из	1	1
506	и та	1	1
507	отклонения от	1	1
508	есть именно	1	1
509	отдельного человека	1	1
510	он один	1	1
511	в целях	2	1
512	что они	2	1
513	не претендуя	1	1
514	где в	1	1
515	рядом с	6	1
516	в особенности	5	1
517	узкому кругу	1	1
518	живой и	1	1
519	по своим	1	1
520	еще и	1	1
521	в романе	9	1
522	что для	3	1
523	связано с	2	1
524	них и	1	1
525	и своего	2	1
526	одной стороны	3	1
527	из наиболее	2	1
528	не на	1	1
529	в руках	1	1
530	там где	4	1
531	одна и	1	1
532	ключи к	2	1
533	вступает в	1	1
534	но все	4	1
535	неотделимо от	1	1
536	из которых	1	1
537	xix века	2	1
538	о чем	3	1
539	пишет в	1	1
540	и там	1	1
541	и всей	1	1
542	быть только	1	1
543	происходит в	1	1
544	века и	3	1
545	вокруг себя	2	1
546	присутствует в	1	1
547	друг с	1	1
548	человек с	1	1
549	каждой отдельной	1	1
550	и менее	1	1
551	претендуя на	1	1
552	о достоинствах	1	1
553	тенденция к	1	1
554	возрождения в	2	1
555	самом же	1	1
556	но это	2	1
557	живы и	1	1
558	это был	2	1
559	в смысле	2	1
560	письме к	1	1
561	не мог	1	1
562	время это	1	1
563	этой внешней	1	1
564	под названием	2	1
565	известной степени	1	1
566	судьбы и	1	1
567	пор еще	2	1
568	лицо и	1	1
569	его творчества	3	1
570	текстов и	1	1
571	со своей	1	1
572	не более	1	1
573	конце концов	1	1
574	мы должны	2	1
575	слов и	1	1
576	же деле	1	1
577	но вот	1	1
578	еще ничего	1	1
579	первый раз	1	1
580	на смену	1	1
581	сказать что	6	1
582	на улицах	1	1
583	а ведь	1	1
584	их с	1	1
585	в свою	1	1
586	мы здесь	2	1
587	культуры в	1	1
588	в свое	4	1
589	категорий как	1	1
590	литературу а	1	1
591	ни на	1	1
592	и другие	2	1
593	героя как	1	1
594	и эта	2	1
595	в состояние	1	1
596	во всяком	2	1
597	все что	2	1
