N	2gram	Potebnia_M_2	Komedia
284	то в	1	1
285	что это	3	1
286	мы получаем	1	1
287	он в	1	1
288	что же	1	1
289	бы не	5	1
290	из этих	4	1
291	одном случае	1	1
292	только на	1	1
293	остановиться на	1	1
294	и тот	2	1
295	ее как	1	1
296	как он	4	1
297	что одна	1	1
298	от которого	1	1
299	который они	1	1
300	состоит в	2	1
301	к одному	1	1
302	близким к	1	1
303	быть с	1	1
304	чтобы в	1	1
305	из него	1	1
306	его от	1	1
307	подобно тому	4	1
308	и независимо	1	1
309	что она	3	1
310	последнее слово	1	1
311	но все	2	1
312	такого же	2	1
313	человека в	3	1
314	значительной степени	1	1
315	всех отношениях	1	1
316	тем с	1	1
317	что все	2	1
318	же не	1	1
319	им как	1	1
320	же касается	1	1
321	об этом	1	1
322	обе они	1	1
323	то есть	30	1
324	к заключению	1	1
325	это было	2	1
326	следует рассматривать	1	1
327	перед нами	1	1
328	начала и	1	1
329	между отдельными	1	1
330	и служат	2	1
331	в жизни	2	1
332	от близости	1	1
333	не всю	1	1
334	а с	2	1
335	две стихии	1	1
336	с тем	4	1
337	и уже	5	1
338	жизни но	1	1
339	слова и	3	1
340	себе все	1	1
341	лучше всего	1	1
342	в эту	3	1
343	в этих	3	1
344	не так	3	1
345	но если	2	1
346	в ходе	1	1
347	и одно	1	1
348	никаких оснований	1	1
349	можно найти	1	1
350	ли можно	1	1
351	а как	1	1
352	никто не	1	1
353	в отличие	1	1
354	в которых	1	1
355	что уже	1	1
356	несомненно что	1	1
357	стало быть	4	1
358	которые в	1	1
359	в первое	1	1
360	друг другу	1	1
361	теми же	1	1
362	однако не	1	1
363	доказывает что	1	1
364	и эти	1	1
365	и более	1	1
366	том же	1	1
367	него то	1	1
368	по себе	15	1
369	между несколькими	1	1
370	не была	1	1
371	при чтении	2	1
372	всего его	1	1
373	тому что	2	1
374	если и	2	1
375	с развитием	1	1
376	между людьми	1	1
377	не новое	1	1
378	она могла	1	1
379	и другое	4	1
380	самого начала	2	1
381	для каждого	1	1
382	если в	3	1
383	на себе	1	1
384	жизни нашего	1	1
385	или лучше	1	1
386	не вызывает	1	1
387	также что	2	1
388	в самых	1	1
389	того чтобы	2	1
390	связанное с	1	1
391	что только	2	1
392	хотя многие	1	1
393	во всем	2	1
394	на мой	1	1
395	так например	3	1
396	мы бы	2	1
397	двумя другими	1	1
398	до того	1	1
399	мы помним	1	1
400	женщины в	1	1
401	представлений в	4	1
402	каждый раз	1	1
403	мы и	1	1
404	что на	3	1
405	от их	4	1
406	и для	3	1
407	по своим	1	1
408	к себе	1	1
409	не могут	7	1
410	да рядом	1	1
411	себе никакого	1	1
412	к характеру	1	1
413	становится возможным	1	1
414	наоборот в	1	1
415	его с	2	1
416	даже и	2	1
417	слова с	1	1
418	в каждом	2	1
419	и это	2	1
420	не делает	1	1
421	от друга	1	1
422	же так	1	1
423	но при	1	1
424	это только	1	1
425	первой из	1	1
426	с самого	2	1
427	известная часть	1	1
428	в собственных	1	1
429	те же	3	1
430	наше внимание	1	1
431	не кто	1	1
432	с ним	5	1
433	с человеком	1	1
434	них не	3	1
435	или от	2	1
436	на вопрос	3	1
437	именно с	1	1
438	и что	4	1
439	утверждает что	1	1
440	все его	1	1
441	связанной с	1	1
442	которые могут	4	1
443	на ее	1	1
444	ее от	1	1
445	состоит не	2	1
446	таких же	5	1
447	за другим	4	1
448	может и	1	1
449	которое делает	1	1
450	и только	6	1
451	даже для	1	1
452	и были	1	1
453	и следовательно	2	1
454	если это	2	1
455	разницы между	2	1
456	собственное значение	2	1
457	голода и	1	1
458	того что	7	1
459	слово может	1	1
460	большей или	1	1
461	тех пор	1	1
462	дело с	1	1
463	явления в	1	1
464	хотя бы	2	1
465	устройстве и	1	1
466	к их	1	1
467	представления в	1	1
468	в стороне	1	1
469	которое мы	3	1
470	наше время	1	1
471	во времени	2	1
472	бы ни	5	1
473	к природе	1	1
474	так что	10	1
475	времени когда	1	1
476	которому он	1	1
477	в большинстве	1	1
478	не дает	2	1
479	в душе	23	1
480	только их	1	1
481	себе в	3	1
482	представить себе	1	1
483	нас только	1	1
484	о которой	3	1
485	к первой	2	1
486	может служить	1	1
487	друг друга	2	1
488	заметить что	6	1
489	не говорит	1	1
490	известно но	1	1
491	от того	5	1
492	на том	1	1
493	не противоречит	2	1
494	для того	5	1
495	известных нам	1	1
496	друг от	1	1
497	в особенности	1	1
498	к чувству	1	1
499	нам не	2	1
500	как огонь	1	1
501	с известным	2	1
502	не один	1	1
503	далеко не	3	1
504	и прежде	1	1
505	человек может	1	1
506	и др	1	1
507	воспоминания о	2	1
508	к человеку	1	1
509	превращается в	2	1
510	чтобы убедиться	1	1
511	одновременно не	1	1
512	именно так	1	1
513	было сказано	1	1
514	его как	1	1
515	человек есть	1	1
516	большинстве случаев	1	1
517	что из	1	1
518	та часть	1	1
519	самый сильный	1	1
520	связь с	1	1
521	сплошь да	1	1
522	эти слова	1	1
523	ко всем	2	1
524	и потому	2	1
525	что именно	1	1
526	к прежнему	1	1
527	делятся на	1	1
528	в разговоре	2	1
529	к своему	1	1
530	который мы	1	1
531	в той	1	1
532	применении к	1	1
533	тому как	4	1
534	как бы	9	1
535	а потом	1	1
536	для их	2	1
537	что сила	3	1
538	кто такой	1	1
539	не всем	2	1
540	этого слова	6	1
541	с этой	1	1
542	в условиях	1	1
543	если оно	1	1
544	что нет	2	1
545	не знаем	2	1
546	из чего	1	1
547	которые были	1	1
548	рассматривать как	1	1
549	за его	1	1
550	не достигает	1	1
551	мой взгляд	1	1
552	необходимость его	1	1
553	формы и	1	1
554	понять что	1	1
555	которого они	1	1
556	чтобы понять	1	1
557	вспомнить что	1	1
558	это уже	1	1
559	от него	4	1
560	на такой	1	1
561	или нет	3	1
562	бы в	2	1
563	или меньшей	1	1
564	бы на	1	1
565	отношении к	2	1
566	в общем	2	1
567	к ее	1	1
568	то оно	1	1
569	и определенная	1	1
570	вопрос как	1	1
571	бы с	1	1
572	хотя как	1	1
573	слово в	1	1
574	сказать что	2	1
575	себе на	1	1
576	восприятие которое	1	1
577	не замечать	1	1
578	время не	1	1
579	в трех	1	1
580	на это	1	1
581	в каком	3	1
582	одном плане	1	1
583	жизни и	1	1
584	указывают на	2	1
585	человека к	1	1
586	того времени	1	1
587	как на	3	1
588	в таком	4	1
589	этой точки	1	1
590	они не	4	1
