N	2gram	Propp_Russ_1	Analitik
408	всей своей	1	1
409	с той	1	1
410	и др	4	1
411	что для	1	1
412	не было	2	1
413	не означает	2	1
414	однако и	1	1
415	сколько в	1	1
416	его как	2	1
417	его по	1	1
418	долгое время	1	1
419	становится на	1	1
420	о чем	3	1
421	если не	1	1
422	в связи	4	1
423	в эпосе	1	1
424	он уже	1	1
425	как это	8	1
426	по своему	1	1
427	для обозначения	2	1
428	видя в	1	1
429	в течение	5	1
430	друг с	1	1
431	к понятию	1	1
432	самом же	1	1
433	перед нами	1	1
434	однако именно	1	1
435	только одна	1	1
436	деле как	1	1
437	и для	2	1
438	при таком	1	1
439	прежде чем	1	1
440	все что	1	1
441	или в	2	1
442	между ними	1	1
443	о котором	1	1
444	хотя и	2	1
445	к зиме	1	1
446	для нас	6	1
447	от него	1	1
448	мы должны	2	1
449	только с	1	1
450	у разных	1	1
451	этом можно	1	1
452	же в	1	1
453	сам но	1	1
454	в своих	2	1
455	а н	18	1
456	в свою	3	1
457	не знает	1	1
458	таким же	3	1
459	приводит нас	2	1
460	жизни и	1	1
461	время они	1	1
462	также не	1	1
463	по поводу	1	1
464	именно здесь	1	1
465	особенности же	1	1
466	они не	1	1
467	во всяком	1	1
468	и вновь	1	1
