N	2gram	Tiupa_Lite_2	Morfolog
126	то как	2	2
127	с тем	2	2
128	для него	4	2
129	и подобные	1	2
130	что до	1	2
131	однако в	6	2
132	все эти	1	2
133	на работу	1	2
134	можно указать	1	2
135	не имеет	1	2
136	одна из	5	2
137	что ни	1	2
138	и его	3	2
139	для того	2	2
140	здесь не	1	2
141	в собственном	1	2
142	и что	2	2
143	не с	3	2
144	является в	1	2
145	с этого	1	2
146	во избежание	1	2
147	о том	2	2
148	с одной	7	2
149	можно сказать	1	2
150	ни к	1	2
151	путь к	2	2
152	и только	2	2
153	того что	5	2
154	же можно	1	2
155	хотя бы	2	2
156	идет по	1	2
157	что он	3	2
158	себя в	6	2
159	уже не	2	2
160	вопроса о	1	2
161	от других	1	2
162	живой и	1	2
163	себя и	2	2
164	не знает	2	2
165	что мы	1	2
166	в частности	4	2
167	исходит от	1	2
168	одной стороны	6	2
169	есть и	1	2
170	не меняет	1	2
171	от него	1	2
172	не от	1	2
173	одной из	2	2
174	а во	1	2
175	в свое	2	2
176	к этому	1	2
177	после чего	1	2
178	имеет характер	1	1
179	и то	3	1
180	сын и	1	1
181	многих отношениях	1	1
182	победы над	1	1
183	от самого	1	1
184	приходит к	1	1
185	есть не	1	1
186	и превращение	1	1
187	это совершенно	1	1
188	на первом	2	1
189	он как	1	1
190	что это	1	1
191	в дальний	1	1
192	не вполне	2	1
193	ему в	1	1
194	в виду	2	1
195	начала в	1	1
196	оказывается что	1	1
197	он был	1	1
198	но как	2	1
199	а он	1	1
200	ответ на	1	1
201	тогда как	9	1
202	отличие от	1	1
203	камень под	1	1
204	которые не	1	1
205	более чем	1	1
206	орла на	1	1
207	вследствие чего	1	1
208	его не	1	1
209	в рамках	4	1
210	данный момент	1	1
211	для всех	5	1
212	в полном	1	1
213	мысль о	1	1
214	типа все	1	1
215	и наконец	2	1
216	но эта	1	1
217	на войну	2	1
218	а этой	1	1
219	этой цели	1	1
220	в этот	1	1
221	со своей	2	1
222	не в	4	1
223	в этой	3	1
224	рассказ о	1	1
225	идут в	2	1
226	в плену	1	1
227	во многих	1	1
228	на то	1	1
229	слова а	1	1
230	этом с	1	1
231	всех этих	1	1
232	и вот	1	1
233	в россии	2	1
234	одно и	2	1
235	в каждом	2	1
236	здесь мы	1	1
237	то ни	1	1
238	же касается	1	1
239	те или	1	1
240	с другими	1	1
241	например с	1	1
242	даже в	4	1
243	в итоге	1	1
244	в это	1	1
245	нет в	2	1
246	на что	1	1
247	следует и	1	1
248	между собою	1	1
249	превращаясь в	2	1
250	и некоторые	1	1
251	по затылку	1	1
252	в наши	1	1
253	имеет ничего	1	1
254	что данная	1	1
255	в их	3	1
256	сами себе	1	1
257	не столько	3	1
258	в первый	2	1
259	могло бы	2	1
260	что я	2	1
261	такую же	2	1
262	при этом	6	1
263	но он	1	1
264	силу и	1	1
265	тому что	1	1
266	то с	2	1
267	свой вопрос	1	1
268	что ему	1	1
269	того как	1	1
270	и притом	1	1
271	в основе	2	1
272	есть путь	1	1
273	же время	9	1
274	этих двух	1	1
275	задаваясь вопросом	1	1
276	как на	3	1
277	у кого	1	1
278	к исторической	1	1
279	по земле	3	1
280	же он	1	1
281	одним из	3	1
282	есть у	1	1
283	у нас	5	1
284	существу мысль	1	1
285	всего в	1	1
286	к тому	1	1
287	той или	1	1
288	все еще	2	1
289	ничего общего	1	1
290	тоской по	1	1
291	с ее	2	1
292	некоторые другие	1	1
293	данном случае	3	1
294	как по	1	1
295	и говорит	1	1
296	всей своей	3	1
297	приводит к	1	1
298	на свой	1	1
299	что такой	1	1
300	над врагом	1	1
301	мог бы	1	1
302	еще в	4	1
303	во второй	1	1
304	и с	3	1
305	находится в	1	1
306	но мы	1	1
307	все тем	1	1
308	бы то	1	1
309	и просто	1	1
310	как было	1	1
311	их в	1	1
312	в камень	1	1
313	грань между	1	1
314	мы вновь	1	1
315	в его	4	1
316	и хорошо	1	1
317	а потому	2	1
318	его герой	1	1
319	во всей	1	1
320	целого а	1	1
321	в него	2	1
322	еще несколько	1	1
323	по собственному	1	1
324	в новой	1	1
325	бою и	1	1
326	убежден что	1	1
327	таких моментов	1	1
328	который в	1	1
329	но то	1	1
330	со всеми	1	1
331	в эти	1	1
332	на самого	1	1
333	дальний путь	2	1
334	есть в	1	1
335	земному шару	1	1
336	типа а	1	1
337	эти и	1	1
338	что не	2	1
339	не так	2	1
340	в одном	2	1
341	у него	2	1
342	как при	1	1
343	она имеет	1	1
344	не противоречит	1	1
345	он же	1	1
346	только на	1	1
347	быть названа	1	1
348	и даже	8	1
349	со стороны	3	1
350	или иной	1	1
351	именно в	1	1
352	а именно	3	1
353	лица в	1	1
354	человека а	1	1
355	я был	1	1
356	как же	1	1
357	еще и	1	1
358	по тем	1	1
359	выступает за	1	1
360	и своего	1	1
361	здесь этот	1	1
362	могут служить	2	1
363	все более	1	1
364	о себе	3	1
365	я тебе	1	1
366	более широкого	1	1
367	характера и	1	1
368	нет а	1	1
369	в данном	3	1
370	да нам	1	1
371	ведет к	1	1
372	одновременно с	1	1
373	это его	2	1
374	в тот	1	1
375	отношения к	1	1
376	в ряду	1	1
377	никем не	1	1
378	быть не	2	1
379	о жизни	1	1
380	что же	1	1
381	с этой	2	1
382	для тех	1	1
383	же самое	1	1
384	с большой	1	1
385	для нас	2	1
386	и все	1	1
387	которую он	1	1
388	бы в	1	1
389	в круг	1	1
390	то оно	1	1
391	и сила	1	1
392	уже отмечалось	1	1
393	войну а	1	1
394	первый раз	2	1
395	со мной	4	1
396	отмечалось выше	1	1
397	я за	1	1
398	в таком	1	1
