N	2gram	Bakhtin_Fr_4	Psycholo
613	в романе	10	1
614	между ними	2	1
615	и эта	2	1
616	они как	1	1
617	и так	3	1
618	почему он	1	1
619	всех других	1	1
620	ко всему	1	1
621	в отдельности	1	1
622	есть и	4	1
623	видели в	1	1
624	серьезный и	1	1
625	жизни и	4	1
626	разговоре с	1	1
627	случае если	1	1
628	это в	2	1
629	все что	1	1
