N	2gram	Bakhtin_KF_1	Hudozhes
324	шире и	1	1
325	к чему	3	1
326	из жизни	1	1
327	бы и	3	1
328	что это	3	1
329	одном случае	1	1
330	в известном	1	1
331	данном контексте	1	1
332	имеем в	2	1
333	ее как	2	1
334	бытия чтобы	1	1
335	проникает в	5	1
336	на то	1	1
337	жизненная ценность	1	1
338	т.е не	2	1
339	жизнью и	1	1
340	на его	1	1
341	исходит из	1	1
342	что она	1	1
343	в мир	1	1
344	и иные	1	1
345	время и	5	1
346	к миру	1	1
347	все это	10	1
348	с нашим	1	1
349	отношений между	1	1
350	мир как	6	1
351	остается лишь	1	1
352	содержит в	1	1
353	подход к	1	1
354	то ни	2	1
355	а затем	1	1
356	что все	1	1
357	смысла в	2	1
358	том случае	1	1
359	не сможет	1	1
360	бы быть	5	1
361	а по	2	1
362	неслиянное и	1	1
363	не с	1	1
364	а как	2	1
365	это было	2	1
366	ответственность за	2	1
367	жизнь других	1	1
368	и иных	1	1
369	было бы	8	1
370	он ни	2	1
371	не совпадает	1	1
372	и одна	1	1
373	весь мир	2	1
374	делает его	1	1
375	в жизни	2	1
376	нет в	4	1
377	рядом с	3	1
378	моего сознания	2	1
379	соответствии с	2	1
380	он и	2	1
381	все моменты	1	1
382	из проявлений	1	1
383	но само	1	1
384	же я	1	1
385	места в	4	1
386	от своего	1	1
387	лежат в	1	1
388	в котором	24	1
389	в единстве	7	1
390	к предмету	1	1
391	и вокруг	1	1
392	все и	1	1
393	себе а	2	1
394	от его	5	1
395	не путем	1	1
396	значение для	1	1
397	предполагает не	1	1
398	есть его	2	1
399	этих моментов	2	1
400	но во	1	1
401	не должно	3	1
402	том же	1	1
403	случае мы	2	1
404	на один	1	1
405	его полноте	1	1
406	ее не	1	1
407	с которой	1	1
408	но для	2	1
409	она могла	2	1
410	его активность	1	1
411	принципиально иной	1	1
412	не имеет	5	1
413	между жизнью	1	1
414	к этим	1	1
415	ясность и	1	1
416	к такому	1	1
417	но только	1	1
418	поступок в	6	1
419	поскольку оно	1	1
420	эти стороны	1	1
421	ему и	1	1
422	этих случаях	1	1
423	и теперь	1	1
424	ту или	1	1
425	ее можно	1	1
426	не по	4	1
427	и делает	2	1
428	в каком	4	1
429	и здесь	7	1
430	нет даже	1	1
431	деятельности и	2	1
432	в момент	3	1
433	места для	1	1
434	как некоторая	1	1
435	когда мы	1	1
436	способу мышления	1	1
437	единства в	2	1
438	вокруг него	2	1
439	всего что	1	1
440	в каждом	3	1
441	для героя	1	1
442	здесь мы	4	1
443	задана как	1	1
444	в настоящее	1	1
445	должен быть	7	1
446	момент свершения	1	1
447	этой своей	1	1
448	некое эстетическое	1	1
449	моя жизнь	1	1
450	меня в	3	1
451	ни одно	5	1
452	только при	1	1
453	то или	2	1
454	мысль о	1	1
455	но мы	1	1
456	меня эта	1	1
457	как с	1	1
458	и совершенно	3	1
459	котором он	3	1
460	не содержит	1	1
461	как содержание	1	1
462	активностью в	1	1
463	здесь как	1	1
464	живет в	1	1
465	и религии	1	1
466	это событие	1	1
467	можно только	1	1
468	может оставаться	1	1
469	для этого	2	1
470	остановимся на	1	1
471	и эстетический	2	1
472	здесь одновременно	1	1
473	это существенно	1	1
474	ничто в	1	1
475	жизни не	1	1
476	возможна только	1	1
477	как ученый	1	1
478	настоящее время	1	1
479	вследствие того	1	1
480	может не	2	1
481	лишь путем	1	1
482	нуждается в	1	1
483	отношения являются	1	1
484	если он	1	1
485	его то	1	1
486	человека как	1	1
487	может иметь	2	1
488	в него	2	1
489	и мир	2	1
490	систему ценностей	1	1
491	жизнь на	1	1
492	известном смысле	1	1
493	все люди	1	1
494	один из	2	1
495	но с	1	1
496	мы видим	1	1
497	тот же	1	1
498	дело с	2	1
499	вступить в	1	1
500	в какой	1	1
501	субъекта в	1	1
502	и передачи	1	1
503	ее смысл	1	1
504	всех его	2	1
505	мира как	2	1
506	бы ни	1	1
507	жить и	2	1
508	и жизни	4	1
509	она лишь	1	1
510	со всеми	2	1
511	смыслу и	2	1
512	же и	1	1
513	если мы	1	1
514	всем его	3	1
515	основе его	1	1
516	не дает	3	1
517	мышления и	2	1
518	я люблю	1	1
519	местом в	1	1
520	себе в	1	1
521	переживания как	2	1
522	ведь это	1	1
523	до того	1	1
524	не для	1	1
525	так как	1	1
526	и от	1	1
527	к ним	4	1
528	бытия и	10	1
529	должен был	1	1
530	не просто	1	1
531	но из	1	1
532	не было	8	1
533	чему не	2	1
534	и даже	1	1
535	точек зрения	1	1
536	этом пути	1	1
537	на ее	1	1
538	на чем	1	1
539	что не	3	1
540	не мыслится	1	1
541	противоречие между	1	1
542	в соответствии	2	1
543	и пр	3	1
544	с моей	3	1
545	смысла и	2	1
546	не решает	1	1
547	человека но	1	1
548	всю жизнь	1	1
549	зависит от	1	1
550	с которым	1	1
551	жизнь в	1	1
552	видения в	1	1
553	научной истины	1	1
554	своей структуре	1	1
555	за свою	1	1
556	в бытии	26	1
557	стороны в	3	1
558	его как	5	1
559	вступает в	3	1
560	только к	1	1
561	не способна	1	1
562	вместе с	1	1
563	до этого	1	1
564	своей значимости	3	1
565	я уже	2	1
566	ним как	1	1
567	и объект	1	1
568	определяет его	1	1
569	этого слова	2	1
570	героя это	2	1
571	лицом и	1	1
572	и выразить	1	1
573	быть не	2	1
574	в это	2	1
575	выбора все	1	1
576	и каждая	1	1
577	только для	1	1
578	между прочим	1	1
579	все же	5	1
580	в событии	5	1
581	единством а	1	1
582	за его	1	1
583	может служить	1	1
584	если не	2	1
585	каким бы	1	1
586	что делает	1	1
587	она может	1	1
588	не подлежит	1	1
589	в результате	1	1
590	больше и	1	1
591	для нас	4	1
592	от него	3	1
593	это может	1	1
594	здесь именно	1	1
595	и нераздельное	1	1
596	в третьем	1	1
597	не более	1	1
598	действительной жизни	3	1
599	все они	1	1
600	предмета и	1	1
601	ни было	4	1
602	эстетическому субъекту	1	1
603	им с	1	1
604	же в	1	1
605	но всегда	2	1
606	быть и	3	1
607	не есть	20	1
608	помимо его	1	1
609	становления и	1	1
610	оценки и	2	1
611	со мной	4	1
612	не быть	3	1
613	себе самому	1	1
614	жизни а	1	1
615	одновременно и	1	1
616	включает в	2	1
617	всего в	1	1
618	просто не	1	1
619	которой я	2	1
620	жизни и	8	1
621	расположение их	1	1
622	ее в	1	1
623	в своих	3	1
624	по поводу	1	1
625	существенный момент	1	1
626	все что	1	1
627	они не	1	1
