N	2gram	Tiupa_Anal_1	Istorich
361	в противоположность	2	1
362	то в	2	1
363	со своей	1	1
364	на руку	1	1
365	в которой	2	1
366	в нашем	3	1
367	бы не	2	1
368	из этих	2	1
369	рассказ о	2	1
370	но он	1	1
371	но его	1	1
372	тому же	4	1
373	литература будто	1	1
374	здесь имеются	1	1
375	ей в	1	1
376	от которого	2	1
377	эта формула	1	1
378	к некоторому	1	1
379	или иному	1	1
380	у читателя	1	1
381	ли эта	1	1
382	перед исследователем	1	1
383	какой бы	2	1
384	его от	1	1
385	подобно тому	3	1
386	собственно говоря	4	1
387	или иных	2	1
388	герой художественного	1	1
389	в основу	1	1
390	могла бы	3	1
391	же касается	1	1
392	том случае	1	1
393	которая при	1	1
394	времени и	6	1
395	с целью	2	1
396	того или	3	1
397	этом смысле	1	1
398	лучше чем	1	1
399	еще одно	1	1
400	из первых	1	1
401	для достижения	1	1
402	и во-вторых	1	1
403	в них	1	1
404	в историческом	1	1
405	исходили из	1	1
406	соответствии с	2	1
407	быть понят	1	1
408	и уже	1	1
409	для чего	2	1
410	между собою	1	1
411	приходится ограничиваться	1	1
412	перед собой	2	1
413	не значит	1	1
414	в художественную	1	1
415	в своей	6	1
416	и пошел	1	1
417	она в	1	1
418	имеется и	1	1
419	в которых	1	1
420	от себя	3	1
421	всякий раз	3	1
422	одном из	1	1
423	вплоть до	1	1
424	дело уже	1	1
425	войти в	1	1
426	их связях	1	1
427	и наоборот	1	1
428	быть не	3	1
429	его объекта	1	1
430	и обувь	1	1
431	случае мы	1	1
432	нас к	1	1
433	тому что	1	1
434	получает от	1	1
435	в отношении	1	1
436	все три	1	1
437	мы вынуждены	1	1
438	в самых	1	1
439	к другим	1	1
440	что иное	5	1
441	того чтобы	3	1
442	это еще	1	1
443	о природе	1	1
444	однако подобно	1	1
445	эта сторона	1	1
446	на наш	6	1
447	имеем дело	4	1
448	при всем	1	1
449	к концу	1	1
450	ничто не	2	1
451	что речь	1	1
452	страны мертвых	1	1
453	входят в	1	1
454	в каком	1	1
455	а во-вторых	1	1
456	здесь совершенно	1	1
457	это правило	1	1
458	обряда инициации	1	1
459	что оно	1	1
460	от нее	1	1
461	все еще	1	1
462	оно не	1	1
463	этот путь	1	1
464	основе которого	1	1
465	он указывает	1	1
466	но по	1	1
467	в виду	1	1
468	говоря уже	1	1
469	значение этих	1	1
470	в себя	6	1
471	как с	1	1
472	на том	1	1
473	если они	1	1
474	слово есть	1	1
475	здесь как	1	1
476	пользоваться им	1	1
477	к тем	1	1
478	высокой ступени	1	1
479	и социальные	1	1
480	строго говоря	1	1
481	от начала	1	1
482	собой и	1	1
483	образом в	1	1
484	сводится к	5	1
485	а также	3	1
486	в самой	1	1
487	внимание на	1	1
488	и та	2	1
489	более высокой	1	1
490	миф в	1	1
491	может не	1	1
492	на точку	1	1
493	обратном порядке	1	1
494	однако с	1	1
495	ним и	2	1
496	б в	1	1
497	у одного	1	1
498	быть найден	1	1
499	происходит в	1	1
500	изучаемое явление	1	1
501	герой в	1	1
502	с вопросом	1	1
503	в формах	1	1
504	на которой	1	1
505	такая же	1	1
506	другого не	1	1
507	в тексте	5	1
508	проникнуть в	1	1
509	не само	1	1
510	даже если	1	1
511	который в	2	1
512	самые разнообразные	1	1
513	это означает	3	1
514	и ее	1	1
515	и жизни	1	1
516	к которой	1	1
517	с какой	1	1
518	оказывается в	2	1
519	своего рода	3	1
520	только на	1	1
521	чем ее	1	1
522	от других	1	1
523	наша цель	1	1
524	за ним	1	1
525	обряд инициации	1	1
526	на своего	1	1
527	слова в	1	1
528	сами по	2	1
529	т п	3	1
530	друг друга	1	1
531	у него	1	1
532	в соответствии	1	1
533	каждый из	2	1
534	ставит себе	1	1
535	этом отношении	2	1
536	одежду и	1	1
537	для того	4	1
538	науки в	1	1
539	же деле	1	1
540	на примере	2	1
541	при возвращении	1	1
542	но нельзя	1	1
543	не обязательно	1	1
544	герою это	1	1
545	было и	1	1
546	что для	1	1
547	обратиться к	3	1
548	выступает в	2	1
549	самом же	1	1
550	не было	1	1
551	не решает	2	1
552	не сама	1	1
553	в любой	1	1
554	его по	1	1
555	него не	1	1
556	что из	2	1
557	тому как	3	1
558	может иметь	2	1
559	уже о	1	1
560	не удается	1	1
561	такого рода	5	1
562	смысле этого	1	1
563	или иного	3	1
564	в тот	1	1
565	в обратном	1	1
566	да и	1	1
567	я с	1	1
568	сюжета с	1	1
569	тех пор	1	1
570	и более	4	1
571	этого слова	7	1
572	с некоторым	1	1
573	она состоит	1	1
574	в стране	1	1
575	нет ничего	2	1
576	см ниже	2	1
577	тому или	1	1
578	ни с	3	1
579	только одна	1	1
580	как отражение	1	1
581	приводит нас	1	1
582	мышления в	1	1
583	эту сторону	1	1
584	при таком	1	1
585	она может	3	1
586	в результате	1	1
587	которая в	3	1
588	хотя и	1	1
589	и вызывает	1	1
590	также может	1	1
591	к художественной	1	1
592	и все	3	1
593	со второй	1	1
594	в большей	1	1
595	в мировом	2	1
596	тех или	2	1
597	этом можно	1	1
598	или не	2	1
599	хотя в	1	1
600	все более	1	1
601	за этим	1	1
602	с людьми	1	1
603	несмотря на	2	1
604	требует чтобы	1	1
605	до тех	1	1
606	именно здесь	1	1
607	не говоря	2	1
608	должны помнить	1	1
609	вступления в	1	1
610	порой в	1	1
611	совершенно не	1	1
612	быть признано	1	1
613	равно как	1	1
614	не сами	1	1
615	первом случае	2	1
616	не что	4	1
617	при изучении	2	1
618	к числу	1	1
619	таким же	1	1
620	где он	1	1
621	а может	1	1
622	во всяком	1	1
623	также не	1	1
624	в роли	2	1
625	это понятие	1	1
626	путь не	1	1
627	и вновь	1	1
628	событий в	1	1
