N	2gram	Nazirov_Tv_2	FransuaR
153	можно говорить	1	2
154	в этот	2	2
155	и есть	2	2
156	и до	1	2
157	из его	1	2
158	и за	1	2
159	из своих	1	2
160	говорить о	2	2
161	в целом	6	2
162	в различных	1	2
163	в чем	4	2
164	в наиболее	1	2
165	отличие от	2	2
166	нет и	2	2
167	в истории	2	2
168	сочетается с	1	2
169	все же	5	2
170	когда он	4	2
171	и наконец	2	2
172	и отчасти	3	2
173	что это	1	2
174	очень важно	1	2
175	нет почти	1	2
176	роль в	2	2
177	и если	2	2
178	при этом	8	2
179	в начале	3	2
180	так например	3	2
181	том же	2	2
182	в будущее	1	2
183	лишь в	1	2
184	смеха и	1	2
185	было бы	1	2
186	для них	1	2
187	рядом с	2	2
188	несмотря на	1	2
189	в церкви	1	2
190	когда в	1	2
191	в г	1	2
192	во второй	1	2
193	и без	2	2
194	известной мере	2	2
195	не столько	2	2
196	из области	1	2
197	но эта	2	2
198	права на	2	2
199	точку зрения	2	2
200	даже в	1	2
201	вплоть до	1	2
202	если в	1	2
203	первая часть	4	2
204	на него	2	2
205	у этого	1	2
206	к ней	1	2
207	начиная с	2	2
208	в духе	4	2
209	не могут	1	2
210	что все	1	2
211	числе и	1	2
212	к тому	1	2
213	в каждом	1	2
214	должен быть	1	2
215	чем не	1	2
216	говорили что	1	2
217	так в	2	2
218	и что	2	2
219	еще в	1	2
220	том как	1	2
221	жизнь и	1	2
222	самой жизни	1	2
223	и вообще	2	2
224	другом месте	1	2
225	между тем	3	2
226	переходит в	1	2
227	очень важна	1	2
228	в ту	2	2
229	в свете	3	2
230	и она	1	2
231	всякого рода	2	2
232	ли он	1	2
233	уже говорили	1	2
234	в большинстве	1	2
235	в известной	4	2
236	конце жизни	1	2
237	у нее	3	2
238	может быть	8	2
239	тут же	2	2
240	и только	2	2
241	в отличие	2	2
242	превращается в	3	2
243	нужно сказать	1	2
244	один из	3	2
245	гете и	1	2
246	в ущерб	1	2
247	человеческой культуры	2	2
248	в городе	1	2
249	нет ни	1	2
250	в пределах	1	2
251	во все	1	2
252	только для	2	2
253	это явление	1	2
254	под названием	1	2
255	пор еще	1	2
256	на улице	1	2
257	в эту	1	2
258	на фоне	1	2
259	то что	3	2
260	жизни в	3	2
261	к этому	3	2
262	с новыми	1	1
263	вряд ли	1	1
264	неотделима от	2	1
265	и через	3	1
266	как добрые	1	1
267	христа на	1	1
268	связана с	1	1
269	не остается	1	1
270	крестьян и	1	1
271	играют в	1	1
272	свою жену	1	1
273	то в	1	1
274	сам автор	1	1
275	в какой-то	1	1
276	повторяются в	1	1
277	нашу мысль	1	1
278	что уже	1	1
279	большую роль	1	1
280	ясной и	1	1
281	не была	1	1
282	как я	1	1
283	то это	1	1
284	с народом	2	1
285	ту эпоху	1	1
286	автор дает	1	1
287	это действительно	1	1
288	столь же	1	1
289	истории в	1	1
290	то мы	1	1
291	характерная для	1	1
292	но как	1	1
293	не все	1	1
294	конечном счете	1	1
295	по отношению	3	1
296	не просто	1	1
297	значение имеет	1	1
298	что они	4	1
299	нечто вроде	1	1
300	это самое	1	1
301	характер и	1	1
302	другой день	1	1
303	общего с	1	1
304	века и	1	1
305	о жизни	3	1
306	это был	3	1
307	от января	1	1
308	это довольно	1	1
309	на улицах	1	1
310	имеет в	2	1
311	и свою	1	1
312	криками по	1	1
313	сливается с	1	1
314	после убийства	1	1
315	как некий	1	1
316	за это	1	1
317	бы не	2	1
318	его а	1	1
319	что автор	1	1
320	романа но	1	1
321	нами в	1	1
322	в себе	3	1
323	воплощенная в	1	1
324	связи между	1	1
325	на то	1	1
326	так сказать	2	1
327	это связано	1	1
328	он ни	1	1
329	а скорее	2	1
330	о которой	1	1
331	которой не	1	1
332	и еще	2	1
333	xix века	7	1
334	же это	1	1
335	чем у	1	1
336	народ не	1	1
337	была не	1	1
338	лице ее	2	1
339	характер в	2	1
340	на земле	1	1
341	не могли	2	1
342	и по	2	1
343	ни был	1	1
344	человека в	3	1
345	жить в	1	1
346	а затем	3	1
347	здесь он	1	1
348	значение в	1	1
349	в мире	5	1
350	имеет у	1	1
351	рассказывает о	3	1
352	традиции и	3	1
353	г в	1	1
354	и мы	3	1
355	известно что	2	1
356	главного героя	3	1
357	должен был	1	1
358	в жизни	1	1
359	вводит в	1	1
360	но уже	3	1
361	тот самый	1	1
362	что не	3	1
363	жизни но	1	1
364	мир в	1	1
365	потому и	1	1
366	их на	1	1
367	между ними	1	1
368	в ходе	1	1
369	и тут	1	1
370	интерес и	1	1
371	оказывается для	1	1
372	в котором	3	1
373	он дает	1	1
374	к особому	1	1
375	и народного	1	1
376	что я	2	1
377	признать что	1	1
378	должны были	1	1
379	в поэме	1	1
380	мистера пиквика	1	1
381	и более	1	1
382	их в	2	1
383	на его	4	1
384	что этот	2	1
385	со смертью	1	1
386	любовь к	1	1
387	сам он	1	1
388	всего его	1	1
389	нас к	1	1
390	тому что	1	1
391	необходимо сказать	1	1
392	без него	1	1
393	о будущем	1	1
394	между людьми	2	1
395	место занимает	1	1
396	человечества и	1	1
397	что с	1	1
398	это специфическое	1	1
399	мышления и	1	1
400	одна из	3	1
401	в процессе	2	1
402	всей их	1	1
403	он еще	2	1
404	в день	1	1
405	никогда не	11	1
406	казалось бы	3	1
407	он пытается	1	1
408	на землю	2	1
409	при всем	1	1
410	из древнейших	1	1
411	как она	1	1
412	у шекспира	1	1
413	мире и	1	1
414	и обновление	1	1
415	же он	1	1
416	его он	1	1
417	со своим	1	1
418	не находим	1	1
419	что впрочем	1	1
420	как будто	1	1
421	в области	1	1
422	у нас	2	1
423	и объявил	1	1
424	его отец	1	1
425	встречается в	1	1
426	надежды на	1	1
427	с исключительной	1	1
428	и такие	1	1
429	сама жизнь	1	1
430	как только	1	1
431	году и	1	1
432	является одним	1	1
433	бы он	1	1
434	той или	1	1
435	указывает на	1	1
436	всего человечества	1	1
437	и потому	4	1
438	и со	1	1
439	из нее	1	1
440	году в	1	1
441	более не	2	1
442	и художественное	1	1
443	свою очередь	1	1
444	на другой	1	1
445	кровь и	1	1
446	включает в	2	1
447	приводит к	2	1
448	это для	1	1
449	в дальнейшем	4	1
450	к жизни	2	1
451	и сам	5	1
452	что у	4	1
453	в образе	3	1
454	можно понять	1	1
455	еще не	5	1
456	к самой	1	1
457	она была	1	1
458	стороне от	1	1
459	глубже в	2	1
460	что от	1	1
461	поэтому в	1	1
462	пьесы в	1	1
463	если бы	4	1
464	его времени	2	1
465	образом в	1	1
466	говорят что	1	1
467	ее у	1	1
468	о нем	1	1
469	именно потому	1	1
470	же необходимо	1	1
471	характер этого	1	1
472	на вопрос	1	1
473	и поэтому	2	1
474	ее и	1	1
475	самому себе	1	1
476	можно встретить	1	1
477	в конечном	1	1
478	прямо указывает	1	1
479	умер в	1	1
480	и события	1	1
481	за основу	1	1
482	сопоставляется с	1	1
483	в середине	1	1
484	условия для	1	1
485	в лице	4	1
486	в жизнь	1	1
487	в формах	1	1
488	образом как	1	1
489	выше и	1	1
490	тот же	1	1
491	с ними	2	1
492	и является	1	1
493	в стороне	2	1
494	начинает свой	1	1
495	он действует	1	1
496	и ее	2	1
497	себя в	2	1
498	и детей	1	1
499	литературы в	1	1
500	не можем	1	1
501	он начинает	1	1
502	почти до	1	1
503	является не	1	1
504	на этих	1	1
505	не дает	1	1
506	в праве	1	1
507	в душе	4	1
508	из них	2	1
509	его и	2	1
510	мы знаем	1	1
511	руки и	1	1
512	слабого и	1	1
513	черта и	1	1
514	в современном	3	1
515	для меня	1	1
516	при всей	1	1
517	не о	1	1
518	друг друга	2	1
519	противоречии с	1	1
520	не случайно	2	1
521	тем что	3	1
522	в целях	1	1
523	смерти и	1	1
524	на стороне	4	1
525	а потому	1	1
526	во власти	1	1
527	до начала	1	1
528	или иной	1	1
529	как у	3	1
530	к которому	2	1
531	души и	1	1
532	месте в	1	1
533	на ней	2	1
534	а главное	1	1
535	что для	1	1
536	его из	1	1
537	и люди	1	1
538	более того	2	1
539	связано с	1	1
540	в любой	1	1
541	мир а	1	1
542	не знает	1	1
543	а сам	1	1
544	отрывается от	1	1
545	сам себе	1	1
546	мы говорим	1	1
547	наконец очень	1	1
548	ни о	1	1
549	со своими	2	1
550	данте но	1	1
551	под влиянием	1	1
552	если не	4	1
553	должна была	1	1
554	себя на	2	1
555	как ни	1	1
556	в частности	2	1
557	в честь	2	1
558	время с	1	1
559	и ограниченность	1	1
560	в рамках	1	1
561	из форм	1	1
562	прекрасно хотя	1	1
563	что за	1	1
564	не дают	1	1
565	несколько раз	3	1
566	но сам	1	1
567	искупительной жертвы	1	1
568	реальные исторические	1	1
569	момент как	1	1
570	своего времени	1	1
571	характера и	3	1
572	этого слова	1	1
573	он чувствует	1	1
574	общественной жизни	1	1
575	которые были	1	1
576	литературе в	1	1
577	в книге	1	1
578	форм от	1	1
579	это уже	2	1
580	этот образ	1	1
581	в сферу	1	1
582	о разрешении	1	1
583	этот день	1	1
584	и сегодня	1	1
585	особую главу	1	1
586	себя самого	1	1
587	но эти	2	1
588	от него	1	1
589	еще более	1	1
590	вообще в	1	1
591	но зато	3	1
592	дана в	1	1
593	как живое	1	1
594	от народной	1	1
595	для людей	1	1
596	в обстановке	1	1
597	как явления	1	1
598	и начинается	1	1
599	в свою	1	1
600	свободой и	1	1
601	переодеваниям и	1	1
602	наказание это	1	1
603	они имеют	2	1
604	метафоры и	1	1
605	отношению к	3	1
606	из этого	2	1
607	безумия и	1	1
608	все произведение	1	1
609	в виде	2	1
610	него за	1	1
611	но ни	1	1
612	подчеркнуть тему	1	1
613	в таком	3	1
614	во всяком	2	1
615	ничего общего	1	1
