N	2gram	Potebnia_M_3	Sovremen
187	мы всегда	1	1
188	с тою	1	1
189	того же	1	1
190	мы ее	2	1
191	о том	2	1
192	явлений как	1	1
193	в ней	8	1
194	и та	2	1
195	то конечно	1	1
196	на предметы	1	1
197	одного из	1	1
198	принадлежит и	1	1
199	на них	1	1
200	он сам	1	1
201	именно эти	2	1
202	все его	1	1
203	быть в	1	1
204	таком направлении	1	1
205	же время	5	1
206	бы то	1	1
207	от другой	2	1
208	внешний и	1	1
209	его в	3	1
210	с его	1	1
211	во всех	1	1
212	природы и	2	1
213	те или	1	1
214	раз и	1	1
215	более в	1	1
216	данном случае	1	1
217	совсем не	1	1
218	но не	7	1
219	к этому	3	1
220	но как	2	1
221	если в	1	1
222	по отношению	5	1
223	а потому	6	1
224	это сравнение	2	1
225	крайней мере	5	1
226	один и	1	1
227	может стать	2	1
228	в ту	1	1
229	чем же	1	1
230	независимо от	5	1
231	например при	2	1
232	стороны и	1	1
233	значит что	1	1
234	к нему	3	1
235	форму и	1	1
236	каждая группа	1	1
237	один из	4	1
238	есть такой	1	1
239	с понятием	2	1
240	одной из	2	1
241	в одинаковой	1	1
242	в действительности	5	1
243	увидим что	1	1
244	только в	21	1
245	целого и	1	1
246	роль играет	1	1
247	то он	2	1
248	он уже	1	1
249	та же	2	1
250	форму этого	1	1
251	явлений и	2	1
252	и тот	2	1
253	конечно не	1	1
254	мира но	1	1
255	только на	3	1
256	в начале	3	1
257	и если	2	1
258	и чисто	1	1
259	а это	1	1
260	в первых	1	1
261	он не	4	1
262	его и	1	1
263	что сказать	1	1
264	искать в	1	1
265	пока не	1	1
266	и навсегда	1	1
267	к одному	5	1
268	в корне	1	1
269	нам только	1	1
270	сами по	1	1
271	вовсе не	7	1
272	случае когда	1	1
273	как его	1	1
274	но что	2	1
275	одной и	4	1
276	заключает в	5	1
277	мало для	1	1
278	к очень	1	1
279	не хотим	1	1
280	по его	1	1
281	в очень	1	1
282	это значит	1	1
283	не будет	3	1
284	и может	3	1
285	в совершенно	1	1
286	и сделал	1	1
287	том случае	1	1
288	и таких	1	1
289	одной стороны	3	1
290	и т.п	1	1
291	до сих	3	1
292	с другой	7	1
293	как у	1	1
294	может ли	1	1
295	на ее	1	1
296	образом если	1	1
297	нельзя сказать	3	1
298	именно в	3	1
299	по своим	1	1
300	будет ли	2	1
301	бы эти	1	1
302	должен был	1	1
303	такое же	3	1
304	на которые	1	1
305	в природе	2	1
306	его с	2	1
307	на ней	1	1
308	только одно	1	1
309	ни в	2	1
310	от другого	3	1
311	может находиться	1	1
312	не было	4	1
313	она и	1	1
314	все равно	4	1
315	этого не	3	1
316	необходимость в	1	1
317	одна и	1	1
318	несмотря на	2	1
319	для чего	1	1
320	оно имеет	3	1
321	должно быть	5	1
322	и следовательно	3	1
323	понятия и	2	1
324	находиться в	1	1
325	том что	18	1
326	в эту	1	1
327	а но	1	1
328	но если	1	1
329	том как	3	1
330	и при	4	1
331	таким же	1	1
332	заключать в	1	1
333	так же	3	1
334	в такой	1	1
335	в первый	1	1
336	от его	1	1
337	в область	1	1
338	в данном	1	1
339	и той	2	1
340	не отнимает	1	1
341	научной мысли	1	1
342	но эта	1	1
343	которые в	1	1
344	а потом	1	1
345	быть только	4	1
346	совершенно невозможно	1	1
347	по крайней	5	1
348	предмета ни	1	1
349	образом из	1	1
350	без всяких	1	1
351	и более	1	1
352	важную роль	1	1
353	там где	3	1
354	жизни в	1	1
355	общего и	1	1
356	если нет	1	1
357	зрения и	2	1
358	по себе	16	1
359	в своем	5	1
360	она по	1	1
361	еще раз	2	1
362	как например	1	1
363	с №	1	1
364	сих пор	3	1
365	с ним	6	1
366	всей совокупности	1	1
367	что эта	2	1
368	она не	2	1
369	что с	2	1
370	и тогда	3	1
371	свое время	1	1
372	не имеет	6	1
373	это последнее	2	1
374	нашего знания	1	1
375	случае он	1	1
376	в процессе	1	1
377	не является	1	1
378	формы с	1	1
379	с и	3	1
380	уже на	2	1
381	но только	2	1
382	и от	4	1
383	не составляют	3	1
384	он с	1	1
385	только не	2	1
386	или в	3	1
387	все свои	1	1
388	может но	1	1
389	на язык	1	1
390	человек и	1	1
391	с при	1	1
392	хотя и	1	1
393	жизни не	3	1
394	это то	1	1
395	только из	1	1
396	или нет	1	1
397	и его	4	1
398	связи с	2	1
399	на такой	1	1
400	ни было	1	1
401	же в	2	1
402	но это	6	1
403	на которой	3	1
404	эти сравнения	1	1
405	в первое	2	1
406	между ними	1	1
407	не знает	3	1
408	сказать что	5	1
409	ни о	3	1
410	в живой	2	1
411	но можно	1	1
412	равно как	1	1
413	развития и	1	1
414	с какою	4	1
415	сравнительно с	5	1
416	в то	10	1
417	в свое	2	1
418	если уже	1	1
419	есть то	2	1
420	в какой	2	1
421	но каким	1	1
422	и эта	1	1
423	на это	4	1
424	которая не	2	1
425	все что	4	1
426	существовал для	1	1
427	из многих	2	1
428	ничего общего	2	1
