N	2gram	Berdyaev_N_1	Istorich
328	его хотят	1	1
329	во франции	1	1
330	все более	1	1
331	до этого	1	1
332	и начала	2	1
333	xix века	5	1
334	мы опять	1	1
335	по своему	4	1
336	далеко еще	1	1
337	другой же	1	1
338	есть результат	1	1
339	о человеке	1	1
340	и формы	2	1
341	только одна	1	1
342	и ему	1	1
343	же стороны	1	1
344	формы и	2	1
345	мира и	2	1
346	человека это	1	1
347	в эту	1	1
348	не хотят	2	1
349	хотя бы	2	1
350	все они	2	1
351	все еще	1	1
352	не знает	6	1
353	на гибель	2	1
354	будет в	1	1
355	мы вновь	1	1
356	эти слова	1	1
357	все что	1	1
358	это тем	1	1
359	уступить место	1	1
360	значение они	1	1
361	можно назвать	2	1
362	как на	1	1
363	такой же	2	1
