N	2gram	Tiupa_Anal_3	Problemy
186	а между	1	2
187	отношения к	2	2
188	или к	1	2
189	он ничего	1	2
190	вопрос о	1	2
191	он как	1	2
192	он сам	1	2
193	там и	1	2
194	как если	1	2
195	мы будем	1	2
196	если в	3	2
197	в общем	2	2
198	сама по	2	2
199	его собственных	1	2
200	с этим	3	2
201	в художественном	1	2
202	как нам	5	2
203	когда он	2	2
204	и как	4	2
205	не было	3	2
206	от этого	1	2
207	бы и	2	2
208	бы не	1	2
209	степени и	1	2
210	так в	3	2
211	бы ни	1	2
212	время и	1	2
213	свое время	2	2
214	у пушкина	3	2
215	и по	2	2
216	но дело	1	2
217	об этом	2	2
218	высказывания и	1	2
219	самим собой	1	2
220	лишь в	5	2
221	хотя бы	1	2
222	от одного	1	2
223	ко второму	3	2
224	на почве	1	2
225	он есть	1	2
226	этом смысле	1	2
227	и само	1	2
228	автора и	1	2
229	этих трех	1	2
230	социальных диалектов	1	2
231	себе а	1	2
232	мысли и	1	2
233	могло бы	1	2
234	не менее	4	2
235	одном из	1	2
236	я для	1	2
237	одна из	2	2
238	этой повести	1	2
239	не могло	1	2
240	ничего не	3	2
241	его речи	1	2
242	языковых стилей	1	2
243	своей природе	1	2
244	и является	1	2
245	в стиле	1	2
246	у нас	1	2
247	могут быть	2	2
248	к тому	6	2
249	той или	3	2
250	указывает на	3	2
251	в произведении	3	2
252	в другом	1	2
253	те же	2	2
254	живет в	1	2
255	с ним	1	2
256	быть ни	1	2
257	между тем	5	2
258	от них	1	2
259	тем как	1	2
260	но с	2	2
261	и одновременно	1	2
262	этот вопрос	1	2
263	вступить в	2	2
264	позиции как	1	2
265	общения то	1	2
266	и так	1	2
267	так что	1	2
268	с нею	2	2
269	да еще	1	2
270	раз в	1	2
271	слова не	1	2
272	их как	1	2
273	для него	6	2
274	а в	10	2
275	о которых	2	2
276	к самому	1	2
277	или иной	5	2
278	всякое высказывание	2	2
279	для этого	1	2
280	только к	2	2
281	он только	1	2
282	на этот	1	2
283	его как	3	2
284	там где	2	2
285	что мы	2	2
286	в одно	1	2
287	вместе с	2	2
288	со словом	1	2
289	в данном	4	2
290	к жизни	3	2
291	в первой	8	2
292	главного героя	1	2
293	этого слова	2	2
294	чужой голос	1	2
295	так ли	1	2
296	остается в	1	2
297	себе еще	1	2
298	в результате	5	2
299	здесь двуголосое	1	2
300	здесь только	1	2
301	есть от	1	2
302	сказать что	2	2
303	есть и	1	2
304	в свое	2	2
305	во сне	3	2
306	во всяком	2	2
307	все что	1	2
308	они не	1	2
309	за перегородкой	1	2
310	я и	3	1
311	обращено к	1	1
312	дмитрий карамазов	1	1
313	повестях белкина	7	1
314	сердце его	1	1
315	рассматривать в	1	1
316	две реплики	1	1
317	что авторское	1	1
318	у бальзака	1	1
319	получает в	1	1
320	на самом	1	1
321	в чужой	1	1
322	и есть	1	1
323	перед лицом	1	1
324	из самых	1	1
325	автора то	1	1
326	по преимуществу	2	1
327	редуцируется до	1	1
328	видеть в	2	1
329	в доме	1	1
330	жизни здесь	1	1
331	устная интонация	1	1
332	побуждает его	1	1
333	в повестях	8	1
334	при анализе	1	1
335	входит в	2	1
336	их поступки	1	1
337	собой как	1	1
338	высказывания в	1	1
339	совпадает с	1	1
340	как то	1	1
341	принадлежит к	4	1
342	на себе	1	1
343	от друга	1	1
344	события на	1	1
345	бы развернуть	1	1
346	замысла в	1	1
347	в ней	2	1
348	целое и	1	1
349	самом наличии	1	1
350	между собой	1	1
351	себя а	1	1
352	в широком	1	1
353	от своей	2	1
354	время в	1	1
355	от себя	1	1
356	в сюжете	1	1
357	иного рода	1	1
358	то мы	1	1
359	как правило	5	1
360	с чужой	1	1
361	но как	3	1
362	человеческих отношений	1	1
363	в новом	2	1
364	вступают в	1	1
365	друг от	1	1
366	и стилизации	1	1
367	диалогическим углом	1	1
368	один и	1	1
369	к третьему	2	1
370	диалога и	1	1
371	каждая из	1	1
372	из уст	1	1
373	как к	2	1
374	художественного мира	1	1
375	первых двух	1	1
376	могли бы	2	1
377	эстетическое отношение	1	1
378	напомним что	1	1
379	в ожидании	1	1
380	себе не	1	1
381	со своей	8	1
382	сливается с	1	1
383	в романтической	1	1
384	та же	1	1
385	в целом	3	1
386	тон в	1	1
387	этих моментов	2	1
388	так или	1	1
389	без учета	1	1
390	общий смысл	1	1
391	учение о	1	1
392	с их	3	1
393	тому же	3	1
394	во многих	1	1
395	из его	1	1
396	всеми остальными	1	1
397	на его	2	1
398	что она	2	1
399	в ее	3	1
400	есть одна	1	1
401	к миру	1	1
402	они в	1	1
403	и еще	1	1
404	первой части	1	1
405	свою собственную	1	1
406	однако он	1	1
407	в силу	1	1
408	и вот	2	1
409	по законам	1	1
410	в первом	2	1
411	ни были	1	1
412	что у	1	1
413	характер в	1	1
414	чтобы их	1	1
415	соответствии со	2	1
416	поэтому слово	1	1
417	в одну	1	1
418	здесь мы	1	1
419	свобода и	1	1
420	на всю	1	1
421	этом он	2	1
422	авторского замысла	1	1
423	связанных с	1	1
424	а по	1	1
425	его в	3	1
426	для нее	1	1
427	который и	1	1
428	и иных	1	1
429	пушкина в	1	1
430	лишь на	3	1
431	затем и	1	1
432	за ней	1	1
433	оно стремится	1	1
434	авторской позиции	2	1
435	диалогический угол	1	1
436	реальности и	1	1
437	социально определенный	1	1
438	они сопоставлены	1	1
439	рассказчика слово	1	1
440	в них	2	1
441	но лишь	1	1
442	место и	1	1
443	автору и	2	1
444	не всегда	3	1
445	несмотря на	2	1
446	сопоставлены или	1	1
447	жизни но	1	1
448	мы знаем	1	1
449	прозе в	1	1
450	обратимся к	1	1
451	в один	1	1
452	и тогда	1	1
453	который как	2	1
454	же есть	1	1
455	менее чем	1	1
456	бы на	1	1
457	что если	1	1
458	во второй	7	1
459	от своего	1	1
460	или точнее	2	1
461	или противопоставлены	1	1
462	не становится	1	1
463	молодого человека	1	1
464	не должен	2	1
465	место в	1	1
466	не столько	3	1
467	оно живет	1	1
468	оно никогда	1	1
469	не будем	1	1
470	остается вне	1	1
471	том под	1	1
472	что было	1	1
473	тем самым	4	1
474	однако в	5	1
475	в устах	1	1
476	даже в	2	1
477	а вот	2	1
478	то с	1	1
479	вплоть до	2	1
480	но они	2	1
481	отчетливо и	1	1
482	автора он	1	1
483	дело не	3	1
484	отрешиться от	1	1
485	уст в	1	1
486	героев и	1	1
487	трех случаев	1	1
488	и автор	1	1
489	для всего	1	1
490	наличии определенных	1	1
491	пушкина не	1	1
492	и без	3	1
493	эти стороны	1	1
494	на практике	1	1
495	его можно	1	1
496	ярко выраженный	1	1
497	авторской интенции	1	1
498	у шекспира	1	1
499	то у	1	1
500	ему и	1	1
501	а лишь	1	1
502	голоса в	1	1
503	связи с	1	1
504	серьезность и	1	1
505	типа или	1	1
506	не столь	1	1
507	как будто	1	1
508	что на	1	1
509	в мировой	1	1
510	когда мы	2	1
511	с явным	1	1
512	человека в	1	1
513	указание на	2	1
514	значительной степени	2	1
515	не способен	1	1
516	бы он	1	1
517	служить и	1	1
518	рассказчиком в	1	1
519	частной жизни	1	1
520	индивидуально-характерный образ	1	1
521	все еще	1	1
522	уже на	1	1
523	что при	1	1
524	правда не	1	1
525	нормального и	1	1
526	а затем	1	1
527	того чтобы	1	1
528	данном случае	3	1
529	определенных языковых	1	1
530	в средневековой	1	1
531	не возникает	1	1
532	в пределе	1	1
533	сознания с	1	1
534	роль в	3	1
535	шекспира и	4	1
536	и ту	2	1
537	и дуни	1	1
538	не с	2	1
539	отсюда и	1	1
540	произведения не	1	1
541	иногда в	1	1
542	является в	1	1
543	поэтому в	2	1
544	с этого	1	1
545	углом они	1	1
546	будем рассматривать	1	1
547	произведения как	2	1
548	и герой	1	1
549	т.п в	1	1
550	чего она	1	1
551	один голос	1	1
552	все его	1	1
553	в значительной	2	1
554	одного произведения	1	1
555	от него	1	1
556	на всех	1	1
557	позицию по	1	1
558	с теми	1	1
559	князя с	1	1
560	а у	1	1
561	или иначе	1	1
562	как жанр	1	1
563	во втором	4	1
564	автор как	1	1
565	отметить что	1	1
566	наконец в	1	1
567	резко отличается	1	1
568	хочу и	1	1
569	художественном мире	1	1
570	и следует	2	1
571	как объект	1	1
572	в литературе	1	1
573	один из	2	1
574	установок и	1	1
575	для себя	1	1
576	в стороне	1	1
577	в литературу	2	1
578	они могут	1	1
579	в уста	1	1
580	теперь в	1	1
581	с одной	2	1
582	со всеми	2	1
583	человека с	1	1
584	и у	1	1
585	вопроса о	2	1
586	своим собственным	1	1
587	стилей социальных	1	1
588	смерть и	1	1
589	его и	1	1
590	характерно что	1	1
591	т.п все	1	1
592	себя впрочем	1	1
593	всяком случае	2	1
594	при всей	1	1
595	не о	1	1
596	подлинная жизнь	1	1
597	на меня	2	1
598	вследствие этой	1	1
599	автора как	1	1
600	и побуждает	1	1
601	мы обратимся	1	1
602	что могло	1	1
603	жизни в	1	1
604	из двух	1	1
605	одной стороны	2	1
606	со стороны	9	1
607	этой проблемы	1	1
608	о своей	2	1
609	следует подчеркнуть	1	1
610	слове рассказчика	1	1
611	не обязательно	1	1
612	именно в	3	1
613	а именно	1	1
614	за обладание	1	1
615	к которому	1	1
616	он во	1	1
617	было и	1	1
618	а с	1	1
619	и др	1	1
620	в живых	1	1
621	что не	3	1
622	под каким	1	1
623	в соответствии	2	1
624	что им	1	1
625	но пожалуй	1	1
626	к рассказчику	1	1
627	их можно	1	1
628	есть лишь	1	1
629	однако и	3	1
630	отдельным его	1	1
631	совершенно очевидно	2	1
632	этим можно	1	1
633	в связи	1	1
634	может иметь	1	1
635	уже давно	1	1
636	к лицу	1	1
637	свою речь	1	1
638	каждом из	1	1
639	до этого	1	1
640	и потому	2	1
641	как это	3	1
642	а завтра	1	1
643	знаем о	1	1
644	автора в	1	1
645	лицом к	1	1
646	но сам	2	1
647	в тех	2	1
648	в форме	2	1
649	романе достоевского	1	1
650	каким диалогическим	1	1
651	к жизненному	1	1
652	отношения не	1	1
653	пределах одной	1	1
654	и формы	1	1
655	этом случае	1	1
656	своей жизни	1	1
657	не любил	1	1
658	в книге	1	1
659	самого все	1	1
660	известной степени	3	1
661	живет и	1	1
662	противопоставлены в	1	1
663	отношений и	1	1
664	мира и	2	1
665	обращается к	1	1
666	себя самого	1	1
667	нами типов	1	1
668	к этой	1	1
669	которая уже	1	1
670	из существеннейших	2	1
671	все они	2	1
672	я в	5	1
673	сводятся к	1	1
674	не есть	4	1
675	по поводу	3	1
676	от лица	1	1
677	и внешней	1	1
678	в свою	5	1
679	это все	1	1
680	преломление авторского	1	1
681	личности и	2	1
682	на их	1	1
683	наконец не	1	1
684	и внутренне	1	1
685	они как	1	1
686	в частности	12	1
687	прибегать к	1	1
688	от всех	1	1
689	по одному	1	1
690	осмеяние и	1	1
691	головой все	1	1
692	более полное	1	1
693	в своих	1	1
694	который не	2	1
695	к этому	3	1
696	как на	1	1
697	в таком	1	1
