N	2gram	Vinokur_Ku_3	EvropaiC
366	не более	2	2
367	на более	1	2
368	и говорить	2	2
369	с ними	1	2
370	между ними	1	2
371	работы и	1	2
372	не знает	2	2
373	возможно лишь	1	2
374	в свою	1	2
375	что под	1	2
376	они не	3	2
377	второй из	1	1
378	я и	3	1
379	смысле слова	2	1
380	образом от	1	1
381	вопрос мы	1	1
382	в силе	1	1
383	говоря о	1	1
384	например в	1	1
385	работой в	1	1
386	лишь после	1	1
387	по адресу	2	1
388	из понятий	2	1
389	науки о	1	1
390	это и	3	1
391	и должны	1	1
392	на деле	1	1
393	в первом	5	1
394	из самых	1	1
395	все те	2	1
396	в зависимости	7	1
397	той же	3	1
398	отношения к	1	1
399	есть не	3	1
400	на тех	1	1
401	выше в	1	1
402	из всего	2	1
403	мы не	3	1
404	на место	1	1
405	роль во	1	1
406	что многие	1	1
407	и техническое	1	1
408	догадаться что	1	1
409	такое положение	1	1
410	время как	1	1
411	на себя	2	1
412	на практике	4	1
413	я не	5	1
414	группы и	1	1
415	зависимости от	8	1
416	собою и	1	1
417	большей частью	1	1
418	целом есть	1	1
419	он сам	1	1
420	это действительно	1	1
421	в различных	2	1
422	только после	3	1
423	бы не	3	1
424	подходить к	1	1
425	но тогда	1	1
426	благоприятную почву	1	1
427	и другие	1	1
428	а только	1	1
429	как быть	1	1
430	со стороны	1	1
431	в совершенстве	1	1
432	нет и	1	1
433	тем вопрос	1	1
434	отличаются от	1	1
435	что во	1	1
436	как в	4	1
437	что именно	3	1
438	приближение к	1	1
439	помнить что	1	1
440	перед нами	1	1
441	кроме того	2	1
442	тех случаях	1	1
443	и как	2	1
444	тем же	2	1
445	часть этого	1	1
446	себе как	1	1
447	ряде случаев	1	1
448	отказывается от	1	1
449	а во-вторых	2	1
450	мы получаем	1	1
451	возможно что	1	1
452	он в	2	1
453	и постольку	2	1
454	то обстоятельство	3	1
455	общий тон	1	1
456	нами в	1	1
457	не могла	1	1
458	как оно	1	1
459	по происхождению	2	1
460	главным образом	2	1
461	после этого	1	1
462	раз когда	1	1
463	от которого	1	1
464	многие русские	1	1
465	в принципе	1	1
466	только такой	1	1
467	и вот	3	1
468	наших глазах	1	1
469	может составлять	1	1
470	нашей культуры	1	1
471	лишь с	4	1
472	что признание	1	1
473	этими людьми	1	1
474	без исключения	1	1
475	в каждом	1	1
476	здесь мы	1	1
477	культуры но	1	1
478	одна на	1	1
479	часть его	1	1
480	ответе на	1	1
481	зрения на	3	1
482	входит в	1	1
483	с другими	2	1
484	не хуже	1	1
485	оно тем	1	1
486	он есть	1	1
487	каждого из	1	1
488	только они	1	1
489	и единственным	1	1
490	и тем	6	1
491	чаще всего	1	1
492	ведь в	1	1
493	культуры есть	1	1
494	стоит на	1	1
495	то увидим	1	1
496	известным образом	1	1
497	прочим в	1	1
498	само собою	2	1
499	рядом с	1	1
500	отказываться от	2	1
501	но лишь	1	1
502	этого не	1	1
503	слова что	1	1
504	как должен	1	1
505	друга в	1	1
506	этом я	1	1
507	ссылаться на	1	1
508	можно считать	1	1
509	для своих	1	1
510	в научной	1	1
511	остается в	2	1
512	не мог	1	1
513	какой именно	1	1
514	служить орудием	1	1
515	лучше всего	1	1
516	в своей	4	1
517	что такое	4	1
518	бы к	1	1
519	объявляют что	1	1
520	где лежит	1	1
521	большей степени	2	1
522	на первых	1	1
523	не к	1	1
524	иначе как	1	1
525	свой смысл	1	1
526	что я	1	1
527	и нужно	2	1
528	нас с	1	1
529	и той	1	1
530	но он	1	1
531	конечно такое	1	1
532	друг другу	1	1
533	состоит в	2	1
534	по крайней	1	1
535	на другую	1	1
536	важную роль	1	1
537	в корне	2	1
538	однако в	2	1
539	того кто	1	1
540	самым фактом	1	1
541	случае мы	1	1
542	в отношении	3	1
543	стоит в	1	1
544	к такой	2	1
545	как о	3	1
546	не имеет	3	1
547	ее с	1	1
548	рода которые	1	1
549	к этим	1	1
550	не по	3	1
551	жизни из	1	1
552	тогда и	1	1
553	быть поставлены	1	1
554	следовательно и	1	1
555	этого явления	1	1
556	нельзя не	2	1
557	наиболее полно	1	1
558	именно с	1	1
559	этого общего	1	1
560	они являются	1	1
561	таким путем	1	1
562	народа по	1	1
563	бы все	1	1
564	более что	2	1
565	за исключением	1	1
566	создается в	1	1
567	это слово	1	1
568	и его	1	1
569	можно рассматривать	2	1
570	культуры народа	1	1
571	аргумент в	1	1
572	только с	1	1
573	их от	1	1
574	если только	1	1
575	видеть что	1	1
576	не потому	3	1
577	не совсем	1	1
578	конечно только	1	1
579	убеждения что	1	1
580	обстоятельство что	3	1
581	уже о	2	1
582	начиная с	1	1
583	основных положений	1	1
584	часто в	1	1
585	же отношение	1	1
586	и другой	1	1
587	вопросы эти	1	1
588	всего что	1	1
589	целом в	1	1
590	без разбора	1	1
591	приходит к	1	1
592	мои положения	1	1
593	говоря уже	2	1
594	здесь не	2	1
595	без всякого	1	1
596	из приведенных	1	1
597	представим себе	1	1
598	каждый раз	1	1
599	возможных в	2	1
600	об отношении	1	1
601	на той	1	1
602	или для	1	1
603	основанных на	1	1
604	то время	1	1
605	так в	2	1
606	приводит к	1	1
607	мы вспомним	1	1
608	о тех	1	1
609	культуры то	1	1
610	не трудно	3	1
611	вопрос этот	2	1
612	можно только	1	1
613	высокой ступени	1	1
614	по признаку	1	1
615	равной мере	1	1
616	ничего не	6	1
617	во-первых с	1	1
618	или иной	7	1
619	будет уже	3	1
620	или национальным	1	1
621	все вышесказанное	1	1
622	быть в	2	1
623	другом месте	1	1
624	время в	3	1
625	язык и	2	1
626	с соответствующими	1	1
627	но мы	2	1
628	никак не	2	1
629	что каждый	1	1
630	социального общения	1	1
631	одно то	1	1
632	и просто	1	1
633	на точку	2	1
634	на пользу	1	1
635	ее от	1	1
636	от них	1	1
637	за эту	1	1
638	раньше чем	1	1
639	которые создали	1	1
640	не противоречит	1	1
641	его национального	1	1
642	крайней мере	1	1
643	не надо	1	1
644	всякого другого	1	1
645	целого а	1	1
646	теоретические основания	1	1
647	на наших	1	1
648	научной литературе	2	1
649	в лучшем	1	1
650	связь между	3	1
651	но тут	1	1
652	и следует	2	1
653	эти последние	2	1
654	в современной	1	1
655	тех пор	4	1
656	один из	4	1
657	себе еще	1	1
658	социальной среды	1	1
659	же все	1	1
660	следует бороться	1	1
661	идет по	1	1
662	мы видим	1	1
663	деле ведь	1	1
664	поэтому и	1	1
665	самые разнообразные	1	1
666	по этому	1	1
667	тот или	2	1
668	в качестве	2	1
669	же и	1	1
670	форме с	1	1
671	уже не	8	1
672	и политической	1	1
673	уже в	3	1
674	вопроса о	3	1
675	истинная природа	1	1
676	в нашей	4	1
677	свидетельствует о	1	1
678	целого ряда	1	1
679	этому вопросу	1	1
680	а то	2	1
681	остальное в	1	1
682	речь в	2	1
683	этой новой	1	1
684	конечно нет	1	1
685	за ним	1	1
686	объясняется это	1	1
687	который как	2	1
688	конечно у	1	1
689	центр тяжести	1	1
690	культурой и	1	1
691	это сближение	1	1
692	мы находим	3	1
693	и со	1	1
694	является именно	1	1
695	эти понятия	1	1
696	для меня	2	1
697	и продолжает	1	1
698	не случайно	4	1
699	много и	1	1
700	заметить что	1	1
701	тем что	5	1
702	производства таким	1	1
703	мы возьмем	1	1
704	указание на	1	1
705	само собой	1	1
706	которое на	1	1
707	были бы	4	1
708	именно как	1	1
709	деле есть	1	1
710	культуры чем	1	1
711	а именно	3	1
712	что тот	1	1
713	как же	3	1
714	еще и	2	1
715	совершенно непонятными	3	1
716	к его	2	1
717	однако чтобы	1	1
718	этот требует	1	1
719	надо думать	1	1
720	и психологией	1	1
721	естественно что	3	1
722	и пр	3	1
723	это без	2	1
724	тем чтобы	2	1
725	а на	1	1
726	может ли	1	1
727	конечно остается	1	1
728	а не	11	1
729	зависит от	1	1
730	возьмем например	1	1
731	а так	1	1
732	речь из	1	1
733	на эту	1	1
734	когда же	1	1
735	или с	1	1
736	могут рассматриваться	1	1
737	наличности в	1	1
738	как элемент	1	1
739	так называемых	1	1
740	именно поэтому	2	1
741	знает все	1	1
742	считать не	1	1
743	то не	2	1
744	эти слова	2	1
745	это те	2	1
746	элементов и	1	1
747	все свое	1	1
748	в область	2	1
749	к жизни	1	1
750	а если	1	1
751	наряду с	1	1
752	с особенностями	1	1
753	смысле этого	2	1
754	культуры его	1	1
755	данной эпохи	1	1
756	могут быть	6	1
757	общения с	1	1
758	задачи здесь	1	1
759	что говорили	1	1
760	действительно так	1	1
761	быть не	2	1
762	дело идет	1	1
763	от современности	1	1
764	нам приходится	1	1
765	культуры так	1	1
766	только для	2	1
767	всегда будут	1	1
768	же самое	1	1
769	точно и	1	1
770	и практическая	2	1
771	с большой	1	1
772	она должна	1	1
773	всего в	1	1
774	вопрос в	2	1
775	и часто	1	1
776	ли в	1	1
777	пор еще	3	1
778	которых каждый	1	1
779	на время	1	1
780	культуры не	1	1
781	лишь как	1	1
782	или нет	1	1
783	еще более	2	1
784	в большей	2	1
785	будто бы	1	1
786	находим в	1	1
787	идет об	1	1
788	наоборот все	1	1
789	всю эту	2	1
790	есть продукт	1	1
791	в равной	1	1
792	в целях	1	1
793	ясно также	1	1
794	открытия но	1	1
795	не говоря	2	1
796	сказать что	7	1
797	лишь тогда	1	1
798	возможным только	1	1
799	самое что	1	1
800	на своем	1	1
801	проникнуть в	1	1
802	а может	1	1
803	увидим что	2	1
804	е когда	1	1
805	и эта	1	1
806	этой цели	1	1
807	том числе	2	1
