N	2gram	Bakhtin_Pr_2	OGranits
201	мышкин и	1	1
202	и есть	1	1
203	нам кажется	1	1
204	здесь и	2	1
205	делая его	1	1
206	ту же	1	1
207	сознания с	1	1
208	и до	4	1
209	духа но	1	1
210	можно лишь	1	1
211	он всегда	1	1
212	не имеют	1	1
213	на том	1	1
214	трудный путь	1	1
215	не дано	1	1
216	в образе	3	1
217	можно было	2	1
218	свое мнение	1	1
219	отсюда и	1	1
220	здесь нет	2	1
221	неизбежно превращается	1	1
222	на материале	3	1
223	мы имеем	2	1
224	на первом	1	1
225	и о	2	1
226	но у	3	1
227	мыслью и	1	1
228	для этого	3	1
229	из одного	2	1
230	по себе	8	1
231	подхода к	1	1
232	и над	1	1
233	его за	1	1
234	с ее	3	1
235	из того	1	1
236	не совсем	2	1
237	другом месте	1	1
238	как свой	1	1
239	в мире	3	1
240	и он	3	1
241	в каждой	1	1
242	собою и	1	1
243	следовательно в	1	1
244	другими словами	2	1
245	элементы стиля	1	1
246	и являются	1	1
247	и что	2	1
248	еще не	9	1
249	осмысления и	1	1
250	времени в	1	1
251	организован как	1	1
252	не могу	1	1
253	художественном творчестве	1	1
254	появляется и	1	1
255	художественной формы	1	1
256	один элемент	1	1
257	к нему	11	1
258	нем только	3	1
259	на самом	1	1
260	но не	6	1
261	вся эта	1	1
262	переходит в	2	1
263	борьба с	1	1
264	него все	1	1
265	же является	1	1
266	отношение к	8	1
267	отметить что	2	1
268	свою новую	1	1
269	в едином	2	1
270	нет и	3	1
271	в другой	1	1
272	значение имеет	1	1
273	в свои	1	1
274	и речи	1	1
275	эти возможности	1	1
276	на то	2	1
277	в художественной	2	1
278	которая и	1	1
279	они характеризуют	1	1
280	в истории	2	1
281	в одной	5	1
282	познания в	1	1
283	до его	1	1
284	в своем	5	1
285	как из	1	1
286	один из	2	1
287	пример такой	1	1
288	понять и	2	1
289	ценностей в	1	1
290	и как	2	1
291	одной из	2	1
292	учитывает и	1	1
293	этот вопрос	4	1
294	что он	7	1
295	более или	1	1
296	его конечно	1	1
297	не должна	3	1
298	который в	1	1
299	стать не	1	1
300	в предшествующей	3	1
301	или же	2	1
302	предшествующей главе	3	1
303	является лишь	1	1
304	так в	1	1
305	замысла и	1	1
306	выражение в	3	1
307	ни одна	1	1
308	в этой	1	1
309	с их	4	1
310	о слове	2	1
311	в дальнейшем	2	1
312	и тот	1	1
313	с одним	2	1
314	конечно не	6	1
315	мы вряд	1	1
316	литературы в	1	1
317	сливаются в	1	1
318	и у	2	1
319	каждом слове	1	1
320	жизнь как	1	1
321	только на	1	1
322	себя и	2	1
323	вследствие этого	1	1
324	общения с	1	1
325	и если	1	1
326	к слову	1	1
327	что она	4	1
328	не из	1	1
329	в статье	1	1
330	и других	3	1
331	на эту	1	1
332	раз навсегда	1	1
333	его и	3	1
334	превращаются в	1	1
335	чтобы данная	1	1
336	произведении как	1	1
337	одно из	1	1
338	каждом индивидуальном	1	1
339	сознания но	2	1
340	в виде	1	1
341	в конце	4	1
342	на службу	2	1
343	только с	1	1
344	каждый из	1	1
345	еще одну	1	1
346	подобно тому	2	1
347	и никогда	1	1
348	в чистую	1	1
349	отличие от	1	1
350	на этом	1	1
351	его можно	1	1
352	людей и	2	1
353	лишь с	1	1
354	в изолированном	1	1
355	или иных	1	1
356	гоголь и	1	1
357	входящих в	1	1
358	путем сопоставления	1	1
359	выборе и	1	1
360	это конечно	1	1
361	и всякое	1	1
362	даже и	2	1
363	для того	1	1
364	мы слышим	2	1
365	же не	1	1
366	на всю	1	1
367	воплощенной в	2	1
368	в особенности	2	1
369	и голоса	2	1
370	в чисто	2	1
371	особенности в	1	1
372	бы быть	2	1
373	этого мы	1	1
374	имеет и	1	1
375	и здесь	2	1
376	его в	3	1
377	как к	2	1
378	которая как	1	1
379	же мотив	1	1
380	в предисловии	1	1
381	как же	2	1
382	заключается в	1	1
383	в античной	1	1
384	лежит в	2	1
385	все указанные	1	1
386	языке то	1	1
387	что мы	1	1
388	этом мы	1	1
389	для них	3	1
390	образом мы	1	1
391	нужно сказать	1	1
392	не было	2	1
393	она и	3	1
394	а на	2	1
395	соприкасается с	1	1
396	все равно	1	1
397	далеко не	4	1
398	позиции в	1	1
399	самое слово	1	1
400	и голос	2	1
401	автору и	1	1
402	не всегда	1	1
403	которой он	1	1
404	переходим к	2	1
405	он и	4	1
406	и вне	1	1
407	все время	3	1
408	возможность должна	1	1
409	уже у	1	1
410	уже отсюда	1	1
411	выйти за	1	1
412	с интонациями	1	1
413	должно быть	4	1
414	него не	3	1
415	менее всего	1	1
416	автора и	2	1
417	не соприкасается	1	1
418	здесь она	1	1
419	если не	2	1
420	или менее	1	1
421	которую он	3	1
422	этого кругозора	2	1
423	вступает в	4	1
424	связь с	2	1
425	но если	1	1
426	на который	1	1
427	которую мы	2	1
428	контекста и	1	1
429	художественного творчества	1	1
430	правда иногда	1	1
431	и особенно	2	1
432	ко всем	2	1
433	звучит уже	2	1
434	как это	2	1
435	его может	1	1
436	о возможности	1	1
437	представление о	2	1
438	в отличие	1	1
439	в которых	1	1
440	быть это	1	1
441	мысли и	3	1
442	и глубоко	1	1
443	предисловии к	1	1
444	он говорит	2	1
445	что индивидуально	1	1
446	она есть	1	1
447	к этому	4	1
448	где она	2	1
449	тому как	2	1
450	и вот	2	1
451	для данного	1	1
452	и там	1	1
453	высказывания и	1	1
454	тем не	1	1
455	в эпоху	1	1
456	и более	2	1
457	их в	7	1
458	для понимания	2	1
459	своего времени	1	1
460	не оправданное	1	1
461	проникновению в	1	1
462	к следующему	1	1
463	быть не	1	1
464	зрения и	1	1
465	этого слова	2	1
466	в контексте	2	1
467	тому что	1	1
468	необходимо учитывать	1	1
469	существует только	1	1
470	нет никакого	1	1
471	идеологической жизни	2	1
472	между людьми	1	1
473	в условиях	2	1
474	до конца	7	1
475	и развивается	1	1
476	но это	2	1
477	и оно	2	1
478	в начале	2	1
479	для иных	1	1
480	почти никогда	1	1
481	истории и	1	1
482	одну особенность	1	1
483	в то	5	1
484	например у	1	1
485	сознании и	2	1
486	одна из	3	1
487	в науке	2	1
488	тех или	1	1
489	уж конечно	1	1
490	ними и	1	1
491	действительности поэтому	1	1
492	того чтобы	1	1
493	мышления в	1	1
494	уже на	2	1
495	само по	2	1
496	произведения чтобы	1	1
497	отношений и	1	1
498	и становится	2	1
499	его творческого	1	1
500	или в	2	1
501	на одном	1	1
502	идей или	1	1
503	его социальной	1	1
504	найти в	1	1
505	художественного образа	2	1
506	целом произведения	1	1
507	того как	3	1
508	в самой	3	1
509	который является	1	1
510	ее и	1	1
511	же время	3	1
512	нам придется	1	1
513	лишь как	1	1
514	или как	1	1
515	в основе	2	1
516	находит свое	1	1
517	сложность и	1	1
518	мыслей и	1	1
519	тем более	1	1
520	важное значение	1	1
521	от него	3	1
522	автор оказывается	1	1
523	а лишь	3	1
524	только что	2	1
525	творчества но	1	1
526	потому что	8	1
527	общего не	1	1
528	бы по	1	1
529	связи с	1	1
530	для осуществления	1	1
531	эти три	1	1
532	до того	1	1
533	в замысел	3	1
534	и развиваются	2	1
535	этом отношении	2	1
536	об этом	3	1
537	понимания и	1	1
538	это все	1	1
539	ничего в	1	1
540	не знает	4	1
541	исторической поэтики	2	1
542	сказать что	5	1
543	среди них	3	1
544	ведь именно	1	1
545	интонации то	1	1
546	впервые в	1	1
547	все то	2	1
548	не входит	2	1
549	несколько сложнее	1	1
550	во все	2	1
551	на очень	1	1
552	ли не	1	1
553	про себя	3	1
554	рождается и	2	1
555	с его	8	1
556	произведения и	1	1
557	должны быть	1	1
558	всего в	1	1
559	вместе с	1	1
560	как для	1	1
561	раньше не	1	1
562	например в	2	1
563	по поводу	1	1
564	особенности и	2	1
565	этой точки	2	1
566	они не	2	1
