N	2gram	Potebnia_M_4	EvropaiC
121	чем больше	2	4
122	своем развитии	2	4
123	он не	2	4
124	том случае	3	4
125	из них	1	4
126	должно быть	5	4
127	в их	1	4
128	признать что	2	4
129	сходства с	1	4
130	выше мы	2	4
131	тем не	4	4
132	том же	2	4
133	из которых	2	4
134	что эта	1	4
135	и проч	18	4
136	связи с	3	4
137	с течением	2	4
138	никогда не	3	4
139	на вопрос	4	4
140	пор не	3	4
141	представление об	1	4
142	уже существующих	1	4
143	и у	2	4
144	если мы	2	4
145	не есть	9	4
146	в виде	2	4
147	не так	2	4
148	а потому	1	4
149	в области	2	4
150	а с	1	4
151	течением времени	2	4
152	не могут	2	4
153	в течение	2	4
154	это есть	3	4
155	в состоянии	2	4
156	этом случае	5	4
157	мы должны	2	4
158	ибо в	1	4
159	хотя бы	4	4
160	состоит из	1	4
161	в таком	4	4
162	вопрос о	2	3
163	не вполне	2	3
164	но даже	2	3
165	в данном	4	3
166	очевидно что	7	3
167	которые не	2	3
168	в истории	4	3
169	что по	2	3
170	так или	2	3
171	в нашем	2	3
172	у дикаря	1	3
173	в нем	7	3
174	самой сущности	2	3
175	в степени	1	3
176	и по	3	3
177	и может	4	3
178	заключается в	1	3
179	это не	7	3
180	с тем	7	3
181	чем в	2	3
182	и того	1	3
183	одного и	1	3
184	в этих	3	3
185	что если	6	3
186	таким же	5	3
187	даже в	2	3
188	что их	1	3
189	образом в	5	3
190	для нас	14	3
191	в разных	3	3
192	во всем	1	3
193	уже и	2	3
194	от того	4	3
195	у нас	2	3
196	должны быть	3	3
197	основаны на	1	3
198	ничего общего	1	3
199	и это	2	3
200	данном случае	2	3
201	сказано выше	1	3
202	и вообще	2	3
203	с одной	1	3
204	настоящее время	1	3
205	может не	1	3
206	подлежит сомнению	1	3
207	различия между	1	3
208	тот же	2	3
209	конечно не	2	3
210	различия в	1	3
211	при помощи	3	3
212	и других	3	3
213	от тех	1	3
214	отличие от	1	3
215	как у	1	3
216	или иначе	2	3
217	прежде всего	1	3
218	в связи	1	3
219	ко всем	3	3
220	и потому	10	3
221	в с	1	3
222	не подлежит	1	3
223	в настоящее	1	3
224	что только	2	3
225	ее и	1	3
226	не то	5	3
227	от него	2	3
228	бы в	2	3
229	тем более	5	3
230	только что	3	3
231	а в	5	3
232	своего народа	1	3
233	что мы	10	3
234	указывают на	1	3
235	можно назвать	2	3
236	ту же	3	2
237	этого последнего	2	2
238	в котором	4	2
239	и до	3	2
240	можно лишь	2	2
241	что эти	3	2
242	и состоит	3	2
243	общества и	1	2
244	в сущности	2	2
245	а для	1	2
246	мы и	2	2
247	же что	2	2
248	в ней	2	2
249	свою очередь	1	2
250	что оба	1	2
251	меньше чем	1	2
252	от себя	1	2
253	тем как	2	2
254	во всяком	5	2
255	друг к	1	2
256	но как	1	2
257	заметим что	3	2
258	только тогда	5	2
259	более как	1	2
260	же мало	1	2
261	общего с	1	2
262	есть в	5	2
263	то в	3	2
264	и те	1	2
265	если он	1	2
266	но на	1	2
267	этот процесс	1	2
268	что она	2	2
269	не следует	2	2
270	он все	2	2
271	том чтобы	1	2
272	одной и	1	2
273	из него	2	2
274	а это	1	2
275	что такой	1	2
276	же касается	1	2
277	таком же	1	2
278	к другу	1	2
279	то есть	34	2
280	всех остальных	4	2
281	в глазах	2	2
282	выше на	1	2
283	только одно	1	2
284	же образом	1	2
285	в них	3	2
286	нет в	1	2
287	мы видели	1	2
288	на первый	1	2
289	в эту	1	2
290	но если	1	2
291	следует что	1	2
292	давно уже	3	2
293	никто не	2	2
294	представить себе	2	2
295	на каждом	1	2
296	что до	2	2
297	в которых	3	2
298	ответить на	3	2
299	образом и	1	2
300	и более	4	2
301	том и	2	2
302	тому что	2	2
303	она не	2	2
304	тем самым	4	2
305	тогда когда	8	2
306	на себе	3	2
307	в процессе	3	2
308	что представление	2	2
309	говорить о	5	2
310	только не	3	2
311	дикаря в	1	2
312	в самой	2	2
313	невозможно но	1	2
314	следует чтобы	1	2
315	этих двух	1	2
316	на этом	1	2
317	заключает в	8	2
318	доказать что	1	2
319	что на	2	2
320	к таким	1	2
321	в среде	1	2
322	понять что	1	2
323	от нее	1	2
324	если же	4	2
325	как мы	2	2
326	как не	1	2
327	на нашу	1	2
328	в себя	1	2
329	на том	2	2
330	и сам	1	2
331	что у	3	2
332	на нее	3	2
333	те же	3	2
334	из одного	3	2
335	все его	1	2
336	в виду	3	2
337	в другом	1	2
338	и поэтому	1	2
339	другими словами	8	2
340	не стоит	1	2
341	же время	3	2
342	все в	2	2
343	к нему	5	2
344	во втором	1	2
345	них в	1	2
346	в ту	2	2
347	если это	1	2
348	для самого	2	2
349	было бы	8	2
350	показывают что	1	2
351	но так	2	2
352	образом как	1	2
353	но с	1	2
354	этот вопрос	3	2
355	в вопросе	1	2
356	и так	3	2
357	они могут	2	2
358	между этими	1	2
359	жизни и	1	2
360	промежуток времени	1	2
361	то и	4	2
362	рано или	2	2
363	к своим	1	2
364	это обстоятельство	2	2
365	одно из	1	2
366	не будут	1	2
367	для него	5	2
368	всяком случае	3	2
369	вовсе не	7	2
370	к ним	2	2
371	из нее	2	2
372	которые могут	1	2
373	как при	1	2
374	до тех	6	2
375	и только	3	2
376	не было	12	2
377	сделать нельзя	1	2
378	или поздно	2	2
379	того уже	1	2
380	и из	3	2
381	только один	1	2
382	одной стороны	1	2
383	вытекают из	2	2
384	во внимание	1	2
385	в одно	1	2
386	будет иметь	2	2
387	в частности	1	2
388	все то	1	2
389	независимо от	6	2
390	но не	1	2
391	всякое новое	2	2
392	что же	5	2
393	из этой	1	2
394	этого племени	1	2
395	многих других	1	2
396	этого слова	7	2
397	и тому	1	2
398	между прочим	3	2
399	к двум	1	2
400	но для	1	2
401	говорить что	1	2
402	при таком	1	2
403	том виде	1	2
404	лишь самое	1	2
405	в отдельных	2	2
406	не более	1	2
407	что народ	1	2
408	не от	3	2
409	и говорить	2	2
410	с ними	3	2
411	между ними	4	2
412	не знает	1	2
413	в свою	2	2
414	что такие	1	2
415	что под	1	2
416	себя как	1	1
417	вопрос мы	1	1
418	например в	3	1
419	потом и	1	1
420	предполагает что	1	1
421	все остальное	1	1
422	он может	1	1
423	науки о	1	1
424	на ступени	2	1
425	на деле	2	1
426	в первом	3	1
427	по которым	1	1
428	человека состоит	1	1
429	без влияния	1	1
430	той же	3	1
431	а как	2	1
432	есть не	4	1
433	мы не	8	1
434	что между	3	1
435	той ступени	1	1
436	которую мы	1	1
437	не во	1	1
438	уже более	1	1
439	имеет свою	2	1
440	догадаться что	1	1
441	слов как	2	1
442	с d	1	1
443	незначительное количество	1	1
444	я не	2	1
445	хотя конечно	2	1
446	зависимости от	1	1
447	собою и	2	1
448	в дело	1	1
449	к своему	1	1
450	стороны его	1	1
451	стороны но	1	1
452	и этого	1	1
453	на них	1	1
454	он сам	1	1
455	иное как	2	1
456	себя а	1	1
457	дикаря он	1	1
458	в различных	2	1
459	если так	2	1
460	а из	1	1
461	только после	1	1
462	признаки и	1	1
463	бы не	3	1
464	предположим что	1	1
465	а следовательно	1	1
466	заключают в	1	1
467	с психологической	2	1
468	со стороны	3	1
469	нет и	1	1
470	отличаются от	1	1
471	совершеннее и	1	1
472	можно представить	1	1
473	еще один	1	1
474	некоторое сходство	1	1
475	первый взгляд	1	1
476	человечества не	1	1
477	если она	1	1
478	как в	7	1
479	есть масса	1	1
480	бы при	1	1
481	помнить что	1	1
482	однако не	1	1
483	перед нами	1	1
484	кроме того	3	1
485	и как	2	1
486	с понятием	1	1
487	его к	2	1
488	тем же	1	1
489	и отчасти	1	1
490	и хотя	3	1
491	жизни к	2	1
492	от чего	1	1
493	себе как	1	1
494	именно того	1	1
495	а во-вторых	1	1
496	он в	1	1
497	общий тон	1	1
498	необходимо сделать	1	1
499	даже эта	1	1
500	возникновения новых	1	1
501	во многих	2	1
502	на его	3	1
503	как оно	2	1
504	главным образом	1	1
505	образом для	1	1
506	раз когда	1	1
507	перестает быть	1	1
508	на одну	1	1
509	одно целое	1	1
510	и еще	1	1
511	состоит именно	1	1
512	к одному	3	1
513	наших глазах	1	1
514	но вместе	1	1
515	по этой	1	1
516	чтобы их	1	1
517	его можно	1	1
518	наука не	2	1
519	в каждом	3	1
520	здесь мы	2	1
521	часть его	1	1
522	в каком-нибудь	1	1
523	начинать с	1	1
524	из самой	1	1
525	а его	1	1
526	и другом	1	1
527	входит в	1	1
528	это было	2	1
529	с другими	4	1
530	или частью	1	1
531	он есть	1	1
532	этот человек	1	1
533	и тем	4	1
534	есть всегда	3	1
535	стоит на	1	1
536	с взрослым	1	1
537	рядом с	1	1
538	это противоречило	1	1
539	она и	2	1
540	на второй	1	1
541	до сознания	1	1
542	слова что	1	1
543	почему мы	1	1
544	и германские	1	1
545	и такая	1	1
546	в развитии	1	1
547	можно считать	2	1
548	не мог	1	1
549	к первому	2	1
550	бы на	1	1
551	в своей	1	1
552	что такое	7	1
553	разница только	1	1
554	бы к	1	1
555	то для	1	1
556	других племен	1	1
557	иначе как	1	1
558	далее в	1	1
559	что я	11	1
560	и другого	1	1
561	является только	1	1
562	и той	1	1
563	ход исторического	1	1
564	данный промежуток	1	1
565	но он	1	1
566	друг другу	1	1
567	состоит в	2	1
568	по крайней	5	1
569	более сложные	1	1
570	их в	3	1
571	существует у	1	1
572	что этот	1	1
573	на всю	1	1
574	случае мы	1	1
575	пути на	1	1
576	проч но	2	1
577	в отношении	1	1
578	а от	1	1
579	стоит в	1	1
580	дело когда	1	1
581	есть нечто	5	1
582	и другое	2	1
583	самого начала	2	1
584	как о	1	1
585	не имеет	5	1
586	на котором	4	1
587	на два	1	1
588	в науке	3	1
589	и притом	2	1
590	ее с	1	1
591	к этим	1	1
592	и сама	2	1
593	не по	1	1
594	жизни из	1	1
595	что каждое	1	1
596	или лучше	2	1
597	немцев и	1	1
598	иметь в	2	1
599	вытекает из	1	1
600	следовательно и	1	1
601	этого явления	1	1
602	судя по	2	1
603	не имели	2	1
604	в общих	2	1
605	дело в	1	1
606	с нами	1	1
607	таким путем	1	1
608	бы все	1	1
609	к ней	2	1
610	видим что	1	1
611	проч в	1	1
612	к представлению	2	1
613	это слово	4	1
614	и его	2	1
615	же он	1	1
616	со своим	4	1
617	группу лиц	1	1
618	мы бы	2	1
619	никакого понятия	1	1
620	только с	1	1
621	если только	1	1
622	не потому	1	1
623	убеждения что	1	1
624	начиная с	1	1
625	с и	2	1
626	и духовным	1	1
627	относиться к	1	1
628	же отношение	1	1
629	есть только	5	1
630	есть признак	1	1
631	и другой	1	1
632	время мы	1	1
633	не знаем	2	1
634	да и	4	1
635	для развития	1	1
636	числе и	1	1
637	чтобы каждый	1	1
638	зависят от	2	1
639	бы он	1	1
640	самое незначительное	1	1
641	как человек	3	1
642	они и	1	1
643	никакого сомнения	1	1
644	всегда в	1	1
645	правда не	1	1
646	сходства между	1	1
647	в европейце	1	1
648	разные стороны	1	1
649	всех сторон	1	1
650	потому не	1	1
651	но при	1	1
652	не могу	2	1
653	без всякого	1	1
654	представим себе	1	1
655	мысль о	6	1
656	каждый раз	4	1
657	нельзя сделать	1	1
658	об отношении	2	1
659	на той	2	1
660	с самого	1	1
661	или для	1	1
662	лучше сказать	1	1
663	основанных на	1	1
664	то время	1	1
665	так в	3	1
666	вопрос что	2	1
667	роль в	1	1
668	как с	1	1
669	котором мы	1	1
670	невозможно и	1	1
671	можно только	2	1
672	к тем	1	1
673	не были	2	1
674	что от	2	1
675	у немцев	1	1
676	по признаку	2	1
677	основана на	1	1
678	образом получается	1	1
679	ничего не	1	1
680	находится в	5	1
681	быть в	1	1
682	и совершенное	1	1
683	два момента	1	1
684	и та	4	1
685	более высокой	1	1
686	с соответствующими	1	1
687	но мы	2	1
688	что каждый	1	1
689	этой мысли	1	1
690	еще дальше	2	1
691	состоящее в	1	1
692	выше ее	1	1
693	образом мы	3	1
694	близкие к	1	1
695	образом все	1	1
696	а у	1	1
697	ее от	1	1
698	от них	1	1
699	общих чертах	2	1
700	когда оно	2	1
701	не противоречит	1	1
702	на одном	1	1
703	более близкие	1	1
704	без которого	2	1
705	крайней мере	5	1
706	в другой	2	1
707	же общего	1	1
708	который ему	1	1
709	на наших	1	1
710	окажется что	1	1
711	и следовательно	3	1
712	и всякое	1	1
713	или может	1	1
714	связь между	3	1
715	эти последние	1	1
716	все члены	1	1
717	тех пор	6	1
718	как из	1	1
719	и история	1	1
720	на которой	1	1
721	один из	2	1
722	себя с	1	1
723	видели что	1	1
724	мы видим	2	1
725	к делу	1	1
726	менее в	1	1
727	зрения в	1	1
728	наук чистых	1	1
729	как нечто	1	1
730	каждом шагу	1	1
731	в разные	1	1
732	самые разнообразные	1	1
733	по мнению	1	1
734	что так	2	1
735	бы ни	2	1
736	несколько другой	1	1
737	по этому	1	1
738	или выражаясь	1	1
739	такие постоянные	1	1
740	согласно с	1	1
741	в качестве	1	1
742	с нею	3	1
743	на всем	1	1
744	уже не	3	1
745	уже в	5	1
746	только на	4	1
747	положение что	1	1
748	в нашей	1	1
749	же явления	1	1
750	свидетельствует о	1	1
751	сделать и	1	1
752	но совершенно	1	1
753	более позднее	2	1
754	за ним	2	1
755	который как	1	1
756	эти понятия	1	1
757	для меня	10	1
758	ее не	3	1
759	друг друга	2	1
760	заметить что	6	1
761	тем что	10	1
762	ее на	1	1
763	в других	2	1
764	указание на	1	1
765	даже и	3	1
766	но из	1	1
767	бы это	1	1
768	были бы	1	1
769	из двух	1	1
770	все от	1	1
771	нас вопроса	1	1
772	мог удержаться	1	1
773	и даже	2	1
774	в данный	1	1
775	деле есть	1	1
776	с другим	1	1
777	свою историю	2	1
778	с объективной	1	1
779	если признать	1	1
780	здесь дело	1	1
781	а именно	4	1
782	будет ли	1	1
783	к которому	1	1
784	как же	4	1
785	к его	2	1
786	и затем	1	1
787	только к	1	1
788	другую то	1	1
789	не без	1	1
790	на основании	4	1
791	может ли	1	1
792	себе никаких	1	1
793	а не	12	1
794	в руках	1	1
795	возьмем например	1	1
796	вопрос можно	1	1
797	на эту	1	1
798	душевной жизни	3	1
799	среди других	1	1
800	стоящих на	1	1
801	тем больше	1	1
802	к сознанию	2	1
803	виде в	2	1
804	так называемых	3	1
805	все более	3	1
806	то не	1	1
807	нет ничего	3	1
808	эти слова	1	1
809	на самих	1	1
810	привести в	1	1
811	должна была	1	1
812	которой выросло	1	1
813	конечно на	1	1
814	в человеке	1	1
815	не пришло	1	1
816	а если	2	1
817	всего предшествующего	1	1
818	что рано	1	1
819	смысле этого	1	1
820	могут быть	7	1
821	взгляд кажется	1	1
822	а потом	1	1
823	эту мысль	2	1
824	такие люди	1	1
825	выходит что	1	1
826	действительно так	1	1
827	сам не	1	1
828	быть не	2	1
829	стремления к	1	1
830	прогресса но	1	1
831	на пути	1	1
832	чтобы ответить	1	1
833	на разных	1	1
834	художественное произведение	2	1
835	благодаря этому	1	1
836	над тем	1	1
837	и будут	1	1
838	только для	2	1
839	найдет в	1	1
840	умственной жизни	1	1
841	и таким	3	1
842	же самое	4	1
843	всего для	1	1
844	нет из	1	1
845	похоже на	2	1
846	мире а	1	1
847	из трех	1	1
848	явления именно	1	1
849	в более	2	1
850	в самые	1	1
851	тот путь	1	1
852	тогда не	1	1
853	тождественно с	1	1
854	мы только	1	1
855	и среди	1	1
856	ли они	1	1
857	а все	1	1
858	выше есть	1	1
859	развития и	2	1
860	как эта	1	1
861	но когда	1	1
862	лишь как	1	1
863	или нет	1	1
864	еще более	2	1
865	с не	1	1
866	люди которые	2	1
867	впечатление которое	1	1
868	или не	1	1
869	пришла к	1	1
870	что слова	1	1
871	ясно также	1	1
872	не своего	1	1
873	же будет	1	1
874	сказать что	8	1
875	не быть	1	1
876	существует в	1	1
877	была бы	1	1
878	от всех	1	1
879	лишь тогда	3	1
880	возьмем теперь	2	1
881	что ни	1	1
882	языка то	2	1
883	племени но	1	1
884	самое что	1	1
885	в голову	2	1
886	но еще	1	1
887	а может	2	1
888	стороны одного	1	1
889	увидим что	1	1
890	ее в	1	1
891	еще менее	1	1
892	в своих	2	1
893	и эта	1	1
894	точно так	2	1
895	том числе	1	1
896	ним только	1	1
