N	2gram	Berdyaev_N_1	Mirosoze
524	силы но	1	1
525	п верховенского	1	1
526	антропологии и	1	1
527	к которому	1	1
528	но дух	1	1
529	что не	1	1
530	с большей	1	1
531	обратиться к	1	1
532	и возвращается	1	1
533	а на	1	1
534	попал в	1	1
535	не на	1	1
536	власти и	1	1
537	жизнь в	1	1
538	как ни	1	1
539	ближе к	1	1
540	себя на	1	1
541	есть бог	1	1
542	все более	1	1
543	вступает в	1	1
544	но оно	1	1
545	к старому	4	1
546	мы говорим	2	1
547	беспредельной свободы	1	1
548	ничего нет	1	1
549	мы опять	1	1
550	к жизни	3	1
551	наряду с	3	1
552	русского народа	1	1
553	связаны с	2	1
554	как конец	1	1
555	когда она	1	1
556	движения духа	1	1
557	хочет перейти	1	1
558	принятии истины	1	1
559	общества в	1	1
560	мира с	1	1
561	мира так	1	1
562	в это	1	1
563	про себя	1	1
564	приблизиться к	1	1
565	что мы	1	1
566	уже от	1	1
567	только для	1	1
568	но это	6	1
569	в смысле	2	1
570	протяжении всей	1	1
571	и зло	1	1
572	за его	1	1
573	только одна	1	1
574	предположении что	1	1
575	он видел	1	1
576	перед собой	1	1
577	совершается в	1	1
578	всегда была	1	1
579	эпохе по	1	1
580	но также	1	1
581	идут на	1	1
582	особого рода	1	1
583	бы он	1	1
584	или нет	1	1
585	ни к	2	1
586	исторического пути	1	1
587	что вообще	1	1
588	потребность в	1	1
589	давно уже	1	1
590	от всякого	2	1
591	человеческого общества	1	1
592	к ее	3	1
593	процессы в	1	1
594	мир который	1	1
595	всякого духовного	1	1
596	лишь те	1	1
597	в период	1	1
598	духом человек	1	1
599	лишь по	1	1
600	возможно лишь	1	1
601	не быть	1	1
602	от всех	1	1
603	жизни а	1	1
604	на гибель	2	1
605	культуры в	5	1
606	космоса но	1	1
607	лишь для	1	1
608	на это	1	1
609	можно назвать	2	1
610	быть признана	1	1
611	случае если	1	1
612	это тем	1	1
613	так же	2	1
614	во всяком	1	1
615	земли и	1	1
616	он часто	1	1
617	равенства в	1	1
618	они не	1	1
