N	2gram	Tiupa_Anal_3	Formalny
209	без исключения	3	2
210	борьбы и	1	2
211	для нее	1	2
212	от одного	1	2
213	и иных	1	2
214	от него	1	2
215	место и	1	2
216	должно быть	1	2
217	том что	12	2
218	во второй	7	2
219	себе а	1	2
220	в отличие	2	2
221	от его	2	2
222	должны были	1	2
223	то от	1	2
224	произведения в	1	2
225	для этого	1	2
226	даже в	2	2
227	тем самым	4	2
228	с теми	1	2
229	для всего	1	2
230	никогда не	5	2
231	слова как	1	2
232	этих двух	1	2
233	что на	1	2
234	литературного творчества	1	2
235	и о	1	2
236	в ее	3	2
237	и от	2	2
238	приводит к	4	2
239	с ним	1	2
240	произведения как	2	2
241	в применении	1	2
242	является в	1	2
243	и смыслом	1	2
244	произведение искусства	4	2
245	между тем	5	2
246	отметить что	1	2
247	во всей	1	2
248	это не	2	2
249	статье о	1	2
250	в самый	1	2
251	этом смысле	1	2
252	один из	2	2
253	с ними	1	2
254	этот вопрос	1	2
255	по этому	1	2
256	не будет	3	2
257	потому что	1	2
258	в качестве	12	2
259	с нею	2	2
260	вопроса о	2	2
261	или даже	1	2
262	характерно что	1	2
263	в конце	5	2
264	со стороны	9	2
265	а именно	1	2
266	всякое высказывание	2	2
267	в предисловии	1	2
268	между ними	1	2
269	превращается в	1	2
270	есть лишь	1	2
271	его как	3	2
272	и литературного	1	2
273	к его	1	2
274	как это	3	2
275	в той	2	2
276	применении к	1	2
277	в тех	2	2
278	из этого	1	2
279	художественное произведение	1	2
280	как предмет	1	2
281	но это	1	2
282	их мышления	1	2
283	а все	1	2
284	поскольку он	3	2
285	сказать что	2	2
286	от всех	1	2
287	ее в	1	2
288	в искусстве	2	2
289	и другие	1	2
290	в таком	1	2
291	как известно	1	1
292	и а	4	1
293	говоря о	1	1
294	таком случае	1	1
295	и хотя	1	1
296	связана с	1	1
297	того же	5	1
298	и без	3	1
299	и новое	1	1
300	утверждение что	1	1
301	нам кажется	2	1
302	из его	1	1
303	о путешествии	1	1
304	целого произведения	1	1
305	той же	5	1
306	есть не	2	1
307	мы имеем	5	1
308	и само	1	1
309	что если	1	1
310	превратилась в	1	1
311	высказывания в	1	1
312	начинается с	1	1
313	целого это	1	1
314	и глубоких	1	1
315	что иное	1	1
316	иное как	1	1
317	на их	1	1
318	время в	1	1
319	так если	1	1
320	иного рода	1	1
321	характерная для	1	1
322	мы будем	1	1
323	вступают в	1	1
324	произведение не	1	1
325	поэтических и	1	1
326	что во	1	1
327	оказывается не	1	1
328	встречи с	1	1
329	в своем	4	1
330	и есть	1	1
331	собственно и	1	1
332	во весь	1	1
333	который будет	1	1
334	и конструктивное	1	1
335	нет никакой	1	1
336	смыслу в	1	1
337	бы сказать	1	1
338	так или	1	1
339	бы не	1	1
340	с их	3	1
341	и тот	1	1
342	мы обратимся	1	1
343	с художественной	1	1
344	на то	1	1
345	не могла	2	1
346	искусства говорит	1	1
347	роли в	3	1
348	тем не	2	1
349	которой не	1	1
350	они в	1	1
351	и персонального	1	1
352	и еще	1	1
353	в принципе	2	1
354	том чтобы	1	1
355	из виду	1	1
356	какой бы	1	1
357	всех своих	1	1
358	дистанции между	1	1
359	от других	1	1
360	каким образом	1	1
361	могла бы	2	1
362	тем в	1	1
363	другого человека	1	1
364	произведения с	1	1
365	в другом	1	1
366	связанных с	1	1
367	сущности не	1	1
368	самим собой	1	1
369	который и	1	1
370	значимости этой	1	1
371	он есть	1	1
372	отличать от	1	1
373	за ней	1	1
374	организации высказывания	1	1
375	между отдельными	1	1
376	из первых	1	1
377	в них	2	1
378	как формулирует	1	1
379	рядом с	1	1
380	же мы	1	1
381	случае мы	1	1
382	в самую	1	1
383	как об	1	1
384	в данном	4	1
385	литературе как	1	1
386	как целого	1	1
387	ведет к	1	1
388	обратимся к	1	1
389	остается в	1	1
390	в эту	1	1
391	места в	1	1
392	но если	1	1
393	к истории	1	1
394	художественно как	1	1
395	что уже	1	1
396	все они	2	1
397	вопрос о	1	1
398	не путем	1	1
399	строго говоря	1	1
400	не будем	1	1
401	по крайней	4	1
402	не должно	3	1
403	бы быть	1	1
404	им что	2	1
405	не для	2	1
406	как смерть	3	1
407	евгения онегина	1	1
408	нем определенные	1	1
409	а от	1	1
410	не менее	4	1
411	но они	2	1
412	совпадают и	1	1
413	а а	5	1
414	отчетливо и	1	1
415	дело в	2	1
416	на него	1	1
417	к изучению	1	1
418	констатировать что	1	1
419	не могло	1	1
420	преимущественно на	1	1
421	и является	1	1
422	во всем	3	1
423	из сюжета	1	1
424	далеко не	4	1
425	самым по	1	1
426	как будто	1	1
427	у нас	1	1
428	представляется нам	2	1
429	уже о	1	1
430	похож на	1	1
431	ли не	4	1
432	что звуки	1	1
433	так называемого	1	1
434	той или	3	1
435	он оказывается	1	1
436	слова с	1	1
437	в каждом	3	1
438	творчества не	1	1
439	для себя	1	1
440	самого по	1	1
441	сторону и	1	1
442	свою очередь	4	1
443	говоря уже	1	1
444	данном случае	3	1
445	самим собою	1	1
446	общения между	1	1
447	только при	1	1
448	в средневековой	1	1
449	в произведении	3	1
450	идет не	1	1
451	степени и	1	1
452	для поэтики	1	1
453	совершается как	1	1
454	разрыва с	1	1
455	и сам	4	1
456	те же	2	1
457	с самим	2	1
458	как между	1	1
459	иногда в	1	1
460	отчасти в	1	1
461	на них	1	1
462	к языку	1	1
463	можно сказать	4	1
464	образом в	1	1
465	о том	6	1
466	то во	1	1
467	до сих	1	1
468	с одной	2	1
469	роль принадлежит	1	1
470	звуков в	1	1
471	в форме	2	1
472	лишь к	1	1
473	крайней мере	4	1
474	искусства так	1	1
475	может иметь	1	1
476	самим автором	1	1
477	и следует	2	1
478	как объект	1	1
479	и дело	1	1
480	тот же	1	1
481	в себе	2	1
482	и так	1	1
483	в литературу	2	1
484	произведения то	1	1
485	от них	1	1
486	взаимодействии с	1	1
487	так что	1	1
488	для всех	2	1
489	литературы в	1	1
490	не можем	1	1
491	из повестей	2	1
492	бог не	1	1
493	связывается с	1	1
494	который как	2	1
495	себе в	1	1
496	ведь это	1	1
497	моментов в	1	1
498	с этими	1	1
499	можно с	1	1
500	к ним	1	1
501	по тем	1	1
502	вследствие этой	1	1
503	это по	2	1
504	не обладает	1	1
505	нет в	1	1
506	лишь один	1	1
507	сама по	2	1
508	моральной ценности	1	1
509	высказывания или	1	1
510	или иначе	1	1
511	за пределы	1	1
512	не обязательно	1	1
513	отказываться от	1	1
514	произведений или	1	1
515	к которому	1	1
516	в свою	5	1
517	один и	1	1
518	говорит о	2	1
519	был в	1	1
520	зависит от	1	1
521	на этот	1	1
522	стремится к	1	1
523	являются ли	1	1
524	часть третья	1	1
525	на эту	2	1
526	совершенно очевидно	2	1
527	художественного целого	6	1
528	по мысли	1	1
529	связь с	2	1
530	все основные	1	1
531	но особенно	1	1
532	и пушкин	1	1
533	требует от	1	1
534	о чем	4	1
535	одной стороны	2	1
536	необходимо отличать	1	1
537	а если	1	1
538	такого рода	5	1
539	здесь слово	1	1
540	нашего анализа	1	1
541	в литературе	1	1
542	отношении он	1	1
543	не что	1	1
544	да и	2	1
545	в первой	8	1
546	формы высказывания	1	1
547	этого слова	2	1
548	в контексте	2	1
549	этом случае	1	1
550	сих пор	1	1
551	автора и	1	1
552	каждое из	1	1
553	о его	2	1
554	пушкина было	1	1
555	в конструктивном	1	1
556	романов и	1	1
557	служат лишь	1	1
558	в книге	1	1
559	всего с	1	1
560	в пределе	1	1
561	уже как	1	1
562	с языком	1	1
563	мы должны	1	1
564	несмотря на	2	1
565	же в	2	1
566	хотя в	2	1
567	утверждал что	1	1
568	не от	2	1
569	вступает в	3	1
570	к самому	1	1
571	одной из	1	1
572	нам не	2	1
573	от лица	1	1
574	это все	1	1
575	не говоря	1	1
576	только как	1	1
577	высказывания как	2	1
578	мере в	2	1
579	положения является	1	1
580	в трех	1	1
581	героя в	1	1
582	как на	1	1
583	в своих	1	1
584	случае его	1	1
585	гораздо более	2	1
