N	2gram	Propp_Isto_1	UchenyiS
174	слагается из	1	1
175	все в	1	1
176	встречается у	1	1
177	он может	1	1
178	для изучения	6	1
179	отказ от	2	1
180	что же	3	1
181	не то	4	1
182	бы в	2	1
183	того что	4	1
184	друг другу	1	1
185	в которых	1	1
186	доказывает что	1	1
187	их в	5	1
188	друг с	4	1
189	тому чтобы	1	1
190	само же	1	1
191	что этот	2	1
192	на то	4	1
193	быть не	1	1
194	него не	1	1
195	и вся	1	1
196	еще один	2	1
197	его как	2	1
198	отнюдь не	1	1
199	она не	1	1
200	задачи и	1	1
201	этом случае	1	1
202	первый взгляд	2	1
203	независимо от	1	1
204	большей или	2	1
205	в своем	5	1
206	как нам	1	1
207	имеет свою	1	1
208	в большей	1	1
209	и все	1	1
210	того как	3	1
211	вне его	1	1
212	тот же	2	1
213	путь и	1	1
214	на своем	1	1
215	более или	5	1
216	как таковое	1	1
217	наталкиваемся на	2	1
218	не существует	2	1
219	верно и	1	1
220	сторону от	1	1
221	связаны и	1	1
222	так много	1	1
223	почему в	1	1
224	в которой	1	1
225	на большую	1	1
226	нам известно	1	1
227	меньшей мере	2	1
228	исторических фактов	1	1
229	не было	1	1
230	он в	2	1
231	тогда когда	2	1
232	с одной	4	1
233	в качестве	5	1
234	только этот	1	1
235	уже не	3	1
236	ее как	1	1
237	то и	2	1
238	детали частности	1	1
239	претендует на	1	1
240	и всей	1	1
241	в виде	2	1
242	ли для	1	1
243	в нем	2	1
244	связанные с	2	1
245	или даже	3	1
246	с другом	3	1
247	но если	2	1
248	он не	2	1
249	о которой	1	1
250	а для	2	1
251	сказать что	5	1
252	только как	1	1
253	состоит из	1	1
254	какие-то особые	1	1
255	они в	1	1
256	очень часто	3	1
257	одно из	1	1
258	не значит	1	1
259	нужно начинать	1	1
260	равно как	1	1
261	и так	1	1
262	природе и	1	1
263	что еще	1	1
264	и материал	1	1
265	систематическое изучение	1	1
266	нем но	1	1
267	вокруг вопроса	1	1
268	самое что	2	1
269	но он	1	1
270	но что	1	1
271	у него	1	1
272	само по	2	1
273	этого и	1	1
274	получают свое	1	1
275	мы можем	1	1
276	всего что	1	1
277	так то	1	1
278	ее в	5	1
279	что нельзя	2	1
280	отказаться от	2	1
281	к этому	2	1
282	что в	12	1
283	появляется уже	1	1
284	от которой	1	1
285	этот путь	1	1
