N	2gram	Vinokur_Ku_1	Formalny
219	отношению к	9	3
220	является для	1	3
221	в условиях	1	3
222	о нем	2	3
223	лишь как	2	3
224	жизни в	1	3
225	может и	1	3
226	сказать что	1	3
227	смысле слова	1	2
228	ту же	1	2
229	в такой	1	2
230	это и	4	2
231	в котором	3	2
232	с таким	1	2
233	из своих	1	2
234	язык как	9	2
235	который был	1	2
236	в сущности	3	2
237	так чтобы	1	2
238	говорить о	1	2
239	и со	1	2
240	не знают	2	2
241	так называемые	3	2
242	и сами	2	2
243	с его	4	2
244	в сторону	2	2
245	в общем	3	2
246	очевидно что	3	2
247	отличие от	1	2
248	данный момент	1	2
249	в своем	3	2
250	увидим что	2	2
251	от этого	2	2
252	это можно	1	2
253	бы не	1	2
254	из этих	4	2
255	учение о	4	2
256	в этой	3	2
257	е с	1	2
258	говорят о	1	2
259	как он	1	2
260	вообще не	1	2
261	что она	3	2
262	главным образом	1	2
263	всех этих	1	2
264	не значит	1	2
265	в россии	1	2
266	на этом	1	2
267	лишь с	1	2
268	именно это	1	2
269	это значит	1	2
270	на протяжении	1	2
271	на почве	1	2
272	этом смысле	3	2
273	даже что	1	2
274	он является	1	2
275	для чего	1	2
276	и тогда	4	2
277	нисколько не	3	2
278	том как	3	2
279	в отличие	1	2
280	в основном	1	2
281	друг другу	1	2
282	однако в	1	2
283	что этот	1	2
284	где нет	1	2
285	даже в	3	2
286	как язык	1	2
287	сам он	1	2
288	как о	2	2
289	дело не	2	2
290	правда в	1	2
291	дело в	1	2
292	одна из	1	2
293	и притом	1	2
294	весь этот	1	2
295	как следует	1	2
296	и именно	2	2
297	не могло	1	2
298	только не	1	2
299	поскольку оно	2	2
300	слова как	3	2
301	находятся в	1	2
302	тем не	4	2
303	общения и	2	2
304	в каком	2	2
305	этот закон	1	2
306	из одного	3	2
307	из элементов	1	2
308	здесь необходимо	1	2
309	и понять	1	2
310	как не	1	2
311	здесь не	3	2
312	внутренняя речь	1	2
313	если они	1	2
314	был бы	2	2
315	можно только	1	2
316	это только	3	2
317	поэтому в	1	2
318	для этого	3	2
319	ничего не	2	2
320	ними и	2	2
321	на все	1	2
322	то из	1	2
323	в самой	4	2
324	языке как	3	2
325	и своей	1	2
326	и во	1	2
327	переходит в	1	2
328	в языке	8	2
329	что и	4	2
330	и только	1	2
331	соединении с	1	2
332	может иметь	2	2
333	когда говорят	1	2
334	в каждую	1	2
335	мы увидим	3	2
336	должен быть	4	2
337	поэтому и	1	2
338	языка как	5	2
339	является не	1	2
340	в данной	1	2
341	из них	4	2
342	и социально	1	2
343	совсем другое	1	2
344	к более	1	2
345	сами по	1	2
346	содержание и	5	2
347	свое выражение	1	2
348	от того	1	2
349	случае с	1	2
350	лишь к	1	2
351	без всякой	1	2
352	и даже	3	2
353	или иной	3	2
354	в области	7	2
355	и тех	1	2
356	в каких	1	2
357	к которому	3	2
358	связано с	3	2
359	превращается в	2	2
360	а на	2	2
361	самый факт	1	2
362	была бы	3	2
363	но уже	5	2
364	язык а	1	2
365	и иной	1	2
366	с такой	1	2
367	смысле этого	3	2
368	быть только	1	2
369	этого слова	3	2
370	то под	2	2
371	но это	1	2
372	но для	1	2
373	как определяет	1	2
374	чтобы создать	2	2
375	как система	1	2
376	в стихах	1	2
377	слово в	1	2
378	но если	2	2
379	возможно лишь	1	2
380	история литературы	2	2
381	лишь тогда	1	2
382	в последнем	2	2
383	к этому	1	2
384	в таком	3	2
385	это понятие	1	2
386	который должен	1	1
387	я и	1	1
388	также что	1	1
389	языка с	1	1
390	и то	3	1
391	нашей современности	2	1
392	а из	1	1
393	тех же	1	1
394	реальный факт	1	1
395	переход от	4	1
396	конкретном историческом	1	1
397	для науки	1	1
398	и творчество	1	1
399	в первом	3	1
400	не имеют	3	1
401	ведь и	1	1
402	все те	2	1
403	собственном смысле	1	1
404	со своей	1	1
405	собою в	1	1
406	и этот	1	1
407	есть не	1	1
408	бы уже	2	1
409	мы имеем	6	1
410	с более	1	1
411	совершенно справедливо	1	1
412	среды и	1	1
413	пределах данного	1	1
414	социальной действительности	1	1
415	из того	1	1
416	этого термина	2	1
417	то это	3	1
418	п т	1	1
419	в каждой	1	1
420	форм в	2	1
421	это время	1	1
422	прав когда	2	1
423	так или	2	1
424	не имел	1	1
425	не найдем	1	1
426	есть акт	1	1
427	это действительно	1	1
428	события в	1	1
429	тем как	1	1
430	тот или	1	1
431	как выражения	1	1
432	всякого искусства	1	1
433	внутренняя форма	2	1
434	а только	8	1
435	в быту	1	1
436	в стихе	1	1
437	значение и	2	1
438	только тогда	3	1
439	должны были	1	1
440	других областей	1	1
441	себе и	2	1
442	не просто	5	1
443	из таких	1	1
444	и вовсе	5	1
445	звука с	2	1
446	с этим	4	1
447	в предложении	1	1
448	части в	1	1
449	не это	1	1
450	действительный смысл	1	1
451	е она	1	1
452	в противном	1	1
453	кроме того	1	1
454	усматривает в	1	1
455	хотя и	3	1
456	речи вовсе	1	1
457	она так	1	1
458	их помощью	1	1
459	я решаюсь	1	1
460	следующим образом	1	1
461	та же	1	1
462	в нашем	1	1
463	и действительное	1	1
464	что так	3	1
465	в соображение	1	1
466	с их	3	1
467	идет речь	2	1
468	имеем в	1	1
469	воспитания и	1	1
470	были связаны	1	1
471	на то	4	1
472	жива еще	1	1
473	и если	3	1
474	чтобы овладеть	1	1
475	противном случае	1	1
476	уже тогда	1	1
477	и поэтическая	1	1
478	все другие	1	1
479	проблеме в	1	1
480	он не	2	1
481	каждая эпоха	1	1
482	роли в	2	1
483	к одному	1	1
484	по существу	4	1
485	его значением	1	1
486	и единство	1	1
487	еще одну	1	1
488	и по	1	1
489	так например	2	1
490	или иных	1	1
491	а ведь	1	1
492	одно и	1	1
493	на этих	1	1
494	но все	2	1
495	а вместе	1	1
496	касается до	1	1
497	так называемым	2	1
498	же не	1	1
499	он знал	1	1
500	значение в	1	1
501	же касается	4	1
502	его не	1	1
503	ними как	1	1
504	ряд его	1	1
505	а его	1	1
506	того или	4	1
507	слагающихся в	1	1
508	с так	1	1
509	провести нельзя	1	1
510	чаще всего	1	1
511	нет в	1	1
512	освободиться от	1	1
513	с этой	2	1
514	в развитии	1	1
515	можно считать	1	1
516	должно быть	3	1
517	выражение в	1	1
518	необходимых условий	1	1
519	для своих	1	1
520	и того	2	1
521	одного и	2	1
522	на первый	1	1
523	в первую	4	1
524	нужно было	2	1
525	как некоторое	1	1
526	не выдерживает	1	1
527	как единство	1	1
528	и при	2	1
529	ощущаем в	1	1
530	в их	3	1
531	могло бы	1	1
532	о языке	8	1
533	на место	1	1
534	нас все	2	1
535	когда эти	1	1
536	но он	1	1
537	и эти	3	1
538	мере в	6	1
539	тому чтобы	1	1
540	том же	2	1
541	вместе со	2	1
542	от более	1	1
543	как проблема	1	1
544	действительным и	1	1
545	литературы как	1	1
546	еще один	2	1
547	с ним	5	1
548	тем самым	4	1
549	того как	4	1
550	на себе	6	1
551	структурные моменты	1	1
552	когда они	1	1
553	иметь в	1	1
554	но только	1	1
555	та или	1	1
556	возможно и	1	1
557	в разных	2	1
558	и существенное	1	1
559	при всем	1	1
560	учения о	1	1
561	языка действительно	1	1
562	сырого материала	1	1
563	таким путем	1	1
564	говорить как	1	1
565	как она	1	1
566	и связи	1	1
567	предполагать что	1	1
568	говорить лишь	1	1
569	убедиться в	1	1
570	своих средств	1	1
571	можно рассматривать	1	1
572	в сознании	1	1
573	от единства	1	1
574	на понимание	1	1
575	е не	2	1
576	целом и	2	1
577	внутреннюю форму	1	1
578	и делает	1	1
579	когда ему	1	1
580	не потому	5	1
581	ведь даже	1	1
582	во все	2	1
583	мере того	3	1
584	с полной	1	1
585	той или	1	1
586	в наши	1	1
587	всегда есть	1	1
588	понять эту	1	1
589	свое значение	1	1
590	школа в	1	1
591	его внутреннему	1	1
592	и самое	1	1
593	можно и	1	1
594	в язык	2	1
595	своего развития	1	1
596	на основе	1	1
597	совершенно ясно	1	1
598	языка и	8	1
599	в собственном	2	1
600	чтобы быть	2	1
601	в себя	1	1
602	на той	1	1
603	и может	3	1
604	привести в	1	1
605	только через	1	1
606	можно было	6	1
607	не с	3	1
608	именно этот	1	1
609	для него	1	1
610	здесь слово	1	1
611	совершенно невозможно	1	1
612	что отдельные	1	1
613	языковых форм	2	1
614	по мере	3	1
615	об этом	1	1
616	все дело	1	1
617	часто и	1	1
618	и здесь	3	1
619	и должно	2	1
620	не был	1	1
621	язык и	1	1
622	настоящее время	1	1
623	за пределами	1	1
624	одного из	1	1
625	е о	2	1
626	это всецело	1	1
627	что его	2	1
628	был тем	1	1
629	как форма	1	1
630	исключения в	1	1
631	нас в	1	1
632	те или	1	1
633	является с	1	1
634	случае ясно	1	1
635	сознания а	1	1
636	а потому	5	1
637	самом процессе	1	1
638	в форме	1	1
639	утрачивают свою	1	1
640	и иных	1	1
641	из моментов	1	1
642	не тот	1	1
643	для самого	1	1
644	не так	1	1
645	совершенно прав	1	1
646	эта проблема	1	1
647	в современной	2	1
648	как например	2	1
649	и история	1	1
650	но с	2	1
651	в двух	1	1
652	что только	1	1
653	тот же	2	1
654	языка на	2	1
655	не имеющих	1	1
656	и так	1	1
657	в данных	1	1
658	который в	1	1
659	случаи когда	1	1
660	языком как	1	1
661	это же	1	1
662	в общий	1	1
663	с одной	1	1
664	в эти	1	1
665	в качестве	7	1
666	себя в	1	1
667	так что	4	1
668	от одной	1	1
669	есть в	4	1
670	быта в	1	1
671	вот что	1	1
672	литературы в	1	1
673	пути оно	1	1
674	и у	1	1
675	видеть что	2	1
676	вопроса о	1	1
677	то и	2	1
678	ни одного	2	1
679	в нашей	1	1
680	же в	4	1
681	в начале	1	1
682	целого ряда	1	1
683	не из	1	1
684	а то	2	1
685	или даже	1	1
686	и других	1	1
687	одно из	2	1
688	говорит о	1	1
689	себе в	3	1
690	слова в	1	1
691	в одном	3	1
692	в систему	1	1
693	явно не	1	1
694	и вместе	1	1
695	в других	1	1
696	значит конечно	1	1
697	даже и	3	1
698	момент в	1	1
699	с общим	1	1
700	даже не	1	1
701	в данный	1	1
702	до сих	4	1
703	или иначе	2	1
704	однако это	1	1
705	сюда же	1	1
706	именно в	6	1
707	здесь в	1	1
708	еще и	5	1
709	этой категории	1	1
710	в природе	1	1
711	ее целом	1	1
712	оказалось в	1	1
713	борьба за	3	1
714	только к	2	1
715	что для	1	1
716	в определенных	2	1
717	здесь действительно	1	1
718	к сожалению	1	1
719	не было	3	1
720	одной стороны	1	1
721	зависит от	1	1
722	ничем не	1	1
723	жизнь в	1	1
724	понимают под	1	1
725	о чем	2	1
726	совершенно одинаково	1	1
727	теории но	1	1
728	пр и	1	1
729	что мы	1	1
730	всю совокупность	1	1
731	в речи	3	1
732	если это	1	1
733	между собою	2	1
734	язык для	2	1
735	все более	1	1
736	нет ничего	1	1
737	в частности	4	1
738	не входят	1	1
739	к другой	1	1
740	раз он	1	1
741	к своему	2	1
742	этих случаях	2	1
743	строгом смысле	1	1
744	он говорит	1	1
745	а другое	1	1
746	к в	1	1
747	вкусов и	1	1
748	в словах	1	1
749	приобретает свое	1	1
750	если эти	1	1
751	слов в	2	1
752	действительно ли	1	1
753	указывает что	1	1
754	к следующему	1	1
755	смысл в	2	1
756	в это	2	1
757	в контексте	2	1
758	язык в	5	1
759	этом случае	2	1
760	но даже	1	1
761	той мере	5	1
762	сих пор	4	1
763	только для	1	1
764	пришлось бы	2	1
765	является как	1	1
766	один из	4	1
767	под влиянием	3	1
768	слова с	1	1
769	тех или	1	1
770	каждой из	1	1
771	образом есть	1	1
772	отсюда следует	2	1
773	о котором	2	1
774	в настоящее	1	1
775	от условий	1	1
776	когда утверждает	1	1
777	всего можно	1	1
778	поскольку слово	1	1
779	искусства для	1	1
780	у достоевского	1	1
781	интерес к	1	1
782	еще более	1	1
783	поэтому все	1	1
784	эпоха имеет	1	1
785	е когда	2	1
786	есть уже	1	1
787	снова может	1	1
788	все то	1	1
789	а в	5	1
790	условий и	1	1
791	отношении к	1	1
792	же имеет	1	1
793	е в	2	1
794	не знает	1	1
795	ведь он	1	1
796	в такие	1	1
797	самого языка	2	1
798	или иного	3	1
799	пользоваться этой	1	1
800	явления в	1	1
801	тогда не	1	1
802	о характере	1	1
803	пушкин и	2	1
804	форма должна	1	1
805	как результат	1	1
806	этой точки	2	1
