N	2gram	Tiupa_Anal_2	TeoriaLi
832	смысл явления	1	1
833	с напряжением	2	1
834	характеризуется тем	1	1
835	ключ к	3	1
836	еще а	1	1
837	диалогически соотнесенных	1	1
838	первой части	1	1
839	в понимании	1	1
840	пожелает представить	1	1
841	свою собственную	1	1
842	событий здесь	1	1
843	же явления	1	1
844	художественного высказывания	2	1
845	в силу	1	1
846	по существу	2	1
847	силу своей	1	1
848	выше плотность	1	1
849	уже говорилось	4	1
850	принадлежащих к	1	1
851	в первом	1	1
852	у читателя	1	1
853	а повтор	1	1
854	роль доминирующего	1	1
855	связи разнообразных	1	1
856	содержит в	3	1
857	медленных и	1	1
858	чтобы в	1	1
859	ради других	1	1
860	явилась диктовать	1	1
861	обоих типов	1	1
862	частности прозаизмы	1	1
863	подобно тому	3	1
864	части сменой	1	1
865	медитативный образ	1	1
866	его можно	1	1
867	отрезок времени	1	1
868	как более	1	1
869	другому я	1	1
870	эпоха классического	1	1
871	смену повествованию	1	1
872	нуждающейся в	1	1
873	заключается специфика	1	1
874	сводит лирику	1	1
875	текста что	2	1
876	значимостей являются	1	1
877	большого только	1	1
878	лирических высказываний	1	1
879	определить и	1	1
880	по его	1	1
881	простых текстовых	1	1
882	героя героини	1	1
883	произведения обнаруживается	1	1
884	этом втором	1	1
885	что все	2	1
886	деталей в	1	1
887	таким центром	1	1
888	том-то и	1	1
889	основе весьма	1	1
890	деталей а	1	1
891	муза актуализирует	1	1
892	это первый	1	1
893	внутренней форме	1	1
894	напряжений и	1	1
895	фактором художественного	1	1
896	жалостливая барышня	1	1
897	чередование напряжений	1	1
898	оно становится	1	1
899	времени и	1	1
900	к иного	1	1
901	планом заключительного	1	1
902	слогов между	3	1
903	возможность выбора	1	1
904	обретает в	1	1
905	якобы несущая	1	1
906	первую очередь	1	1
907	самая тривиальная	1	1
908	ко второму	1	1
909	количество ударных	1	1
910	справедливости диктующая	1	1
911	было бы	3	1
912	иную внешнюю	1	1
913	поздними образованиями	1	1
914	соотнесенности внешнего	1	1
915	ставит читателя	1	1
916	реальности исторически	1	1
917	обе стороны	1	1
918	обращающий на	1	1
919	ядру художественного	1	1
920	в речевом	2	1
921	с субъектом	1	1
922	актуализирует широкие	1	1
923	делает его	1	1
924	последовательность медленных	1	1
925	часто лирический	1	1
926	ударениями чем	1	1
927	видения в	1	1
928	писателя сюжетно-композиционный	1	1
929	быть облечена	1	1
930	это явлено	1	1
931	однако выбор	1	1
932	в них	1	1
933	форма лирических	1	1
934	музы лирическая	1	1
935	стихотворения легко	1	1
936	длине ритмического	2	1
937	ожидания строфа	1	1
938	чем выше	1	1
939	фокусирующих восприятие	1	1
940	специфика объектной	1	1
941	как об	1	1
942	выступать в	2	1
943	пространственных и	1	1
944	близкого замкнутого	1	1
945	многократно воспроизводимых	1	1
946	как высшей	1	1
947	кадра входит	1	1
948	системе кадров	1	1
949	его смыслосообразным	1	1
950	синтаксических конструкций	1	1
951	композиционно усиливает	1	1
952	соотносительности стилистико-речевую	1	1
953	один равнопротяженный	1	1
954	он и	2	1
955	переживаемой ситуации	1	1
956	особенно глоссализации	1	1
957	предполагает вовлечение	1	1
958	ключевой мотив	1	1
959	жанрах а	1	1
960	культуры историческое	1	1
961	лирической поэзии	1	1
962	в позицию	4	1
963	поскольку подводит	1	1
964	циклической повторяемости	1	1
965	своеобразие эпохи	1	1
966	эпохи биографическая	1	1
967	ведет к	1	1
968	выше напряжение	1	1
969	длиной ритмического	2	1
970	определенной жанровой	1	1
971	перечислений второй	1	1
972	ситуации но	1	1
973	что непрерывности	1	1
974	потому наиболее	1	1
975	обратимся к	1	1
976	реализма внешний	1	1
977	остается в	1	1
978	оттенки ритма	1	1
979	эстетическим субъектом	2	1
980	поэтически озвучена	1	1
981	противопоставлены в	1	1
982	являются наиболее	1	1
983	но я	1	1
984	эмоционально-волевым тоном	1	1
985	образ милой	1	1
986	данного стихотворения	1	1
987	бы место	1	1
988	с первых	1	1
989	двумя паузами	3	1
990	ситуации ожидания	1	1
991	литературного рода	1	1
992	голосов в	2	1
993	себя внимание	3	1
994	рецептивной компетенцией	1	1
995	но если	1	1
996	от своего	2	1
997	иронически дискредитирует	1	1
998	предмету речи	2	1
999	или точнее	2	1
1000	таким же	1	1
1001	выработка композиционных	1	1
1002	это случается	1	1
1003	обесцененной жизни	1	1
1004	соразмерных отрезков	1	1
1005	некоторого переживания	1	1
1006	или противопоставлены	1	1
1007	в такой	1	1
1008	не становится	1	1
1009	одних радостей	1	1
1010	это делает	1	1
1011	медитация строки	1	1
1012	напряжение речевых	1	1
1013	в котором	2	1
1014	будучи принципом	1	1
1015	социальных диалектов	1	1
1016	к предмету	2	1
1017	значении греческое	1	1
1018	и читателя	3	1
1019	ритмико-интонационный строй	1	1
1020	последующий текст	1	1
1021	второму делает	1	1
1022	бессмертия поэт	1	1
1023	не как	1	1
1024	музы этой	1	1
1025	ритмический ряд	2	1
1026	актуальных для	1	1
1027	эпических жанрах	1	1
1028	сюжета композиционная	1	1
1029	принципом упорядоченного	1	1
1030	и рецептивного	1	1
1031	предполагает не	2	1
1032	построение фразы	1	1
1033	этой надежды	1	1
1034	мотивам обесцененной	1	1
1035	построений порой	1	1
1036	прихода явления	1	1
1037	дается в	1	1
1038	бахтина внежизненно-активной	1	1
1039	присутствие я	1	1
1040	но эта	2	1
1041	фундаментом всей	1	1
1042	клаузулы и	2	1
1043	изменениям естественно	1	1
1044	для данного	1	1
1045	лирических я	1	1
1046	архитектонической формой	1	1
1047	деятельностному контексту	1	1
1048	из вероятных	1	1
1049	темой сколь	1	1
1050	нормативов актуальных	1	1
1051	а выбор	1	1
1052	и ад	1	1
1053	том под	1	1
1054	мук и	1	1
1055	слов избранных	1	1
1056	волоске лирическая	1	1
1057	временных примет	1	1
1058	и меньше	1	1
1059	как эстетического	1	1
1060	образованиями являются	1	1
1061	и более	1	1
1062	произведения в	5	1
1063	из виду	1	1
1064	повествованию приходит	1	1
1065	и наоборот	2	1
1066	собой лишь	1	1
1067	остаться за	1	1
1068	жертвенная готовность	1	1
1069	текстах обоих	1	1
1070	как подчеркивал	1	1
1071	реплики и	1	1
1072	диктующая муза	1	1
1073	ожидать ближе	1	1
1074	личность в	2	1
1075	между несколькими	1	1
1076	и системы	1	1
1077	форму в	1	1
1078	и вся	1	1
1079	и быстрых	1	1
1080	медитация в	2	1
1081	ритмические зачины	1	1
1082	я малого	1	1
1083	слова б	1	1
1084	времени особенно	1	1
1085	духовным взором	1	1
1086	авторской темой	1	1
1087	ожидаемого каждая	1	1
1088	случае в	3	1
1089	обнаруживается еще	1	1
1090	явление встречается	1	1
1091	таких случаях	1	1
1092	углом они	1	1
1093	поэзии создается	1	1
1094	до известной	1	1
1095	в таких	2	1
1096	как ценностного	1	1
1097	и субъектной	3	1
1098	сегмент композиционной	1	1
1099	наиболее пластичен	1	1
1100	креативной компетенцией	1	1
1101	значительно большей	1	1
1102	диалоге двух	1	1
1103	некоторого рода	2	1
1104	заглавие манифестирует	1	1
1105	по крайней	3	1
1106	не имеет	2	1
1107	одна из	1	1
1108	в резонанс	1	1
1109	системы голосов	1	1
1110	ценностей или	1	1
1111	и эпизод	1	1
1112	и сводящиеся	1	1
1113	на себе	3	1
1114	восприятию задана	1	1
1115	возлагает на	1	1
1116	и сама	1	1
1117	способа существования	1	1
1118	в центр	1	1
1119	не объектной	1	1
1120	приоткрывается только	1	1
1121	система голосов	1	1
1122	которого он	1	1
1123	облекается в	1	1
1124	эпизод прихода	1	1
1125	плясовая дудочка	1	1
1126	ожидания муза	1	1
1127	меня тогда	1	1
1128	полные розовые	1	1
1129	лингвистических средств	1	1
1130	быть актуализировано	1	1
1131	произведения фокализации	1	1
1132	несколькими голосами	1	1
1133	синтаксической конструкции	1	1
1134	всегда имеется	1	1
1135	приходит медитация	1	1
1136	такой фактор	1	1
1137	мотив ситуации	1	1
1138	о прозе	1	1
1139	характеристика душечки	1	1
1140	тексту слой	1	1
1141	каждый из	1	1
1142	доминирующего фактора	1	1
1143	того и	2	1
1144	не оправдывает	1	1
1145	ударных слогов	2	1
1146	объектом чаемая	1	1
1147	наличии определенных	1	1
1148	момент неожиданности	1	1
1149	только и	1	1
1150	жизни не	1	1
1151	художественная реальность	2	1
1152	слияние пространственных	1	1
1153	сверхличного значения	1	1
1154	муза оказывается	1	1
