N	2gram	Losev_Vesc_1	Dialekti
384	вообще не	2	2
385	при этом	1	2
386	раз навсегда	2	2
387	есть материя	1	2
388	перестает быть	3	2
389	что нужно	3	2
390	и вот	2	2
391	в понятии	4	2
392	что у	5	2
393	может существовать	1	2
394	и по	1	2
395	на этом	2	2
396	две сферы	1	2
397	– чтобы	2	2
398	есть конечно	2	2
399	и чтобы	1	2
400	– вот	1	2
401	но совершенно	2	2
402	только одно	2	2
403	она и	1	2
404	все равно	2	2
405	во внимание	1	2
406	и уже	1	2
407	несмотря на	1	2
408	же самый	1	2
409	она была	2	2
410	но почему	1	2
411	вещи в	9	2
412	вещь есть	7	2
413	всяком случае	2	2
414	нет или	1	2
415	от его	2	2
416	– только	4	2
417	и эти	2	2
418	отличен от	2	2
419	их в	3	2
420	нет вообще	1	2
421	же мы	1	2
422	же такое	3	2
423	с которой	1	2
424	и ноги	2	2
425	иной раз	1	2
426	можно понимать	1	2
427	почему я	1	2
428	следовательно и	1	2
429	того и	2	2
430	или есть	1	2
431	только и	2	2
432	о ней	2	2
433	сущность есть	1	2
434	меня и	1	2
435	как не	1	2
436	ничто не	2	2
437	как я	4	2
438	есть некая	2	2
439	исторического процесса	1	2
440	не вполне	2	2
441	у меня	3	2
442	личности в	1	2
443	материализма материализм	1	2
444	когда мы	6	2
445	могут быть	1	2
446	для такого	2	2
447	той или	2	2
448	все еще	3	2
449	из чего	1	2
450	для себя	5	2
451	как мы	4	2
452	не забудем	1	2
453	брать как	1	2
454	нечто и	1	2
455	так в	1	2
456	ноги и	1	2
457	как с	4	2
458	и когда	4	2
459	то как	2	2
460	тут мы	4	2
461	от вещей	1	2
462	на что	1	2
463	для этого	4	2
464	быть или	1	2
465	нас к	1	2
466	и нужно	1	2
467	и здесь	4	2
468	этого мы	1	2
469	есть само	1	2
470	никак не	3	2
471	не содержит	3	2
472	почему же	1	2
473	себе совершенно	1	2
474	нас в	3	2
475	и во	3	2
476	нет это	2	2
477	в его	2	2
478	себя но	1	2
479	материя не	1	2
480	и можно	1	2
481	и следовательно	7	2
482	и она	1	2
483	тех пор	1	2
484	содержится в	3	2
485	и воспринимать	1	2
486	есть вид	1	2
487	и кроме	1	2
488	целое не	1	2
489	в вопросе	1	2
490	даже если	1	2
491	но то	2	2
492	не мешает	4	2
493	и тем	3	2
494	тот или	1	2
495	со всеми	1	2
496	себя в	10	2
497	же и	1	2
498	не можем	1	2
499	и у	3	2
500	же в	1	2
501	и чисто	1	2
502	никто не	1	2
503	руки и	2	2
504	есть душа	1	2
505	чтобы она	2	2
506	что-нибудь не	1	2
507	не о	1	2
508	бытия и	2	2
509	у него	2	2
510	и никакой	1	2
511	себе отнюдь	1	2
512	мира есть	1	2
513	есть также	1	2
514	так или	4	2
515	со стороны	5	2
516	есть момент	2	2
517	или иначе	4	2
518	именно в	1	2
519	а именно	1	2
520	еще и	8	2
521	души и	1	2
522	своего собственного	1	2
523	но о	1	2
524	себя и	4	2
525	только к	2	2
526	наша формула	1	2
527	быть только	3	2
528	зависит от	1	2
529	без которых	1	2
530	только от	1	2
531	данная вещь	4	2
532	однако не	2	2
533	и материи	3	2
534	как именно	1	2
535	и потому	5	2
536	мы говорим	5	2
537	и материя	1	2
538	и ничто	2	2
539	в данном	5	2
540	с тех	1	2
541	факты и	1	2
542	по существу	2	2
543	быть не	4	2
544	и формы	2	2
545	личность как	2	2
546	но для	2	2
547	в смысле	12	2
548	она должна	2	2
549	тех или	5	2
550	и для	9	2
551	делает ее	1	2
552	или в	2	2
553	себя самого	2	2
554	для нас	2	2
555	из себя	3	2
556	будет все	1	2
557	бы в	5	2
558	в одинаковой	1	2
559	а в	4	2
560	требует чтобы	4	2
561	может и	1	2
562	слово в	2	2
563	слово –	3	2
564	другой стороны	2	2
565	совершенно не	5	2
566	бы его	1	2
567	из этого	1	2
568	вещи есть	51	2
569	самосознания и	1	2
570	но еще	3	2
571	своих частей	1	2
572	а я	1	2
573	ее в	1	2
574	в своих	1	2
575	во всяком	3	2
576	этой точки	1	2
577	новое время	1	1
578	его моменты	1	1
579	ту же	2	1
580	в применении	1	1
581	в сфере	4	1
582	метафизика т	1	1
583	чтобы не	1	1
584	ли оно	1	1
585	этом отношении	1	1
586	случае есть	1	1
587	на самом	1	1
588	сил и	1	1
589	на одно	1	1
590	кто хочет	1	1
591	вещь именно	1	1
592	просто но	2	1
593	вы знаете	1	1
594	живое и	1	1
595	понятие в	1	1
596	и так	1	1
597	надо мыслить	1	1
598	к другому	1	1
599	еще даже	1	1
600	по преимуществу	2	1
601	есть категория	1	1
602	что эти	1	1
603	а что-то	1	1
604	ведь и	5	1
605	едва ли	1	1
606	какими бы	1	1
607	и этот	2	1
608	и которая	1	1
609	нет ровно	1	1
610	часто бывает	1	1
611	из всего	1	1
612	для своего	1	1
613	и само	2	1
614	предмета от	1	1
615	даже я	1	1
616	предмета в	1	1
617	и момент	1	1
618	говоря и	1	1
619	этот предмет	1	1
620	существует по	1	1
621	и становление	1	1
622	конечно и	1	1
623	или его	1	1
624	я признаю	1	1
625	себе что	3	1
626	д на	1	1
627	не мы	1	1
628	учение об	1	1
629	и живого	1	1
630	думаю что	1	1
631	ибо это	1	1
632	и самого	1	1
633	и этого	2	1
634	проявляет себя	1	1
635	чего оно	1	1
636	и понимает	2	1
637	во всех	2	1
638	не воспринимает	1	1
639	есть дерево	2	1
640	то мы	2	1
641	а следовательно	2	1
642	ощущения и	1	1
643	будет спорить	1	1
644	и вопрос	1	1
645	а только	3	1
646	не то	4	1
647	одном и	1	1
648	не известно	1	1
649	и бытие	1	1
650	в общем	1	1
651	для всякой	1	1
652	это однако	1	1
653	тогда как	1	1
654	себе и	1	1
655	и будет	1	1
656	тут же	2	1
657	само же	1	1
658	смысловой и	1	1
659	из таких	1	1
660	с какой	1	1
661	чем же	3	1
662	метод и	1	1
663	если она	1	1
664	независимо от	5	1
665	только вообще	1	1
666	стороны и	2	1
667	как к	4	1
668	что как	1	1
669	понимать в	1	1
670	этой стороны	1	1
671	просто как	1	1
672	кто не	3	1
673	всего сама	1	1
674	сознательное и	1	1
675	бы я	2	1
676	и наконец	1	1
677	это тоже	1	1
678	это вообще	1	1
679	есть сама	3	1
680	в каком-то	2	1
681	более или	1	1
682	себе не	3	1
683	это определение	1	1
684	силе и	1	1
685	выявляет свою	1	1
686	от этого	2	1
687	образом ни	1	1
688	мы но	1	1
689	тут нет	1	1
690	идея и	1	1
691	– конечно	1	1
692	когда вы	1	1
693	к чему	1	1
694	та же	1	1
695	в которой	1	1
696	как то	1	1
697	– объективно	1	1
698	– порождение	2	1
699	если мы	8	1
700	пусть это	1	1
701	всякого отдельного	1	1
702	что ничего	1	1
703	если есть	1	1
704	само оно	1	1
705	вот когда	1	1
706	только один	2	1
707	материализм и	1	1
708	от необходимости	1	1
709	но ведь	2	1
710	если он	1	1
711	может уже	1	1
712	диалектически именно	1	1
713	по самому	3	1
714	они совершенно	1	1
715	как личность	2	1
716	в реальной	1	1
717	мы можем	4	1
718	вы –	1	1
719	именно то	1	1
720	опять-таки не	1	1
721	всех этих	1	1
722	ничего специфически	1	1
723	свою собственную	1	1
724	же это	4	1
725	– лишь	1	1
726	не к	1	1
727	отношения ни	1	1
728	– на	1	1
729	материя и	2	1
730	что тут	6	1
731	оперируем не	1	1
732	как от	1	1
733	из него	1	1
734	его от	1	1
735	ней не	1	1
736	или иных	1	1
737	о таком	1	1
738	именно это	1	1
739	и стало	1	1
740	от нее	2	1
741	что является	1	1
742	то ни	4	1
743	факт что	1	1
744	и может	2	1
745	они должны	1	1
746	пока мы	1	1
747	есть все	1	1
748	не сможет	2	1
749	– я	1	1
750	что мне	2	1
751	– то	2	1
752	и духовное	1	1
753	они тоже	1	1
754	его в	2	1
755	знает что	2	1
756	это вовсе	2	1
757	реальное общение	2	1
758	только религия	1	1
759	в него	1	1
760	есть вещь	7	1
761	же если	1	1
762	и дает	1	1
763	вещь может	2	1
764	но какая	1	1
765	– те	1	1
766	двух сфер	1	1
767	о характере	1	1
768	неодушевленный предмет	1	1
769	есть сам	1	1
770	далеко не	1	1
771	восприятие и	1	1
772	мы имеем	7	1
773	между собою	6	1
774	о чем	1	1
775	различные понимания	1	1
776	значит не	4	1
777	наши субъективные	1	1
778	надо сначала	1	1
779	о свете	2	1
780	и какая	1	1
781	иметь какой-нибудь	1	1
782	нисколько не	4	1
783	социальное бытие	1	1
784	или менее	1	1
785	ибо не	1	1
786	наиболее существенной	1	1
787	мы оперируем	1	1
788	ли только	3	1
789	нас не	1	1
790	в отношении	4	1
791	я его	1	1
792	почти не	1	1
793	в котором	3	1
794	бы к	1	1
795	быть нечто	1	1
796	бытие в	1	1
797	представление о	1	1
798	это именно	3	1
799	рационалистической метафизики	1	1
800	они уже	1	1
801	к вещам	1	1
802	вещей как	1	1
803	бы мы	1	1
804	по своей	2	1
805	какое-то существенное	1	1
806	признать что	1	1
807	вовсе еще	1	1
808	для всякого	2	1
809	материя а	1	1
810	не свойственна	1	1
811	другой –	1	1
812	субъект тоже	1	1
813	не ставить	1	1
814	не вещи	2	1
815	но он	2	1
816	это относится	1	1
817	явление сущности	1	1
818	опять все	1	1
819	без всяких	1	1
820	и более	1	1
821	уже сказали	1	1
822	для нее	2	1
823	это что-то	2	1
824	отличии от	2	1
825	говорим что	3	1
826	же самого	1	1
827	душа и	1	1
828	то с	3	1
829	содержит в	4	1
830	и истории	1	1
831	нашими внешними	1	1
832	если и	1	1
833	начиная от	2	1
834	вещи не	8	1
835	вообще но	5	1
836	что эта	1	1
837	еще до	1	1
838	дерево а	1	1
839	позитивизм и	1	1
840	это дает	1	1
841	дело не	2	1
842	я буду	1	1
843	проявляется или	1	1
844	и уничтожается	1	1
845	необходимо должно	1	1
846	и бытия	2	1
847	может только	1	1
848	наоборот –	1	1
849	субъекта –	1	1
850	о природе	1	1
851	передо мною	1	1
852	всякой иной	3	1
853	жизни не	1	1
854	до каких	1	1
855	в самой	2	1
856	имеем дело	3	1
857	этих двух	2	1
858	в науке	1	1
859	нее нет	1	1
860	буржуазная европа	1	1
861	есть она	2	1
862	сущности нет	1	1
863	диалектики –	1	1
864	правда это	1	1
865	это субъективно	1	1
866	своего существования	2	1
867	всего субъекта	1	1
868	что реально	3	1
869	эти три	1	1
870	так то	3	1
871	ней что-нибудь	1	1
872	раз оно	1	1
873	что на	2	1
874	тела и	1	1
875	ли это	7	1
876	не мыслится	1	1
877	только мы	2	1
878	в движении	1	1
879	чистом виде	1	1
880	прочих вещей	2	1
881	вовсе даже	1	1
882	же необходимо	1	1
883	можно формулировать	1	1
884	исходить из	1	1
885	все то	1	1
886	без внимания	1	1
887	– пустое	1	1
888	в основу	1	1
889	есть вообще	1	1
890	есть признак	1	1
891	это конечно	1	1
892	шкаф не	1	1
893	я сам	3	1
894	как только	4	1
895	пусть им	1	1
896	только материя	1	1
897	же самое	1	1
898	уже было	1	1
899	значит ли	5	1
900	есть или	1	1
901	тех кто	2	1
902	что вы	3	1
903	различных типов	1	1
904	как принципом	1	1
905	как некое	1	1
906	которая есть	1	1
907	пор как	1	1
908	– именно	1	1
909	существенной и	1	1
910	всегда в	1	1
911	существует только	1	1
912	и вещность	1	1
913	должен быть	2	1
914	и глубине	1	1
915	всем миром	1	1
916	в вещах	2	1
917	полной очевидностью	1	1
918	с ее	6	1
919	не хочу	1	1
920	на нем	1	1
921	без всякого	4	1
922	в ее	7	1
923	данном случае	2	1
924	только при	1	1
925	совершенно ясно	2	1
926	но во-первых	1	1
927	же –	2	1
928	– об	1	1
929	он с	1	1
930	уже с	1	1
931	только то	2	1
932	в себя	13	1
933	стоит тут	1	1
934	– сила	1	1
935	нечто целое	2	1
936	и совершенно	1	1
937	достаточно чтобы	1	1
938	вещи и	20	1
939	не с	7	1
940	было в	1	1
941	мог бы	5	1
942	таковы что	1	1
943	не смерть	1	1
944	не отличалось	1	1
945	остается только	1	1
946	веры в	2	1
947	для самой	1	1
948	уме и	2	1
949	строго говоря	1	1
950	о воплощении	1	1
951	другого и	1	1
952	уж во	1	1
953	с ним	8	1
954	но может	1	1
955	будет уже	1	1
956	и восприятия	1	1
957	разная степень	1	1
958	и вещи	3	1
959	связанное с	1	1
960	только так	1	1
961	материю в	1	1
962	вот почему	3	1
963	и активно	1	1
964	но к	1	1
965	этом понятии	1	1
966	себя не	2	1
967	простым указанием	1	1
968	на вопрос	1	1
969	внимание на	1	1
970	что каждый	1	1
971	ясным что	1	1
972	то не	4	1
973	это потому	1	1
974	можно сказать	6	1
975	и который	1	1
976	есть система	1	1
977	ничего то	1	1
978	мы понимаем	1	1
979	что или	1	1
980	понимания она	1	1
981	мы о	2	1
982	тем или	1	1
983	с вами	1	1
984	не отличаются	1	1
985	вещь должна	3	1
986	верят в	1	1
987	взятая сама	1	1
988	живой человек	1	1
989	ее явление	1	1
990	уже перестает	1	1
991	никакой вещи	1	1
992	живой религии	1	1
993	другое –	1	1
994	предмета который	1	1
995	вообще и	4	1
996	бы и	5	1
997	что вещь	11	1
998	есть тоже	4	1
999	себя значит	2	1
1000	оно требует	1	1
1001	я заговорил	1	1
1002	у всех	3	1
1003	еще только	1	1
1004	знания и	1	1
1005	если это	2	1
1006	к ней	2	1
1007	тут сама	1	1
1008	но тут	2	1
1009	или ничем	1	1
1010	существует не	1	1
1011	собою это	1	1
1012	наконец и	1	1
1013	и мыслить	1	1
1014	предмета и	1	1
1015	но так	1	1
1016	с материей	1	1
1017	разумевающая природа	1	1
1018	же теперь	1	1
1019	но с	2	1
1020	его собственная	1	1
1021	вовне и	1	1
1022	оно и	4	1
1023	но тот	1	1
1024	что только	3	1
1025	поэтому я	1	1
1026	мы согласились	1	1
1027	тот же	3	1
1028	этот вопрос	1	1
1029	в свой	2	1
1030	– можно	1	1
1031	как нечто	2	1
1032	сказали что	1	1
1033	будет противостоять	1	1
1034	то он	1	1
1035	д теперь	1	1
1036	сама сущность	3	1
1037	или другим	1	1
1038	никак нельзя	1	1
1039	е от	1	1
1040	нем нет	1	1
1041	в качестве	1	1
1042	и хочу	2	1
1043	ее смысловой	2	1
1044	самой обыкновенной	1	1
1045	собою все	1	1
1046	вопроса о	1	1
1047	другая вещь	1	1
1048	мы получим	2	1
1049	себя саму	4	1
1050	ее реальная	1	1
1051	только очень	2	1
1052	вещи? что	1	1
1053	от живой	1	1
1054	а это	4	1
1055	чем говорить	1	1
1056	и части	1	1
1057	как объективную	1	1
1058	нет я	1	1
1059	она –	2	1
1060	конечно нет	2	1
1061	д словом	1	1
1062	сказали мы	1	1
1063	пр –	1	1
1064	собственного существования	1	1
1065	не так	1	1
1066	на части	1	1
1067	представить себе	1	1
1068	отвлеченное понятие	2	1
1069	есть последняя	1	1
1070	мы находим	2	1
1071	в одном	2	1
1072	вещи или	3	1
1073	у нее	1	1
1074	пусть даже	3	1
1075	притом как	1	1
1076	и делает	2	1
1077	образом что	1	1
1078	ведь уже	1	1
1079	понятие а	1	1
1080	самого же	1	1
1081	момент в	6	1
1082	а самое	1	1
1083	о фактах	1	1
1084	только история	1	1
1085	от ее	6	1
1086	больше ни	1	1
1087	живой жизни	1	1
1088	или слова	1	1
1089	до сих	1	1
1090	есть некое	2	1
1091	что природа	1	1
1092	от этих	1	1
1093	к которому	1	1
1094	сам себя	2	1
1095	в субъект	1	1
1096	самой вещи	14	1
1097	мы еще	2	1
1098	не состоит	1	1
1099	при чем	1	1
1100	же тогда	1	1
1101	между ними	3	1
1102	обратиться к	1	1
1103	от другого	1	1
1104	идея не	1	1
1105	не сама	2	1
1106	а наоборот	1	1
1107	вещи ее	1	1
1108	быть чем-то	1	1
1109	и достаточно	3	1
1110	одно а	1	1
1111	– абсолютно	1	1
1112	а так	2	1
1113	когда она	4	1
1114	если эти	1	1
1115	дерево и	3	1
1116	есть стало	1	1
1117	пустое и	1	1
1118	ближе к	1	1
1119	когда я	5	1
1120	то –	4	1
1121	оперирует с	1	1
1122	и смысловом	1	1
1123	личностей и	1	1
1124	но оно	1	1
1125	слово слово	1	1
1126	процесса но	1	1
1127	живой и	2	1
1128	вместе с	1	1
1129	от неживого	1	1
1130	если взять	1	1
1131	от кого	1	1
1132	относятся к	1	1
1133	вещи что	2	1
1134	как сейчас	1	1
1135	оно только	3	1
1136	е чисто	1	1
1137	тут два	1	1
1138	мало и	1	1
1139	в течение	1	1
1140	самого самосознания	1	1
1141	тут полное	1	1
1142	применении к	2	1
1143	себя то	1	1
1144	я хочу	5	1
1145	самого себя	1	1
1146	– лик	1	1
1147	внутри себя	3	1
1148	вне этой	1	1
1149	и стать	1	1
1150	образ и	3	1
1151	да и	3	1
1152	не кажется	1	1
1153	отношении с	1	1
1154	данный в	1	1
1155	том смысле	1	1
1156	чтобы было	3	1
1157	указанием на	1	1
1158	или другого	1	1
1159	в это	1	1
1160	нее самой	1	1
1161	слова и	5	1
1162	никто никогда	1	1
1163	что из	2	1
1164	сих пор	1	1
1165	– по	2	1
1166	предметы то	1	1
1167	у вас	1	1
1168	силу и	1	1
1169	в научной	1	1
1170	думают что	4	1
1171	понятий и	2	1
1172	мы есть	1	1
1173	не мог	1	1
1174	их суммы	1	1
1175	дает возможность	1	1
1176	продолжает быть	1	1
1177	вообще есть	2	1
1178	физико-химические процессы	1	1
1179	частей и	1	1
1180	не знаем	2	1
1181	указать на	1	1
1182	вам и	1	1
1183	объекта и	1	1
1184	самое главное	2	1
1185	решить вопрос	1	1
1186	– вы	2	1
1187	об отношении	1	1
1188	совершенно различны	1	1
1189	его с	1	1
1190	в результате	3	1
1191	о котором	1	1
1192	которая в	1	1
1193	своей собственной	1	1
1194	тот кто	1	1
1195	всякое целое	1	1
1196	но когда	1	1
1197	и новое	1	1
1198	это может	2	1
1199	из своего	1	1
1200	в этих	1	1
1201	чтобы его	1	1
1202	каждая часть	1	1
1203	как-то есть	1	1
1204	слово тут	1	1
1205	же оно	1	1
1206	с таким	1	1
1207	мы мыслим	1	1
1208	ни было	4	1
1209	есть уже	1	1
1210	ту которая	1	1
1211	жизнь все	1	1
1212	мы переходим	1	1
1213	если все	1	1
1214	к ее	2	1
1215	нам не	2	1
1216	или других	4	1
1217	состоит из	1	1
1218	котором я	1	1
1219	же самой	3	1
1220	– сами	2	1
1221	что необходимо	1	1
1222	какая это	2	1
1223	самой же	2	1
1224	сила и	1	1
1225	это так	3	1
1226	уже есть	1	1
1227	бы даже	1	1
1228	и эта	3	1
1229	это понятие	1	1
1230	я могу	2	1
1231	у людей	1	1
1232	на лице	1	1
1233	которая не	1	1
1234	смысле что	1	1
1235	с самим	4	1
