N	2gram	Tiupa_Narr_2	DiskursI
147	еще в	1	3
148	и даже	3	3
149	картина мира	8	3
150	или на	1	3
151	по слову	3	3
152	значении термина	1	3
153	что и	2	3
154	существенную роль	3	3
155	дискурс в	2	3
156	не сводится	7	3
157	хотя бы	2	3
158	рассказывания в	4	3
159	являет собой	1	3
160	в данной	1	3
161	тем что	1	3
162	именно в	2	3
163	очевидным образом	2	3
164	при всей	4	3
165	имеет место	2	3
166	это прежде	1	3
167	и составляет	1	3
168	категория дискурса	1	3
169	себе не	1	3
170	мира в	4	3
171	в акте	1	3
172	ван дейк	1	3
173	по своему	2	3
174	тому как	2	3
175	того что	6	3
176	один из	3	3
177	все же	6	3
178	литературного произведения	1	3
179	как уже	2	3
180	мог быть	1	3
181	в свою	2	3
182	сказать что	3	3
183	в действительности	1	3
184	отношения к	1	2
185	одним из	1	2
186	например в	1	2
187	е годы	1	2
188	к другому	2	2
189	едва ли	3	2
190	мы имеем	3	2
191	на себя	1	2
192	ему в	2	2
193	в виду	1	2
194	первого и	1	2
195	общения в	1	2
196	в е	1	2
197	между собой	3	2
198	текст не	1	2
199	события в	1	2
200	в новом	1	2
201	за пределы	1	2
202	себя в	2	2
203	каждый в	1	2
204	определяется не	1	2
205	опирается на	1	2
206	стороны и	1	2
207	как к	3	2
208	что касается	1	2
209	собственно и	2	2
210	хотя и	5	2
211	когда он	1	2
212	сознания в	1	2
213	однако на	2	2
214	адресата в	1	2
215	более или	1	2
216	точкой зрения	1	2
217	поскольку в	1	2
218	в этой	4	2
219	событийный статус	2	2
220	социального взаимодействия	1	2
221	строгом значении	1	2
222	всей его	1	2
223	так сказать	3	2
224	по словам	2	2
225	не следует	3	2
226	в принципе	2	2
227	силу своей	1	2
228	подобно тому	2	2
229	и по	3	2
230	на этом	1	2
231	исходя из	1	2
232	с позиций	1	2
233	об этом	4	2
234	того или	3	2
235	поле стабилизаций	1	2
236	и тем	5	2
237	соответствии с	3	2
238	не всегда	1	2
239	иначе говоря	7	2
240	одного и	1	2
241	или менее	1	2
242	при встрече	3	2
243	и без	1	2
244	не от	1	2
245	мысли и	1	2
246	направлен на	1	2
247	и относительно	1	2
248	я героя	1	2
249	не подлежащее	1	2
250	не менее	4	2
251	но они	1	2
252	в.я проппа	1	2
253	что с	2	2
254	дело не	1	2
255	текста и	2	2
256	внутренней речи	3	2
257	не могло	2	2
258	имеем дело	2	2
259	своей природе	2	2
260	а ван	2	2
261	в тексте	8	2
262	и его	3	2
263	к себе	7	2
264	дискурса в	2	2
265	же самое	1	2
266	но одновременно	2	2
267	мысли о	1	2
268	оно не	2	2
269	и он	2	2
270	в едином	1	2
271	как мы	1	2
272	с ее	1	2
273	данном случае	6	2
274	современная нарратология	1	2
275	языка и	1	2
276	характер и	3	2
277	в организации	1	2
278	принадлежащих к	1	2
279	приводит к	1	2
280	и иные	2	2
281	на том	3	2
282	но зато	2	2
283	в другом	4	2
284	было в	1	2
285	своему происхождению	1	2
286	строго говоря	3	2
287	о нем	3	2
288	во всяком	1	2
289	и что	2	2
290	основе своей	1	2
291	времени в	1	2
292	это было	1	2
293	на протяжении	5	2
294	и во	1	2
295	дискурс это	1	2
296	в форме	5	2
297	котором он	1	2
298	них в	1	2
299	представления о	2	2
300	тойн а	1	2
301	в литературе	4	2
302	к различным	1	2
303	и представляет	3	2
304	дело с	2	2
305	в какой	4	2
306	есть в	1	2
307	сфере общения	1	2
308	свидетельствует о	4	2
309	в равной	2	2
310	или даже	3	2
311	по выражению	1	2
312	и слушающих	2	2
313	текста в	1	2
314	в одном	1	2
315	адресата и	1	2
316	человеческого присутствия	1	2
317	заметить что	1	2
318	нарративная интрига	6	2
319	следует признать	4	2
320	никогда не	6	2
321	бы это	1	2
322	к которому	2	2
323	чем он	1	2
324	героя и	2	2
325	более того	1	2
326	в соответствии	3	2
327	из наиболее	2	2
328	воспринимающего сознания	1	2
329	в рассказе	4	2
330	зависит от	2	2
331	однако и	1	2
332	его как	1	2
333	к некоторой	1	2
334	о чем	2	2
335	и адресата	2	2
336	его характер	2	2
337	принадлежности к	2	2
338	то она	1	2
339	более чем	2	2
340	к его	3	2
341	сути дела	1	2
342	автора в	2	2
343	данный термин	1	2
344	области дискурсивных	1	2
345	что же	1	2
346	за рамки	1	2
347	жизни в	6	2
348	этом своем	1	2
349	события а	1	2
350	в культуре	2	2
351	в начале	2	2
352	к другим	1	2
353	нарративное высказывание	1	2
354	говорящего и	1	2
355	поль рикёр	2	2
356	мой взгляд	1	2
357	на мой	1	2
358	частности в	1	2
359	или в	1	2
360	о котором	3	2
361	своей собственной	2	2
362	и все	4	2
363	будто бы	1	2
364	как показывает	2	2
365	хотя в	1	2
366	опыта в	3	2
367	может и	1	2
368	участников коммуникативного	1	2
369	не претендует	1	2
370	одновременно и	1	2
371	нарративности и	1	2
372	героя в	6	2
373	нарративного высказывания	3	2
374	речи как	1	2
375	они не	2	2
376	к этому	1	2
377	слова является	1	1
378	как нулевая	1	1
379	к единичному	1	1
380	таком случае	1	1
381	отделен от	1	1
382	самом деле	3	1
383	на самом	2	1
384	историю не	1	1
385	это и	1	1
386	даже сказать	1	1
387	проппа морфология	1	1
388	слушающего читателя	1	1
389	думал о	1	1
390	чего не	1	1
391	от своей	1	1
392	и предполагающем	1	1
393	от нормы	2	1
394	смерть в	1	1
395	из его	1	1
396	событийного ряда	1	1
397	видеть в	1	1
398	едины судьба	1	1
399	греймас выводит	1	1
400	которое может	1	1
401	или принимать	1	1
402	и должен	1	1
403	она определяется	1	1
404	этом направлении	1	1
405	жизни для	1	1
406	той же	2	1
407	говоря мы	1	1
408	герою своему	1	1
409	однако для	1	1
410	персонажа не	1	1
411	современной нарратологии	2	1
412	собой как	1	1
413	несут в	1	1
414	смысле можно	1	1
415	последнем мы	1	1
416	уступает умению	1	1
417	вторая часть	1	1
418	дискурса проявляется	1	1
419	только благодаря	1	1
420	участвуем как	1	1
421	сеть ограничений	1	1
422	говорить о	2	1
423	но она	1	1
424	принадлежит к	1	1
425	различным статусам	1	1
426	в полной	1	1
427	я не	5	1
428	но уже	1	1
429	которое не	2	1
430	среди любых	1	1
431	ситуации не	1	1
432	личной тайны	3	1
433	мы и	1	1
434	как свой	1	1
435	в xix	1	1
436	трактует последний	1	1
437	он сам	2	1
438	упускать из	1	1
439	повествовательной традицией	1	1
440	организованности высказываний	1	1
441	я на	1	1
442	не могу	2	1
443	истории в	4	1
444	иного рода	2	1
445	характера среди	1	1
446	[...] и	2	1
447	и позициям	1	1
448	судьба выражает	1	1
449	могло быть	1	1
450	поскольку по	1	1
451	как неизбежно	1	1
452	но достаточно	1	1
453	области литературы	1	1
454	конечном счете	3	1
455	гуманитарных науках	2	1
456	себе и	2	1
457	должны предполагать	1	1
458	это коммуникативное	1	1
459	говорящий ни	1	1
460	поля нарратологии	1	1
461	событие рассказывания	2	1
462	что они	3	1
463	облеченный в	1	1
464	в чужой	2	1
465	и читатель	2	1
466	как говорит	1	1
467	фуко не	1	1
468	вследствие чего	1	1
469	персонажей с	1	1
470	же с	1	1
471	личность понятая	1	1
472	практик дискурсивная	1	1
473	личностные и	1	1
474	своей не	1	1
475	человеческого бытия	1	1
476	сохраните черты	1	1
477	с их	1	1
478	о жизни	4	1
479	и нет	1	1
480	дискурсивное умение	1	1
481	в противном	1	1
482	не тождественна	1	1
483	может занимать	1	1
484	реальной действительности	1	1
485	я к	1	1
486	тем же	1	1
487	рамках которой	1	1
488	сходятся в	1	1
489	проявляется как	1	1
490	есть его	1	1
491	собственном мире	1	1
492	событийной цепи	4	1
493	со своей	2	1
494	всего лишь	6	1
495	свидетелем событий	1	1
496	ситуации в	1	1
497	с собачкой	10	1
498	в которой	1	1
499	бы и	1	1
500	восприятие конкретных	1	1
501	что это	4	1
502	с инстанцией	1	1
503	героя однако	1	1
504	неизбежно принадлежащих	1	1
505	в нашем	2	1
506	из этих	2	1
507	различных позиций	1	1
508	и пространства	2	1
509	нарратология не	1	1
510	по преимуществу	1	1
511	рассказ о	1	1
512	говорящего автора	1	1
513	собой некий	2	1
514	говорит не	1	1
515	и событие	1	1
516	умение которое	1	1
517	это такая	1	1
518	новом третьем	1	1
519	о невозможности	1	1
520	на то	2	1
521	или слушателя	1	1
522	[...] то	1	1
523	высказывания как	2	1
524	в случае	2	1
525	в общении	1	1
526	быть только	1	1
527	взаимодействия трех	1	1
528	что она	2	1
529	противном случае	1	1
530	он не	5	1
531	что подтверждается	1	1
532	в разработке	1	1
533	интриги соединяющей	1	1
534	к некоторому	1	1
535	концом в	1	1
536	иногда кажется	1	1
537	мире мире	1	1
538	не к	4	1
539	мира [...]	1	1
540	уже говорилось	4	1
541	из виду	1	1
542	новое и	1	1
543	не тождествен	1	1
544	нашего времени	1	1
545	адресата высказывания	1	1
546	в коммуникативном	3	1
547	непрерывный выбор	1	1
548	нарративном дискурсе	1	1
549	если хотим	1	1
550	не отделен	1	1
551	собой грандиозную	1	1
552	нашей способности	1	1
553	картины мира	2	1
554	что ни	1	1
555	пример из	1	1
556	может существовать	1	1
557	рассказано в	1	1
558	оно обладает	1	1
559	например сапожника	1	1
560	мы его	2	1
561	это позиция	1	1
562	не будет	2	1
563	ю.м лотман	1	1
564	распространяется на	1	1
565	то чтобы	2	1
566	поскольку все	2	1
567	есть все	1	1
568	ни слушающий	1	1
569	в мире	4	1
570	статус событийности	1	1
571	самим собой	3	1
572	рода механизмом	1	1
573	субъект может	1	1
574	которая как	1	1
575	этом смысле	1	1
576	дискурса глава	1	1
577	в молчание	1	1
578	пролагающий себе	1	1
579	приходит в	1	1
580	образ автора	1	1
581	рассказчика и	1	1
582	включая в	1	1
583	в новое	1	1
584	дискурса принадлежит	1	1
585	в жизни	6	1
586	частности из	1	1
587	к линейной	1	1
588	рассказываемых событий	1	1
589	ю.м лотмана	1	1
590	по длительности	1	1
591	с этой	3	1
592	в слове	3	1
593	со своими	2	1
594	которой он	3	1
595	нельзя признать	1	1
596	более не	1	1
597	понятие дискурсивной	1	1
598	это система	1	1
599	строгом смысле	1	1
600	описываемое как	1	1
601	мы не	2	1
602	как вещь	1	1
603	определенного рода	1	1
604	слова и	1	1
605	грандиозную интригу	1	1
606	продукт социального	1	1
607	автора и	1	1
608	не мог	1	1
609	несет в	1	1
610	только тем	1	1
611	вненаходимости бахтин	1	1
612	автор облеченный	1	1
613	в этих	1	1
614	о ком	1	1
615	во время	2	1
616	бы на	2	1
617	сводятся к	2	1
618	сторону индивида	1	1
619	трех говорящего	1	1
620	она сама	1	1
621	возможностей пролагающий	1	1
622	таким же	1	1
623	причастной вненаходимости	1	1
624	а как	3	1
625	занимать или	1	1
626	это делает	1	1
627	с точки	2	1
628	хранения и	1	1
629	не столько	5	1
630	и описываемое	1	1
631	как наррация	1	1
632	они неразрывно	1	1
633	дама с	1	1
634	от его	2	1
635	сапожника иначе	1	1
636	своем собственном	1	1
637	он осуществляет	1	1
638	в памяти	2	1
639	только раскрывают	1	1
640	вплоть до	1	1
641	последующего развития	1	1
642	данный текст	1	1
643	мир и	1	1
644	черты характера	1	1
645	не рассматривается	1	1
646	третьем мире	1	1
647	своей судьбой	1	1
648	принципиальное отличие	1	1
649	его к	1	1
650	некие рецептивные	1	1
651	через посредство	1	1
652	что было	1	1
653	тем не	5	1
654	слушающий не	1	1
655	смысле библия	1	1
656	и более	2	1
657	не могли	1	1
658	большой интриги	1	1
659	нарратора это	2	1
660	которой является	1	1
661	личного опыта	2	1
662	вместе со	1	1
663	бахтин имеет	1	1
664	между двумя	1	1
665	раз и	1	1
666	если их	1	1
667	своему искусно	1	1
668	и персонажи	1	1
669	тем самым	5	1
670	как можно	1	1
671	даже не	1	1
672	позиций субъективности	1	1
673	что превращает	1	1
674	не имеет	2	1
675	на дискурсивное	1	1
676	какой он	1	1
677	и притом	1	1
678	своего существования	1	1
679	не по	1	1
680	о них	2	1
681	действующие лица	1	1
682	появляется в	1	1
683	в структуре	1	1
684	жизненной позиции	1	1
685	а порой	1	1
686	статусам местам	1	1
687	не сводятся	1	1
688	пространства а	1	1
689	не вполне	2	1
690	коммуникативной ситуацией	1	1
691	социальные характеристики	1	1
692	их личностные	1	1
693	понятая объективно	1	1
694	иногда именуют	1	1
695	такова что	1	1
696	молчание бахтин	1	1
697	не все	2	1
698	и передачи	1	1
699	и теперь	1	1
700	на него	5	1
701	как будто	1	1
702	этом отношении	3	1
703	компетенции если	1	1
704	дискурсного анализа	1	1
705	индивида и	1	1
706	в каком	1	1
707	интригу мировой	1	1
708	составляет его	1	1
709	настоящего времени	1	1
710	художественной литературы	1	1
711	личности в	2	1
712	и оно	1	1
713	ни о	1	1
714	в специальном	1	1
715	позициям которые	1	1
716	не могут	1	1
717	на границе	1	1
718	во все	1	1
719	и вполне	1	1
720	сказания о	1	1
721	объяснить производство	1	1
722	в категориях	2	1
723	в напряжении	1	1
724	себе дорогу	1	1
725	приобщения к	1	1
726	об одном	1	1
727	уже было	1	1
728	отсутствии у	1	1
729	того о	1	1
730	но также	2	1
731	не встречается	1	1
732	иной области	1	1
733	этом последнем	1	1
734	сферы общения	1	1
735	анализа в	1	1
736	мишелю фуко	1	1
737	внеличную сторону	1	1
738	человеческая индивидуальность	1	1
739	одним и	1	1
740	дискурсивной компетенции	1	1
741	если же	1	1
742	рамках которого	1	1
743	которые отсылают	1	1
744	прослеживать историю	1	1
745	способности прослеживать	1	1
746	искусно сохраните	1	1
747	в театре	1	1
748	но по	1	1
749	они сходятся	1	1
750	чем не	1	1
751	всякая литературная	1	1
752	и сами	1	1
753	напротив они	1	1
754	здесь не	2	1
755	его поступки	1	1
756	и от	1	1
757	мысль о	2	1
758	второго лица	2	1
759	так на	1	1
760	последний как	1	1
761	когда поддерживает	1	1
762	с книгой	1	1
763	и сам	3	1
764	книгой бытия	1	1
765	по аналогии	1	1
766	те же	2	1
767	собой по	1	1
768	он говорит	1	1
769	особенно в	1	1
770	этого как	1	1
771	в плоскости	1	1
772	данной сферы	1	1
773	во второй	2	1
774	том как	2	1
775	и социальные	1	1
776	если бы	4	1
777	качестве свидетеля	1	1
778	собой и	1	1
779	как непрерывный	1	1
780	напряжении событийного	1	1
781	не семиотических	1	1
782	о ней	3	1
783	является событием	2	1
784	позиции адресата	2	1
785	полной мере	1	1
786	л.с выготским	1	1
787	характеристики другие	1	1
788	и судии	2	1
789	быть в	1	1
790	имеет право	1	1
791	интриги не	2	1
792	возможна только	1	1
793	то они	1	1
794	себя не	2	1
795	настолько что	1	1
796	и читателем	1	1
797	к одной	1	1
798	как возможность	1	1
799	автора слушающего	1	1
800	героя не	1	1
801	выражает внеличную	1	1
802	поскольку как	1	1
803	своего читателя	1	1
804	утверждает что	1	1
805	на что	1	1
806	теперь и	1	1
807	ориентиром в	1	1
808	в конечном	3	1
809	и вследствие	2	1
810	внутренняя заданность	1	1
811	субъекта речи	1	1
812	к нему	1	1
813	в евгении	1	1
814	том или	1	1
815	объективно чужое	1	1
816	прямым свидетелем	1	1
817	предполагать наличие	1	1
818	высказываний как	1	1
819	об отсутствии	1	1
820	а потому	1	1
821	а коммуникативных	1	1
822	мир персонажей	1	1
823	свидетеля и	2	1
824	как коммуникативное	1	1
825	утрачивает свою	1	1
826	чем и	1	1
827	которые субъект	1	1
828	в саду	1	1
829	вслед за	6	1
830	наконец в	1	1
831	а его	1	1
832	человека как	1	1
833	понимаемой как	1	1
834	индивидуальный характер	1	1
835	интрига своего	1	1
836	не несет	1	1
837	по содержанию	1	1
838	наличие [...]	1	1
839	система не	1	1
840	ком или	1	1
841	порой и	1	1
842	герой в	1	1
843	известном смысле	3	1
844	в формах	1	1
845	с ними	3	1
846	сами участвуем	1	1
847	одного сознания	1	1
848	он уже	1	1
849	вольф шмид	2	1
850	по мнению	1	1
851	отсылают к	1	1
852	не остаются	1	1
853	к мифу	1	1
854	социальной ситуации	1	1
855	самое следует	1	1
856	другие аспекты	1	1
857	в уста	1	1
858	употребление языка	1	1
859	соединяющей апокалипсис	1	1
860	со всеми	2	1
861	индивидуальность непосредственно	1	1
862	суть не	1	1
863	события и	1	1
864	раскрывают содержание	1	1
865	я в	5	1
866	мире общения	1	1
867	в большинстве	1	1
868	мишель фуко	1	1
869	только на	2	1
870	ничего нельзя	1	1
871	коммуникативная ситуация	2	1
872	вернуться к	1	1
873	в нашей	1	1
874	то и	3	1
875	следовало бы	1	1
876	в виде	2	1
877	большинстве случаев	1	1
878	в известном	3	1
879	присутствует в	2	1
880	производство и	1	1
881	деятельность опирается	1	1
882	но для	2	1
883	содержание судьбы	1	1
884	местам и	1	1
885	он имеет	1	1
886	очевидно что	1	1
887	и их	1	1
888	всяком случае	1	1
889	в прозе	1	1
890	рассказать но	1	1
891	выводит из	1	1
892	в прошлом	1	1
893	в конце	4	1
894	наблюдаемое и	1	1
895	граница между	1	1
896	не о	1	1
897	может служить	2	1
898	говорят героя	1	1
899	на преодоление	1	1
900	самоопределение личности	1	1
901	не случайно	2	1
902	каждый из	1	1
903	хх столетия	1	1
904	следует понимать	1	1
905	как раз	3	1
906	дорогу через	1	1
907	или ином	1	1
908	конкретных дискурсов	1	1
909	не обладает	1	1
910	чем говорят	1	1
911	регулярности различных	1	1
912	которое ничем	1	1
913	представляют собой	2	1
914	нарратора в	2	1
915	знакомством с	1	1
916	в новейшее	2	1
917	но эти	1	1
918	рода миниатюра	1	1
919	с повествовательной	1	1
920	в области	2	1
921	с другим	2	1
922	до сих	1	1
923	это пока	1	1
924	дейк четко	1	1
925	что человек	1	1
926	коммуникативный объект	1	1
927	а именно	1	1
928	а всякая	1	1
929	не наделен	1	1
930	с той	1	1
931	xix столетия	2	1
932	было бы	2	1
933	любых событий	1	1
934	повествования о	1	1
935	же о	1	1
936	как обнажение	1	1
937	или о	1	1
938	восприниматься как	1	1
939	нового времени	2	1
940	о ее	1	1
941	картину мира	2	1
942	говорит о	2	1
943	равной степени	2	1
944	выступает в	1	1
945	связано с	1	1
946	только по	2	1
947	семиотических конвенций	1	1
948	пушкина как	1	1
949	ничем не	1	1
950	не на	1	1
951	мысленного черновика	1	1
952	изложенная в	1	1
953	нарративного текста	2	1
954	повествуемого мира	4	1
955	художественного целого	1	1
956	несмотря на	2	1
957	в связи	1	1
958	свойство событийности	1	1
959	с помощью	1	1
960	текста если	1	1
961	но оно	1	1
962	является его	2	1
963	ее обновлению	1	1
964	дискурсивная деятельность	1	1
965	вместе с	1	1
966	как это	4	1
967	некоторые из	1	1
968	такой модальности	3	1
969	[...] компетенции	1	1
970	протяжении единого	1	1
971	слушающих их	1	1
972	они едины	1	1
973	словесного творчества	1	1
974	восходит к	2	1
975	нарративной интриги	7	1
976	принимать когда	1	1
977	его собственной	1	1
978	наряду с	1	1
979	в той	5	1
980	нашей человеческой	1	1
981	выбор возможностей	1	1
982	с точкой	1	1
983	ему по	1	1
984	не наиболее	1	1
985	через сеть	1	1
986	когда она	1	1
987	характером но	1	1
988	постольку дискурс	1	1
989	да и	3	1
990	как слушатели-читатели	1	1
991	евгении онегине	1	1
992	в современной	2	1
993	мировой истории	1	1
994	предполагает в	1	1
995	новейшее время	2	1
996	событием самого	1	1
997	и восприятие	1	1
998	значении данного	1	1
999	памяти в	2	1
1000	быть и	1	1
1001	аналогии с	1	1
1002	установки и	1	1
1003	дискурсии и	1	1
1004	сих пор	1	1
1005	поступки только	1	1
1006	некоторой культурной	1	1
1007	читателя или	1	1
1008	о его	1	1
1009	литературная интрига	1	1
1010	в чем	2	1
1011	своей судьбы	1	1
1012	человеческого характера	1	1
1013	хотим объяснить	1	1
1014	тому или	1	1
1015	читателя а	1	1
1016	всю совокупность	1	1
1017	и времени	1	1
1018	судьбы они	1	1
1019	и рецептивного	2	1
1020	не существует	1	1
1021	лицо и	3	1
1022	или иному	1	1
1023	[...] не	1	1
1024	миниатюра большой	1	1
1025	они предстают	1	1
1026	мире напротив	1	1
1027	жизненное поведение	1	1
1028	в результате	2	1
1029	вопрос о	1	1
1030	другое дело	1	1
1031	из организованности	1	1
1032	а к	3	1
1033	оказывается и	1	1
1034	персонажем в	1	1
1035	себя самого	1	1
1036	ограничений постольку	1	1
1037	производство дискурса	1	1
1038	это он	1	1
1039	тем более	2	1
1040	мы должны	1	1
1041	истории а	2	1
1042	но это	2	1
1043	по ходу	1	1
1044	исключительно в	2	1
1045	или не	1	1
1046	четко разграничивая	1	1
1047	не являются	2	1
1048	в системе	1	1
1049	умению например	1	1
1050	не знает	1	1
1051	отношением к	1	1
1052	как нечто	1	1
1053	новой риторики	1	1
1054	коммуникативных компетенций	1	1
1055	не уступает	2	1
1056	или иного	3	1
1057	в заглавие	1	1
1058	данного термина	1	1
1059	остаются каждый	1	1
1060	как коммуникативного	1	1
1061	культурно значимые	1	1
1062	читателя и	1	1
1063	рассказе чехова	1	1
1064	и состоит	2	1
1065	всем своим	1	1
1066	событие не	1	1
1067	который не	1	1
1068	ни говорящий	1	1
1069	в таком	3	1
1070	поддерживает дискурс	1	1
1071	аспекты социальной	1	1
1072	апокалипсис с	1	1
