N	2gram	Bakhtin_KF_1	Myshleni
277	не решает	1	2
278	и своего	1	2
279	была бы	1	2
280	понятие о	1	2
281	бы оно	2	2
282	в иной	1	2
283	мы говорим	1	2
284	по своему	3	2
285	в данном	2	2
286	этого слова	2	2
287	этого факта	1	2
288	все это	10	2
289	для нас	4	2
290	от него	3	2
291	только что	1	2
292	ими так	1	2
293	а в	4	2
294	другим и	1	2
295	имеет место	1	2
296	всякий предмет	2	2
297	ее в	1	2
298	это в	1	2
299	конкретного и	1	2
300	смысле слова	1	1
301	осознанно и	1	1
302	функции в	1	1
303	не остается	2	1
304	бы для	1	1
305	от своей	5	1
306	в чисто	1	1
307	и до	1	1
308	из его	3	1
309	в конкретном	1	1
310	что эти	1	1
311	видеть в	1	1
312	едва ли	2	1
313	и должен	2	1
314	и само	1	1
315	суждения но	1	1
316	к моему	1	1
317	смысле можно	1	1
318	бы что	1	1
319	его только	1	1
320	только это	2	1
321	ему в	2	1
322	и он	1	1
323	свою очередь	1	1
324	и иначе	1	1
325	быть понято	1	1
326	не нужно	2	1
327	быть в	4	1
328	в различных	1	1
329	на самом	3	1
330	одном случае	1	1
331	жить и	2	1
332	которых как	1	1
333	вообще как	1	1
334	него с	1	1
335	не просто	1	1
336	нет и	3	1
337	только путем	1	1
338	один и	1	1
339	отнюдь не	6	1
340	его на	2	1
341	от до	1	1
342	выйти из	1	1
343	как к	2	1
344	как вокруг	1	1
345	представлено как	1	1
346	и тот	1	1
347	его к	2	1
348	тем же	1	1
349	в этот	1	1
350	не можем	1	1
351	что это	3	1
352	другого как	1	1
353	другом случае	1	1
354	предметов и	1	1
355	ее как	2	1
356	и новое	1	1
357	теории и	3	1
358	к выводу	1	1
359	что она	1	1
360	всех остальных	1	1
361	он ни	2	1
362	а просто	1	1
363	не значит	6	1
364	нее и	1	1
365	эта последняя	1	1
366	и входит	1	1
367	не как	4	1
368	новое и	1	1
369	моментом и	1	1
370	и единство	3	1
371	само это	1	1
372	определяется с	2	1
373	т.е от	1	1
374	конца и	1	1
375	но все	5	1
376	и за	2	1
377	и может	3	1
378	смысловой стороны	1	1
379	об этом	1	1
380	связанных с	1	1
381	и с	1	1
382	на все	1	1
383	предположение что	1	1
384	входит в	3	1
385	это было	2	1
386	и всей	1	1
387	может стать	1	1
388	действительности в	2	1
389	обобщения уже	1	1
390	может действительно	1	1
391	который по	1	1
392	ни в	12	1
393	но уже	1	1
394	это положение	1	1
395	рядом с	3	1
396	все равно	1	1
397	он действительно	1	1
398	которой он	2	1
399	он и	2	1
400	синтеза и	1	1
401	всех этих	3	1
402	места в	4	1
403	оперировать с	1	1
404	длинный путь	1	1
405	остается только	1	1
406	заключать в	1	1
407	еще нечто	1	1
408	возможности в	2	1
409	жизнь и	2	1
410	от его	5	1
411	не путем	1	1
412	оно должно	1	1
413	совершенно иначе	1	1
414	играть в	1	1
415	тем не	2	1
416	их в	1	1
417	не должно	3	1
418	случае мы	2	1
419	и очень	1	1
420	сознания по	2	1
421	сознании в	1	1
422	содержит в	1	1
423	на один	1	1
424	что есть	2	1
425	вообще невозможно	1	1
426	что ему	1	1
427	дело в	2	1
428	одна из	1	1
429	к этим	1	1
430	например что	1	1
431	и именно	2	1
432	дело не	2	1
433	при установлении	1	1
434	для всего	1	1
435	а для	2	1
436	поскольку оно	1	1
437	впрочем в	1	1
438	самому своему	1	1
439	для другого	2	1
440	в каком	4	1
441	факта что	1	1
442	в действительности	1	1
443	конечно только	1	1
444	в живой	1	1
445	деятельности и	2	1
446	в момент	3	1
447	в специальном	1	1
448	есть только	1	1
449	на закон	1	1
450	и всех	1	1
451	места но	1	1
452	т.е в	1	1
453	ничего общего	2	1
454	данной области	1	1
455	и это	12	1
456	оно может	1	1
457	как таковым	1	1
458	осуществляется это	1	1
459	и о	1	1
460	не для	1	1
461	в ее	16	1
462	и значении	1	1
463	и включает	1	1
464	она только	1	1
465	не мог	1	1
466	а должен	1	1
467	и когда	2	1
468	только через	1	1
469	мне как	3	1
470	т.е из	1	1
471	может строить	1	1
472	этой мысли	1	1
473	подойти к	1	1
474	от определенного	1	1
475	собой и	1	1
476	в определенной	2	1
477	но отнюдь	1	1
478	эта действительность	1	1
479	о том	3	1
480	настоящее время	1	1
481	не содержит	1	1
482	и весь	2	1
483	не имеем	3	1
484	не стоит	1	1
485	в единую	1	1
486	может не	2	1
487	мы делаем	1	1
488	ни на	1	1
489	он его	1	1
490	смысловое содержание	6	1
491	к нему	12	1
492	между тем	4	1
493	и под	2	1
494	себя но	1	1
495	и можно	1	1
496	даже для	1	1
497	не знаю	1	1
498	в лучшем	1	1
499	имеет места	1	1
500	это приводит	1	1
501	второй половине	1	1
502	в современной	3	1
503	логические отношения	2	1
504	тот же	1	1
505	во всем	7	1
506	человека все	1	1
507	в переживании	1	1
508	и ее	2	1
509	это с	1	1
510	но между	1	1
511	именно на	2	1
512	и теперь	1	1
513	конечно не	7	1
514	уже не	7	1
515	и современная	1	1
516	в виде	2	1
517	в известном	1	1
518	в данной	1	1
519	его и	2	1
520	и их	6	1
521	и навсегда	2	1
522	цели и	1	1
523	слова в	2	1
524	содержания и	2	1
525	противоречие между	1	1
526	и должна	3	1
527	вовсе не	7	1
528	ее не	1	1
529	мы обозначаем	1	1
530	которые могут	1	1
531	во всей	4	1
532	они будут	1	1
533	и перенос	1	1
534	к той	1	1
535	находятся в	1	1
536	где есть	1	1
537	этот момент	6	1
538	к совершенно	1	1
539	и даже	1	1
540	или иной	2	1
541	и из	1	1
542	с другим	1	1
543	здесь в	1	1
544	а эти	1	1
545	не потому	2	1
546	а с	2	1
547	и затем	1	1
548	может иметь	2	1
549	больше и	1	1
550	понятий или	1	1
551	по уже	1	1
552	уже во	1	1
553	только как	4	1
554	и предметами	1	1
555	ближе к	3	1
556	если не	2	1
557	действия в	1	1
558	всю полноту	1	1
559	отношение ко	1	1
560	и во	1	1
561	эти слова	1	1
562	до этого	1	1
563	содержание но	1	1
564	путь от	1	1
565	относятся к	1	1
566	но этот	1	1
567	этих предметов	2	1
568	из которых	2	1
569	разве не	2	1
570	над ним	1	1
571	ибо это	1	1
572	ко всякому	1	1
573	если оно	1	1
574	что за	2	1
575	смысле этого	1	1
576	своей структуре	1	1
577	это различие	1	1
578	возможно это	1	1
579	самого себя	1	1
580	эту мысль	1	1
581	значит что	1	1
582	в это	2	1
583	в истории	1	1
584	лучшем случае	1	1
585	совершается и	1	1
586	глядит в	1	1
587	то только	1	1
588	в суждениях	1	1
589	к пониманию	1	1
590	отсюда следует	2	1
591	должны быть	1	1
592	при таком	1	1
593	не существует	1	1
594	эта задача	1	1
595	включает в	2	1
596	котором он	3	1
597	мы только	1	1
598	в результате	1	1
599	мышление есть	1	1
600	в настоящее	1	1
601	совершенно иной	1	1
602	бы он	2	1
603	той или	3	1
604	главным образом	1	1
605	не должен	3	1
606	только с	3	1
607	сторона этой	1	1
608	не непосредственно	1	1
609	могли быть	1	1
610	но всегда	2	1
611	должен быть	7	1
612	в свою	3	1
613	возможно там	1	1
614	это понятие	1	1
615	совершенно не	6	1
616	одновременно и	1	1
617	имеет не	1	1
618	самое что	1	1
619	она исходит	1	1
620	но эти	1	1
621	т.е как	1	1
622	к этому	2	1
623	им и	1	1
624	все что	1	1
